player,pos_x,age_x,team_id_x,g_x,gs_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,pos_y,age_y,team_id_y,g_y,mp_y,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,pos_x,age_x,team_id_x,g_x,gs_y,mp_per_g,fg_per_g,fga_per_g,fg_pct_y,fg3_per_g,fg3a_per_g,fg3_pct_y,fg2_per_g,fg2a_per_g,fg2_pct_y,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,pos_y,age_y,team_id_y,g_y,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,votes_first,points_won
Mookie Blaylock,PG,31,ATL,48,48,1763,7.9,20.8,.379,2.5,8.0,.307,5.4,12.8,.425,2.2,2.9,.758,1.4,5.7,7.1,8.9,3.2,0.3,3.7,1.9,20.4,,100,96,PG,31,ATL,48,1763,16.7,.463,.386,.140,3.0,11.8,7.4,31.7,3.2,0.4,14.3,21.5,,1.5,3.2,4.7,.127,,2.9,2.0,4.9,3.1,PG,31,ATL,48,48,36.7,5.1,13.6,.379,1.6,5.2,.307,3.5,8.3,.425,.439,1.4,1.9,.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,PG,31,ATL,48,48,1763,5.0,13.3,.379,1.6,5.1,.307,3.5,8.2,.425,1.4,1.9,.758,0.9,3.7,4.6,5.7,2.0,0.2,2.3,1.2,13.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-2.6,-2.3,-4.9,-0.1,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,TOT,34,3,530,3.7,10.3,.360,0.0,0.1,.000,3.7,10.2,.364,2.9,5.6,.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92,99,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-4.3,2.4,-1.9,0.0,PF,30,CLE,20,0,18.4,1.2,3.4,.343,0.0,0.0,,1.2,3.4,.343,.343,1.1,2.1,.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,LAL,14,3,162,4.2,10.7,.394,0.0,0.3,.000,4.2,10.3,.406,1.9,3.9,.500,7.8,7.1,14.9,0.6,0.3,1.3,1.9,8.7,10.3,,100,106,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
Corie Blount,PF,30,LAL,14,3,162,4.2,10.7,.394,0.0,0.3,.000,4.2,10.3,.406,1.9,3.9,.500,7.8,7.1,14.9,0.6,0.3,1.3,1.9,8.7,10.3,,100,106,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1,0.0,0.0
Corie Blount,PF,30,LAL,14,3,162,4.2,10.7,.394,0.0,0.3,.000,4.2,10.3,.406,1.9,3.9,.500,7.8,7.1,14.9,0.6,0.3,1.3,1.9,8.7,10.3,,100,106,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,TOT,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0,,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7,0.0,0.0
Corie Blount,PF,30,LAL,14,3,162,4.2,10.7,.394,0.0,0.3,.000,4.2,10.3,.406,1.9,3.9,.500,7.8,7.1,14.9,0.6,0.3,1.3,1.9,8.7,10.3,,100,106,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.8,0.9,-2.8,-0.1,PF,30,LAL,14,3,11.6,0.9,2.4,.394,0.0,0.1,.000,0.9,2.3,.406,.394,0.4,0.9,.500,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,0.0,0.0
