player,pos_x,age_x,team_id_x,g_x,gs_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,pos_y,age_y,team_id_y,g_y,mp_y,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,pos_x,age_x,team_id_x,g_x,gs_y,mp_per_g,fg_per_g,fga_per_g,fg_pct_y,fg3_per_g,fg3a_per_g,fg3_pct_y,fg2_per_g,fg2a_per_g,fg2_pct_y,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,pos_y,age_y,team_id_y,g_y,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,votes_first,points_won
James Bailey,PF,29,NJN,34,2,542,9.7,20.8,.469,0.0,0.0,,9.7,20.8,.469,5.0,7.0,.725,4.2,7.7,11.9,1.7,1.0,2.0,4.7,10.3,24.5,,97,109,PF,29,NJN,34,542,11.9,.514,.000,.335,10.0,18.4,14.2,5.7,1.0,2.5,16.5,24.4,,-0.2,0.5,0.3,.031,,-3.4,-1.3,-4.7,-0.4,PF,29,NJN,34,2,15.9,3.3,7.0,.469,0.0,0.0,,3.3,7.0,.469,.469,1.7,2.4,.725,1.4,2.6,4.0,0.6,0.4,0.7,1.6,3.5,8.3,PF,29,NJN,34,2,542,7.4,15.9,.469,0.0,0.0,,7.4,15.9,.469,3.9,5.3,.725,3.2,5.9,9.1,1.3,0.8,1.5,3.6,7.9,18.7,0.0,0.0
Thurl Bailey,PF,25,UTA,81,2,2155,10.0,22.4,.447,0.0,0.0,.000,10.0,22.3,.448,4.1,5.1,.805,3.1,6.2,9.3,2.2,0.8,1.9,2.7,3.2,24.1,,101,106,PF,25,UTA,81,2155,13.9,.490,.002,.228,6.9,14.0,10.4,7.1,0.8,2.3,9.7,23.2,,0.2,2.9,3.1,.070,,-2.5,0.4,-2.1,0.0,PF,25,UTA,81,2,26.6,5.7,12.8,.447,0.0,0.0,.000,5.7,12.8,.448,.447,2.3,2.9,.805,1.8,3.5,5.3,1.3,0.5,1.1,1.5,1.9,13.8,PF,25,UTA,81,2,2155,7.7,17.3,.447,0.0,0.0,.000,7.7,17.3,.448,3.2,3.9,.805,2.4,4.8,7.2,1.7,0.6,1.5,2.1,2.5,18.6,0.0,0.0
Greg Ballard,SF,32,GSW,82,7,1579,7.4,16.9,.440,0.4,1.2,.375,7.0,15.7,.445,2.0,2.7,.747,3.0,7.2,10.2,3.2,1.5,0.4,2.1,5.0,17.3,,103,111,SF,32,GSW,82,1579,11.5,.479,.071,.161,6.8,16.9,11.8,9.3,1.5,0.5,10.4,17.2,,0.5,1.2,1.7,.052,,-1.9,-0.3,-2.2,-0.1,SF,32,GSW,82,7,19.3,3.0,6.9,.440,0.2,0.5,.375,2.8,6.4,.445,.453,0.8,1.1,.747,1.2,2.9,4.1,1.3,0.6,0.2,0.9,2.0,7.1,SF,32,GSW,82,7,1579,5.7,12.9,.440,0.3,0.9,.375,5.3,11.9,.445,1.6,2.1,.747,2.3,5.5,7.8,2.5,1.1,0.3,1.6,3.8,13.2,0.0,0.0
Gene Banks,SF,27,CHI,63,39,1822,6.8,12.7,.539,0.0,0.1,.000,6.8,12.6,.545,3.1,4.0,.767,3.2,5.3,8.5,4.7,1.4,0.5,3.1,4.8,16.8,,111,109,SF,27,CHI,63,1822,12.6,.580,.011,.316,7.0,12.3,9.6,13.0,1.4,0.6,17.7,14.8,,1.9,1.7,3.6,.095,,-0.3,0.5,0.2,1.0,SF,27,CHI,63,39,28.9,4.0,7.3,.539,0.0,0.1,.000,4.0,7.3,.545,.539,1.8,2.3,.767,1.8,3.1,4.9,2.7,0.8,0.3,1.8,2.7,9.7,SF,27,CHI,63,39,1822,4.9,9.1,.539,0.0,0.1,.000,4.9,9.0,.545,2.2,2.9,.767,2.3,3.8,6.1,3.4,1.0,0.3,2.2,3.4,12.1,0.0,0.0
Charles Barkley,PF,23,PHI,68,62,2740,10.0,16.9,.594,0.4,1.9,.202,9.7,15.0,.643,7.7,10.2,.761,7.0,10.9,17.9,6.0,2.1,1.9,5.8,4.5,28.2,,119,104,PF,23,PHI,68,2740,25.1,.660,.111,.602,16.7,24.8,20.8,19.0,2.1,2.2,21.4,23.1,,7.7,4.3,12.0,.210,,6.4,2.9,9.2,7.7,PF,23,PHI,68,62,40.3,8.2,13.8,.594,0.3,1.5,.202,7.9,12.3,.643,.606,6.3,8.3,.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0,PF,23,PHI,68,62,2740,7.3,12.3,.594,0.3,1.4,.202,7.0,10.9,.643,5.6,7.4,.761,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5,1.0,113.0
John Battle,SG,24,ATL,64,8,804,8.8,19.3,.457,0.0,0.6,.000,8.8,18.7,.472,5.7,7.7,.738,1.0,2.7,3.7,7.6,1.8,0.3,3.7,4.7,23.3,,107,109,SG,24,ATL,64,804,13.8,.514,.032,.400,2.2,5.9,4.0,22.3,1.8,0.4,13.9,22.0,,0.7,0.8,1.5,.092,,-0.6,-1.4,-1.9,0.0,SG,24,ATL,64,8,12.6,2.3,4.9,.457,0.0,0.2,.000,2.3,4.8,.472,.457,1.5,2.0,.738,0.3,0.7,0.9,1.9,0.5,0.1,0.9,1.2,6.0,SG,24,ATL,64,8,804,6.4,14.1,.457,0.0,0.4,.000,6.4,13.7,.472,4.2,5.6,.738,0.7,2.0,2.7,5.6,1.3,0.2,2.7,3.4,17.1,0.0,0.0
William Bedford,C,23,PHO,50,18,979,6.8,17.2,.397,0.0,0.0,.000,6.8,17.2,.398,2.4,4.1,.581,3.8,8.0,11.8,2.7,0.9,1.8,4.1,6.0,16.1,,85,109,C,23,PHO,50,979,7.6,.422,.003,.240,9.2,18.8,14.1,7.7,0.9,2.2,17.7,19.9,,-1.7,0.9,-0.8,-0.041,,-5.7,-0.2,-5.9,-1.0,C,23,PHO,50,18,19.6,2.8,7.2,.397,0.0,0.0,.000,2.8,7.1,.398,.397,1.0,1.7,.581,1.6,3.3,4.9,1.1,0.4,0.7,1.7,2.5,6.7,C,23,PHO,50,18,979,5.2,13.2,.397,0.0,0.0,.000,5.2,13.1,.398,1.8,3.2,.581,2.9,6.1,9.0,2.1,0.7,1.4,3.1,4.6,12.3,0.0,0.0
Benoit Benjamin,C,22,LAC,72,61,2230,6.7,14.9,.449,0.0,0.0,.000,6.7,14.9,.450,3.9,5.5,.715,2.8,9.5,12.3,2.8,1.3,3.9,3.9,5.3,17.4,,94,108,C,22,LAC,72,2230,12.6,.500,.003,.369,6.1,24.1,14.4,8.7,1.3,4.8,18.2,18.1,,-1.3,2.4,1.1,.024,,-4.3,2.6,-1.7,0.2,C,22,LAC,72,61,31.0,4.4,9.9,.449,0.0,0.0,.000,4.4,9.9,.450,.449,2.6,3.7,.715,1.9,6.3,8.1,1.9,0.8,2.6,2.6,3.5,11.5,C,22,LAC,72,61,2230,5.2,11.5,.449,0.0,0.0,.000,5.2,11.5,.450,3.0,4.2,.715,2.2,7.3,9.5,2.2,1.0,3.0,3.0,4.1,13.4,0.0,0.0
Kent Benson,C,32,UTA,73,2,895,7.3,16.4,.443,0.1,0.4,.286,7.2,16.1,.447,2.4,3.0,.810,4.2,7.8,12.0,2.0,2.0,1.5,2.3,7.2,17.1,,100,102,C,32,UTA,73,895,11.7,.482,.022,.184,9.2,17.7,13.4,6.0,2.0,1.8,11.6,17.1,,0.1,1.6,1.7,.089,,-3.2,1.7,-1.5,0.1,C,32,UTA,73,2,12.3,1.9,4.3,.443,0.0,0.1,.286,1.9,4.2,.447,.446,0.6,0.8,.810,1.1,2.1,3.2,0.5,0.5,0.4,0.6,1.9,4.5,C,32,UTA,73,2,895,5.6,12.7,.443,0.1,0.3,.286,5.6,12.4,.447,1.9,2.3,.810,3.2,6.1,9.3,1.6,1.6,1.1,1.8,5.6,13.2,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF-PF,22,TOT,63,45,25.2,6.5,12.2,.531,0.0,0.0,.000,6.5,12.1,.533,.531,3.0,4.6,.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,3.1,15.9,SF-PF,22,TOT,63,45,1586,9.2,17.4,.531,0.0,0.1,.000,9.2,17.3,.533,4.2,6.5,.649,3.1,3.9,7.0,2.4,0.9,0.9,3.5,4.4,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF-PF,22,TOT,63,45,25.2,6.5,12.2,.531,0.0,0.0,.000,6.5,12.1,.533,.531,3.0,4.6,.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,3.1,15.9,PF,22,POR,7,0,19,11.4,15.2,.750,0.0,0.0,,11.4,15.2,.750,1.9,1.9,1.000,7.6,5.7,13.3,1.9,3.8,0.0,0.0,15.2,24.6,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF-PF,22,TOT,63,45,25.2,6.5,12.2,.531,0.0,0.0,.000,6.5,12.1,.533,.531,3.0,4.6,.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,3.1,15.9,SF,22,SAS,56,45,1567,9.2,17.4,.529,0.0,0.1,.000,9.2,17.3,.531,4.3,6.6,.648,3.0,3.9,6.9,2.4,0.8,0.9,3.5,4.3,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,PF,22,POR,7,0,2.7,0.9,1.1,.750,0.0,0.0,,0.9,1.1,.750,.750,0.1,0.1,1.000,0.6,0.4,1.0,0.1,0.3,0.0,0.0,1.1,1.9,SF-PF,22,TOT,63,45,1586,9.2,17.4,.531,0.0,0.1,.000,9.2,17.3,.533,4.2,6.5,.649,3.1,3.9,7.0,2.4,0.9,0.9,3.5,4.4,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,PF,22,POR,7,0,2.7,0.9,1.1,.750,0.0,0.0,,0.9,1.1,.750,.750,0.1,0.1,1.000,0.6,0.4,1.0,0.1,0.3,0.0,0.0,1.1,1.9,PF,22,POR,7,0,19,11.4,15.2,.750,0.0,0.0,,11.4,15.2,.750,1.9,1.9,1.000,7.6,5.7,13.3,1.9,3.8,0.0,0.0,15.2,24.6,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,PF,22,POR,7,0,2.7,0.9,1.1,.750,0.0,0.0,,0.9,1.1,.750,.750,0.1,0.1,1.000,0.6,0.4,1.0,0.1,0.3,0.0,0.0,1.1,1.9,SF,22,SAS,56,45,1567,9.2,17.4,.529,0.0,0.1,.000,9.2,17.3,.531,4.3,6.6,.648,3.0,3.9,6.9,2.4,0.8,0.9,3.5,4.3,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF,22,SAS,56,45,28.0,7.2,13.5,.529,0.0,0.1,.000,7.2,13.5,.531,.529,3.3,5.1,.648,2.4,3.0,5.4,1.9,0.6,0.7,2.7,3.4,17.6,SF-PF,22,TOT,63,45,1586,9.2,17.4,.531,0.0,0.1,.000,9.2,17.3,.533,4.2,6.5,.649,3.1,3.9,7.0,2.4,0.9,0.9,3.5,4.4,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF,22,SAS,56,45,28.0,7.2,13.5,.529,0.0,0.1,.000,7.2,13.5,.531,.529,3.3,5.1,.648,2.4,3.0,5.4,1.9,0.6,0.7,2.7,3.4,17.6,PF,22,POR,7,0,19,11.4,15.2,.750,0.0,0.0,,11.4,15.2,.750,1.9,1.9,1.000,7.6,5.7,13.3,1.9,3.8,0.0,0.0,15.2,24.6,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,SF-PF,22,TOT,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2,SF,22,SAS,56,45,28.0,7.2,13.5,.529,0.0,0.1,.000,7.2,13.5,.531,.529,3.3,5.1,.648,2.4,3.0,5.4,1.9,0.6,0.7,2.7,3.4,17.6,SF,22,SAS,56,45,1567,9.2,17.4,.529,0.0,0.1,.000,9.2,17.3,.531,4.3,6.6,.648,3.0,3.9,6.9,2.4,0.8,0.9,3.5,4.3,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,PF,22,POR,7,19,28.9,.770,.000,.125,24.1,17.3,20.6,8.7,4.8,0.0,0.0,17.4,,0.1,0.0,0.2,.399,,11.2,0.5,11.8,0.1,SF-PF,22,TOT,63,45,25.2,6.5,12.2,.531,0.0,0.0,.000,6.5,12.1,.533,.531,3.0,4.6,.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,3.1,15.9,SF-PF,22,TOT,63,45,1586,9.2,17.4,.531,0.0,0.1,.000,9.2,17.3,.533,4.2,6.5,.649,3.1,3.9,7.0,2.4,0.9,0.9,3.5,4.4,22.7,0.0,0.0
Walter Berry,SF-PF,22,TOT,63,45,1586,12.1,22.8,.531,0.0,0.1,.000,12.1,22.7,.533,5.6,8.6,.649,4.0,5.1,9.2,3.1,1.1,1.2,4.6,5.8,29.8,,106,112,PF,22,POR,7,19,28.9,.770,.000,.125,24.1,17.3,20.6,8.7,4.8,0.0,0.0,17.4,,0.1,0.0,0.2,.399,,11.2,0.5,11.8,0.1,SF-PF,22,TOT,63,45,25.2,6.5,12.2,.531,0.0,0.0,.000,6.5,12.1,.533,.531,3.0,4.6,.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,3.1,15.9,PF,22,POR,7,0,19,11.4,15.2,.750,0.0,0.0,,11.4,15.2,.750,1.9,1.9,1.000,7.6,5.7,13.3,1.9,3.8,0.0,0.0,15.2,24.6,0.0,0.0
