pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
PF,25,BOS,77,58,2923,11.5,22.9,.503,0.2,0.8,.212,11.3,22.0,.514,5.3,6.2,.863,3.2,10.3,13.5,7.2,2.3,1.1,4.1,3.9,28.5,,114,99
SG,26,NJN,37,22,1025,10.2,21.8,.469,0.0,0.5,.000,10.2,21.4,.479,3.4,5.8,.583,1.4,3.0,4.4,5.6,1.4,0.2,2.9,3.4,23.8,,102,106
SG,22,DAL,82,16,1979,10.8,21.0,.513,0.0,0.1,.250,10.8,21.0,.515,5.2,6.8,.768,2.4,3.9,6.3,2.6,1.1,0.7,2.8,3.0,26.9,,111,112
SG,23,CHI,49,2,546,9.1,19.7,.459,0.4,1.6,.222,8.7,18.1,.480,1.6,2.5,.643,1.2,2.4,3.6,6.0,2.0,0.2,4.8,5.1,20.1,,92,111
SF,22,NYK,39,0,331,7.9,15.0,.524,0.0,0.1,.000,7.9,14.9,.529,4.2,7.0,.604,4.5,5.0,9.5,1.6,1.7,0.7,4.1,5.4,20.0,,101,109
SG,22,BOS,51,1,339,7.7,17.0,.451,0.0,0.1,.000,7.7,16.9,.455,5.9,8.7,.677,1.7,3.6,5.3,3.1,2.0,0.8,5.2,8.5,21.2,,93,105
SG,24,PHO,64,3,937,6.4,14.5,.445,0.1,0.2,.250,6.4,14.3,.448,3.8,5.1,.740,1.5,2.9,4.5,4.1,4.0,0.5,3.7,5.9,16.7,,96,101
PF,23,CLE,10,3,176,5.8,14.3,.404,0.0,0.0,,5.8,14.3,.404,3.0,3.3,.917,3.8,5.2,9.1,1.6,1.4,1.1,3.6,4.7,14.6,,91,112
PG,26,SAS,81,3,1616,6.7,16.4,.407,1.3,4.0,.333,5.3,12.4,.431,3.4,4.4,.783,1.2,3.7,4.8,12.7,1.9,0.3,4.0,5.3,18.1,,106,109
PF,30,LAL,71,9,966,3.9,8.4,.463,0.0,0.3,.167,3.9,8.1,.473,0.3,0.9,.368,5.1,7.6,12.7,2.0,1.9,2.2,1.8,6.1,8.2,,105,104
SG,26,TOT,72,45,2319,11.8,24.7,.477,0.2,0.6,.258,11.6,24.0,.482,4.4,5.4,.812,1.1,2.2,3.3,3.9,1.7,0.6,2.6,3.1,28.1,,106,113
SG,26,SAS,25,4,595,14.3,28.4,.504,0.2,0.8,.300,14.1,27.6,.510,6.1,6.9,.875,1.0,2.9,3.9,5.3,1.8,0.6,2.7,2.9,34.9,,115,110
SG,26,CLE,47,41,1724,10.9,23.4,.465,0.1,0.6,.238,10.7,22.8,.470,3.8,4.8,.779,1.2,1.9,3.1,3.4,1.7,0.6,2.6,3.2,25.6,,103,114
SF,28,MIL,41,4,924,10.9,22.5,.483,0.2,0.5,.444,10.6,22.0,.483,4.6,5.4,.864,1.9,4.6,6.5,5.7,1.5,0.2,3.3,4.7,26.5,,110,105
SF,30,DAL,82,54,2035,5.2,11.9,.437,0.1,0.4,.167,5.1,11.5,.447,3.2,3.9,.817,2.8,5.3,8.1,10.7,1.6,0.1,4.0,5.3,13.7,,105,111
SG,23,SDC,63,19,1027,7.6,16.8,.453,0.4,1.5,.281,7.2,15.3,.470,2.8,3.9,.726,2.8,2.7,5.5,7.2,2.3,0.6,3.8,5.7,18.4,,103,114
SF,23,SDC,82,73,2750,9.2,18.4,.504,0.0,0.1,.000,9.2,18.2,.507,3.5,4.6,.757,3.6,7.2,10.7,4.1,1.9,0.7,3.4,4.9,22.0,,108,112
SG,33,SEA,82,2,1785,10.6,23.2,.455,0.7,2.1,.325,9.9,21.1,.468,3.0,3.5,.860,1.1,2.6,3.8,6.4,1.9,0.1,2.6,3.0,24.8,,105,106
C,23,GSW,82,11,1260,7.2,15.7,.459,0.0,0.0,,7.2,15.7,.459,3.2,4.6,.705,5.1,8.6,13.7,0.7,1.4,1.1,3.2,9.1,17.7,,101,106
SF,27,SDC,75,49,1988,8.1,16.7,.486,0.2,0.7,.267,7.9,16.0,.496,4.6,5.9,.785,1.9,4.6,6.5,4.5,1.9,0.7,4.4,6.0,21.1,,103,114
PG,27,MIL,70,70,2156,8.8,18.3,.482,0.1,0.3,.267,8.7,18.0,.486,2.4,3.7,.655,1.7,3.9,5.6,7.3,3.9,0.1,4.0,4.9,20.2,,101,101
SG,23,CHI,6,0,30,0.0,6.5,.000,0.0,1.6,.000,0.0,4.8,.000,8.1,9.7,.833,3.2,6.5,9.7,8.1,9.7,3.2,4.8,9.7,8.1,,85,90
PG,23,TOT,9,1,87,3.6,8.2,.438,0.0,0.0,,3.6,8.2,.438,4.6,7.7,.600,0.5,2.1,2.6,7.7,1.5,0.0,6.7,8.8,11.8,,81,113
PG,23,NJN,3,0,34,2.7,6.8,.400,0.0,0.0,,2.7,6.8,.400,4.1,8.2,.500,0.0,2.7,2.7,5.5,1.4,0.0,6.8,5.5,9.6,,67,107
PG,23,DEN,6,1,53,4.1,9.1,.455,0.0,0.0,,4.1,9.1,.455,4.9,7.4,.667,0.8,1.6,2.5,9.1,1.6,0.0,6.6,10.7,13.2,,89,116
PG,31,IND,82,78,2529,6.0,13.2,.455,1.4,3.6,.386,4.6,9.5,.482,1.9,2.4,.813,0.9,3.4,4.3,7.8,3.2,0.5,1.8,3.4,15.3,,115,104
PF,26,TOT,74,48,1926,8.6,17.2,.503,0.0,0.2,.100,8.6,16.9,.509,4.9,7.5,.656,4.1,9.0,13.2,2.1,1.6,0.5,3.8,6.2,22.2,,104,108
PF,26,CLE,46,42,1482,8.8,17.1,.517,0.0,0.3,.111,8.8,16.8,.524,4.7,7.2,.659,3.7,9.1,12.9,2.1,1.9,0.5,3.7,5.9,22.4,,105,109
PF,26,DET,28,6,444,8.0,17.4,.458,0.0,0.1,.000,8.0,17.3,.461,5.5,8.5,.646,5.5,8.7,14.2,2.4,0.6,0.6,4.1,7.2,21.5,,101,107
SF,31,BOS,56,27,1296,6.7,14.9,.450,0.2,0.6,.294,6.5,14.3,.457,3.0,4.2,.707,2.0,3.4,5.5,4.7,2.4,0.8,2.3,5.0,16.6,,106,104
C,23,GSW,76,75,2627,9.5,18.3,.519,0.0,0.0,.000,9.5,18.3,.519,4.2,5.8,.728,3.8,7.6,11.4,1.2,1.2,2.3,3.7,4.8,23.2,,106,106
SG,23,IND,75,0,1035,8.8,18.9,.468,0.4,1.2,.320,8.5,17.7,.477,2.7,3.3,.829,1.4,2.3,3.7,2.8,1.6,0.5,2.5,5.2,20.8,,101,108
SG,24,NYK,75,1,923,6.2,14.6,.425,0.0,0.0,,6.2,14.6,.425,3.3,4.2,.800,1.8,3.1,5.0,6.8,1.9,0.3,4.1,6.5,15.8,,96,110
C,24,NYK,72,50,2060,9.1,16.3,.562,0.0,0.0,,9.1,16.3,.562,6.0,7.9,.763,2.7,7.1,9.9,2.0,1.1,1.5,3.9,4.9,24.3,,112,108
PF,30,MIL,80,9,1603,2.8,6.7,.420,0.0,0.0,,2.8,6.7,.420,1.2,2.1,.594,3.9,6.8,10.7,2.9,1.3,4.0,2.8,7.1,6.9,,92,100
PF,23,UTA,49,0,337,8.2,18.5,.444,0.0,0.3,.000,8.2,18.2,.451,4.1,5.6,.732,3.0,7.0,10.0,1.0,1.0,0.0,2.5,8.0,20.6,,100,112
PF,22,SDC,81,58,2682,9.8,18.6,.525,0.0,0.0,.000,9.8,18.6,.526,5.0,8.1,.620,3.7,6.2,9.9,2.6,1.0,0.8,3.9,6.0,24.6,,106,114
PG,25,PHI,79,79,2498,6.7,12.9,.521,0.1,0.4,.273,6.6,12.5,.529,3.3,4.2,.777,1.0,3.8,4.7,12.7,4.0,0.6,3.5,4.7,16.8,,115,102
C,32,WSB,59,13,867,4.1,9.5,.433,0.0,0.0,,4.1,9.5,.433,2.0,2.6,.783,2.2,8.1,10.3,3.6,0.8,1.8,2.3,6.4,10.3,,98,102
SG,23,WSB,79,18,1609,10.0,19.6,.511,0.0,0.4,.083,10.0,19.2,.520,3.6,5.1,.716,3.0,2.9,5.9,4.4,2.7,0.7,4.1,5.9,23.7,,103,103
PG,23,NJN,82,17,2090,8.6,17.9,.482,0.2,0.7,.226,8.5,17.2,.492,2.6,3.6,.728,1.2,2.3,3.5,7.1,3.3,0.5,3.9,4.4,20.0,,101,103
PF,25,PHO,76,22,1298,5.6,13.3,.422,0.0,0.1,.000,5.6,13.2,.424,3.3,5.0,.664,4.2,7.0,11.2,3.7,1.4,0.9,3.0,6.5,14.5,,98,103
C,24,NJN,1,0,11,4.2,8.5,.500,0.0,0.0,,4.2,8.5,.500,0.0,0.0,,4.2,4.2,8.5,0.0,0.0,0.0,4.2,8.5,8.5,,78,108
SG,25,LAL,76,14,2197,8.1,15.7,.517,0.0,0.4,.118,8.1,15.3,.526,2.9,3.6,.813,1.8,3.9,5.7,4.9,2.5,1.3,3.2,4.6,19.2,,109,106
C,25,DAL,76,38,1818,7.5,17.9,.420,0.0,0.2,.125,7.5,17.7,.424,3.2,4.3,.744,5.4,9.4,14.7,3.1,1.0,2.8,2.4,7.6,18.3,,103,107
SF,26,NYK,18,0,118,6.5,15.5,.421,0.0,0.0,,6.5,15.5,.421,2.0,2.5,.833,1.2,0.8,2.0,3.7,1.6,0.8,1.6,7.8,15.1,,100,112
C,25,SAS,82,21,2189,7.2,13.9,.519,0.0,0.1,.250,7.2,13.8,.520,3.4,4.6,.746,4.5,8.9,13.5,2.8,0.7,2.7,3.0,5.0,17.8,,110,106
PG,33,TOT,55,20,1392,7.7,17.4,.446,0.3,1.0,.345,7.4,16.4,.452,4.9,5.5,.887,0.5,2.4,2.9,6.5,1.5,0.2,2.9,3.3,20.7,,109,113
PG,33,ATL,27,0,552,7.7,19.2,.400,0.2,0.7,.250,7.5,18.5,.406,5.9,6.7,.890,0.5,2.9,3.5,6.9,2.1,0.2,2.7,3.7,21.5,,104,106
PG,33,SDC,28,20,840,7.8,16.2,.479,0.5,1.2,.381,7.3,15.0,.487,4.3,4.8,.884,0.4,2.1,2.5,6.3,1.2,0.2,2.9,3.2,20.3,,112,117
C,26,MIL,35,1,203,2.6,7.6,.344,0.0,0.0,,2.6,7.6,.344,1.4,3.5,.400,2.4,7.3,9.7,3.1,1.4,2.8,4.0,9.2,6.6,,70,100
PF,25,MIL,78,7,1132,9.3,18.2,.509,0.0,0.1,.000,9.3,18.1,.512,2.8,3.9,.736,2.6,7.8,10.4,4.2,0.9,0.4,4.6,9.6,21.4,,99,103
PF,24,PHI,66,8,956,7.4,15.3,.487,0.0,0.1,.000,7.4,15.2,.490,2.5,4.7,.543,4.5,9.0,13.5,1.6,1.5,1.3,2.2,7.1,17.4,,104,102
SF,34,MIL,11,0,174,5.8,15.2,.382,0.0,0.0,,5.8,15.2,.382,2.8,4.7,.588,1.1,3.6,4.7,3.6,1.4,0.6,3.0,6.9,14.3,,87,105
SF,25,UTA,81,81,3222,13.0,22.8,.570,0.0,0.0,.333,13.0,22.7,.570,9.3,11.7,.792,3.3,4.1,7.4,4.6,1.4,0.2,4.3,3.6,35.2,,121,114
PG,26,DAL,82,82,2614,7.4,14.4,.515,0.3,0.9,.286,7.1,13.5,.530,3.4,4.3,.804,0.7,3.6,4.2,9.5,1.4,0.1,3.0,4.1,18.5,,115,112
SF,23,WSB,54,10,575,7.4,15.5,.478,0.0,0.2,.000,7.4,15.3,.484,2.5,3.1,.811,4.5,6.6,11.2,2.6,0.8,1.1,3.6,7.5,17.3,,99,104
SG,26,IND,82,70,2664,9.8,21.0,.467,0.1,0.5,.185,9.7,20.6,.473,5.7,7.2,.799,1.3,1.9,3.2,6.3,1.4,0.2,3.4,3.2,25.5,,106,109
SF,27,SDC,7,0,67,7.1,17.7,.400,0.0,0.0,,7.1,17.7,.400,2.1,4.2,.500,4.9,4.2,9.2,2.8,0.0,0.0,3.5,5.7,16.3,,90,118
SF,27,PHO,55,12,1182,14.3,27.3,.523,0.1,0.7,.188,14.2,26.6,.531,3.7,4.5,.820,0.9,3.3,4.2,6.6,1.9,0.1,4.6,4.2,32.4,,105,105
C,25,PHI,48,36,1124,8.8,15.6,.564,0.0,0.1,.000,8.8,15.5,.567,4.8,7.0,.695,2.9,10.1,12.9,2.3,0.8,2.3,4.1,8.2,22.4,,107,102
PF,24,NYK,48,0,356,5.3,11.3,.470,0.0,0.1,.000,5.3,11.1,.476,1.9,5.3,.359,3.9,6.8,10.7,1.9,0.5,0.8,3.5,8.8,12.5,,87,110
PF,23,KCK,30,3,607,4.8,9.4,.512,0.0,0.0,,4.8,9.4,.512,2.0,3.1,.650,3.7,6.7,10.3,3.3,2.7,0.6,2.7,6.3,11.7,,104,105
C,33,CHI,74,0,999,4.5,9.7,.460,0.0,0.0,.000,4.5,9.7,.462,1.8,2.6,.704,3.1,6.1,9.1,4.2,2.4,1.5,2.1,6.4,10.8,,106,106
PG,23,CLE,33,0,221,6.3,17.3,.367,0.0,0.9,.000,6.3,16.4,.387,3.3,5.0,.652,1.3,2.0,3.3,7.4,1.8,0.4,3.7,8.8,16.0,,88,114
C,24,SEA,82,1,1710,7.2,11.8,.609,0.0,0.0,,7.2,11.8,.609,4.2,6.7,.629,3.9,9.9,13.8,1.4,0.8,3.9,3.2,5.2,18.6,,112,99
SG,25,SDC,64,9,1031,8.3,17.9,.465,0.8,2.7,.305,7.5,15.2,.494,3.1,4.7,.657,1.2,2.9,4.1,6.7,2.2,0.4,4.2,6.7,20.5,,101,114
C,27,KCK,63,17,1093,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,1.4,3.5,.400,4.8,7.7,12.5,1.5,0.6,1.6,2.4,9.1,7.4,,97,107
SF,27,ATL,70,51,2040,11.5,23.7,.486,0.1,0.3,.333,11.4,23.4,.488,9.0,12.1,.741,4.2,5.1,9.3,2.4,1.6,0.1,4.4,6.2,32.1,,108,106
PG,23,KCK,81,19,1973,8.6,18.1,.473,0.2,0.6,.296,8.4,17.4,.479,3.6,4.5,.794,0.7,2.8,3.6,10.0,2.6,0.0,4.2,3.6,20.9,,103,108
SG,25,BOS,21,0,146,11.0,25.0,.442,0.0,0.3,.000,11.0,24.6,.447,1.3,3.9,.333,1.9,2.9,4.9,3.9,1.0,0.3,0.6,2.9,23.3,,103,108
SG,27,HOU,70,15,1315,7.7,16.9,.458,1.2,3.2,.384,6.5,13.7,.475,2.8,4.0,.708,0.9,3.0,3.9,8.5,1.7,0.1,3.0,6.0,19.5,,111,111
SG,26,DEN,82,80,2519,4.5,8.7,.512,0.0,0.0,.000,4.5,8.7,.513,2.7,3.7,.712,3.7,6.0,9.7,3.3,2.3,0.6,2.1,3.6,11.6,,114,112
PG,23,UTA,79,9,1056,5.3,11.7,.451,0.1,0.5,.273,5.2,11.2,.459,1.2,1.6,.730,0.6,3.1,3.7,6.9,0.9,0.2,3.2,6.3,11.9,,95,115
SF,22,PHO,32,0,103,8.0,17.3,.459,0.9,1.9,.500,7.0,15.4,.455,3.3,4.2,.778,1.4,4.2,5.6,7.0,0.9,0.0,3.3,8.9,20.1,,106,106
PG,22,PHI,42,3,291,10.7,24.6,.433,0.0,1.5,.000,10.7,23.1,.461,3.3,4.4,.741,1.6,2.8,4.4,7.4,2.6,0.8,3.9,6.1,24.6,,96,105
C,26,CLE,77,75,2539,10.1,19.7,.511,0.0,0.1,.000,10.1,19.6,.513,4.4,6.5,.684,3.6,7.5,11.1,2.3,0.5,2.2,3.1,6.6,24.5,,108,111
C,29,NJN,81,70,2100,6.7,14.5,.460,0.0,0.0,,6.7,14.5,.460,3.0,3.8,.794,3.7,6.1,9.8,2.2,2.0,2.0,3.0,6.2,16.3,,101,101
SF,28,DEN,82,82,3015,12.4,22.5,.551,0.0,0.1,.000,12.4,22.4,.553,5.4,6.4,.840,3.0,5.0,8.1,6.3,1.3,1.7,3.8,3.8,30.2,,118,114
SF,31,PHI,81,81,2789,13.3,24.4,.546,0.1,0.2,.273,13.3,24.2,.548,7.0,9.2,.763,3.8,5.8,9.5,5.5,2.8,2.4,3.7,3.9,33.8,,117,102
PG,26,TOT,22,0,270,6.2,15.3,.407,0.0,1.1,.000,6.2,14.2,.438,2.3,3.6,.650,0.9,3.0,3.9,7.5,2.3,0.0,4.6,6.4,14.8,,86,107
PG,26,MIL,14,0,196,5.9,12.5,.471,0.0,0.5,.000,5.9,12.0,.490,2.0,2.9,.667,0.7,2.2,2.9,5.4,2.2,0.0,3.7,6.4,13.7,,94,105
PG,26,CLE,8,0,74,7.2,22.9,.314,0.0,2.6,.000,7.2,20.3,.355,3.3,5.2,.625,1.3,5.2,6.5,13.1,2.6,0.0,7.2,6.5,17.6,,76,110
C,28,BOS,43,0,202,4.4,11.5,.388,0.0,0.0,,4.4,11.5,.388,4.4,7.0,.633,2.8,7.0,9.8,1.9,1.2,1.6,3.0,5.4,13.3,,93,103
SG,33,BOS,76,53,1591,5.6,13.4,.418,0.6,1.9,.317,5.0,11.5,.434,1.2,1.7,.696,1.5,1.7,3.2,4.2,1.2,0.3,1.5,4.3,12.9,,104,108
SF,29,CLE,21,1,201,2.2,5.8,.375,0.0,0.2,.000,2.2,5.5,.391,1.2,1.4,.833,3.4,5.1,8.4,2.6,1.9,0.0,3.6,7.2,5.5,,79,112
PG,25,KCK,72,65,1952,6.9,15.7,.439,0.2,0.8,.219,6.7,14.9,.451,3.3,4.0,.819,0.6,2.0,2.5,10.9,1.5,0.0,4.7,3.9,17.2,,98,111
SG,28,GSW,78,78,2796,11.0,24.6,.448,0.2,0.9,.179,10.8,23.6,.458,8.1,11.0,.740,2.0,2.2,4.2,7.1,1.2,0.1,3.5,3.8,30.3,,111,112
PG,31,GSW,75,70,1793,4.9,9.8,.496,0.0,0.1,.000,4.9,9.7,.503,1.3,1.7,.785,1.0,4.0,5.0,6.9,3.2,0.7,3.3,4.6,11.1,,101,106
SF,25,HOU,51,22,858,6.0,13.9,.434,0.2,0.6,.300,5.9,13.3,.440,1.0,1.5,.654,1.6,3.9,5.4,4.4,1.8,0.3,2.2,5.4,13.2,,99,110
SG,29,SAS,79,79,2817,16.5,33.0,.500,0.2,0.6,.278,16.3,32.4,.504,9.2,10.7,.864,2.3,4.2,6.5,3.1,1.3,0.7,3.5,3.6,42.4,,114,110
C,32,CHI,82,82,2796,9.5,14.5,.652,0.0,0.0,1.000,9.4,14.5,.652,7.4,9.6,.768,3.9,10.6,14.5,2.4,0.8,3.8,3.9,5.0,26.3,,124,104
SG,26,ATL,49,0,833,9.6,17.6,.543,0.1,0.1,.500,9.5,17.5,.543,3.6,4.1,.881,0.3,3.4,3.7,5.3,1.6,0.2,1.6,4.8,22.8,,121,107
C,22,NJN,64,6,740,7.5,17.0,.441,0.0,0.0,,7.5,17.0,.441,6.1,7.4,.822,4.4,7.3,11.7,2.6,1.1,3.0,3.5,4.3,21.1,,105,102
SF,26,DEN,80,0,1699,6.4,12.7,.505,0.0,0.1,.000,6.4,12.7,.508,4.1,5.6,.737,3.6,7.3,10.9,3.9,2.4,0.9,2.6,5.9,17.0,,114,111
PG,27,UTA,81,73,2822,8.2,16.6,.493,0.0,0.1,.000,8.2,16.5,.497,3.3,4.3,.765,1.4,2.6,4.0,10.3,3.0,0.1,3.2,3.0,19.7,,111,111
PF,24,CHI,82,82,2914,8.0,16.9,.473,0.0,0.0,.000,8.0,16.8,.475,4.0,4.8,.825,3.2,9.9,13.1,4.4,1.2,1.5,3.0,4.9,20.0,,108,106
SG,28,WSB,71,62,2164,8.4,19.1,.439,0.6,1.8,.341,7.8,17.3,.449,3.7,4.3,.855,1.3,3.1,4.4,3.3,1.0,0.5,2.1,3.4,21.1,,103,106
PF,28,SAS,23,0,459,3.3,6.7,.485,0.0,0.0,,3.3,6.7,.485,2.4,3.8,.649,3.0,6.7,9.7,5.5,2.0,0.8,4.1,6.8,9.0,,95,106
SG,23,UTA,80,79,2597,12.3,25.4,.482,0.3,0.9,.288,12.0,24.5,.489,3.4,4.8,.697,2.3,3.2,5.4,3.3,1.7,0.6,3.4,3.8,28.2,,102,113
SF,28,POR,59,24,1377,6.0,11.2,.537,0.1,0.2,.500,5.9,11.0,.538,2.7,3.6,.750,3.5,5.5,9.0,4.3,2.6,1.4,3.1,5.6,14.8,,111,106
SG,26,KCK,81,11,1892,10.5,20.5,.511,0.0,0.3,.143,10.4,20.1,.517,4.7,5.7,.821,1.4,3.2,4.5,6.9,1.8,1.0,3.7,4.8,25.7,,109,109
C,23,POR,68,6,845,4.7,9.4,.500,0.1,0.1,1.000,4.6,9.3,.497,2.9,4.3,.684,2.9,7.6,10.5,3.3,0.7,1.7,4.1,9.2,12.4,,95,108
PG,26,DET,4,0,25,5.5,12.9,.429,0.0,0.0,,5.5,12.9,.429,1.8,1.8,1.000,3.7,3.7,7.4,14.7,5.5,0.0,1.8,12.9,12.9,,123,101
SF,24,SEA,81,76,1974,4.1,8.7,.468,0.0,0.1,.000,4.1,8.6,.473,3.4,4.3,.784,2.4,4.1,6.5,4.4,2.0,0.7,2.6,6.1,11.5,,107,104
SG,24,DET,38,0,310,9.2,20.2,.456,0.0,0.7,.000,9.2,19.5,.473,2.7,4.3,.621,2.1,3.0,5.0,3.0,1.3,0.6,3.0,4.8,21.1,,97,110
SF,25,UTA,82,17,1814,4.6,9.4,.485,0.0,0.0,.000,4.6,9.4,.486,1.6,2.4,.688,3.9,8.1,12.0,2.8,1.5,1.7,2.0,4.9,10.8,,108,109
PF,24,POR,68,38,1433,6.1,12.3,.497,0.0,0.0,.000,6.1,12.3,.499,3.2,5.1,.627,4.2,7.1,11.3,1.8,1.8,2.7,3.1,7.6,15.5,,103,105
SG,26,GSW,68,2,787,8.7,23.0,.377,4.3,12.9,.332,4.4,10.1,.435,1.9,2.2,.838,0.8,2.4,3.2,6.3,1.8,0.2,2.2,5.7,23.5,,110,110
PF,31,ATL,49,42,1317,6.8,14.2,.481,0.2,0.4,.400,6.7,13.8,.483,3.7,4.8,.762,3.4,8.9,12.3,5.4,1.4,1.3,3.3,6.0,17.5,,107,103
PF,36,HOU,82,82,3032,8.4,17.9,.472,0.0,0.1,.000,8.4,17.8,.474,4.6,6.9,.664,4.3,7.8,12.2,2.3,1.0,1.7,3.4,4.7,21.5,,105,108
C,26,TOT,35,0,487,5.1,10.5,.486,0.0,0.0,,5.1,10.5,.486,3.0,5.0,.604,3.7,7.4,11.1,2.7,0.4,1.9,1.8,6.7,13.3,,111,108
C,26,SAS,9,0,75,5.0,11.2,.444,0.0,0.0,,5.0,11.2,.444,4.4,7.5,.583,4.4,6.2,10.6,2.5,0.6,1.2,1.2,10.6,14.4,,113,109
C,26,DET,26,0,412,5.1,10.4,.495,0.0,0.0,,5.1,10.4,.495,2.8,4.6,.610,3.6,7.6,11.2,2.7,0.3,2.0,1.9,6.0,13.1,,111,107
PF,32,WSB,76,63,2086,9.1,19.2,.476,0.0,0.1,.000,9.1,19.1,.478,5.1,6.0,.842,3.3,6.4,9.8,1.5,1.0,1.6,4.1,5.8,23.4,,100,103
PG,26,BOS,82,31,1844,9.1,18.1,.501,0.1,0.3,.167,9.0,17.8,.506,3.2,4.4,.727,1.2,2.7,3.9,6.5,2.1,0.3,3.8,5.1,21.4,,105,106
SG,30,HOU,75,23,1721,5.2,11.6,.454,0.0,0.1,.000,5.2,11.5,.456,3.0,4.3,.700,0.9,3.0,4.0,8.8,1.6,0.2,3.0,3.4,13.5,,106,111
SG,25,CLE,30,0,269,7.0,19.1,.368,0.0,0.2,.000,7.0,18.9,.371,1.3,1.4,.875,1.8,2.0,3.8,4.1,1.4,0.4,2.2,4.5,15.3,,87,115
