pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
C,22,GSW,82,,2919,10.0,20.4,.491,0.0,0.0,.000,10.0,20.4,.492,5.1,7.2,.716,4.5,7.9,12.4,1.9,0.8,2.0,4.0,5.1,25.2,,106,108
SF,22,LAL,54,,672,7.9,17.2,.462,0.2,0.7,.300,7.7,16.5,.468,4.9,6.6,.737,2.4,2.2,4.5,3.6,1.6,0.1,3.5,6.9,20.9,,103,108
SG,23,NYK,60,,536,5.2,15.9,.330,0.0,0.3,.000,5.2,15.6,.335,4.5,6.1,.739,2.7,3.5,6.1,6.7,2.0,0.2,3.4,6.0,15.0,,91,107
C,23,NYK,82,,2925,10.1,18.2,.554,0.0,0.0,.000,10.1,18.1,.554,6.6,8.4,.788,2.6,7.3,10.0,1.8,0.8,1.3,3.2,4.2,26.7,,116,105
PF,29,MIL,77,,1635,3.8,8.5,.447,0.0,0.0,,3.8,8.5,.447,1.7,2.6,.641,4.4,9.0,13.4,2.8,0.9,5.2,3.0,8.0,9.3,,97,98
PG,24,PHI,81,,2415,6.0,11.2,.534,0.1,0.2,.375,5.9,11.0,.536,2.7,3.4,.787,1.3,3.4,4.7,10.8,3.7,0.7,3.3,4.4,14.7,,114,99
SG,30,GSW,9,,82,6.4,19.1,.333,0.6,1.7,.333,5.8,17.4,.333,3.5,3.5,1.000,0.6,4.1,4.6,4.1,0.0,0.0,2.3,5.8,16.8,,94,114
PF,31,LAL,82,,2562,6.9,13.7,.503,0.0,0.1,.000,6.9,13.6,.506,2.3,3.5,.653,3.3,8.7,12.0,2.8,0.7,1.8,2.9,5.9,16.1,,103,104
SG,26,ATL,29,,395,4.3,12.1,.354,0.0,0.2,.000,4.3,11.9,.361,2.9,4.4,.667,2.3,2.7,5.0,3.1,1.3,0.1,3.9,4.3,11.5,,81,111
SF,22,TOT,81,,1845,9.3,21.0,.444,0.0,0.2,.000,9.3,20.9,.447,5.5,7.0,.776,3.3,3.6,6.9,4.9,2.7,0.6,4.5,6.7,24.1,,99,105
SF,22,ATL,47,,1184,9.4,21.6,.434,0.0,0.1,.000,9.4,21.5,.436,5.6,6.6,.846,3.9,3.7,7.6,4.7,2.8,0.4,4.4,6.8,24.4,,101,107
SF,22,WSB,34,,661,9.2,19.9,.463,0.0,0.2,.000,9.2,19.7,.468,5.3,7.8,.673,2.3,3.4,5.7,5.3,2.5,1.0,4.8,6.6,23.7,,96,103
SG,29,PHI,12,,329,8.7,17.8,.492,0.0,0.0,,8.7,17.8,.492,3.4,4.1,.828,0.8,3.2,4.1,5.9,1.0,0.6,3.1,3.2,20.9,,106,104
SG,22,NJN,81,,1980,8.8,18.9,.468,0.1,0.6,.240,8.7,18.3,.475,3.0,4.1,.733,2.2,3.2,5.4,6.8,3.2,0.8,4.1,4.5,20.8,,99,105
SF,24,PHO,79,,2192,6.0,12.9,.464,0.0,0.1,.000,6.0,12.8,.468,2.1,3.2,.645,3.6,6.2,9.8,4.2,1.7,1.1,3.1,4.9,14.0,,100,100
SG,24,LAL,81,,2625,5.7,11.6,.491,0.1,0.3,.211,5.6,11.3,.499,2.1,2.7,.785,2.2,3.8,6.0,5.9,2.4,1.4,2.9,4.4,13.6,,106,105
C,24,UTA,71,,1420,7.4,16.3,.452,0.0,0.1,.333,7.3,16.2,.453,2.1,3.1,.689,5.7,9.5,15.2,1.8,0.6,1.8,2.7,7.6,16.9,,100,108
C,24,SAS,82,,1960,8.7,17.8,.490,0.0,0.1,.000,8.7,17.7,.492,3.0,4.2,.714,5.4,9.7,15.1,2.8,1.0,2.4,3.1,5.0,20.4,,108,104
PG,32,ATL,66,,1708,6.2,13.7,.454,0.0,0.6,.048,6.2,13.1,.472,5.2,6.1,.864,0.7,2.1,2.8,8.0,1.7,0.1,3.8,2.5,17.7,,107,111
C,25,POR,6,,33,5.6,11.3,.500,0.0,0.0,,5.6,11.3,.500,1.4,7.1,.200,9.9,15.5,25.4,2.8,0.0,2.8,7.1,5.6,12.7,,80,101
C,24,MIL,74,,1084,10.6,19.7,.539,0.0,0.1,.000,10.6,19.6,.541,4.2,6.0,.707,4.1,8.3,12.5,2.6,1.3,0.8,4.9,8.2,25.4,,104,101
C,23,PHI,52,,528,8.2,18.0,.454,0.0,0.1,.000,8.2,17.9,.456,2.9,5.6,.516,4.5,9.1,13.6,2.2,1.8,2.0,2.5,6.0,19.3,,99,97
SF,33,WSB,23,,545,8.7,20.4,.426,0.0,0.1,.000,8.7,20.3,.428,2.4,3.4,.718,1.6,5.5,7.1,5.2,1.4,0.8,2.8,4.6,19.8,,94,104
SF,24,UTA,80,,3417,13.1,23.4,.559,0.0,0.1,.286,13.0,23.3,.560,9.1,11.3,.806,2.8,4.6,7.3,4.6,1.6,0.3,4.1,3.5,35.3,,118,111
PG,25,DAL,56,,1686,6.6,11.8,.561,0.1,0.5,.176,6.6,11.3,.578,4.7,5.9,.799,0.8,3.5,4.4,11.1,1.5,0.3,3.5,4.5,18.1,,118,112
PG,25,IND,76,,2536,8.0,17.2,.465,0.1,0.6,.121,7.9,16.6,.477,4.5,5.6,.796,1.1,2.1,3.2,9.0,1.8,0.3,3.1,3.4,20.5,,110,109
PF,22,TOT,2,,10,4.8,24.1,.200,0.0,0.0,,4.8,24.1,.200,4.8,24.1,.200,9.6,9.6,19.3,0.0,0.0,4.8,0.0,0.0,14.5,,53,105
PF,22,PHI,1,,2,23.2,23.2,1.000,0.0,0.0,,23.2,23.2,1.000,0.0,0.0,,0.0,23.2,23.2,0.0,0.0,0.0,0.0,0.0,46.4,,200,92
PF,22,DAL,1,,8,0.0,24.3,.000,0.0,0.0,,0.0,24.3,.000,6.1,30.4,.200,12.2,6.1,18.2,0.0,0.0,6.1,0.0,0.0,6.1,,40,109
SF,26,SDC,64,,817,8.1,18.4,.443,0.1,0.5,.250,8.0,17.9,.448,5.5,9.3,.595,2.8,4.2,7.0,2.8,2.1,0.6,3.6,5.7,21.9,,97,108
SG,26,PHO,78,,2182,12.5,23.1,.539,0.1,0.4,.412,12.3,22.8,.541,4.4,5.3,.836,1.3,2.9,4.2,6.3,2.0,0.3,4.7,4.0,29.4,,109,102
C,24,PHI,76,,2088,9.4,15.5,.607,0.0,0.0,,9.4,15.5,.607,4.9,6.8,.720,2.4,9.8,12.1,2.4,0.8,2.5,4.9,7.0,23.7,,106,98
PF,23,NYK,76,,964,6.3,12.5,.504,0.0,0.1,.000,6.3,12.4,.508,2.9,4.5,.630,5.6,6.4,12.0,1.4,0.6,0.6,2.9,7.5,15.5,,106,107
C,32,CHI,82,,1243,5.6,12.3,.456,0.1,0.2,.333,5.5,12.0,.459,3.0,4.3,.694,3.0,7.1,10.2,4.5,1.8,2.0,3.4,6.8,14.2,,102,104
C,23,SEA,68,,980,6.3,11.6,.542,0.0,0.0,,6.3,11.6,.542,4.9,8.3,.594,5.2,9.9,15.1,2.1,0.4,3.6,3.3,3.9,17.5,,108,102
SF,26,SEA,29,,253,3.8,13.2,.286,0.0,0.0,,3.8,13.2,.286,2.5,4.7,.520,4.4,12.3,16.6,1.7,1.7,0.2,2.6,8.9,10.0,,77,100
C,26,KCK,79,,1356,6.5,11.3,.573,0.0,0.1,.000,6.5,11.2,.578,3.6,6.5,.548,5.2,8.2,13.4,2.4,0.9,1.3,3.1,8.8,16.5,,109,104
SF,26,ATL,67,,2075,11.6,25.5,.456,0.0,0.2,.000,11.6,25.3,.459,10.6,13.4,.787,3.4,5.5,8.9,1.8,2.3,0.3,4.5,6.1,33.8,,107,107
PG,22,DET,76,,1581,5.9,14.5,.407,0.1,0.5,.235,5.8,14.0,.413,3.2,4.0,.797,0.7,2.9,3.6,7.5,2.6,0.2,5.0,3.7,15.1,,88,106
C,26,DAL,6,,67,5.1,10.2,.500,0.0,0.0,,5.1,10.2,.500,0.7,2.9,.250,3.6,10.2,13.8,10.2,0.7,1.5,9.4,11.6,10.9,,73,108
SG-SF,24,TOT,50,0,451,11.2,25.1,.444,0.9,1.7,.500,10.3,23.4,.440,3.3,4.4,.756,1.8,2.9,4.7,3.9,1.8,0.4,3.8,2.9,26.5,,97,110
SF,24,DAL,18,,337,10.7,23.2,.460,0.3,0.9,.333,10.4,22.4,.465,2.6,3.9,.667,2.2,3.5,5.6,4.3,1.7,0.6,3.6,2.7,24.3,,96,111
SG,24,BOS,32,0,114,12.5,30.5,.411,2.5,4.2,.600,10.0,26.3,.381,5.4,5.8,.929,0.8,1.3,2.1,2.5,2.1,0.0,4.2,3.3,33.0,,99,107
SG,26,HOU,74,,1609,9.2,18.8,.491,0.0,0.5,.063,9.2,18.3,.502,4.6,5.5,.839,0.8,2.7,3.5,8.0,1.9,0.1,4.1,4.9,23.1,,107,109
SG,25,DEN,82,,1427,4.5,10.8,.412,0.0,0.1,.000,4.5,10.8,.415,2.4,3.7,.653,4.1,5.1,9.2,2.5,2.0,0.9,1.7,4.3,11.4,,104,109
PG,22,UTA,40,,458,3.5,10.8,.327,0.0,0.1,.000,3.5,10.7,.330,0.5,1.0,.556,0.9,2.9,3.8,5.8,1.9,0.2,4.0,5.8,7.6,,69,111
C,25,IND,81,,2375,10.2,20.1,.509,0.0,0.1,.000,10.2,20.0,.510,4.9,6.9,.703,3.8,7.6,11.4,4.2,0.6,2.6,3.3,6.1,25.3,,111,105
C,25,NJN,73,,1320,7.4,14.5,.511,0.0,0.1,.500,7.4,14.4,.511,4.2,7.0,.599,3.6,5.4,9.0,4.5,1.2,0.6,4.1,6.0,19.0,,101,108
C,28,MIL,72,,925,3.8,10.6,.358,0.0,0.0,,3.8,10.6,.358,2.7,3.8,.720,3.4,7.0,10.4,3.5,1.9,2.6,2.2,8.9,10.3,,97,100
SF,27,DEN,81,,3093,10.9,22.0,.494,0.0,0.1,.600,10.8,21.9,.494,5.5,6.5,.850,3.9,5.3,9.1,4.1,1.5,1.4,3.4,3.6,27.3,,112,110
SF,30,PHI,82,,2874,12.8,24.6,.521,0.1,0.3,.222,12.8,24.3,.525,6.8,8.7,.787,3.9,6.7,10.6,5.9,2.8,2.4,4.3,3.8,32.5,,113,97
PG,25,MIL,71,,911,6.8,14.8,.460,0.1,0.7,.143,6.7,14.1,.477,2.5,3.3,.781,1.1,3.3,4.4,8.5,1.7,0.2,3.7,5.8,16.3,,103,105
C,27,BOS,45,0,279,6.5,13.5,.481,0.0,0.0,,6.5,13.5,.481,3.4,5.1,.667,5.0,5.6,10.6,1.7,1.0,1.2,3.4,5.0,16.4,,102,104
SG,32,BOS,82,75,2723,5.5,12.4,.444,0.6,1.9,.330,4.9,10.5,.465,1.1,1.5,.736,1.3,1.6,2.9,5.2,1.7,0.4,2.2,3.7,12.7,,103,107
SF,28,CLE,64,,996,4.8,10.7,.446,0.0,0.1,.000,4.8,10.6,.452,1.1,1.1,.917,3.5,4.3,7.8,4.0,0.7,0.6,2.3,4.8,10.6,,101,112
PG,24,KCK,66,,2287,8.8,18.4,.478,0.2,0.7,.306,8.6,17.6,.485,6.1,7.3,.831,0.5,2.1,2.7,12.0,2.1,0.1,5.0,3.9,23.9,,107,107
SG,27,GSW,65,,2370,10.4,23.2,.446,0.1,0.6,.161,10.2,22.6,.454,10.6,13.0,.814,1.0,2.2,3.2,7.2,1.7,0.2,3.9,3.7,31.4,,115,112
SG,22,DET,15,,248,4.6,12.6,.364,0.0,0.2,.000,4.6,12.4,.369,2.3,3.1,.750,2.5,5.5,8.0,5.4,1.9,0.2,4.4,4.8,11.5,,82,105
PG,30,TOT,77,,1112,6.6,13.0,.508,0.1,0.3,.286,6.5,12.7,.513,2.3,2.9,.809,0.7,3.5,4.2,7.1,3.9,0.3,3.2,4.9,15.6,,107,104
PG,30,SAS,35,,636,6.3,12.0,.524,0.1,0.2,.333,6.2,11.8,.528,1.4,1.9,.731,0.5,3.3,3.8,7.3,4.0,0.1,2.9,4.1,14.1,,109,104
PG,30,POR,42,,476,7.0,14.2,.490,0.1,0.4,.250,6.9,13.8,.496,3.5,4.1,.857,0.9,3.7,4.6,6.9,3.8,0.5,3.7,6.0,17.5,,105,104
SF,24,HOU,70,,1638,5.5,12.1,.453,0.0,0.1,.333,5.5,12.0,.454,1.5,1.8,.806,2.5,5.2,7.7,3.8,1.5,0.3,2.6,4.9,12.4,,99,108
SF,27,TOT,27,,252,7.6,20.7,.369,0.0,0.7,.000,7.6,20.0,.383,5.0,7.5,.675,5.6,6.9,12.5,2.8,1.9,1.7,2.8,7.6,20.3,,97,104
SF,27,KCK,16,,123,7.3,19.6,.373,0.0,1.2,.000,7.3,18.5,.396,7.3,11.2,.655,5.0,6.2,11.2,2.3,1.2,2.3,2.7,9.2,22.0,,98,104
SF,27,SAS,11,,129,8.0,21.7,.367,0.0,0.4,.000,8.0,21.3,.373,2.9,4.0,.727,6.1,7.6,13.7,3.3,2.5,1.1,2.9,6.1,18.8,,95,103
SG,28,SAS,82,,2765,14.3,29.2,.492,0.2,0.6,.257,14.2,28.6,.496,8.6,10.5,.826,2.1,4.9,7.1,4.4,1.6,0.9,4.2,3.6,37.5,,113,107
C,31,CHI,82,,2832,9.2,13.7,.670,0.0,0.0,,9.2,13.7,.670,6.3,9.0,.705,3.7,10.2,13.9,2.9,0.8,3.3,4.0,5.0,24.7,,123,103
PG,25,NYK,82,,1506,9.0,16.1,.558,0.1,0.3,.364,8.9,15.8,.562,3.1,3.5,.891,0.9,1.9,2.8,3.4,2.3,0.2,2.0,4.0,21.2,,118,107
C,21,NJN,56,,1579,8.4,19.9,.423,0.0,0.0,.000,8.4,19.8,.424,4.5,5.8,.767,4.0,8.1,12.1,2.1,1.6,2.9,3.7,3.7,21.3,,95,104
PF,25,DEN,73,,1077,6.3,13.4,.471,0.0,0.1,.000,6.3,13.3,.474,4.5,5.6,.818,5.5,6.9,12.5,3.4,3.7,0.8,2.8,7.5,17.1,,113,104
PG,26,UTA,47,,1307,6.6,13.8,.481,0.0,0.0,.000,6.6,13.7,.482,2.6,3.6,.722,1.1,3.2,4.4,8.8,2.8,0.0,3.1,4.6,15.9,,105,109
PF,23,CHI,82,,2710,8.5,17.4,.486,0.0,0.0,.000,8.5,17.4,.487,3.8,5.1,.748,4.3,8.5,12.7,3.8,1.4,2.2,3.4,5.0,20.8,,109,104
SG,27,WSB,75,,2616,9.0,19.8,.453,0.8,2.4,.331,8.2,17.3,.471,4.4,5.2,.841,1.2,2.7,3.9,5.4,1.2,0.3,2.6,2.9,23.1,,107,106
PF,27,SAS,82,,1930,4.0,7.9,.511,0.0,0.0,,4.0,7.9,.511,4.1,6.1,.672,4.4,7.8,12.2,6.0,1.9,0.9,3.2,5.0,12.1,,113,104
SG,22,UTA,81,,2867,12.3,26.5,.464,0.2,0.9,.192,12.1,25.6,.473,3.9,5.5,.716,1.4,3.6,4.9,3.3,1.8,0.7,4.0,3.8,28.6,,95,111
SF,27,POR,82,,1934,6.1,11.5,.528,0.0,0.2,.000,6.1,11.3,.538,3.3,3.8,.849,3.0,4.9,7.9,6.0,2.2,1.6,3.6,5.7,15.4,,110,105
SF,25,KCK,79,,1584,7.8,14.5,.535,0.0,0.0,,7.8,14.5,.535,2.2,3.0,.743,0.9,5.2,6.2,6.1,1.8,0.4,2.6,4.6,17.8,,109,105
PG,23,POR,1,,5,9.3,28.0,.333,0.0,0.0,,9.3,28.0,.333,9.3,18.6,.500,18.6,9.3,28.0,0.0,0.0,0.0,9.3,9.3,28.0,,83,107
SF,23,SEA,74,,1259,5.2,11.0,.478,0.0,0.2,.200,5.2,10.8,.482,4.5,5.7,.793,2.5,3.3,5.8,4.2,2.2,0.8,3.2,6.4,15.1,,107,106
SG,23,LAL,22,,111,9.3,24.8,.373,0.0,0.0,,9.3,24.8,.373,2.9,4.2,.700,3.4,4.6,8.0,1.3,0.4,3.8,4.6,5.5,21.5,,81,106
PF,24,UTA,23,,509,5.0,10.7,.468,0.0,0.0,,5.0,10.7,.468,1.1,1.9,.550,3.8,9.1,12.8,3.5,2.0,1.9,2.2,5.6,11.1,,101,105
PF,23,POR,55,,461,5.7,13.7,.412,0.0,0.3,.000,5.7,13.4,.421,3.7,8.6,.435,2.8,6.6,9.4,1.7,2.3,2.0,3.2,7.4,15.1,,86,103
SG,25,TOT,41,,714,9.6,22.8,.421,3.6,10.5,.340,6.0,12.4,.489,1.1,1.4,.810,1.6,3.0,4.6,5.0,0.9,0.1,1.5,4.4,23.9,,114,113
SG,25,DAL,17,,280,10.3,24.7,.415,1.7,7.0,.250,8.5,17.7,.480,1.7,2.3,.769,1.9,2.4,4.3,3.1,0.9,0.0,1.9,3.6,24.0,,98,114
SG,25,GSW,24,,434,9.2,21.7,.424,4.7,12.7,.371,4.5,9.0,.500,0.8,0.9,.875,1.4,3.3,4.7,6.1,0.9,0.2,1.2,4.8,23.9,,126,113
C,30,ATL,74,,2309,7.0,13.3,.523,0.0,0.1,.250,6.9,13.2,.524,4.6,5.8,.799,3.5,8.3,11.7,3.5,1.5,0.7,3.4,6.0,18.6,,112,106
PF,35,WSB,81,,2931,9.3,20.7,.451,0.0,0.2,.000,9.3,20.6,.454,4.3,7.0,.617,3.8,8.9,12.6,1.6,1.1,2.7,3.0,4.8,23.0,,97,100
PF,32,SDC,78,,1631,4.4,11.6,.376,0.0,0.2,.000,4.4,11.4,.383,2.3,3.0,.782,3.5,6.7,10.2,3.6,3.1,2.1,2.4,5.8,11.1,,96,103
PG,25,BOS,82,10,1608,7.7,17.1,.451,0.0,0.5,.063,7.7,16.7,.462,3.3,4.6,.720,1.3,2.6,3.9,6.3,2.3,0.4,4.7,5.2,18.8,,94,105
SG,29,HOU,66,,1411,4.6,11.2,.413,0.0,0.1,.000,4.6,11.1,.416,2.6,3.2,.821,1.0,2.5,3.5,10.4,1.8,0.1,3.1,3.8,11.9,,103,110
SG,24,DET,80,,2270,9.0,19.9,.453,0.0,0.2,.182,9.0,19.7,.456,4.8,5.6,.854,2.0,2.4,4.4,3.1,1.9,0.5,3.2,3.2,22.9,,103,107
PG,26,DEN,72,,1689,5.4,12.3,.441,0.1,0.9,.118,5.3,11.4,.466,3.6,4.5,.814,0.6,3.1,3.8,10.6,2.6,0.2,4.3,6.3,14.5,,101,110
PG,23,PHO,81,,1750,6.4,15.1,.427,0.1,0.6,.083,6.4,14.5,.442,4.8,6.9,.693,2.3,3.6,6.0,5.3,3.4,0.7,4.9,6.6,17.7,,93,98
