pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
SF,23,LAL,32,0,219,10.4,20.7,.500,0.0,0.4,.000,10.4,20.3,.511,9.1,11.7,.778,5.0,6.5,11.4,3.5,3.5,0.6,5.2,8.4,29.8,,110,103
C,26,MIL,76,10,1467,7.9,16.2,.485,0.0,0.0,,7.9,16.2,.485,3.8,6.6,.584,4.2,7.2,11.4,1.5,1.8,2.0,3.3,7.5,19.6,,100,104
PF-C,27,TOT,44,0,487,6.1,12.0,.508,0.0,0.4,.000,6.1,11.6,.525,4.9,6.8,.714,4.7,6.6,11.3,1.6,1.9,0.6,3.1,11.4,17.1,,110,106
PF,27,LAL,37,0,404,6.2,11.0,.564,0.0,0.0,,6.2,11.0,.564,4.7,6.9,.678,4.7,6.7,11.3,1.4,1.6,0.5,2.9,12.3,17.1,,115,106
C,27,SAS,7,0,83,5.7,17.1,.333,0.0,2.3,.000,5.7,14.8,.385,5.7,6.3,.909,4.6,6.3,10.8,2.8,3.4,1.1,4.0,7.4,17.1,,92,107
SF,33,MIL,34,4,418,9.0,19.6,.462,0.1,0.7,.167,8.9,18.9,.473,1.8,2.3,.800,1.6,4.3,6.0,4.0,1.1,0.2,1.7,5.7,20.0,,104,109
C,23,SAS,6,0,29,6.5,14.7,.444,0.0,0.0,,6.5,14.7,.444,1.6,3.3,.500,3.3,3.3,6.5,3.3,1.6,0.0,3.3,4.9,14.7,,92,113
SF,28,IND,10,0,148,4.3,12.1,.351,0.0,0.0,,4.3,12.1,.351,2.3,3.3,.700,3.0,6.2,9.2,3.6,3.0,0.0,3.6,6.2,10.8,,82,104
C,23,CHI,62,3,818,6.5,12.3,.527,0.0,0.0,,6.5,12.3,.527,2.8,4.4,.639,4.3,8.8,13.1,1.5,1.2,0.4,3.6,7.9,15.8,,101,107
SG,26,NJN,77,67,2339,7.2,16.3,.442,0.1,0.4,.250,7.1,15.9,.447,3.1,4.2,.738,1.7,2.7,4.4,5.2,1.8,0.3,3.1,5.5,17.6,,100,113
PF,25,LAC,80,76,2922,7.3,14.0,.521,0.0,0.0,.000,7.3,14.0,.522,5.5,7.5,.730,5.7,9.1,14.8,2.1,1.6,1.1,2.7,3.5,20.1,,115,110
SF,24,DET,40,0,332,8.2,20.7,.393,0.0,0.4,.000,8.2,20.3,.401,3.4,5.6,.615,3.0,5.3,8.3,2.7,1.7,0.1,4.9,5.7,19.7,,84,107
SG,27,BOS,42,0,297,4.9,15.1,.326,0.8,2.6,.313,4.1,12.5,.329,2.5,3.3,.750,1.3,3.6,4.9,5.7,1.3,0.0,4.1,4.6,13.1,,82,110
PF,25,ATL,65,2,695,9.5,18.8,.506,0.1,0.2,.333,9.4,18.6,.508,5.2,7.3,.709,4.3,6.8,11.1,2.4,1.0,3.4,2.8,10.3,24.2,,113,104
PF,31,POR,49,43,1443,6.4,12.6,.504,0.0,0.1,.000,6.4,12.6,.506,4.0,5.4,.746,4.1,11.7,15.8,2.6,0.9,0.4,3.3,5.0,16.7,,108,107
C,28,GSW,81,81,2724,12.0,25.3,.472,0.0,0.0,,12.0,25.3,.472,5.9,7.5,.787,3.0,7.2,10.2,3.7,1.6,2.1,3.9,4.4,29.8,,105,109
C,29,NYK,58,50,1989,8.2,15.5,.531,0.0,0.0,,8.2,15.5,.531,8.5,10.7,.790,3.2,7.7,10.9,2.4,1.0,0.6,3.1,4.6,24.9,,119,111
PF,23,WSB,78,77,2149,9.2,18.6,.495,0.0,0.1,.000,9.2,18.5,.497,4.4,7.5,.594,5.5,7.0,12.5,1.2,1.0,0.3,3.2,4.3,22.9,,105,109
PF,27,SEA,82,82,3018,10.3,22.6,.456,0.8,2.3,.372,9.5,20.3,.466,8.4,9.8,.849,2.5,6.0,8.5,3.8,1.3,0.8,4.2,4.8,29.8,,112,111
PG,30,PHI,68,68,2624,7.8,14.8,.527,0.1,0.3,.235,7.7,14.5,.533,4.3,5.5,.777,0.9,3.2,4.0,10.1,3.4,0.3,3.3,2.0,19.9,,118,108
PG,25,CHI,5,0,27,3.7,20.4,.182,0.0,1.9,.000,3.7,18.6,.200,0.0,0.0,,1.9,7.4,9.3,7.4,3.7,0.0,1.9,1.9,7.4,,61,104
C,25,NJN,68,7,1029,8.3,14.3,.581,0.0,0.0,.000,8.3,14.3,.583,4.0,5.5,.727,4.5,8.7,13.2,1.7,1.5,1.4,4.3,9.2,20.7,,108,108
SF,28,MIL,6,0,57,8.4,23.5,.357,0.0,0.0,,8.4,23.5,.357,4.2,5.9,.714,9.2,3.4,12.6,1.7,1.7,0.8,4.2,9.2,21.0,,91,108
PG,24,TOT,70,31,1322,6.3,14.9,.426,0.2,0.6,.235,6.2,14.3,.434,3.1,4.0,.766,0.9,3.2,4.1,7.9,2.1,0.5,2.6,3.7,15.9,,104,110
PG,24,CHI,27,18,473,5.2,15.0,.345,0.0,1.0,.000,5.2,14.1,.368,3.5,4.1,.846,1.0,3.5,4.4,10.0,2.0,0.6,3.4,4.0,13.9,,95,109
PG,24,PHI,43,13,849,7.0,14.8,.471,0.2,0.5,.500,6.7,14.4,.470,2.8,4.0,.721,0.8,3.0,3.8,6.7,2.1,0.3,2.2,3.5,17.0,,110,111
SG,28,WSB,82,2,1420,8.9,21.0,.426,0.1,0.8,.087,8.9,20.2,.439,2.8,3.5,.796,1.6,3.3,4.9,5.1,3.3,0.6,3.2,4.6,20.7,,97,107
SG,30,LAL,82,2,2253,6.8,15.4,.438,1.9,4.8,.385,4.9,10.6,.461,2.6,3.1,.851,1.2,4.1,5.3,7.8,1.6,0.9,2.1,4.2,18.0,,117,108
C,30,DEN,69,64,1561,6.8,15.2,.448,0.0,0.1,.000,6.8,15.1,.451,2.3,3.2,.725,4.7,9.0,13.7,2.0,0.4,2.9,2.3,7.4,15.9,,102,109
SF,24,TOT,63,15,1170,6.3,15.4,.409,0.0,0.2,.250,6.3,15.2,.411,3.7,5.0,.734,3.6,5.1,8.7,3.9,2.2,0.2,2.7,5.2,16.3,,100,109
SF,24,SAS,31,15,732,7.3,17.0,.428,0.0,0.0,,7.3,17.0,.428,3.2,4.3,.731,3.4,4.3,7.7,5.2,2.5,0.2,3.0,5.2,17.7,,101,111
SF,24,CLE,32,0,438,4.7,12.7,.368,0.1,0.4,.250,4.5,12.2,.372,4.5,6.2,.737,3.9,6.5,10.4,1.8,1.8,0.2,2.2,5.2,14.0,,100,106
C,30,CHI,82,39,2287,6.4,13.6,.475,0.0,0.1,.000,6.4,13.4,.479,2.1,2.8,.736,4.4,7.5,11.8,4.6,0.8,1.9,2.5,4.4,15.0,,108,108
PF,30,NYK,49,11,1056,7.9,17.6,.450,0.0,0.0,,7.9,17.6,.450,3.6,5.1,.718,5.7,8.7,14.4,1.8,1.2,0.3,3.9,6.7,19.5,,97,110
PF,25,MIL,82,77,2770,12.6,24.6,.511,0.0,0.1,.000,12.6,24.6,.512,4.3,6.5,.662,3.7,8.4,12.1,4.0,2.2,1.4,3.0,5.1,29.5,,110,103
C,29,TOT,78,47,1973,6.0,12.6,.476,0.0,0.0,.000,6.0,12.5,.478,2.0,3.7,.539,5.2,5.9,11.1,3.0,0.8,1.4,2.0,4.6,14.0,,107,111
C,29,CHI,43,36,1105,5.8,12.5,.467,0.0,0.0,.000,5.8,12.5,.469,1.8,3.3,.534,5.1,5.2,10.3,3.2,0.7,1.2,2.0,4.6,13.5,,106,110
C,29,LAC,35,11,868,6.1,12.6,.487,0.0,0.1,.000,6.1,12.6,.489,2.3,4.3,.544,5.3,6.8,12.1,2.8,1.0,1.6,1.9,4.6,14.6,,109,112
SG,22,UTA,67,0,636,10.2,23.8,.426,1.2,4.4,.283,8.9,19.5,.459,2.2,2.8,.789,2.2,3.5,5.7,4.2,2.0,0.3,3.2,6.3,23.8,,96,107
SG,26,LAC,49,5,924,10.1,24.8,.407,0.1,0.5,.100,10.1,24.3,.414,6.0,7.8,.768,1.7,2.5,4.2,4.0,2.2,0.4,3.6,5.7,26.3,,95,114
SF,30,DET,81,81,2736,10.4,19.5,.534,0.0,0.1,.167,10.4,19.4,.536,9.4,11.5,.812,1.8,4.0,5.8,2.8,1.1,0.1,3.1,3.4,30.2,,121,109
C,21,CLE,80,80,2695,8.6,15.9,.538,0.0,0.0,,8.6,15.9,.538,4.9,7.1,.696,2.7,8.7,11.4,5.3,0.9,1.1,4.4,4.4,22.0,,108,106
PG,31,DAL,82,6,1582,6.0,13.2,.456,1.0,3.2,.302,5.0,10.0,.506,4.4,5.2,.860,0.8,2.6,3.4,11.3,1.9,0.3,3.4,4.8,17.4,,117,111
SG,32,PHO,79,79,2646,13.9,26.9,.514,0.4,1.4,.259,13.5,25.5,.529,5.1,5.9,.862,1.6,2.7,4.3,6.5,1.7,0.1,4.0,3.3,33.2,,110,113
C,30,NJN,6,2,106,8.9,14.2,.625,0.0,0.0,,8.9,14.2,.625,7.6,10.7,.708,4.0,4.4,8.4,0.9,0.9,1.3,6.7,11.1,25.3,,103,112
PG,23,SAS,81,14,1682,9.4,21.4,.437,0.4,1.3,.298,9.0,20.1,.446,4.3,5.4,.801,1.6,3.2,4.7,8.1,1.9,0.1,3.4,3.3,23.4,,105,113
SF,26,TOT,62,2,731,6.7,13.5,.500,0.0,0.0,,6.7,13.5,.500,2.3,4.3,.523,2.5,5.9,8.3,5.1,1.7,0.5,3.8,6.7,15.7,,97,107
SF,26,CHI,1,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,7.2,0.0,0.0,7.2,14.3,0.0,,36,111
SF,26,BOS,61,2,724,6.8,13.6,.500,0.0,0.0,,6.8,13.6,.500,2.3,4.4,.523,2.5,5.8,8.3,5.0,1.7,0.5,3.8,6.6,15.9,,97,107
C,29,DAL,82,82,3028,4.9,8.4,.586,0.0,0.0,,4.9,8.4,.586,4.2,5.2,.812,4.7,10.7,15.3,1.0,0.8,2.1,1.6,3.0,14.0,,132,106
SG,22,SAC,8,1,98,3.4,11.6,.292,0.0,0.5,.000,3.4,11.1,.304,0.0,1.9,.000,2.4,4.3,6.8,8.2,4.3,0.0,4.3,4.3,6.8,,69,108
C,24,IND,24,0,128,6.1,14.0,.432,0.0,0.0,,6.1,14.0,.432,3.8,4.6,.833,4.6,11.8,16.3,2.7,0.8,0.8,2.7,15.9,15.9,,103,104
PG,28,LAC,60,22,1566,8.8,20.4,.432,0.4,2.1,.167,8.4,18.2,.463,4.2,5.0,.837,0.8,2.3,3.1,9.7,1.8,0.1,4.5,3.2,22.1,,99,115
SG,24,POR,82,82,3114,10.4,20.7,.502,0.2,0.7,.234,10.2,20.0,.511,5.2,6.9,.760,3.3,4.3,7.6,8.3,3.0,1.0,3.7,4.1,26.2,,114,107
C,22,TOT,65,1,875,6.8,14.3,.476,0.0,0.1,.000,6.8,14.3,.478,4.8,7.0,.687,4.0,7.7,11.7,1.5,1.1,1.1,4.1,10.1,18.5,,99,108
C,22,SAS,14,1,122,7.0,17.4,.400,0.0,0.0,,7.0,17.4,.400,3.5,5.4,.643,5.0,7.0,12.0,2.3,1.9,1.2,1.5,10.4,17.4,,103,109
C,22,POR,51,0,753,6.8,13.8,.491,0.0,0.1,.000,6.8,13.8,.493,5.0,7.3,.692,3.8,7.8,11.7,1.4,1.0,1.1,4.5,10.0,18.6,,98,108
SG,23,DET,79,75,2439,7.2,14.6,.493,0.2,0.4,.409,7.0,14.2,.495,3.6,4.8,.748,1.0,2.3,3.3,6.9,1.6,0.1,3.3,3.8,18.1,,107,109
SG,31,DEN,81,53,1932,2.8,6.5,.428,0.0,0.0,.000,2.8,6.4,.431,0.8,1.3,.655,2.1,4.1,6.2,3.4,2.3,0.5,0.8,3.7,6.4,,110,110
C,30,UTA,79,79,2505,4.3,10.9,.400,0.0,0.0,,4.3,10.9,.400,2.6,4.0,.657,3.9,9.0,12.9,1.9,0.8,6.0,2.6,5.1,11.3,,92,100
PG,27,SAC,3,0,26,1.8,14.6,.125,0.0,0.0,,1.8,14.6,.125,3.6,3.6,1.000,1.8,0.0,1.8,0.0,1.8,0.0,3.6,10.9,7.3,,51,115
PG,27,SAC,8,0,122,3.5,12.4,.281,0.0,1.6,.000,3.5,10.9,.321,3.9,5.4,.714,0.8,3.1,3.9,11.3,1.9,0.0,6.6,2.7,10.9,,76,113
C,31,PHO,14,9,304,8.8,17.0,.518,0.0,0.0,,8.8,17.0,.518,8.4,10.8,.771,3.1,6.2,9.3,2.9,0.9,1.1,2.3,6.5,26.0,,121,111
SG,25,CLE,44,15,890,5.3,12.7,.414,0.3,1.5,.172,5.0,11.2,.448,3.7,5.3,.707,2.9,5.6,8.6,4.9,2.1,1.6,3.2,4.3,14.5,,100,105
SG,26,SEA,82,76,3073,12.0,23.3,.516,1.3,3.7,.358,10.7,19.6,.546,5.9,7.5,.787,2.9,4.0,6.9,3.7,1.6,0.5,3.7,4.1,31.3,,117,112
C,27,TOT,30,0,195,5.6,12.3,.451,0.0,0.0,,5.6,12.3,.451,2.9,3.9,.750,5.6,8.2,13.8,1.9,1.2,2.7,2.9,8.0,14.0,,103,107
C,27,POR,7,0,17,10.8,21.5,.500,0.0,0.0,,10.8,21.5,.500,8.1,8.1,1.000,16.1,5.4,21.5,2.7,2.7,2.7,5.4,0.0,29.6,,121,106
C,27,MIL,5,0,48,3.0,12.0,.250,0.0,0.0,,3.0,12.0,.250,1.0,1.0,1.000,3.0,13.0,15.9,3.0,1.0,1.0,0.0,10.0,7.0,,89,102
C,27,NJN,18,0,130,5.8,11.2,.516,0.0,0.0,,5.8,11.2,.516,2.9,4.4,.667,5.1,6.9,12.0,1.5,1.1,3.3,3.6,8.3,14.5,,101,108
SF,33,DEN,82,82,3085,14.1,28.1,.503,0.1,0.2,.267,14.1,27.9,.504,6.0,7.1,.844,2.1,2.9,5.0,6.2,1.1,0.3,3.1,3.2,34.4,,113,114
SF,36,PHI,60,60,1918,10.3,21.9,.471,0.4,1.4,.264,9.9,20.5,.484,4.9,6.0,.813,3.0,3.8,6.8,4.9,2.0,2.4,4.1,3.5,25.8,,106,109
SG,31,DEN,81,4,1567,9.6,21.0,.458,1.5,4.9,.314,8.1,16.2,.502,2.8,3.5,.780,1.0,2.7,3.7,5.3,2.3,0.3,3.1,4.3,23.6,,104,112
PF,24,NYK,63,63,2206,11.7,23.2,.503,0.0,0.2,.000,11.7,23.1,.507,6.5,9.2,.713,3.5,8.8,12.3,2.3,2.0,3.2,5.1,5.5,29.9,,102,106
C,24,HOU,62,1,498,8.5,19.5,.436,0.0,0.1,.000,8.5,19.4,.438,5.1,6.9,.746,3.8,7.5,11.3,2.1,0.9,0.4,3.7,8.0,22.1,,98,107
SF,24,TOT,48,17,883,8.4,18.6,.452,0.2,0.6,.250,8.3,18.0,.459,3.9,5.0,.777,3.3,4.5,7.8,3.2,1.7,0.6,2.8,6.5,20.9,,102,113
SF,24,MIL,4,0,22,13.0,17.4,.750,0.0,0.0,,13.0,17.4,.750,2.2,10.9,.200,0.0,4.3,4.3,2.2,2.2,0.0,2.2,6.5,28.3,,109,107
SF,24,LAC,44,17,861,8.3,18.7,.445,0.2,0.7,.250,8.1,18.0,.452,3.9,4.8,.809,3.4,4.5,7.9,3.3,1.7,0.6,2.8,6.5,20.7,,102,113
PG,24,IND,82,82,2549,7.0,13.9,.509,0.0,0.2,.200,7.0,13.7,.513,4.5,5.8,.788,2.1,4.3,6.4,9.0,2.1,0.3,3.2,4.2,18.7,,114,107
PG,26,GSW,82,82,3064,7.7,15.9,.488,1.1,2.9,.384,6.6,12.9,.512,7.1,8.3,.860,0.9,3.3,4.1,13.1,2.2,0.3,4.3,3.1,23.7,,120,112
SG,33,PHI,20,2,285,6.8,21.3,.317,0.3,1.6,.222,6.4,19.7,.325,6.2,8.1,.766,0.9,2.4,3.3,5.2,0.9,0.7,3.1,4.5,20.1,,91,114
PF,22,PHO,77,14,1104,6.3,13.3,.476,0.0,0.1,.000,6.3,13.1,.481,4.6,7.3,.632,3.7,7.8,11.5,1.5,1.0,1.4,3.8,7.6,17.2,,97,110
C,37,SAS,82,74,2405,6.8,11.4,.597,0.0,0.0,,6.8,11.4,.597,4.8,7.0,.680,3.6,7.7,11.4,2.9,0.8,1.9,3.5,4.6,18.3,,113,111
SG,31,MIL,4,0,34,7.0,18.3,.385,0.0,0.0,,7.0,18.3,.385,7.0,9.9,.714,0.0,2.8,2.8,1.4,1.4,0.0,0.0,4.2,21.1,,108,110
C,27,NJN,72,66,2272,9.0,19.6,.457,0.0,0.0,,9.0,19.6,.457,6.5,7.7,.846,4.0,9.1,13.1,2.1,1.1,1.4,2.7,3.3,24.5,,111,109
SG,24,PHO,64,1,836,7.6,16.9,.450,0.2,1.0,.235,7.4,15.9,.463,4.2,6.0,.701,2.6,3.5,6.2,4.6,1.4,0.2,3.2,5.1,19.6,,102,113
SG,24,LAC,70,4,1130,9.1,22.6,.406,0.6,2.0,.292,8.6,20.6,.416,2.9,3.9,.737,2.6,2.6,5.2,5.8,2.5,0.5,4.2,4.4,21.8,,91,113
PG,25,NYK,15,0,166,5.9,15.8,.370,0.0,0.9,.000,5.9,15.0,.392,2.6,3.2,.818,1.8,3.2,5.0,7.9,2.1,0.3,6.5,5.0,14.4,,79,113
C,23,IND,55,1,456,4.4,10.8,.406,0.0,0.0,,4.4,10.8,.406,3.0,4.2,.718,4.2,9.6,13.7,2.8,1.1,3.0,3.8,9.9,11.7,,90,103
PF,23,LAL,79,72,2240,6.7,12.4,.538,0.0,0.1,.000,6.7,12.3,.543,4.6,5.9,.780,4.4,8.5,13.0,1.8,1.5,1.7,2.2,3.6,18.0,,122,105
SF,22,PHI,19,0,172,7.2,20.1,.357,0.0,0.0,,7.2,20.1,.357,4.0,5.4,.737,1.7,6.3,8.0,2.0,1.1,0.6,4.3,2.3,18.4,,82,110
PG,32,UTA,81,80,2090,6.7,14.3,.467,0.2,0.4,.368,6.5,13.9,.470,3.8,4.6,.827,0.8,2.8,3.6,12.0,2.4,0.0,3.0,2.4,17.4,,113,107
PF,26,DET,80,69,1792,6.8,14.4,.472,0.0,0.1,.000,6.8,14.3,.474,3.2,4.7,.672,5.2,12.1,17.3,1.6,1.1,1.3,3.4,5.2,16.7,,101,103
PF,29,SAS,79,78,2587,6.1,12.0,.513,0.1,0.1,.500,6.1,11.8,.513,4.4,5.6,.785,4.7,9.6,14.3,4.3,1.3,0.9,2.9,4.5,16.7,,115,109
SG,28,UTA,76,10,1843,11.7,26.2,.446,1.7,5.0,.335,10.0,21.2,.473,3.8,5.4,.703,2.0,3.7,5.7,3.3,2.4,0.7,3.4,4.2,28.8,,99,105
SG,26,UTA,72,72,1453,8.7,19.2,.453,0.5,1.4,.356,8.2,17.8,.460,4.4,5.7,.760,2.7,3.8,6.5,3.3,1.4,0.2,2.5,4.7,22.3,,105,108
PF,29,DEN,73,10,1990,7.0,16.9,.412,0.5,1.8,.275,6.5,15.1,.428,7.2,9.1,.786,1.8,4.0,5.8,6.4,2.0,0.6,3.0,5.6,21.6,,108,111
PG,25,DAL,77,76,2556,9.3,18.6,.501,1.4,4.0,.358,7.9,14.6,.539,3.0,4.4,.684,1.0,2.8,3.7,11.4,3.1,0.5,2.6,3.6,23.0,,121,109
SG,23,CLE,82,82,3064,11.4,25.0,.455,0.3,1.5,.213,11.0,23.5,.470,6.0,8.7,.684,2.6,3.4,6.1,6.1,3.2,1.3,5.3,3.8,29.0,,99,105
SG,23,HOU,74,3,1174,10.3,24.5,.419,0.0,0.3,.000,10.3,24.2,.425,4.5,5.3,.854,2.9,4.1,7.0,4.1,1.5,0.7,3.0,4.5,25.1,,100,108
PF,26,ATL,40,0,256,4.4,13.1,.338,0.4,2.3,.167,4.0,10.8,.375,4.4,5.6,.793,3.1,10.4,13.5,2.5,1.9,1.3,2.5,6.7,13.7,,98,102
PF,21,TOT,8,0,16,12.2,24.4,.500,0.0,0.0,,12.2,24.4,.500,9.1,9.1,1.000,9.1,15.2,24.4,0.0,0.0,0.0,12.2,6.1,33.5,,90,103
PF,21,ATL,6,0,10,9.9,24.6,.400,0.0,0.0,,9.9,24.6,.400,4.9,4.9,1.000,9.9,4.9,14.8,0.0,0.0,0.0,4.9,4.9,24.6,,97,111
PF,21,MIL,2,0,6,15.9,23.9,.667,0.0,0.0,,15.9,23.9,.667,15.9,15.9,1.000,8.0,31.9,39.9,0.0,0.0,0.0,23.9,8.0,47.8,,84,91
PG,31,TOT,74,59,2045,7.1,16.0,.442,0.5,1.8,.247,6.6,14.2,.467,4.5,5.5,.826,1.2,3.0,4.2,11.2,2.4,0.3,4.1,4.9,19.1,,107,112
PG,31,SEA,6,6,155,7.6,15.2,.500,0.0,0.9,.000,7.6,14.3,.532,5.2,5.5,.944,1.8,0.9,2.7,9.7,1.8,0.0,4.6,5.2,20.4,,113,114
PG,31,NYK,68,53,1890,7.0,16.1,.438,0.5,1.9,.257,6.5,14.2,.462,4.5,5.5,.816,1.1,3.1,4.3,11.3,2.4,0.3,4.0,4.9,19.0,,106,112
