pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
SG,26,TOT,73,4,1129,6.7,13.6,.492,0.1,0.3,.333,6.6,13.4,.495,4.6,6.6,.705,2.7,4.4,7.1,5.4,1.8,0.8,3.0,6.0,18.1,,112,108
SG,26,SAC,9,0,76,5.0,10.7,.471,0.0,0.0,,5.0,10.7,.471,6.9,9.4,.733,4.4,2.5,6.9,3.1,1.3,0.6,5.0,6.9,16.9,,101,113
SG,26,SEA,64,4,1053,6.8,13.9,.493,0.1,0.3,.333,6.7,13.6,.497,4.5,6.4,.701,2.6,4.5,7.1,5.6,1.8,0.9,2.9,5.9,18.2,,113,107
SF,25,MIA,69,1,935,4.8,11.6,.413,1.2,3.5,.338,3.6,8.0,.446,1.6,2.2,.725,4.0,6.7,10.7,1.7,1.7,1.6,2.0,7.7,12.3,,105,107
SG,24,ATL,73,66,2112,9.2,18.4,.501,0.0,0.1,.000,9.2,18.4,.504,5.3,7.2,.739,3.3,3.4,6.7,4.0,2.1,0.4,3.7,3.3,23.8,,109,112
C,23,UTA,46,3,306,8.1,18.2,.446,0.0,0.2,.000,8.1,18.0,.450,4.7,7.1,.659,6.2,6.7,12.8,1.0,1.3,2.3,3.7,9.7,21.0,,98,107
PF,23,MIL,82,78,2285,7.6,17.5,.433,0.0,0.0,.000,7.6,17.5,.434,2.4,3.8,.651,3.9,7.3,11.2,2.0,1.2,1.6,3.1,5.2,17.6,,93,110
PG,32,BOS,10,0,97,4.7,13.0,.360,0.0,0.5,.000,4.7,12.5,.375,2.6,3.1,.833,0.5,3.1,3.6,10.4,1.0,0.0,8.9,5.7,12.0,,70,112
PF,31,MIN,70,3,1276,8.1,17.9,.455,0.0,0.0,,8.1,17.9,.455,4.8,5.7,.838,2.1,6.5,8.6,2.4,0.8,1.9,2.4,3.5,21.0,,104,113
SG,24,DAL,23,0,175,5.2,17.1,.306,0.3,1.7,.167,5.0,15.4,.321,3.3,4.7,.706,2.8,7.4,10.2,8.0,2.2,0.8,4.7,7.7,14.1,,81,112
PF,29,PHO,76,76,2859,12.0,23.1,.520,1.1,3.7,.305,10.9,19.4,.561,7.5,9.8,.765,4.0,11.6,15.6,6.5,2.0,1.2,3.9,3.3,32.7,,120,103
PG,25,SEA,69,2,1243,8.6,19.1,.451,2.6,6.8,.379,6.0,12.3,.492,2.0,2.4,.831,0.7,3.6,4.3,6.1,2.5,0.1,2.3,3.1,21.8,,115,107
SG,23,MIL,47,0,552,6.9,18.6,.369,1.9,5.7,.333,5.0,12.9,.385,3.0,4.4,.673,0.9,3.0,3.9,6.2,3.2,0.3,3.8,5.2,18.6,,92,111
SG,30,CLE,41,0,497,8.5,20.4,.415,0.1,0.6,.167,8.4,19.8,.423,5.7,7.3,.778,0.4,2.5,3.0,5.5,0.9,0.5,2.2,4.0,22.7,,102,111
SG,28,BOS,3,1,29,10.5,22.7,.462,0.0,1.7,.000,10.5,20.9,.500,3.5,3.5,1.000,12.2,7.0,19.2,3.5,1.7,0.0,3.5,3.5,24.4,,112,108
C,29,SAS,16,0,66,6.9,20.6,.333,0.8,0.8,1.000,6.1,19.8,.308,4.6,9.1,.500,0.8,6.9,7.6,0.0,0.0,0.8,0.8,11.4,19.1,,84,110
C,28,TOT,59,6,754,8.8,18.0,.491,0.0,0.0,,8.8,18.0,.491,4.6,6.9,.663,3.4,10.5,13.8,1.5,2.1,3.2,5.2,8.9,22.2,,94,101
C,28,SEA,31,6,448,9.0,18.2,.497,0.0,0.0,,9.0,18.2,.497,5.2,7.5,.701,3.0,9.6,12.6,1.3,1.9,3.9,4.7,8.1,23.3,,100,101
C,28,LAL,28,0,306,8.5,17.6,.481,0.0,0.0,,8.5,17.6,.481,3.6,6.0,.595,3.9,11.7,15.7,1.6,2.3,2.1,5.9,10.0,20.6,,87,103
PG,23,CHH,75,2,857,6.1,14.5,.423,1.5,4.5,.325,4.7,10.1,.467,1.7,2.3,.732,0.7,2.9,3.5,7.6,1.7,0.0,2.8,6.1,15.4,,103,113
SF,24,UTA,82,27,1712,7.5,17.2,.436,1.0,2.8,.347,6.5,14.3,.453,3.3,4.4,.750,3.4,8.0,11.4,1.2,1.3,1.2,2.6,5.8,19.3,,101,107
SG,33,NYK,60,33,1434,8.5,19.1,.443,1.1,2.6,.425,7.4,16.5,.446,2.5,3.2,.789,0.8,2.8,3.6,5.6,0.8,0.4,2.3,4.6,20.5,,105,105
SF,22,LAL,27,0,109,6.4,19.2,.333,0.0,1.4,.000,6.4,17.9,.359,2.7,3.7,.750,4.6,6.0,10.5,3.2,1.8,0.9,2.3,6.4,15.6,,89,109
SG,26,MIN,61,2,642,5.2,12.0,.433,0.9,3.4,.256,4.3,8.5,.505,1.6,2.5,.625,1.4,4.0,5.4,5.7,1.3,0.4,2.5,4.9,12.8,,100,115
SF,26,CHI,2,0,13,12.0,27.9,.429,0.0,0.0,,12.0,27.9,.429,0.0,0.0,,8.0,4.0,12.0,4.0,8.0,0.0,4.0,4.0,24.0,,96,96
PG,25,ATL,80,78,2820,7.2,16.8,.429,2.1,5.5,.375,5.2,11.3,.456,2.1,2.9,.728,1.6,3.3,4.9,11.7,3.5,0.4,3.3,2.7,18.6,,113,109
PG,28,CHH,81,80,2833,5.6,12.3,.453,0.1,0.4,.231,5.5,11.9,.462,2.4,2.8,.833,0.9,4.2,5.0,12.0,2.7,0.1,2.6,3.0,13.7,,113,110
C,30,PHI,58,23,855,3.0,7.2,.409,0.6,1.8,.313,2.4,5.4,.442,0.7,1.1,.632,2.5,8.5,11.0,1.0,0.8,6.8,2.9,5.0,7.2,,81,106
SG,23,DAL,74,38,1578,6.9,17.3,.402,0.2,1.3,.167,6.7,16.0,.421,3.9,5.1,.772,1.6,4.4,6.0,3.7,2.3,0.6,3.4,6.8,18.0,,92,114
PF,24,SAC,70,35,1764,6.2,13.4,.461,0.0,0.2,.000,6.2,13.2,.467,3.9,6.5,.593,5.1,7.2,12.3,2.6,2.3,0.5,2.8,4.9,16.2,,103,108
SG,29,ORL,77,45,1761,7.6,16.1,.471,0.4,1.4,.313,7.2,14.7,.486,1.9,2.4,.798,1.0,4.5,5.5,5.0,1.5,0.4,2.4,3.7,17.5,,105,109
C,31,NJN,79,65,2092,6.9,15.2,.450,0.0,0.1,.333,6.8,15.1,.451,3.4,4.3,.779,3.8,9.5,13.3,3.0,0.8,3.1,2.9,5.4,17.1,,104,103
PG,22,CLE,82,8,1622,9.3,19.4,.478,0.4,1.3,.310,8.9,18.1,.491,3.7,4.5,.825,1.2,4.4,5.6,9.4,2.5,0.8,3.3,3.8,22.6,,108,106
C,32,ATL,12,0,107,6.9,14.3,.484,0.0,0.0,,6.9,14.3,.484,0.9,2.3,.400,4.6,8.3,12.9,2.8,0.9,1.4,2.3,5.5,14.7,,103,110
C,33,MIL,66,64,2075,11.0,20.1,.545,0.2,0.6,.308,10.8,19.5,.553,4.7,6.5,.728,2.9,6.9,9.7,4.7,1.9,1.1,4.9,5.7,26.8,,106,109
SF,23,DEN,55,2,571,7.8,19.6,.399,0.5,2.2,.231,7.3,17.4,.420,2.9,3.4,.875,1.9,5.0,6.8,2.9,0.8,0.2,3.3,3.9,19.1,,93,110
PG,27,HOU,82,0,1516,6.1,12.9,.475,1.4,3.3,.414,4.8,9.6,.497,3.8,4.5,.830,0.7,2.6,3.3,8.1,2.6,0.1,2.4,4.6,17.4,,120,107
SF,24,NJN,77,20,1186,6.7,14.0,.483,0.0,0.2,.000,6.7,13.7,.491,3.0,4.1,.724,3.7,6.1,9.8,2.1,0.8,1.0,2.4,4.7,16.5,,108,107
PG,24,BOS,80,48,2254,7.4,15.7,.468,0.6,1.8,.317,6.8,13.9,.488,4.3,5.4,.793,1.0,4.5,5.5,10.3,3.1,0.7,3.1,4.6,19.6,,113,107
C,29,UTA,82,21,1551,5.6,13.1,.430,0.0,0.0,.000,5.6,13.1,.431,3.6,5.3,.689,4.7,7.8,12.5,2.1,1.0,0.7,3.0,6.1,14.9,,99,108
PG,24,SAC,75,34,1726,6.2,13.4,.463,0.1,0.2,.333,6.2,13.2,.465,3.2,4.3,.732,2.1,3.8,5.8,5.4,3.0,0.9,3.3,5.7,15.6,,101,109
C,27,POR,80,24,1396,6.5,12.8,.503,0.0,0.0,.000,6.5,12.8,.504,3.6,5.1,.703,4.6,6.7,11.2,1.4,1.3,0.8,2.3,7.8,16.5,,111,106
SF,24,GSW,70,9,1287,6.6,15.1,.437,0.7,2.2,.339,5.8,12.9,.453,2.4,3.3,.747,3.0,4.3,7.3,3.5,1.8,0.7,2.1,3.7,16.4,,108,111
PF,25,HOU,79,4,1356,8.0,18.5,.431,3.4,9.1,.374,4.6,9.4,.486,2.2,2.8,.784,2.5,5.8,8.3,4.1,1.1,0.4,2.1,4.8,21.6,,113,108
SF,24,MIA,26,8,451,6.1,15.9,.383,0.6,1.7,.333,5.5,14.2,.389,10.2,14.3,.717,2.5,5.4,7.9,1.8,1.5,1.8,5.6,6.5,23.0,,94,109
SG,30,WSB,4,0,35,14.0,36.5,.385,1.4,4.2,.333,12.6,32.3,.391,11.2,14.0,.800,2.8,1.4,4.2,8.4,2.8,0.0,5.6,7.0,40.7,,98,112
C,31,SEA,82,66,2156,5.1,9.6,.526,0.0,0.0,.000,5.1,9.6,.528,1.4,3.0,.469,6.2,9.1,15.3,1.6,1.8,1.1,1.4,4.2,11.6,,119,104
SF,23,DAL,53,13,885,8.2,17.0,.484,0.0,0.2,.000,8.2,16.8,.490,3.7,5.4,.687,4.8,4.3,9.1,3.2,1.3,0.3,3.4,7.0,20.2,,103,117
PF,24,LAL,79,13,1551,7.7,16.7,.458,0.0,0.1,.000,7.7,16.6,.460,4.2,6.6,.637,4.1,6.6,10.7,1.5,1.9,3.2,2.2,5.3,19.5,,104,107
SF,30,NYK,58,13,1062,9.3,18.9,.490,0.1,0.2,.400,9.2,18.7,.491,2.8,4.2,.678,2.8,4.6,7.4,3.0,1.6,0.2,2.4,7.2,21.5,,105,102
PF,31,SAS,71,46,1947,9.8,18.2,.538,0.0,0.1,.000,9.8,18.1,.541,4.5,5.8,.777,2.8,7.3,10.0,2.5,0.9,2.2,2.5,6.8,24.1,,113,107
C,35,CHI,63,63,1253,5.8,14.2,.411,0.0,0.0,,5.8,14.2,.411,3.0,4.1,.735,3.4,6.2,9.7,3.4,0.8,0.4,2.6,6.4,14.7,,100,109
PF,29,ORL,21,1,262,6.8,13.9,.493,0.0,0.0,,6.8,13.9,.493,5.1,6.5,.794,3.4,5.3,8.8,1.0,0.8,0.2,4.8,5.9,18.8,,97,110
C,24,SAC,55,45,1211,6.9,12.6,.545,0.0,0.0,.000,6.9,12.6,.547,4.1,6.5,.624,4.4,7.5,11.9,1.4,1.3,3.4,2.3,7.6,17.8,,113,107
SF,23,PHO,74,46,1607,11.4,19.8,.576,0.0,0.1,.000,11.4,19.8,.577,5.6,7.7,.725,5.1,7.1,12.2,2.3,1.6,0.8,3.2,3.1,28.4,,120,107
PF,33,PHO,73,0,1723,8.9,20.0,.447,0.3,0.8,.393,8.6,19.2,.449,6.7,8.0,.837,2.7,7.0,9.6,2.8,1.2,0.6,2.6,5.9,24.9,,111,108
SG,25,WSB,60,23,1300,10.8,22.8,.477,1.6,4.4,.371,9.2,18.4,.502,5.0,6.2,.810,0.7,2.6,3.3,4.4,1.4,0.4,3.0,4.5,28.3,,108,114
PG,36,NJN,35,0,510,5.0,9.1,.548,0.0,0.2,.000,5.0,8.9,.560,2.4,2.6,.889,0.5,3.6,4.1,10.5,3.2,0.2,3.2,3.4,12.3,,115,105
PF,24,SAC,59,9,834,9.4,19.4,.485,0.0,0.0,,9.4,19.4,.485,1.8,2.6,.696,4.6,6.5,11.1,3.7,1.3,1.2,3.1,5.8,20.7,,102,110
SG,22,LAL,23,0,332,6.8,15.9,.425,0.3,1.8,.167,6.5,14.1,.457,7.5,9.9,.758,3.6,4.1,7.7,8.0,3.3,0.8,7.5,8.0,21.3,,94,108
PF,25,NJN,76,73,2759,10.2,22.2,.460,0.4,1.8,.232,9.8,20.4,.480,7.6,9.4,.808,4.5,11.0,15.4,5.0,1.7,2.3,4.4,3.8,28.5,,110,101
PG,24,MIA,81,37,2232,7.2,15.6,.464,1.0,3.1,.307,6.3,12.5,.503,4.0,5.0,.805,1.3,2.5,3.8,8.5,1.8,0.3,2.5,4.5,19.4,,117,111
C,25,SAC,46,0,467,8.3,17.4,.474,0.0,0.4,.000,8.3,17.0,.485,5.8,8.3,.704,4.9,7.6,12.5,3.8,1.3,0.5,2.9,4.4,22.3,,110,110
PG,33,LAC,31,0,422,3.2,7.1,.452,0.0,0.0,,3.2,7.1,.452,2.1,2.2,.947,1.8,3.8,5.6,7.5,3.9,0.5,2.4,4.5,8.5,,110,106
PG,23,LAL,65,0,645,4.8,12.2,.392,0.5,2.3,.233,4.3,9.9,.430,1.9,2.7,.714,1.0,2.9,3.9,11.6,1.4,0.2,5.3,5.1,12.1,,89,113
SF,30,UTA,82,58,2555,7.5,14.9,.503,0.0,0.1,.000,7.5,14.8,.506,3.5,4.2,.826,3.8,6.3,10.1,3.4,2.1,0.6,2.1,4.9,18.5,,114,107
PG,24,TOT,10,0,105,6.6,11.4,.583,0.0,1.4,.000,6.6,10.0,.667,7.6,10.0,.762,0.5,2.8,3.3,7.6,2.8,0.0,3.8,8.5,20.9,,121,108
PG,24,ORL,9,0,102,6.4,11.2,.565,0.0,1.5,.000,6.4,9.8,.650,7.8,10.3,.762,0.5,2.9,3.4,7.8,2.9,0.0,3.9,8.3,20.5,,120,107
PG,24,WSB,1,0,3,16.4,16.4,1.000,0.0,0.0,,16.4,16.4,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,32.8,,200,118
PF,23,TOT,12,0,104,6.2,15.2,.406,0.0,0.0,,6.2,15.2,.406,3.3,4.3,.778,1.9,7.1,9.0,1.4,2.4,2.4,2.8,8.1,15.7,,92,105
PF,23,CHI,5,0,34,6.1,13.7,.444,0.0,0.0,,6.1,13.7,.444,4.6,6.1,.750,3.1,0.0,3.1,1.5,3.1,1.5,4.6,13.7,16.8,,93,107
PF,23,GSW,7,0,70,6.2,15.8,.391,0.0,0.0,,6.2,15.8,.391,2.8,3.4,.800,1.4,10.3,11.7,1.4,2.1,2.8,2.1,5.5,15.2,,92,105
PG,23,UTA,40,0,243,7.6,14.7,.514,0.4,2.9,.143,7.2,11.9,.603,5.3,7.8,.684,0.8,2.7,3.5,11.3,2.3,0.0,6.1,5.9,20.9,,102,110
PF,31,SAS,8,0,76,7.3,19.2,.379,0.0,0.0,,7.3,19.2,.379,3.3,6.6,.500,4.0,8.6,12.6,2.6,0.7,0.7,1.3,11.3,17.9,,94,107
C,27,DAL,20,0,166,4.6,11.9,.390,0.0,0.0,,4.6,11.9,.390,7.6,10.5,.722,4.9,9.3,14.2,3.5,2.0,0.6,2.3,8.7,16.9,,111,111
SG,28,CHH,80,0,2094,11.4,25.2,.452,2.2,5.4,.401,9.2,19.8,.466,3.1,3.6,.866,1.2,5.4,6.5,4.1,2.0,0.5,3.0,3.4,28.1,,105,110
SG,25,SAS,77,10,1573,9.1,20.6,.443,1.9,5.7,.333,7.2,14.9,.484,2.3,3.2,.727,2.8,4.2,6.9,4.7,1.2,1.0,3.3,4.6,22.4,,102,109
C,27,CLE,71,71,2691,9.8,17.1,.571,0.0,0.0,.500,9.8,17.1,.571,7.4,9.3,.795,3.1,10.6,13.7,5.9,1.0,1.1,2.8,3.3,26.9,,125,105
PF,23,IND,82,82,2264,6.7,11.8,.568,0.0,0.0,,6.7,11.8,.568,2.6,5.0,.529,6.4,9.5,16.0,1.5,1.4,3.3,1.7,6.1,16.1,,120,106
SG,22,NYK,50,2,815,6.9,15.6,.438,0.4,1.2,.316,6.5,14.5,.448,2.7,3.4,.796,0.8,2.7,3.5,5.2,1.4,0.2,2.8,4.4,16.8,,99,104
PF,25,DAL,75,74,2462,7.7,16.9,.455,0.0,0.2,.250,7.7,16.8,.457,3.3,5.5,.594,5.1,8.7,13.7,1.3,0.7,0.5,3.1,3.9,18.7,,97,115
PG,29,PHI,74,10,1598,7.9,18.0,.437,0.8,2.6,.310,7.1,15.4,.458,3.4,4.3,.796,1.0,3.1,4.1,10.3,2.4,0.1,3.7,2.8,20.0,,103,112
SG,23,MIL,71,37,1931,9.3,21.4,.432,1.4,4.8,.293,7.9,16.7,.472,5.5,7.7,.717,3.7,3.8,7.5,3.0,1.9,1.2,3.1,5.7,25.4,,105,112
PG,26,SAS,73,31,1526,7.2,14.2,.507,0.2,0.8,.250,7.0,13.4,.522,3.3,3.9,.863,0.6,4.7,5.4,9.6,1.5,0.0,3.0,4.8,17.9,,113,109
PF,23,ORL,21,0,240,8.3,16.2,.513,0.0,0.2,.000,8.3,16.0,.519,3.3,4.2,.800,5.0,6.6,11.6,1.0,2.9,3.5,5.2,10.0,19.9,,96,101
C,24,LAL,82,69,2525,7.8,16.2,.485,0.4,1.5,.280,7.4,14.7,.505,4.6,6.7,.689,4.3,10.1,14.4,4.6,2.5,2.8,4.2,6.1,20.8,,104,103
C,35,UTA,6,1,94,4.2,7.4,.571,0.0,0.0,,4.2,7.4,.571,2.6,4.8,.556,3.2,12.2,15.3,0.5,0.5,3.7,2.1,6.9,11.1,,107,103
PG,26,BOS,79,36,1932,6.9,13.9,.498,0.2,0.8,.207,6.8,13.1,.515,2.2,3.9,.560,1.7,2.5,4.2,13.3,1.3,0.3,4.2,4.3,16.2,,106,112
C,30,IND,43,0,239,4.0,12.1,.328,0.0,0.8,.000,4.0,11.3,.352,1.7,3.1,.533,5.4,8.4,13.8,1.7,1.0,1.7,1.9,12.6,9.6,,90,108
SG,30,POR,49,49,1671,10.1,23.7,.429,0.9,3.9,.233,9.3,19.8,.467,7.1,8.5,.839,3.7,5.3,9.0,8.1,2.8,1.1,3.3,4.6,28.3,,112,104
C,28,POR,74,55,1762,8.3,18.9,.438,0.0,0.1,.000,8.3,18.9,.439,3.5,4.8,.730,3.2,7.4,10.6,1.9,1.2,1.1,2.4,6.1,20.0,,100,106
C,27,NJN,71,16,1398,3.4,9.5,.353,0.0,0.0,,3.4,9.5,.353,2.0,3.9,.518,7.7,10.7,18.3,0.6,0.6,3.7,1.9,7.0,8.8,,97,102
SG,29,DET,77,77,3094,11.3,24.2,.466,1.9,5.0,.375,9.4,19.2,.489,5.7,6.6,.864,1.0,1.4,2.5,5.1,1.3,0.1,2.3,2.3,30.1,,118,113
SF,23,PHO,48,32,1320,11.0,21.0,.524,0.0,0.1,.333,11.0,20.9,.525,5.5,7.8,.707,3.6,4.5,8.1,2.2,3.1,1.4,3.4,4.6,27.6,,111,105
SF,25,GSW,5,1,78,3.7,15.5,.240,0.0,0.0,,3.7,15.5,.240,5.6,7.4,.750,3.1,5.6,8.7,2.5,0.6,0.6,4.3,3.7,13.0,,76,113
C,36,UTA,64,57,1104,3.2,5.9,.546,0.0,0.0,,3.2,5.9,.546,1.6,2.3,.700,3.3,8.6,11.9,0.8,0.8,3.6,1.9,6.4,8.0,,107,105
SF,27,MIL,82,81,2729,10.1,19.8,.512,0.7,1.9,.349,9.5,17.9,.529,4.3,5.5,.790,2.3,4.7,7.0,3.9,2.4,0.8,3.2,4.4,25.3,,110,110
C,37,LAL,52,0,617,9.9,21.8,.452,0.0,0.0,,9.9,21.8,.452,6.8,9.5,.712,2.4,5.7,8.1,3.3,0.8,0.6,4.1,9.9,26.5,,99,112
SG,27,MIA,40,30,1134,9.7,20.7,.468,0.2,0.8,.294,9.4,19.9,.474,5.3,6.3,.844,2.1,3.3,5.4,5.4,3.0,0.5,3.4,3.1,24.9,,108,108
SG,31,CLE,82,73,2559,7.6,15.5,.490,1.8,4.8,.381,5.8,10.7,.540,1.7,2.4,.717,2.2,5.7,8.0,5.0,2.1,0.4,2.5,3.4,18.8,,111,106
SF,29,POR,82,7,1757,6.6,14.5,.458,1.2,3.6,.349,5.4,10.9,.494,5.0,5.9,.855,1.6,4.3,6.0,4.9,2.0,0.6,2.5,4.0,19.5,,117,107
SF,24,SAS,70,70,2604,8.7,17.7,.491,0.7,2.0,.356,8.0,15.7,.509,5.2,6.5,.795,1.6,4.6,6.2,5.1,1.3,0.5,2.9,2.5,23.3,,112,109
SG,32,SAS,82,76,2731,10.0,20.1,.499,2.2,5.5,.401,7.8,14.6,.536,2.9,3.6,.797,1.5,4.3,5.7,2.0,1.4,0.3,2.0,3.3,25.2,,113,110
PF,22,DEN,82,82,2749,8.5,16.8,.504,0.0,0.2,.154,8.4,16.5,.509,4.1,5.5,.748,4.8,8.2,13.0,2.6,1.3,1.9,2.7,5.1,21.1,,113,105
C,25,WSB,49,48,1701,9.9,18.9,.521,0.0,0.1,.000,9.9,18.8,.524,4.9,7.0,.702,4.0,8.5,12.5,3.4,1.3,3.1,3.2,4.4,24.6,,109,108
SG,22,CHI,6,0,31,5.0,16.7,.300,0.0,5.0,.000,5.0,11.7,.429,0.0,3.3,.000,3.3,6.7,10.0,1.7,5.0,3.3,6.7,8.4,10.0,,53,97
C,30,NYK,81,81,3003,13.2,26.2,.503,0.0,0.1,.143,13.2,26.1,.504,6.8,9.4,.719,3.2,13.3,16.6,2.6,1.3,2.7,4.5,4.8,33.1,,105,94
SF,27,ATL,82,15,1736,9.3,19.7,.470,0.3,1.0,.250,9.0,18.7,.482,5.0,6.4,.779,2.7,2.7,5.4,3.7,1.7,0.5,2.9,4.5,23.8,,109,113
PF,26,CLE,76,1,1461,7.6,15.9,.479,1.2,2.8,.415,6.4,13.1,.493,3.4,3.9,.876,2.8,6.9,9.7,4.7,1.0,1.7,2.9,5.9,19.9,,111,107
PG,30,IND,75,8,1503,9.3,18.4,.505,0.2,1.2,.194,9.1,17.2,.527,4.8,6.6,.726,2.1,3.5,5.6,7.5,2.1,0.3,4.0,4.2,23.6,,109,112
PG,32,HOU,52,10,867,7.3,17.9,.407,0.9,3.3,.286,6.3,14.6,.434,4.7,6.0,.794,0.8,4.2,5.0,7.7,1.9,0.4,4.0,3.5,20.2,,100,108
PF,24,TOT,43,0,298,9.1,19.8,.458,0.0,0.7,.000,9.1,19.1,.474,2.5,3.5,.714,5.3,8.4,13.7,3.5,0.5,2.3,4.1,9.6,20.6,,97,110
PF,24,WSB,10,0,93,5.8,13.2,.440,0.0,0.0,,5.8,13.2,.440,1.1,1.6,.667,4.2,10.0,14.3,5.8,0.0,2.6,4.8,9.0,12.7,,88,110
PF,24,ATL,33,0,205,10.6,22.8,.463,0.0,1.0,.000,10.6,21.8,.484,3.1,4.3,.722,5.8,7.7,13.4,2.4,0.7,2.2,3.8,9.8,24.2,,100,110
SF,23,BOS,71,14,1082,8.6,17.8,.484,0.2,1.1,.174,8.4,16.7,.504,3.8,4.7,.802,2.6,4.9,7.4,5.3,2.9,1.0,3.6,6.2,21.2,,105,106
SF,27,BOS,82,58,2541,9.1,18.0,.507,1.0,2.8,.374,8.1,15.3,.531,2.4,3.0,.826,0.9,4.0,4.9,4.5,1.7,0.7,1.6,3.7,21.8,,117,110
PG,28,HOU,66,4,1004,7.7,17.4,.443,0.3,0.7,.462,7.4,16.7,.442,4.1,4.5,.910,1.6,3.8,5.5,7.0,2.0,0.2,3.4,5.9,19.8,,105,108
