pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
PF,23,POR,71,1,934,9.2,18.7,.493,0.0,0.0,,9.2,18.7,.493,3.9,5.2,.752,4.2,9.3,13.5,1.6,1.3,0.8,3.4,6.9,22.4,,105,103
PG,22,DEN,81,11,1538,11.3,26.8,.421,1.0,3.0,.330,10.3,23.8,.433,3.0,3.4,.870,0.7,2.9,3.6,6.1,1.4,0.1,3.7,4.1,26.5,,99,113
C,29,ORL,68,6,926,4.1,8.0,.517,0.1,0.2,.333,4.1,7.8,.520,2.7,3.5,.761,5.1,8.2,13.3,1.2,1.3,0.8,1.7,7.4,11.0,,118,109
PG,29,WSB,78,78,2795,8.5,21.7,.393,2.2,6.8,.324,6.3,14.9,.425,5.5,6.3,.869,1.0,4.4,5.4,10.4,2.5,0.2,3.7,2.8,24.8,,106,109
SF,27,NJN,76,8,1175,7.8,18.0,.433,0.6,2.0,.286,7.2,16.0,.452,2.3,3.2,.737,2.7,4.2,6.9,2.8,1.2,1.2,1.9,4.5,18.5,,106,112
SF,32,DET,75,12,1582,11.2,26.1,.431,0.5,2.4,.211,10.7,23.7,.453,5.2,7.6,.687,2.2,5.6,7.8,4.2,1.7,0.4,3.5,5.7,28.2,,100,106
SG,32,POR,81,6,1595,9.1,20.6,.442,2.4,7.0,.339,6.7,13.6,.496,3.3,4.0,.824,1.2,3.3,4.5,6.1,2.2,0.4,2.1,4.5,23.8,,116,106
C,22,GSW,80,28,1350,8.4,15.8,.529,0.0,0.0,.000,8.4,15.7,.531,3.5,5.1,.691,3.6,7.9,11.6,1.1,1.5,2.1,3.1,6.1,20.3,,107,108
PF,27,DEN,82,82,2793,6.8,14.9,.456,0.0,0.1,.000,6.8,14.8,.458,2.9,4.7,.623,5.9,10.5,16.4,1.4,1.5,1.1,3.5,4.6,16.5,,98,106
PG,21,NJN,64,13,1086,8.4,21.7,.390,0.1,0.6,.231,8.3,21.1,.394,3.3,4.4,.745,1.7,4.0,5.7,9.2,3.0,0.4,4.4,3.1,20.3,,96,109
