pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
PG,30,SEA,80,0,1021,7.9,18.3,.430,3.5,8.3,.415,4.4,9.9,.442,2.8,4.2,.663,0.9,4.9,5.8,10.7,3.4,0.2,4.8,5.1,21.9,,106,103
PG,30,TOT,66,0,831,6.8,13.7,.493,0.6,2.3,.257,6.2,11.5,.539,2.7,3.2,.840,1.0,3.9,4.9,9.7,1.9,0.0,2.7,4.8,16.8,,115,108
PG,30,GSW,4,0,59,5.3,16.9,.316,0.0,0.9,.000,5.3,16.0,.333,4.4,6.2,.714,3.6,2.7,6.2,5.3,3.6,0.0,6.2,5.3,15.1,,76,106
PG,30,CHH,62,0,772,6.9,13.5,.510,0.6,2.4,.265,6.3,11.1,.563,2.6,3.0,.860,0.8,4.0,4.8,10.0,1.7,0.0,2.4,4.7,17.0,,120,108
PG,29,ORL,48,17,1236,7.0,16.9,.411,1.1,3.0,.368,5.8,13.9,.420,4.7,5.5,.854,2.9,4.2,7.1,10.5,2.6,0.2,5.0,4.3,19.7,,104,105
SG,31,POR,30,5,443,2.3,6.5,.352,0.0,0.2,.000,2.3,6.3,.365,3.4,4.7,.718,2.5,5.7,8.2,4.6,2.3,0.6,4.2,4.7,7.9,,85,102
SF,30,MIA,46,12,681,3.1,9.8,.320,1.7,5.9,.284,1.4,3.8,.375,1.0,1.5,.632,2.2,5.9,8.1,2.3,2.2,1.0,2.1,8.6,8.9,,91,102
SG,29,POR,71,23,1445,5.7,13.7,.414,0.0,0.3,.143,5.6,13.5,.419,3.5,5.8,.603,3.8,4.8,8.7,3.2,2.1,1.2,3.0,5.3,14.9,,96,103
C,28,TOT,78,50,2266,9.6,20.6,.466,0.0,0.2,.000,9.6,20.4,.470,5.7,8.6,.669,4.7,8.5,13.2,4.1,1.4,1.3,4.9,5.5,24.9,,100,105
C,28,MIA,52,25,1371,10.0,21.2,.474,0.0,0.1,.000,10.0,21.1,.476,6.2,9.1,.680,4.7,8.4,13.1,3.5,1.7,1.4,4.7,6.4,26.2,,102,101
C,28,LAC,26,25,895,8.9,19.7,.454,0.0,0.3,.000,8.9,19.4,.461,5.1,7.8,.652,4.6,8.5,13.2,5.1,1.0,1.3,5.2,4.0,23.0,,97,111
C,26,SEA,82,82,2944,11.5,21.1,.542,0.0,0.1,.143,11.4,21.0,.545,5.6,9.6,.591,5.2,6.7,11.9,2.8,1.7,1.6,3.2,5.0,28.6,,112,104
PF,34,HOU,68,41,2243,8.5,17.5,.485,0.4,2.0,.214,8.1,15.5,.520,7.0,9.3,.746,5.7,13.0,18.7,5.1,1.7,0.7,3.5,4.4,24.4,,116,104
PG,30,BOS,80,15,1686,8.6,18.6,.461,3.1,7.5,.407,5.5,11.1,.499,3.7,4.4,.847,0.9,3.8,4.7,8.7,2.5,0.2,3.3,3.8,23.9,,117,107
SG,26,TOT,58,36,1600,7.0,16.6,.421,2.9,7.5,.393,4.0,9.1,.444,3.8,4.4,.858,0.9,4.6,5.6,5.0,2.1,0.9,3.4,3.9,20.6,,108,110
SG,26,LAC,41,36,1341,7.4,17.2,.428,3.0,7.6,.400,4.3,9.6,.450,4.0,4.7,.844,1.0,4.5,5.5,5.1,1.9,0.9,3.7,3.4,21.7,,108,112
SG,26,MIA,17,0,259,4.8,13.1,.371,2.5,7.2,.353,2.3,5.9,.393,2.5,2.5,1.000,0.4,5.5,5.9,4.4,3.0,0.8,1.9,6.3,14.8,,110,101
PG,24,ATL,27,0,256,3.9,8.1,.474,1.9,4.5,.429,1.9,3.6,.529,2.4,2.8,.846,1.1,6.4,7.5,10.5,2.1,0.2,6.4,6.0,12.0,,98,105
SG,28,LAL,49,1,374,5.2,14.3,.365,2.5,8.4,.295,2.7,5.9,.465,3.7,4.0,.931,1.1,4.0,5.1,7.0,3.3,0.4,3.0,4.5,16.6,,109,104
PF,21,DEN,65,49,1506,8.3,18.7,.446,0.1,0.5,.214,8.2,18.2,.452,2.6,3.7,.702,4.9,7.6,12.5,2.1,1.9,2.5,3.5,7.1,19.3,,95,109
PG,26,CHH,59,14,738,5.3,11.6,.459,0.1,0.3,.500,5.2,11.3,.458,3.1,4.3,.729,2.0,4.6,6.5,7.1,2.4,0.5,5.1,7.3,13.9,,93,106
C,33,PHI,14,0,197,5.9,11.0,.537,0.0,0.0,,5.9,11.0,.537,5.1,8.1,.633,4.8,9.4,14.3,0.8,1.1,1.1,3.2,7.0,17.0,,107,105
PF,24,LAL,45,4,354,11.6,19.6,.593,0.1,0.3,.500,11.4,19.3,.594,2.3,6.4,.364,8.7,9.6,18.3,2.6,2.8,1.6,3.0,8.8,25.7,,115,99
SF,29,TOT,77,0,1123,7.2,19.4,.373,2.6,8.1,.324,4.6,11.3,.408,2.9,3.5,.824,2.9,6.8,9.7,1.2,1.7,1.0,2.5,7.5,20.0,,101,106
SF,29,NJN,53,0,799,6.7,17.8,.379,2.7,7.9,.345,4.0,9.9,.407,2.4,2.9,.841,2.8,6.5,9.3,1.1,1.7,1.1,2.6,7.9,18.6,,102,106
SF,29,ORL,24,0,324,8.5,23.6,.360,2.4,8.7,.275,6.1,15.0,.409,4.1,5.1,.800,3.1,7.5,10.5,1.4,1.5,0.7,2.2,6.3,23.5,,98,104
PG,25,IND,82,0,1547,7.1,16.9,.419,0.7,2.5,.300,6.4,14.5,.439,4.0,4.6,.855,1.0,3.3,4.3,9.9,3.0,0.2,3.9,6.8,18.9,,103,102
PG,21,TOT,80,70,2216,6.5,17.4,.374,2.5,7.6,.329,4.0,9.9,.408,5.3,6.2,.850,1.4,3.0,4.4,7.3,2.5,0.1,4.1,4.0,20.8,,104,110
PG,21,BOS,51,44,1296,7.0,18.0,.390,2.5,7.5,.339,4.5,10.5,.426,5.8,7.1,.817,1.6,2.9,4.5,8.6,3.1,0.1,4.7,4.7,22.4,,105,107
PG,21,TOR,29,26,920,5.8,16.6,.349,2.4,7.7,.316,3.4,9.0,.377,4.4,4.8,.919,1.2,3.1,4.3,5.5,1.7,0.1,3.2,3.0,18.5,,102,115
PG,30,ATL,70,69,2700,7.5,19.0,.392,1.8,6.8,.269,5.6,12.2,.460,1.9,2.7,.709,1.6,5.3,6.9,9.5,3.7,0.4,3.6,2.5,18.7,,102,102
PF,29,LAL,70,3,1029,5.3,9.3,.572,0.0,0.2,.000,5.3,9.1,.585,1.9,3.9,.500,5.7,9.2,14.9,1.8,1.4,1.2,2.5,7.8,12.6,,112,103
PG,33,TOT,61,31,1570,4.7,10.8,.437,0.1,0.5,.250,4.6,10.3,.446,2.0,2.3,.897,1.0,3.4,4.4,11.1,2.2,0.1,3.5,1.9,11.6,,102,108
PG,33,CHH,2,0,16,6.7,16.8,.400,0.0,0.0,,6.7,16.8,.400,6.7,6.7,1.000,0.0,3.4,3.4,13.4,6.7,0.0,3.4,6.7,20.1,,113,98
PG,33,GSW,59,31,1554,4.7,10.7,.437,0.1,0.5,.250,4.6,10.2,.447,2.0,2.2,.894,1.0,3.4,4.4,11.0,2.2,0.1,3.5,1.9,11.5,,101,108
PF,24,IND,5,0,11,0.0,19.9,.000,0.0,0.0,,0.0,19.9,.000,0.0,0.0,,9.9,19.9,29.8,5.0,0.0,9.9,14.9,14.9,0.0,,27,87
SF,23,CHI,6,0,17,6.3,19.0,.333,0.0,3.2,.000,6.3,15.9,.400,19.0,19.0,1.000,6.3,6.3,12.7,3.2,0.0,0.0,9.5,9.5,31.7,,102,105
SF,26,BOS,61,9,1305,4.8,11.8,.409,0.8,2.3,.339,4.0,9.4,.427,3.0,4.8,.623,3.1,3.7,6.9,3.2,3.4,1.1,2.1,6.9,13.4,,104,104
SG,34,NYK,27,3,224,7.8,14.3,.542,0.7,1.0,.750,7.0,13.4,.527,1.9,2.2,.889,2.2,4.1,6.3,2.7,1.5,0.5,1.7,6.1,18.2,,117,103
C,25,DAL,64,46,1822,8.8,20.8,.422,0.0,0.1,.333,8.8,20.7,.422,3.8,5.3,.722,4.8,10.4,15.2,1.8,1.5,6.3,2.8,6.3,21.4,,96,100
PG,27,MIL,50,48,1784,10.1,21.8,.464,0.9,2.8,.333,9.2,19.0,.483,3.9,4.7,.846,0.7,4.6,5.3,11.5,3.3,0.5,4.3,3.6,25.1,,108,104
SF,27,MIL,6,0,30,7.1,19.5,.364,1.8,5.3,.333,5.3,14.2,.375,1.8,3.5,.500,0.0,3.5,3.5,3.5,3.5,1.8,1.8,1.8,17.7,,91,104
PG,32,CLE,43,0,312,4.8,11.3,.424,0.9,1.9,.455,3.9,9.4,.418,3.1,3.4,.900,1.0,4.1,5.1,8.4,3.1,0.5,2.1,4.3,13.5,,115,100
SF,29,ATL,77,8,1202,7.3,16.9,.433,0.1,0.4,.250,7.2,16.6,.437,2.9,4.0,.724,2.6,5.7,8.3,2.5,1.0,0.6,2.3,4.6,17.6,,100,107
SG,29,TOT,72,12,1719,7.4,16.9,.438,3.2,8.1,.399,4.1,8.7,.474,1.7,2.1,.817,0.7,3.8,4.6,4.6,2.5,0.7,2.2,3.7,19.8,,112,110
SG,29,BOS,41,10,811,6.9,16.2,.427,2.7,7.2,.381,4.2,9.0,.465,1.2,1.8,.679,0.6,3.3,3.9,3.4,2.8,0.4,2.0,4.8,17.8,,106,107
SG,29,TOR,31,2,908,7.8,17.5,.446,3.7,9.0,.411,4.1,8.5,.483,2.2,2.5,.907,0.8,4.3,5.1,5.8,2.2,1.0,2.3,2.7,21.6,,117,112
PF,28,MIA,74,74,2362,6.4,13.6,.471,0.0,0.0,,6.4,13.6,.471,3.5,4.6,.766,5.4,9.2,14.7,2.4,1.5,2.3,2.2,6.1,16.3,,112,100
PG,29,CHI,71,6,1147,5.5,14.2,.384,0.0,0.2,.000,5.5,14.0,.391,2.6,3.7,.718,1.6,2.8,4.4,7.1,3.3,0.6,3.0,5.5,13.5,,96,100
PG,25,POR,38,10,622,4.2,12.1,.348,1.9,5.2,.361,2.3,6.9,.338,3.6,5.3,.677,1.2,3.6,4.8,8.6,2.1,0.3,4.5,4.7,13.9,,96,105
SG,19,LAL,79,1,2056,9.8,22.8,.428,1.9,5.5,.341,7.9,17.3,.456,9.1,11.4,.794,2.0,4.1,6.0,5.0,1.8,1.0,3.9,4.5,30.4,,110,106
C,32,PHO,70,22,1110,5.2,10.6,.484,0.0,0.0,.000,5.2,10.6,.487,3.5,4.5,.768,4.4,7.2,11.5,2.2,1.7,0.7,2.7,8.5,13.8,,107,102
SF,29,CHI,74,0,608,7.5,15.6,.483,2.2,5.8,.385,5.3,9.8,.541,0.3,0.5,.500,2.1,4.7,6.8,4.3,2.0,1.3,1.9,4.2,17.6,,115,101
SF,30,HOU,67,24,1190,7.8,17.2,.450,4.3,10.2,.416,3.5,7.0,.500,0.9,1.2,.741,1.1,5.4,6.5,2.7,1.4,1.1,1.7,4.6,20.7,,115,110
SF,27,CHI,80,3,1096,7.8,18.4,.424,2.5,7.1,.354,5.3,11.4,.468,2.3,3.1,.734,3.9,5.8,9.7,3.2,3.1,1.8,2.5,6.4,20.5,,109,97
SF,29,SAS,13,0,43,10.1,26.5,.381,3.8,11.4,.333,6.3,15.1,.417,10.1,15.1,.667,3.8,7.6,11.4,1.3,2.5,2.5,1.3,8.8,34.1,,112,96
SG,27,CLE,18,0,206,3.9,12.2,.319,0.3,1.6,.167,3.6,10.6,.341,1.6,2.6,.600,1.6,4.1,5.7,4.7,2.1,0.0,2.1,6.7,9.6,,84,102
PF,24,TOT,80,14,1423,8.4,17.4,.485,0.0,0.1,.000,8.4,17.3,.487,4.9,7.5,.655,6.0,6.9,12.9,2.5,0.9,0.7,3.9,6.8,21.8,,103,105
PF,24,CHI,51,8,710,7.6,15.1,.503,0.0,0.1,.000,7.6,15.0,.505,5.2,7.8,.660,5.8,7.4,13.1,2.7,1.0,1.3,3.6,7.0,20.4,,108,101
PF,24,GSW,29,6,713,9.3,19.7,.472,0.0,0.1,.000,9.3,19.6,.474,4.6,7.1,.649,6.2,6.4,12.6,2.3,0.9,0.2,4.2,6.6,23.2,,99,108
C,36,NJN,79,17,1201,1.9,3.7,.512,0.0,0.0,.000,1.9,3.6,.518,0.9,1.6,.556,5.0,8.5,13.5,1.4,2.0,1.9,1.0,4.6,4.7,,122,104
PF,31,DAL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
C,23,TOR,63,58,2002,8.0,19.3,.412,0.0,0.1,.000,8.0,19.3,.413,3.9,6.3,.611,5.3,6.8,12.1,2.9,1.8,6.0,3.5,5.2,19.8,,94,107
PF,29,LAL,81,28,1784,8.3,17.9,.463,0.0,0.1,.500,8.3,17.9,.463,6.8,9.8,.693,4.1,9.0,13.1,2.2,1.0,2.9,3.3,6.0,23.5,,106,102
PF,36,UTA,66,8,1086,7.5,16.1,.465,0.0,0.0,,7.5,16.1,.465,3.8,4.9,.776,2.1,4.4,6.5,2.4,0.5,2.6,2.4,9.7,18.7,,104,108
SG,23,MIN,51,40,1165,8.5,20.1,.420,1.8,5.7,.315,6.7,14.5,.462,3.7,4.4,.848,1.9,5.0,6.9,3.8,0.8,0.5,3.1,5.7,22.4,,102,111
PG,28,NJN,75,72,2606,10.3,23.4,.441,0.3,1.6,.188,10.0,21.8,.460,8.8,10.3,.860,1.5,3.1,4.6,12.2,2.4,0.4,5.4,5.3,29.8,,111,108
C,23,POR,74,8,1007,5.2,12.1,.428,0.0,0.2,.000,5.2,12.0,.434,4.6,6.6,.688,4.8,8.5,13.3,1.2,1.5,5.0,2.3,8.7,14.9,,105,98
C,29,MIA,37,2,363,5.6,13.4,.416,0.0,0.0,,5.6,13.4,.416,2.3,3.9,.577,4.4,10.5,14.9,0.8,1.1,4.1,2.7,11.0,13.4,,91,98
SF,28,TOT,47,25,990,10.9,22.1,.492,1.1,3.7,.300,9.8,18.4,.530,5.7,7.7,.738,4.0,7.8,11.8,3.2,1.8,0.9,3.8,4.7,28.6,,107,103
SF,28,PHO,35,16,626,10.8,21.6,.500,1.3,4.2,.300,9.6,17.4,.548,5.0,7.0,.714,4.3,8.2,12.5,2.9,1.8,0.7,3.3,4.9,27.9,,110,101
SF,28,DAL,12,9,364,11.0,23.0,.478,0.9,2.9,.300,10.1,20.1,.504,6.9,8.9,.770,3.5,7.0,10.6,3.7,1.6,1.2,4.8,4.3,29.8,,104,107
PF,38,PHI,1,0,10,10.6,10.6,1.000,0.0,0.0,,10.6,10.6,1.000,10.6,10.6,1.000,0.0,10.6,10.6,0.0,10.6,0.0,5.3,10.6,31.8,,142,85
SG,30,PHO,68,67,2263,9.5,22.2,.427,2.8,7.2,.386,6.7,15.0,.447,3.4,4.3,.781,0.7,3.3,4.0,4.7,1.6,0.3,2.7,2.4,25.1,,105,106
SG,26,WAS,82,82,2841,8.2,18.1,.457,0.3,1.0,.283,8.0,17.1,.467,2.6,4.0,.647,1.5,4.5,6.0,3.2,1.8,0.7,1.9,4.9,19.3,,102,106
PF,29,VAN,82,0,1420,5.7,13.2,.435,2.0,4.8,.415,3.7,8.4,.445,1.4,2.2,.661,2.8,8.4,11.2,3.8,1.9,1.4,2.3,5.8,14.9,,107,109
PG,30,NYK,68,0,1599,5.1,12.0,.421,0.9,3.0,.310,4.2,9.1,.457,3.5,4.3,.825,1.0,4.5,5.5,9.1,1.9,0.2,3.5,6.1,14.6,,105,102
SG,27,TOR,78,78,2939,8.1,18.9,.428,1.8,5.4,.326,6.3,13.5,.469,4.8,5.8,.829,1.7,5.5,7.1,5.0,3.4,1.0,4.0,3.5,22.7,,103,109
C,21,LAC,58,1,740,6.5,14.5,.449,0.0,0.0,,6.5,14.5,.449,3.2,5.4,.597,4.4,7.4,11.8,1.3,0.8,5.7,2.7,5.1,16.3,,98,108
PF,30,PHI,59,58,2135,8.8,21.6,.411,0.6,2.4,.265,8.2,19.1,.429,7.5,9.7,.772,3.7,10.9,14.6,3.6,1.1,1.7,3.9,3.6,25.9,,102,103
PG,29,GSW,53,44,1471,5.9,15.6,.379,0.5,2.0,.228,5.5,13.6,.402,2.8,3.1,.886,0.6,3.8,4.4,8.9,1.8,0.5,3.2,4.8,15.1,,96,108
SG,24,LAC,23,0,103,10.6,27.7,.382,4.5,10.1,.450,6.1,17.7,.343,4.0,7.1,.571,3.5,3.5,7.1,1.5,3.0,1.5,4.0,6.1,29.8,,95,110
C,30,MIA,18,0,209,7.3,16.2,.452,0.0,0.0,,7.3,16.2,.452,8.4,11.5,.727,4.2,7.8,12.0,3.1,2.4,1.3,2.9,7.1,23.0,,113,100
SF,35,ATL,79,79,2699,6.7,15.2,.439,1.0,2.9,.348,5.7,12.3,.460,2.0,2.6,.789,1.6,5.8,7.3,3.5,2.1,0.1,1.7,4.0,16.4,,108,105
SG,22,SEA,9,0,33,13.0,34.0,.381,0.0,6.5,.000,13.0,27.5,.471,13.0,14.6,.889,3.2,6.5,9.7,0.0,1.6,1.6,9.7,4.9,38.9,,83,104
PF,22,ATL,40,0,256,9.8,23.5,.418,0.2,0.6,.333,9.6,22.9,.421,12.2,14.5,.838,4.3,4.5,8.8,1.9,2.6,1.5,3.9,5.8,32.1,,111,104
PF,22,IND,26,0,243,7.2,19.3,.372,0.9,2.9,.308,6.3,16.4,.384,1.8,3.1,.571,2.2,7.9,10.1,1.8,2.0,1.1,2.9,7.2,17.1,,83,100
PG,28,POR,26,2,379,4.1,12.7,.322,0.8,2.8,.300,3.2,9.8,.329,4.5,4.8,.941,0.6,3.9,4.5,8.9,1.4,0.1,5.9,3.9,13.5,,86,106
PF,36,TOT,74,3,1185,9.1,19.4,.467,0.0,0.0,.000,9.1,19.3,.468,3.0,4.4,.684,4.4,8.4,12.8,2.1,1.7,0.5,2.3,8.2,21.1,,103,102
PF,36,PHI,44,2,656,7.8,17.2,.458,0.0,0.1,.000,7.8,17.1,.460,3.2,4.7,.672,4.4,7.5,12.0,1.7,1.8,0.4,1.4,8.3,18.9,,108,105
PF,36,NYK,30,1,529,10.6,22.2,.477,0.0,0.0,,10.6,22.2,.477,2.9,4.1,.700,4.3,9.6,13.9,2.7,1.6,0.5,3.5,8.1,24.1,,99,99
C,23,TOT,7,2,39,5.5,12.4,.444,0.0,0.0,,5.5,12.4,.444,0.0,0.0,,5.5,8.3,13.8,1.4,2.8,0.0,0.0,13.8,11.0,,118,103
C,23,UTA,6,2,38,5.7,12.7,.444,0.0,0.0,,5.7,12.7,.444,0.0,0.0,,5.7,5.7,11.3,1.4,2.8,0.0,0.0,14.2,11.3,,118,104
C,23,PHI,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,106.1,106.1,0.0,0.0,0.0,0.0,0.0,0.0,,,33
PF,25,MIN,11,1,146,5.7,11.7,.485,0.0,0.4,.000,5.7,11.4,.500,0.7,1.1,.667,3.9,6.0,9.9,1.4,1.1,0.4,1.1,9.9,12.1,,109,109
SG,33,CHH,52,1,971,10.7,24.0,.447,3.4,8.0,.421,7.4,16.0,.460,2.3,2.9,.788,1.4,4.1,5.6,3.8,1.7,0.2,3.0,4.7,27.1,,104,108
SG,29,MIL,82,27,1978,5.3,11.2,.469,0.1,0.2,.444,5.2,11.0,.469,4.0,4.7,.835,0.7,1.9,2.6,3.7,1.5,0.4,2.1,5.9,14.6,,110,110
C,22,GSW,82,82,2656,7.0,15.6,.445,0.0,0.0,.000,7.0,15.6,.446,5.3,7.9,.669,5.4,8.8,14.1,1.9,0.8,2.7,3.5,5.6,19.2,,100,104
SG,22,VAN,74,50,1956,6.1,14.6,.416,0.3,1.4,.212,5.8,13.2,.438,3.0,4.5,.659,0.6,3.2,3.8,8.9,1.5,0.3,4.4,2.3,15.4,,93,115
SG,30,TOR,6,0,82,7.6,18.3,.414,1.3,5.7,.222,6.3,12.6,.500,5.1,6.3,.800,2.5,1.9,4.4,2.5,1.9,1.3,2.5,2.5,21.5,,105,115
C,25,NJN,10,0,60,3.5,15.8,.222,0.0,0.0,,3.5,15.8,.222,3.5,7.0,.500,8.8,6.2,14.9,0.9,0.0,1.8,1.8,7.9,10.5,,82,110
PF,29,IND,82,12,2191,6.3,13.2,.481,0.0,0.1,.000,6.3,13.1,.484,6.9,9.9,.696,4.8,9.2,14.0,1.5,1.1,1.8,2.6,5.8,19.6,,113,100
PF,25,NYK,7,0,13,8.4,41.9,.200,0.0,0.0,,8.4,41.9,.200,0.0,0.0,,25.1,0.0,25.1,0.0,4.2,0.0,0.0,12.6,16.7,,78,100
C,28,IND,78,78,2174,6.9,12.5,.548,0.0,0.0,,6.9,12.5,.548,2.0,4.3,.465,5.9,9.5,15.3,1.8,1.3,2.2,1.8,5.3,15.7,,114,99
PG,29,HOU,45,0,599,5.5,12.5,.444,2.4,6.3,.375,3.2,6.2,.514,2.7,3.3,.838,0.9,3.3,4.1,5.2,1.5,0.3,4.6,4.8,16.2,,99,112
SG,27,DAL,81,30,2378,7.9,17.2,.456,2.3,5.2,.439,5.6,12.1,.464,2.2,2.6,.836,0.8,3.0,3.8,3.5,1.0,0.1,2.0,2.6,20.2,,109,112
SF,24,PHI,71,12,906,6.4,14.3,.447,0.0,0.4,.000,6.4,13.9,.458,3.7,5.9,.634,3.7,5.5,9.3,4.3,2.9,1.1,5.3,5.6,16.5,,89,104
PF,30,WAS,74,66,1705,3.9,7.8,.496,0.0,0.0,.000,3.9,7.8,.498,2.1,3.6,.580,6.4,8.3,14.7,0.9,1.3,0.7,1.7,5.9,9.9,,112,104
SG,28,MIA,5,0,69,8.7,24.5,.355,1.6,9.5,.167,7.1,15.0,.474,4.7,7.1,.667,3.2,1.6,4.7,5.5,5.5,0.0,2.4,7.9,23.7,,99,99
C,24,BOS,81,49,1523,5.7,11.5,.497,0.0,0.0,.000,5.7,11.5,.499,3.4,5.7,.601,6.1,7.2,13.2,2.0,2.9,1.7,2.8,9.4,14.8,,106,102
PG,26,SAC,77,18,1410,6.7,16.7,.399,1.8,4.9,.379,4.8,11.8,.408,2.9,3.7,.798,0.8,3.1,3.9,7.2,1.9,0.1,3.5,5.5,18.1,,99,109
SG,31,SAS,54,38,1721,6.7,15.1,.441,0.5,1.2,.436,6.1,13.9,.441,2.3,2.9,.796,0.4,4.4,4.8,5.8,1.2,0.2,1.7,3.6,16.2,,107,103
C,28,DET,78,78,2619,11.0,21.6,.511,0.0,0.1,.333,11.0,21.5,.511,4.1,5.8,.707,4.6,9.8,14.4,2.0,1.4,1.1,3.8,5.2,26.2,,105,102
PG,24,TOT,77,9,1681,9.8,24.9,.393,1.3,4.9,.268,8.5,20.0,.424,3.5,4.7,.735,1.2,4.2,5.4,5.4,2.3,0.4,3.4,3.0,24.4,,94,107
PG,24,CHH,3,0,34,4.7,6.3,.750,1.6,1.6,1.000,3.2,4.7,.667,1.6,3.2,.500,0.0,3.2,3.2,4.7,0.0,0.0,6.3,12.6,12.6,,87,112
PG,24,GSW,74,9,1647,9.9,25.3,.392,1.3,5.0,.263,8.6,20.3,.423,3.5,4.7,.738,1.2,4.2,5.4,5.4,2.3,0.4,3.3,2.8,24.6,,94,107
C,29,CHH,64,41,1805,7.9,15.9,.498,0.1,0.4,.214,7.9,15.5,.506,3.9,5.6,.691,5.4,10.0,15.4,5.1,2.5,2.8,3.4,5.3,19.8,,110,100
PG,31,NJN,80,11,1699,7.9,16.0,.495,0.4,1.4,.304,7.5,14.6,.514,3.6,5.3,.669,1.6,2.6,4.2,9.9,1.7,0.2,3.4,4.8,19.8,,113,110
SG,35,HOU,70,70,2473,9.6,22.6,.427,2.3,7.1,.317,7.4,15.5,.477,5.9,7.4,.801,2.2,5.1,7.4,8.1,2.7,0.9,4.0,4.1,27.5,,109,108
C,32,NYK,51,22,858,3.7,9.1,.406,0.0,0.0,,3.7,9.1,.406,2.6,5.8,.446,6.8,10.6,17.4,1.3,0.8,3.2,2.8,8.8,10.0,,93,97
SG,34,DET,72,72,2326,7.7,18.5,.416,3.7,10.0,.371,4.0,8.5,.468,3.0,3.6,.825,0.3,2.1,2.4,5.9,1.0,0.0,2.0,2.3,22.1,,115,109
