pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
SG,29,DEN,81,81,2290,3.4,7.0,.489,0.0,0.0,.000,3.4,6.9,.492,1.6,2.3,.724,3.3,4.2,7.5,3.0,2.7,0.3,1.3,4.1,8.5,,117,108
SF,24,IND,59,8,756,6.9,16.6,.416,0.0,0.2,.000,6.9,16.4,.421,4.4,6.2,.706,3.0,4.5,7.5,4.8,1.1,0.6,4.7,6.4,18.1,,92,110
C,28,UTA,82,82,2813,4.9,10.9,.449,0.0,0.0,,4.9,10.9,.449,3.1,4.3,.712,3.4,11.7,15.0,2.0,0.6,7.4,3.3,5.1,12.9,,94,97
PG,25,ATL,3,0,37,3.9,7.8,.500,0.0,0.0,,3.9,7.8,.500,6.5,7.8,.833,0.0,0.0,0.0,5.2,0.0,0.0,5.2,7.8,14.3,,98,116
SF,22,IND,10,1,143,1.3,4.2,.308,0.0,0.0,,1.3,4.2,.308,1.0,2.6,.375,2.6,5.7,8.3,3.2,1.6,1.3,1.0,12.5,3.5,,93,107
PG,25,LAC,16,0,198,8.6,15.8,.545,0.0,0.0,,8.6,15.8,.545,4.6,5.8,.792,0.7,2.6,3.4,9.1,4.1,0.0,4.1,2.4,21.9,,114,108
C,29,PHO,70,58,1787,10.1,20.1,.501,0.0,0.1,.000,10.1,20.0,.503,7.2,9.7,.746,2.5,7.7,10.1,4.0,0.7,1.4,4.2,6.2,27.4,,106,107
SG,23,HOU,45,0,189,8.4,17.1,.493,0.0,0.7,.000,8.4,16.4,.515,4.7,7.5,.633,2.0,4.2,6.2,6.5,2.7,0.7,5.5,6.5,21.6,,98,106
SF,24,DAL,72,4,1314,10.1,22.3,.454,1.6,4.0,.385,8.6,18.3,.470,2.8,3.8,.740,3.7,5.1,8.8,2.1,1.7,0.3,2.1,4.8,24.7,,107,110
C,25,TOT,11,0,82,4.6,11.6,.400,0.0,0.0,,4.6,11.6,.400,2.9,5.2,.556,7.0,10.4,17.4,0.0,1.2,2.9,1.2,2.9,12.2,,106,104
C,25,NJN,7,0,76,4.4,10.0,.438,0.0,0.0,,4.4,10.0,.438,3.1,5.6,.556,6.3,10.6,16.9,0.0,1.3,2.5,0.6,2.5,11.9,,116,104
C,25,CHI,3,0,3,16.1,32.2,.500,0.0,0.0,,16.1,32.2,.500,0.0,0.0,,16.1,16.1,32.2,0.0,0.0,0.0,16.1,16.1,32.2,,76,106
C,25,MIL,1,0,3,0.0,32.1,.000,0.0,0.0,,0.0,32.1,.000,0.0,0.0,,16.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,38,100
SF,31,DEN,81,81,2924,14.3,27.6,.518,0.0,0.1,.200,14.3,27.6,.519,5.8,7.0,.829,3.1,3.9,7.0,5.2,1.5,0.7,3.8,4.0,34.5,,113,111
SF,34,PHI,78,78,2535,11.5,23.2,.494,0.1,0.3,.214,11.4,22.9,.497,6.3,8.3,.765,3.2,4.5,7.8,4.4,2.5,2.0,3.9,3.7,29.3,,111,106
SG,29,DEN,81,0,1437,10.0,20.5,.489,1.8,4.9,.363,8.3,15.6,.528,3.5,4.1,.863,0.8,2.9,3.7,7.2,2.0,0.4,4.0,5.4,25.3,,109,110
SF,22,MIL,51,1,535,7.6,17.2,.440,0.0,0.0,,7.6,17.2,.440,2.4,3.2,.750,3.7,3.9,7.6,3.4,0.8,0.9,2.9,7.6,17.5,,100,107
PG,22,IND,80,65,2486,8.0,16.9,.470,0.0,0.1,.000,8.0,16.9,.472,4.8,6.2,.767,2.7,3.2,5.9,4.5,1.8,0.1,3.6,4.3,20.7,,104,110
SG,24,GSW,82,82,2873,9.9,22.2,.445,0.7,2.3,.294,9.2,19.9,.462,5.4,6.7,.810,1.0,2.3,3.3,6.6,2.2,0.7,4.1,3.7,25.9,,105,114
PG,28,HOU,25,1,290,2.3,7.6,.298,0.0,0.6,.000,2.3,7.0,.326,2.6,2.9,.889,0.5,3.9,4.4,9.9,1.0,0.2,2.8,5.3,7.1,,98,110
PG,24,PHO,79,1,1318,10.2,22.6,.450,1.5,4.5,.325,8.7,18.1,.480,2.9,3.9,.755,1.0,1.9,2.8,6.6,2.2,0.0,4.2,6.1,24.7,,98,109
SG,31,CLE,71,50,2249,12.8,27.8,.459,1.5,4.0,.368,11.3,23.8,.474,6.5,8.6,.749,1.3,3.1,4.4,6.7,1.6,0.3,2.9,3.4,33.4,,111,111
PF,24,IND,65,13,1123,6.1,12.6,.481,0.0,0.1,.000,6.1,12.5,.484,4.9,7.1,.690,4.0,7.6,11.6,2.7,1.1,0.6,3.7,8.0,17.0,,102,108
SG,32,SAS,72,69,2091,13.3,26.1,.508,0.0,0.2,.000,13.3,25.9,.512,7.2,8.5,.844,1.7,3.4,5.2,3.9,1.5,1.1,4.4,4.6,33.7,,109,111
C,35,SAS,81,81,2756,8.9,14.3,.623,0.0,0.0,.000,8.9,14.3,.624,8.1,10.8,.749,3.9,10.3,14.2,2.2,0.7,2.9,4.0,5.1,25.9,,121,106
SG,29,ATL,60,5,1126,9.7,16.6,.588,0.0,0.1,.000,9.7,16.5,.591,2.6,3.2,.816,0.9,2.6,3.5,5.2,1.2,0.0,2.3,3.2,22.1,,119,112
C,25,NJN,81,54,2418,7.5,16.1,.465,0.0,0.0,.000,7.5,16.1,.465,5.4,6.4,.841,4.5,7.9,12.4,3.1,0.7,1.8,2.7,2.7,20.4,,113,108
SG,22,LAC,63,1,682,7.7,20.0,.383,0.1,0.6,.222,7.5,19.4,.388,2.6,3.4,.755,1.8,2.4,4.3,6.1,2.3,0.4,4.8,4.3,18.1,,86,111
PG,23,ATL,9,1,92,3.1,8.9,.353,0.0,0.5,.000,3.1,8.4,.375,2.1,4.2,.500,0.5,2.6,3.1,6.3,1.0,0.0,6.3,6.8,8.4,,66,112
SG,23,CLE,4,0,11,8.6,25.7,.333,0.0,4.3,.000,8.6,21.4,.400,4.3,21.4,.200,0.0,8.6,8.6,4.3,4.3,0.0,4.3,17.1,21.4,,63,101
C,21,IND,52,0,391,4.1,10.7,.380,0.0,0.0,,4.1,10.7,.380,3.7,5.5,.681,3.4,11.0,14.4,1.8,1.1,1.6,6.0,9.6,11.9,,75,105
PG,30,UTA,77,77,2431,7.2,15.0,.477,0.1,0.4,.300,7.0,14.6,.482,4.4,5.0,.869,0.7,2.9,3.5,11.2,2.5,0.1,3.3,2.5,18.8,,112,105
PF,24,CHI,48,1,740,7.0,16.3,.432,0.0,0.3,.000,7.0,16.1,.439,5.2,6.4,.806,4.7,11.4,16.1,1.9,0.7,0.9,4.4,6.7,19.3,,97,108
PF,27,CHI,61,28,1523,4.8,10.5,.458,0.0,0.0,.000,4.8,10.5,.459,2.1,3.0,.713,3.4,8.9,12.3,2.5,1.1,0.6,2.0,6.0,11.8,,105,109
SF,31,MIL,78,6,1182,7.7,17.3,.448,0.3,1.3,.242,7.4,15.9,.465,3.6,4.4,.822,1.1,3.1,4.2,3.8,1.2,0.1,2.2,3.5,19.4,,106,108
SG,26,UTA,78,78,2776,12.0,26.2,.457,1.5,4.2,.358,10.5,22.0,.476,3.6,4.9,.725,2.0,3.6,5.7,4.0,2.2,0.5,4.1,2.9,29.0,,99,105
SF,29,NYK,69,0,1061,8.5,17.5,.490,0.1,0.4,.250,8.5,17.1,.495,3.5,4.7,.740,1.9,5.0,6.9,4.8,2.3,0.3,1.8,5.9,20.7,,112,109
SG,24,UTA,54,4,646,7.8,15.9,.489,0.1,0.5,.143,7.7,15.4,.500,2.8,5.1,.556,1.4,3.5,4.9,5.3,1.8,0.1,3.5,6.2,18.4,,97,106
SF,27,DEN,80,1,1673,5.9,13.9,.421,0.0,0.4,.067,5.8,13.5,.432,4.8,6.3,.756,2.3,3.2,5.5,5.6,2.2,0.7,3.1,7.8,16.6,,104,109
PG,23,DAL,82,1,2218,7.2,13.9,.520,0.5,1.3,.344,6.7,12.5,.538,2.4,3.4,.721,1.0,3.3,4.4,7.9,3.2,0.8,2.7,4.2,17.3,,113,107
PF,24,ATL,64,1,825,5.2,11.0,.473,0.0,0.0,,5.2,11.0,.473,3.7,4.7,.778,3.4,5.8,9.3,2.7,1.4,1.3,2.9,7.9,14.0,,105,107
C,29,PHI,11,0,101,4.7,8.5,.556,0.0,0.0,,4.7,8.5,.556,0.9,1.9,.500,5.2,10.8,16.0,0.5,0.5,1.9,0.9,9.0,10.4,,124,106
PG,29,SEA,79,78,2648,7.8,16.3,.479,0.2,0.7,.237,7.6,15.6,.490,3.6,4.7,.780,1.3,2.2,3.5,10.2,2.6,0.2,4.2,3.6,19.4,,104,109
SF,25,CHI,68,5,942,6.1,13.8,.441,0.5,1.9,.270,5.6,11.9,.468,3.1,4.6,.667,2.8,4.7,7.5,3.7,1.1,0.7,2.5,4.7,15.8,,104,112
PF,23,CLE,76,75,2344,9.3,18.6,.503,0.0,0.1,.000,9.3,18.5,.504,5.4,7.6,.721,3.7,8.2,12.0,1.4,1.0,3.5,3.4,6.2,24.1,,106,106
SG,24,MIL,82,63,2496,6.9,14.1,.490,0.9,2.6,.348,6.0,11.5,.523,2.0,2.5,.815,1.4,2.2,3.6,6.7,1.9,0.0,2.6,5.1,16.8,,113,107
PG,31,HOU,80,60,1950,6.0,13.0,.461,0.1,0.3,.231,5.9,12.7,.467,2.6,3.3,.794,0.8,3.4,4.2,10.0,1.9,0.2,4.1,4.5,14.7,,103,109
SG,23,PHO,74,59,1761,6.8,15.3,.446,0.4,1.2,.311,6.5,14.1,.458,2.6,3.1,.814,0.8,2.7,3.5,5.3,1.6,0.2,3.3,3.7,16.6,,96,110
SF,28,CLE,76,55,2249,8.7,17.2,.505,0.0,0.1,.000,8.7,17.1,.507,7.8,10.3,.751,4.5,5.5,10.0,2.4,1.7,0.2,3.7,5.4,25.2,,112,109
SG,22,PHO,80,39,2062,6.3,14.2,.446,0.1,0.5,.200,6.2,13.8,.454,3.2,3.9,.829,0.7,3.0,3.7,7.9,2.4,0.2,3.8,4.7,16.0,,98,108
PG,27,CLE,8,0,93,6.1,12.7,.480,0.0,0.0,,6.1,12.7,.480,1.0,1.5,.667,0.0,0.5,0.5,11.6,0.0,0.0,4.1,4.1,13.2,,99,116
PF,28,TOT,69,43,1334,5.6,12.3,.458,0.0,0.1,.000,5.6,12.2,.463,3.0,4.4,.680,3.3,7.3,10.6,4.1,1.2,1.2,4.1,7.5,14.3,,95,109
PF,28,PHI,12,10,156,3.7,9.5,.387,0.0,0.0,,3.7,9.5,.387,1.8,1.8,1.000,3.4,5.5,8.8,1.8,1.2,0.9,4.9,7.3,9.2,,78,109
PF,28,SAS,57,33,1178,5.9,12.7,.464,0.0,0.2,.000,5.9,12.5,.470,3.2,4.8,.664,3.3,7.5,10.8,4.4,1.2,1.3,4.0,7.6,14.9,,97,109
C,36,DEN,77,9,1684,9.6,20.9,.459,0.0,0.2,.143,9.6,20.8,.462,6.8,8.4,.806,2.1,6.6,8.8,3.6,1.7,0.8,2.5,4.5,26.1,,111,108
PG,22,IND,1,0,12,3.8,11.4,.333,0.0,0.0,,3.8,11.4,.333,0.0,0.0,,3.8,0.0,3.8,15.2,7.6,0.0,3.8,3.8,7.6,,94,100
C,28,PHI,58,0,875,6.4,12.8,.498,0.0,0.1,.000,6.4,12.7,.500,2.0,2.7,.735,5.0,7.0,12.0,1.8,0.8,2.4,2.3,6.1,14.7,,110,108
PG,30,BOS,80,77,2976,7.8,16.9,.462,0.1,0.4,.269,7.7,16.5,.467,4.1,4.9,.853,1.4,3.6,5.0,8.6,1.5,0.6,3.4,3.6,19.9,,109,109
SG,29,ATL,73,66,2367,9.2,19.2,.479,0.4,1.5,.306,8.8,17.8,.493,5.4,6.7,.798,0.8,3.1,3.9,11.5,0.9,0.1,5.0,3.7,24.2,,107,112
