pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
SG,24,SAC,49,49,1205,7.3,16.9,.435,0.2,0.9,.286,7.1,16.0,.443,3.9,5.6,.691,3.0,4.7,7.7,2.1,2.1,0.7,2.9,5.0,18.8,,98,104
SF,22,VAN,50,50,2021,10.3,23.8,.432,0.3,1.0,.306,10.0,22.9,.438,9.8,11.7,.841,3.0,6.9,10.0,4.6,1.8,1.5,5.0,3.7,30.7,,104,107
PG,25,DEN,36,4,778,6.6,17.7,.373,2.0,7.2,.286,4.6,10.6,.432,2.5,3.0,.841,0.5,4.6,5.0,8.1,2.4,0.3,4.7,5.3,17.8,,92,111
SG,23,MIL,50,50,1719,9.7,21.6,.450,2.4,6.7,.356,7.3,14.9,.492,5.6,6.3,.903,1.8,5.0,6.8,5.7,1.7,0.2,3.9,3.8,27.5,,110,106
C,25,SAC,2,0,5,10.0,20.0,.500,0.0,0.0,,10.0,20.0,.500,0.0,0.0,,10.0,10.0,20.0,0.0,10.0,10.0,20.0,40.0,20.0,,55,73
SG,24,CLE,38,13,978,7.1,17.8,.398,1.2,3.9,.304,5.9,13.9,.424,7.8,9.4,.836,1.1,5.1,6.2,8.2,2.7,0.2,4.7,4.1,23.2,,101,102
PG,28,BOS,34,33,1010,8.4,18.5,.451,0.3,1.2,.250,8.1,17.3,.465,4.4,5.2,.832,1.2,4.1,5.4,10.0,1.7,0.1,3.7,4.1,21.4,,107,106
SF,31,ORL,47,39,1581,8.6,21.9,.395,3.3,9.5,.347,5.4,12.4,.433,3.4,5.5,.611,1.7,7.7,9.5,3.1,2.2,0.5,2.8,2.5,24.0,,100,97
SG,25,UTA,50,2,1072,8.3,18.7,.446,0.7,2.1,.341,7.6,16.6,.460,4.6,6.4,.712,2.5,4.3,6.8,2.9,2.0,0.5,3.4,4.6,22.0,,99,101
C,24,DAL,41,4,470,5.7,15.9,.360,0.0,0.8,.000,5.7,15.1,.379,3.9,5.5,.708,4.0,7.1,11.1,3.1,2.1,1.5,3.0,11.2,15.4,,91,103
PG,31,POR,50,0,806,6.9,16.8,.414,3.3,8.3,.392,3.7,8.4,.437,4.1,5.9,.697,0.9,3.3,4.2,6.7,4.4,0.2,3.7,5.0,21.3,,107,96
PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102
PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107
