player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Kareem Abdul-Jabbar,C,38,2629.0,0.564,8.5,5.0,1.2,2.3,32.8,118.0,106.0,22.7,0.603,10.3,15.7,26.6,10.8,4.5,4.3,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,16.9,135.0
Alvan Adams,C,31,2005.0,0.502,10.9,7.4,2.4,1.1,19.2,104.0,105.0,15.3,0.547,13.7,22.5,19.4,3.9,2.4,2.2,0.502,2.0,2.6,0.7829999999999999,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,8.7,0.0
Mark Aguirre,SF,26,2501.0,0.503,8.4,6.4,1.2,0.3,31.4,107.0,113.0,19.2,0.547,9.8,20.9,29.0,4.7,1.5,2.2,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,17.9,0.0
Danny Ainge,SG,26,2407.0,0.504,4.6,8.0,1.9,0.1,16.8,115.0,105.0,13.6,0.562,5.4,21.3,15.2,6.8,1.2,1.9,0.522,1.5,1.7,0.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,8.8,0.0
Ron Anderson,SF,27,1676.0,0.494,7.8,4.1,1.6,0.2,20.1,107.0,108.0,14.0,0.517,8.9,12.5,18.7,3.1,-0.1,0.8,0.495,1.1,1.6,0.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,8.2,0.0
John Bagley,PG,25,2472.0,0.423,5.3,14.0,2.3,0.2,17.4,102.0,109.0,15.2,0.475,6.1,40.7,19.8,3.0,-0.2,1.1,0.428,2.2,2.8,0.7909999999999999,1.0,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,11.1,0.0
James Bailey,PF,28,1245.0,0.456,13.1,2.0,1.3,1.6,20.8,98.0,103.0,12.6,0.516,15.2,6.1,20.7,1.9,-2.0,0.0,0.456,2.7,3.5,0.772,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,9.2,0.0
Thurl Bailey,PF,24,2358.0,0.44799999999999995,9.7,3.0,0.8,2.2,23.6,102.0,105.0,15.0,0.499,11.4,9.7,23.0,4.0,-1.4,0.3,0.44799999999999995,2.8,3.4,0.83,1.8,4.2,6.0,1.9,0.5,1.4,1.8,2.0,14.6,13.1,0.0
Greg Ballard,SF,31,1792.0,0.47700000000000004,10.7,2.1,1.7,0.2,17.0,115.0,111.0,13.4,0.529,12.6,6.0,14.9,3.6,-0.6,0.6,0.49200000000000005,1.3,1.7,0.802,1.8,3.8,5.6,1.1,0.9,0.1,0.7,2.3,8.8,7.6,0.0
Gene Banks,SF,26,2139.0,0.517,8.1,5.6,1.8,0.2,20.1,114.0,113.0,15.5,0.5589999999999999,9.5,16.6,17.9,4.3,1.8,2.0,0.517,2.2,3.1,0.718,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,8.4,0.0
