player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Steven Adams,C,22,OKC,80.0,2014.0,6.4,10.5,0.613,0.0,0.0,,6.4,10.5,0.613,2.8,4.8,0.5820000000000001,5.4,7.7,13.1,1.5,1.0,2.2,2.1,5.5,15.7,123.0,105.0,15.5,0.621,0.0,0.46,12.5,16.1,14.4,4.3,1.0,3.3,14.1,12.6,,4.2,2.3,6.5,0.155,,0.8,1.3,2.1,2.1,0.0,0.0,25.2,3.3,5.3,0.0,0.0,3.3,5.3,0.613,1.4,2.5,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0,4.7,7.6,0.0,0.0,4.7,7.6,2.0,3.5,3.9,5.6,9.5,1.1,0.8,1.6,1.5,4.0,11.4
Arron Afflalo,SG,30,NYK,71.0,2371.0,7.7,17.3,0.44299999999999995,2.0,5.2,0.382,5.7,12.2,0.469,2.4,2.8,0.84,0.5,5.3,5.8,3.1,0.5,0.2,1.8,3.1,19.7,105.0,112.0,10.9,0.531,0.298,0.16399999999999998,1.1,11.0,6.1,9.9,0.5,0.3,8.7,17.9,,1.8,0.9,2.7,0.055,,-0.6,-1.8,-2.4,-0.2,0.0,0.0,33.4,5.0,11.3,1.3,3.4,3.7,7.9,0.5,1.5,1.8,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,5.4,12.1,1.4,3.6,4.0,8.5,1.7,2.0,0.3,3.7,4.0,2.2,0.4,0.2,1.2,2.2,13.8
LaMarcus Aldridge,PF,30,SAS,74.0,2261.0,12.1,23.7,0.513,0.0,0.4,0.0,12.1,23.3,0.521,5.9,6.8,0.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,114.0,99.0,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,,5.6,4.5,10.1,0.215,,0.7,1.1,1.8,2.2,0.0,0.0,30.6,7.2,14.1,0.0,0.2,7.2,13.9,0.513,3.5,4.1,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,8.5,16.6,0.0,0.3,8.5,16.4,4.1,4.8,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2
Lavoy Allen,PF,26,IND,79.0,1599.0,5.9,11.5,0.516,0.0,0.0,,5.9,11.5,0.516,1.4,2.3,0.63,5.0,8.1,13.2,2.4,0.8,1.3,2.1,4.6,13.3,110.0,104.0,12.4,0.532,0.0,0.19699999999999998,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13.0,,1.6,2.1,3.7,0.11,,-2.1,1.4,-0.6,0.6,0.0,0.0,20.2,2.4,4.7,0.0,0.0,2.4,4.7,0.516,0.6,0.9,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,4.3,8.3,0.0,0.0,4.3,8.3,1.0,1.6,3.6,5.9,9.5,1.7,0.6,0.9,1.6,3.3,9.6
Tony Allen,SG,34,MEM,64.0,1620.0,6.8,14.9,0.45799999999999996,0.5,1.3,0.35700000000000004,6.4,13.6,0.46799999999999997,2.9,4.4,0.652,3.3,6.1,9.4,2.2,3.5,0.6,2.5,5.6,17.0,101.0,105.0,12.9,0.505,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,,0.5,1.9,2.4,0.07200000000000001,,-1.5,1.4,-0.1,0.8,0.0,0.0,25.3,3.4,7.3,0.2,0.7,3.1,6.7,0.474,1.4,2.2,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4,4.8,10.4,0.3,0.9,4.4,9.5,2.0,3.1,2.3,4.3,6.6,1.6,2.4,0.4,1.7,3.9,11.9
Al-Farouq Aminu,SF,25,POR,82.0,2341.0,6.4,15.4,0.41600000000000004,2.7,7.5,0.361,3.7,7.9,0.46799999999999997,2.5,3.3,0.737,2.1,8.6,10.7,2.9,1.5,1.1,2.6,3.7,17.9,105.0,107.0,12.7,0.5329999999999999,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,,1.7,2.3,4.0,0.08199999999999999,,-0.4,0.7,0.2,1.3,0.0,0.0,28.5,3.6,8.8,1.5,4.3,2.1,4.5,0.503,1.4,1.9,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,4.6,11.1,1.9,5.4,2.7,5.7,1.8,2.4,1.5,6.2,7.7,2.1,1.1,0.8,1.8,2.6,12.9
Kyle Anderson,SF,22,SAS,78.0,1245.0,5.7,12.1,0.46799999999999997,0.5,1.5,0.324,5.2,10.6,0.488,2.5,3.4,0.747,1.0,9.0,10.0,5.1,2.5,1.2,2.4,4.0,14.4,104.0,97.0,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,,0.7,2.8,3.5,0.133,,-1.9,3.7,1.8,1.2,0.0,0.0,16.0,1.8,3.8,0.2,0.5,1.6,3.3,0.488,0.8,1.1,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,4.0,8.5,0.3,1.1,3.6,7.5,1.8,2.4,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1
Ryan Anderson,PF,27,NOP,66.0,2008.0,9.8,22.9,0.42700000000000005,3.2,8.8,0.366,6.6,14.1,0.466,4.9,5.6,0.873,3.2,6.5,9.8,1.8,0.9,0.6,2.2,2.7,27.8,108.0,112.0,17.2,0.546,0.385,0.245,7.0,15.2,10.9,6.1,0.9,1.0,8.0,24.7,,3.1,0.8,3.9,0.092,,1.5,-2.9,-1.4,0.3,0.0,0.0,30.4,6.0,14.1,2.0,5.4,4.0,8.7,0.498,3.0,3.5,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,7.1,16.7,2.3,6.4,4.8,10.2,3.6,4.1,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2.0,20.2
Giannis Antetokounmpo,PG,21,MIL,80.0,2823.0,9.3,18.3,0.506,0.5,2.0,0.257,8.8,16.3,0.537,5.3,7.4,0.7240000000000001,2.0,9.0,11.0,6.2,1.7,2.0,3.8,4.7,24.4,109.0,106.0,18.8,0.5660000000000001,0.10800000000000001,0.40399999999999997,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,,4.2,2.9,7.1,0.121,,1.0,1.5,2.4,3.2,0.0,0.0,35.3,6.4,12.7,0.4,1.4,6.1,11.3,0.52,3.7,5.1,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,6.5,12.9,0.4,1.4,6.2,11.5,3.8,5.2,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2
Carmelo Anthony,SF,31,NYK,72.0,2530.0,11.5,26.6,0.434,2.1,6.3,0.33899999999999997,9.4,20.3,0.46299999999999997,6.8,8.2,0.8290000000000001,2.0,9.3,11.3,6.1,1.3,0.8,3.6,3.7,32.0,107.0,107.0,20.3,0.53,0.237,0.308,4.3,19.5,12.0,21.9,1.3,1.1,10.6,29.7,,3.9,2.5,6.4,0.121,,2.8,-0.2,2.6,2.9,0.0,0.0,35.1,7.9,18.2,1.5,4.3,6.4,13.8,0.474,4.6,5.6,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,8.1,18.6,1.5,4.4,6.6,14.2,4.8,5.7,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4
