player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Arron Afflalo,SF,27,2307.0,0.439,5.4,4.7,0.9,0.2,23.9,102.0,112.0,13.0,0.527,5.8,14.6,22.5,2.0,-2.3,-0.2,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,14.1,0.0
LaMarcus Aldridge,PF,27,2790.0,0.484,12.6,3.6,1.2,1.7,29.4,108.0,107.0,20.4,0.53,14.0,13.0,26.5,7.2,0.8,2.0,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,17.8,0.0
Lavoy Allen,C,23,1669.0,0.45399999999999996,12.5,2.3,0.8,1.7,14.4,103.0,106.0,11.5,0.474,13.4,6.7,14.8,2.5,-2.6,-0.3,0.45399999999999996,0.5,0.8,0.7170000000000001,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,5.7,0.0
Ray Allen,SG,37,2035.0,0.449,5.6,3.5,1.7,0.4,22.5,112.0,107.0,14.7,0.599,6.6,10.2,19.3,5.4,0.2,1.1,0.555,1.8,2.0,0.8859999999999999,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,8.2,0.0
Tony Allen,SG,31,2109.0,0.445,9.3,2.5,3.1,1.1,18.1,102.0,98.0,13.2,0.489,10.2,7.6,17.8,5.1,1.3,1.8,0.447,1.7,2.4,0.7170000000000001,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,8.1,0.0
Al-Farouq Aminu,SF,22,2066.0,0.475,15.4,2.7,2.4,1.3,14.6,101.0,105.0,13.7,0.519,16.9,7.8,14.6,3.1,0.4,1.3,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,6.2,0.0
Alan Anderson,SF,30,1495.0,0.38299999999999995,5.3,3.7,1.7,0.2,24.6,101.0,110.0,12.6,0.509,5.9,11.7,23.6,1.6,-2.0,0.0,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,9.5,0.0
Ryan Anderson,PF,24,2503.0,0.423,11.2,2.1,0.9,0.7,28.4,114.0,112.0,18.1,0.5479999999999999,12.4,6.9,24.0,6.5,1.3,2.1,0.519,1.9,2.2,0.8440000000000001,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,13.8,0.0
Carmelo Anthony,PF,28,2482.0,0.449,9.9,3.7,1.1,0.7,41.4,112.0,108.0,24.8,0.56,10.8,14.1,35.6,9.5,2.4,2.8,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,22.2,475.0
Trevor Ariza,SF,27,1471.0,0.41700000000000004,9.4,4.0,2.5,0.7,18.8,102.0,101.0,14.0,0.5379999999999999,10.0,12.7,17.9,3.1,1.5,1.3,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,8.1,0.0
Ömer Aşık,C,26,2464.0,0.541,19.4,1.5,0.9,1.8,16.9,105.0,103.0,14.9,0.5579999999999999,22.0,4.6,16.3,5.5,-1.3,0.5,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,7.5,0.0
D.J. Augustin,PG,25,1226.0,0.35,4.0,7.4,1.5,0.1,15.5,109.0,104.0,11.0,0.527,4.1,21.6,15.1,2.8,-1.9,0.0,0.46399999999999997,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7,3.9,0.0
J.J. Barea,PG,28,1713.0,0.41700000000000004,6.2,8.9,1.0,0.0,25.2,101.0,109.0,14.1,0.51,6.9,30.6,25.1,1.9,-1.0,0.4,0.48100000000000004,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8,11.3,10.2,0.0
Andrea Bargnani,PF,27,1003.0,0.39899999999999997,6.8,2.0,1.1,1.2,23.5,94.0,109.0,11.2,0.48200000000000004,7.6,6.6,23.8,0.1,-4.3,-0.6,0.444,1.9,2.2,0.8440000000000001,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,12.2,0.0
Harrison Barnes,SF,20,2058.0,0.439,8.2,2.4,1.3,0.3,18.5,102.0,107.0,11.0,0.526,8.9,7.3,17.7,2.8,-2.4,-0.2,0.48100000000000004,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,7.8,0.0
Matt Barnes,SF,32,2058.0,0.462,9.4,3.1,2.1,1.6,21.0,113.0,103.0,15.5,0.5660000000000001,10.6,9.2,18.1,6.3,3.4,2.8,0.544,1.1,1.5,0.7440000000000001,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9,10.3,8.4,0.0
