player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Kareem Abdul-Jabbar,C,36,2622.0,0.578,10.4,3.7,1.0,2.5,30.3,115.0,107.0,21.3,0.608,12.7,11.5,25.1,8.9,2.8,3.2,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,15.5,153.0
Alvan Adams,C,29,1452.0,0.462,10.4,7.1,2.4,1.0,21.8,107.0,106.0,16.6,0.513,12.9,20.3,21.7,3.3,2.0,1.5,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,8.3,0.0
Mark Aguirre,SF,24,2900.0,0.524,7.8,6.0,1.3,0.4,39.0,112.0,111.0,23.5,0.5720000000000001,9.4,21.0,33.4,9.0,3.3,3.9,0.528,5.9,7.9,0.7490000000000001,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,22.3,28.0
Danny Ainge,SG,24,1154.0,0.46,4.8,6.8,1.7,0.2,16.0,104.0,107.0,10.4,0.498,5.7,18.4,16.2,1.8,-2.4,-0.1,0.46799999999999997,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,5.1,0.0
Richard Anderson,PF,23,1380.0,0.426,12.8,6.1,1.4,0.9,20.9,101.0,110.0,14.6,0.47100000000000003,15.5,17.6,22.2,1.3,-1.5,0.2,0.429,1.5,1.9,0.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,8.2,0.0
Tiny Archibald,PG,35,1038.0,0.48700000000000004,3.6,7.6,1.6,0.0,16.2,102.0,107.0,10.6,0.526,4.2,21.1,16.3,1.4,-3.1,-0.3,0.495,1.4,2.2,0.634,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4,6.1,0.0
John Bagley,PG,23,1712.0,0.423,4.5,9.6,2.2,0.1,19.4,97.0,110.0,12.8,0.485,5.2,27.9,21.0,0.9,-2.8,-0.3,0.425,2.1,2.6,0.7929999999999999,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,8.0,0.0
James Bailey,PF,26,1174.0,0.491,11.5,3.1,1.3,1.6,25.2,105.0,107.0,15.5,0.537,13.5,9.3,23.6,2.3,-1.5,0.1,0.491,1.9,2.6,0.7190000000000001,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8,7.1,0.0
Thurl Bailey,PF,22,2009.0,0.512,10.6,2.9,0.9,2.8,15.8,106.0,107.0,12.9,0.539,12.1,8.4,14.8,3.6,-0.3,0.9,0.512,1.1,1.4,0.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,7.3,0.0
Greg Ballard,SF,29,2701.0,0.48100000000000004,8.9,5.3,1.7,0.6,21.7,106.0,107.0,15.3,0.515,10.5,16.5,20.5,5.6,1.2,2.2,0.48200000000000004,2.0,2.5,0.7979999999999999,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5,12.9,0.0
Gene Banks,PF,24,2600.0,0.568,10.1,4.4,1.8,0.4,18.2,117.0,111.0,15.4,0.606,11.9,12.0,15.4,6.2,3.6,3.6,0.568,2.5,3.4,0.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,3.2,13.1,9.3,0.0
Kent Benson,C,29,1734.0,0.55,10.9,3.5,1.9,1.4,15.4,118.0,106.0,14.0,0.584,12.6,9.2,12.8,4.7,1.9,1.7,0.55,1.0,1.2,0.8220000000000001,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1,5.5,0.0
Larry Bird,PF,27,3028.0,0.49200000000000005,12.7,8.3,2.3,1.1,30.3,115.0,101.0,24.2,0.552,14.9,26.2,26.7,13.6,7.8,7.4,0.49700000000000005,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,19.5,652.0
Otis Birdsong,SG,28,2168.0,0.508,3.7,5.7,1.8,0.4,29.3,106.0,108.0,16.8,0.53,4.5,19.1,26.7,4.5,-0.1,1.0,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,16.6,0.0
Rolando Blackman,SG,24,3025.0,0.546,6.0,4.6,0.9,0.6,29.1,119.0,112.0,19.8,0.596,7.2,14.2,23.3,9.8,1.9,3.0,0.547,4.6,5.7,0.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,16.3,0.0
Mike Bratz,PG,28,1428.0,0.409,4.7,8.2,2.7,0.2,18.3,103.0,109.0,12.9,0.483,5.5,23.9,18.8,1.9,-2.6,-0.2,0.423,1.5,1.7,0.8759999999999999,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8,6.4,0.0
Junior Bridgeman,SF,30,2431.0,0.465,6.8,5.4,1.1,0.3,24.9,106.0,106.0,14.3,0.508,7.8,16.7,23.4,5.1,-1.0,0.6,0.46799999999999997,2.4,3.0,0.807,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1,13.5,0.0
Michael Brooks,SF,25,1405.0,0.479,11.6,3.0,1.7,0.5,17.9,110.0,112.0,14.0,0.518,13.8,8.1,16.7,2.4,1.1,1.1,0.479,2.2,3.2,0.6890000000000001,3.0,4.3,7.3,1.9,1.1,0.3,1.7,2.7,11.3,9.5,0.0
