player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Kareem Abdul-Jabbar,C,39,LAL,78.0,2441.0,10.8,19.2,0.564,0.0,0.1,0.33299999999999996,10.8,19.2,0.565,4.7,6.6,0.7140000000000001,2.9,7.2,10.1,3.9,0.9,1.9,3.6,4.7,26.4,114.0,107.0,17.9,0.597,0.003,0.345,7.4,15.8,11.9,11.6,0.9,2.2,14.0,22.1,,4.5,3.0,7.5,0.14800000000000002,,1.2,0.4,1.6,2.2,0.0,0.0,31.3,7.2,12.7,0.0,0.0,7.2,12.7,0.564,3.1,4.4,1.9,4.8,6.7,2.6,0.6,1.2,2.4,3.1,17.5,8.3,14.6,0.0,0.0,8.2,14.6,3.6,5.1,2.2,5.5,7.7,3.0,0.7,1.4,2.7,3.6,20.1
Alvan Adams,C,32,PHO,68.0,1690.0,8.7,17.2,0.503,0.0,0.0,0.0,8.7,17.2,0.504,3.7,4.7,0.7879999999999999,2.5,6.9,9.4,6.2,1.7,1.0,3.9,5.8,21.1,106.0,109.0,14.6,0.546,0.002,0.275,6.2,16.1,11.2,18.4,1.7,1.3,16.7,20.0,,1.2,1.6,2.8,0.079,,-0.4,0.7,0.3,1.0,0.0,0.0,24.9,4.6,9.1,0.0,0.0,4.6,9.1,0.503,2.0,2.5,1.3,3.6,5.0,3.3,0.9,0.5,2.0,3.0,11.1,6.6,13.2,0.0,0.0,6.6,13.1,2.9,3.6,1.9,5.3,7.2,4.8,1.3,0.8,3.0,4.4,16.1
Michael Adams,PG,24,WSB,63.0,1303.0,5.9,14.5,0.40700000000000003,1.0,3.8,0.275,4.9,10.7,0.45399999999999996,3.9,4.6,0.847,1.4,3.1,4.5,9.0,3.1,0.2,3.0,3.2,16.7,109.0,108.0,14.3,0.506,0.26,0.316,3.0,7.0,5.0,25.7,3.1,0.3,15.3,16.3,,1.2,1.5,2.7,0.099,,0.6,-0.1,0.4,0.8,0.0,0.0,20.7,2.5,6.2,0.4,1.6,2.1,4.6,0.44299999999999995,1.7,2.0,0.6,1.3,2.0,3.9,1.3,0.1,1.3,1.4,7.2,4.4,10.9,0.8,2.8,3.6,8.0,2.9,3.4,1.0,2.3,3.4,6.7,2.3,0.2,2.2,2.4,12.5
Mark Aguirre,SF,27,DAL,80.0,2663.0,14.1,28.5,0.495,1.0,2.7,0.353,13.2,25.8,0.51,7.7,10.0,0.77,3.2,4.4,7.7,4.6,1.5,0.5,3.9,4.4,36.9,114.0,111.0,22.1,0.56,0.094,0.35,7.5,9.8,8.7,15.7,1.5,0.6,10.6,31.3,,6.8,2.1,8.9,0.16,,4.4,-1.6,2.8,3.2,0.0,1.0,33.3,9.8,19.9,0.7,1.9,9.2,18.0,0.512,5.4,7.0,2.3,3.1,5.3,3.2,1.1,0.4,2.7,3.0,25.7,10.6,21.5,0.7,2.0,9.9,19.5,5.8,7.5,2.4,3.3,5.8,3.4,1.1,0.4,2.9,3.3,27.8
Danny Ainge,SG,27,BOS,71.0,2499.0,8.0,16.4,0.486,1.7,3.7,0.44299999999999995,6.3,12.7,0.498,2.9,3.2,0.897,1.0,3.8,4.7,7.8,2.0,0.3,2.7,3.7,20.5,115.0,109.0,15.2,0.574,0.22699999999999998,0.195,2.4,8.0,5.4,21.2,2.0,0.3,13.3,18.0,,4.1,2.5,6.7,0.128,,2.1,-0.3,1.7,2.4,0.0,0.0,35.2,5.8,11.9,1.2,2.7,4.6,9.2,0.536,2.1,2.3,0.7,2.7,3.4,5.6,1.4,0.2,2.0,2.7,14.8,5.9,12.2,1.2,2.8,4.7,9.4,2.1,2.4,0.7,2.8,3.5,5.8,1.5,0.2,2.0,2.7,15.2
Mark Alarie,PF,23,DEN,64.0,1110.0,8.8,18.0,0.49,0.1,0.4,0.222,8.8,17.7,0.495,2.7,4.1,0.6629999999999999,3.0,5.7,8.7,3.0,0.9,1.1,2.3,5.6,20.5,106.0,111.0,12.5,0.516,0.02,0.228,6.5,14.2,10.1,8.9,0.9,1.4,10.3,18.8,,0.7,0.7,1.5,0.064,,-2.1,-1.5,-3.6,-0.4,0.0,0.0,17.3,3.4,6.9,0.0,0.1,3.4,6.8,0.49200000000000005,1.0,1.6,1.1,2.2,3.3,1.2,0.3,0.4,0.9,2.2,7.9,7.0,14.4,0.1,0.3,7.0,14.1,2.2,3.3,2.4,4.6,6.9,2.4,0.7,0.9,1.8,4.5,16.3
John Bagley,PG,26,CLE,72.0,2182.0,6.8,15.9,0.426,0.7,2.2,0.301,6.1,13.7,0.447,2.5,3.0,0.831,1.2,4.3,5.5,8.2,2.0,0.2,3.5,2.5,16.7,101.0,108.0,12.1,0.485,0.141,0.18600000000000003,2.7,9.7,6.2,24.6,2.0,0.2,17.1,17.5,,0.3,2.3,2.6,0.057999999999999996,,-1.4,-0.1,-1.5,0.3,0.0,0.0,30.3,4.3,10.2,0.4,1.4,3.9,8.7,0.447,1.6,1.9,0.8,2.7,3.5,5.3,1.3,0.1,2.3,1.6,10.7,5.1,12.1,0.5,1.7,4.6,10.4,1.9,2.2,0.9,3.3,4.2,6.3,1.5,0.1,2.7,1.9,12.7
Thurl Bailey,PF,25,UTA,81.0,2155.0,10.0,22.4,0.447,0.0,0.0,0.0,10.0,22.3,0.44799999999999995,4.1,5.1,0.805,3.1,6.2,9.3,2.2,0.8,1.9,2.7,3.2,24.1,101.0,106.0,13.9,0.49,0.002,0.228,6.9,14.0,10.4,7.1,0.8,2.3,9.7,23.2,,0.2,2.9,3.1,0.07,,-2.5,0.4,-2.1,0.0,0.0,0.0,26.6,5.7,12.8,0.0,0.0,5.7,12.8,0.447,2.3,2.9,1.8,3.5,5.3,1.3,0.5,1.1,1.5,1.9,13.8,7.7,17.3,0.0,0.0,7.7,17.3,3.2,3.9,2.4,4.8,7.2,1.7,0.6,1.5,2.1,2.5,18.6
Greg Ballard,SF,32,GSW,82.0,1579.0,7.4,16.9,0.44,0.4,1.2,0.375,7.0,15.7,0.445,2.0,2.7,0.747,3.0,7.2,10.2,3.2,1.5,0.4,2.1,5.0,17.3,103.0,111.0,11.5,0.479,0.071,0.161,6.8,16.9,11.8,9.3,1.5,0.5,10.4,17.2,,0.5,1.2,1.7,0.052000000000000005,,-1.9,-0.3,-2.2,-0.1,0.0,0.0,19.3,3.0,6.9,0.2,0.5,2.8,6.4,0.45299999999999996,0.8,1.1,1.2,2.9,4.1,1.3,0.6,0.2,0.9,2.0,7.1,5.7,12.9,0.3,0.9,5.3,11.9,1.6,2.1,2.3,5.5,7.8,2.5,1.1,0.3,1.6,3.8,13.2
Gene Banks,SF,27,CHI,63.0,1822.0,6.8,12.7,0.539,0.0,0.1,0.0,6.8,12.6,0.545,3.1,4.0,0.767,3.2,5.3,8.5,4.7,1.4,0.5,3.1,4.8,16.8,111.0,109.0,12.6,0.58,0.011000000000000001,0.316,7.0,12.3,9.6,13.0,1.4,0.6,17.7,14.8,,1.9,1.7,3.6,0.095,,-0.3,0.5,0.2,1.0,0.0,0.0,28.9,4.0,7.3,0.0,0.1,4.0,7.3,0.539,1.8,2.3,1.8,3.1,4.9,2.7,0.8,0.3,1.8,2.7,9.7,4.9,9.1,0.0,0.1,4.9,9.0,2.2,2.9,2.3,3.8,6.1,3.4,1.0,0.3,2.2,3.4,12.1
Charles Barkley,PF,23,PHI,68.0,2740.0,10.0,16.9,0.594,0.4,1.9,0.20199999999999999,9.7,15.0,0.643,7.7,10.2,0.7609999999999999,7.0,10.9,17.9,6.0,2.1,1.9,5.8,4.5,28.2,119.0,104.0,25.1,0.66,0.111,0.602,16.7,24.8,20.8,19.0,2.1,2.2,21.4,23.1,,7.7,4.3,12.0,0.21,,6.4,2.9,9.2,7.7,1.0,113.0,40.3,8.2,13.8,0.3,1.5,7.9,12.3,0.606,6.3,8.3,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0,7.3,12.3,0.3,1.4,7.0,10.9,5.6,7.4,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5
