player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Kareem Abdul-Jabbar,C,38,LAL,79.0,2629.0,13.4,23.8,0.564,0.0,0.0,0.0,13.4,23.7,0.565,6.0,7.8,0.765,2.4,6.1,8.5,5.0,1.2,2.3,3.6,4.4,32.8,118.0,106.0,22.7,0.603,0.001,0.32799999999999996,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,,7.6,3.2,10.8,0.19699999999999998,,3.7,0.8,4.5,4.3,0.0,135.0,33.3,9.6,16.9,0.0,0.0,9.6,16.9,0.564,4.3,5.6,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,10.3,18.3,0.0,0.0,10.3,18.3,4.6,6.0,1.8,4.7,6.5,3.8,0.9,1.8,2.8,3.4,25.3
Alvan Adams,C,31,PHO,78.0,2005.0,7.8,15.5,0.502,0.0,0.0,0.0,7.8,15.5,0.504,3.6,4.6,0.7829999999999999,3.4,7.5,10.9,7.4,2.4,1.1,4.7,6.2,19.2,104.0,105.0,15.3,0.547,0.003,0.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,,1.2,2.7,3.9,0.094,,0.1,2.3,2.4,2.2,0.0,0.0,25.7,4.4,8.7,0.0,0.0,4.4,8.7,0.502,2.0,2.6,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,6.1,12.2,0.0,0.0,6.1,12.2,2.9,3.6,2.7,5.9,8.6,5.8,1.8,0.8,3.7,4.9,15.1
Mark Aguirre,SF,26,DAL,74.0,2501.0,12.5,24.9,0.503,0.3,1.1,0.28600000000000003,12.2,23.9,0.513,6.0,8.5,0.705,3.3,5.0,8.4,6.4,1.2,0.3,4.7,4.3,31.4,107.0,113.0,19.2,0.547,0.042,0.34,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29.0,,3.7,0.9,4.7,0.09,,3.0,-1.5,1.5,2.2,0.0,0.0,33.8,9.0,17.9,0.2,0.8,8.8,17.2,0.509,4.3,6.1,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,9.6,19.1,0.2,0.8,9.4,18.3,4.6,6.5,2.5,3.9,6.4,4.9,0.9,0.2,3.6,3.3,24.0
Danny Ainge,SG,26,BOS,80.0,2407.0,7.0,13.8,0.504,0.5,1.4,0.35600000000000004,6.4,12.4,0.521,2.4,2.7,0.904,0.9,3.7,4.6,8.0,1.9,0.1,2.5,4.0,16.8,115.0,105.0,13.6,0.562,0.10400000000000001,0.19399999999999998,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,,3.6,3.2,6.8,0.136,,0.9,0.3,1.2,1.9,0.0,0.0,30.1,4.4,8.8,0.3,0.9,4.1,7.9,0.522,1.5,1.7,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,5.3,10.5,0.4,1.1,4.9,9.4,1.8,2.0,0.7,2.8,3.5,6.1,1.4,0.1,1.9,3.1,12.8
Ron Anderson,SF,27,TOT,77.0,1676.0,8.8,17.8,0.494,0.1,0.3,0.222,8.7,17.6,0.498,2.4,3.6,0.669,3.7,4.1,7.8,4.1,1.6,0.2,2.3,3.5,20.1,107.0,108.0,14.0,0.517,0.013999999999999999,0.20199999999999999,8.5,9.3,8.9,12.5,1.6,0.2,10.7,18.7,,1.6,1.5,3.1,0.09,,0.2,-0.3,-0.1,0.8,0.0,0.0,21.8,4.0,8.2,0.0,0.1,4.0,8.0,0.495,1.1,1.6,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,6.7,13.5,0.0,0.2,6.6,13.3,1.8,2.7,2.8,3.1,5.9,3.1,1.2,0.1,1.8,2.7,15.2
John Bagley,PG,25,CLE,78.0,2472.0,7.0,16.5,0.423,0.2,0.7,0.243,6.8,15.8,0.431,3.2,4.1,0.7909999999999999,1.5,3.8,5.3,14.0,2.3,0.2,4.6,3.2,17.4,102.0,109.0,15.2,0.475,0.043,0.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,,1.0,2.0,3.0,0.059000000000000004,,0.2,-0.4,-0.2,1.1,0.0,0.0,31.7,4.7,11.1,0.1,0.5,4.6,10.6,0.428,2.2,2.8,1.0,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,5.3,12.6,0.1,0.5,5.2,12.1,2.5,3.1,1.1,2.9,4.0,10.7,1.8,0.1,3.5,2.4,13.3
James Bailey,PF,28,NYK,48.0,1245.0,7.9,17.3,0.456,0.0,0.2,0.0,7.9,17.2,0.46,5.0,6.5,0.772,4.0,9.1,13.1,2.0,1.3,1.6,3.9,8.1,20.8,98.0,103.0,12.6,0.516,0.009000000000000001,0.377,8.8,22.1,15.2,6.1,1.3,2.0,16.1,20.7,,0.0,2.0,1.9,0.075,,-3.0,1.0,-2.0,0.0,0.0,0.0,25.9,4.2,9.2,0.0,0.1,4.2,9.1,0.456,2.7,3.5,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,5.8,12.8,0.0,0.1,5.8,12.7,3.7,4.8,2.9,6.7,9.7,1.4,1.0,1.2,2.9,6.0,15.4
Thurl Bailey,PF,24,UTA,82.0,2358.0,9.5,21.2,0.44799999999999995,0.0,0.1,0.0,9.5,21.1,0.451,4.5,5.5,0.83,2.9,6.8,9.7,3.0,0.8,2.2,2.8,3.2,23.6,102.0,105.0,15.0,0.499,0.006,0.257,6.9,15.7,11.4,9.7,0.8,2.7,10.7,23.0,,1.0,3.0,4.0,0.081,,-1.9,0.4,-1.4,0.3,0.0,0.0,28.8,5.9,13.1,0.0,0.1,5.9,13.0,0.44799999999999995,2.8,3.4,1.8,4.2,6.0,1.9,0.5,1.4,1.8,2.0,14.6,7.4,16.4,0.0,0.1,7.4,16.3,3.5,4.2,2.3,5.3,7.5,2.3,0.6,1.7,2.2,2.4,18.3
Greg Ballard,SF,31,GSW,75.0,1792.0,7.0,14.7,0.47700000000000004,0.4,0.9,0.486,6.6,13.8,0.47700000000000004,2.6,3.2,0.802,3.4,7.3,10.7,2.1,1.7,0.2,1.4,4.5,17.0,115.0,111.0,13.4,0.529,0.061,0.221,7.7,17.9,12.6,6.0,1.7,0.2,7.9,14.9,,2.6,1.0,3.6,0.09699999999999999,,-0.1,-0.5,-0.6,0.6,0.0,0.0,23.9,3.6,7.6,0.2,0.5,3.4,7.1,0.49200000000000005,1.3,1.7,1.8,3.8,5.6,1.1,0.9,0.1,0.7,2.3,8.8,5.5,11.5,0.3,0.7,5.1,10.7,2.0,2.5,2.7,5.7,8.4,1.7,1.3,0.2,1.1,3.5,13.3
Gene Banks,SF,26,CHI,82.0,2139.0,8.0,15.5,0.517,0.0,0.4,0.0,8.0,15.1,0.532,4.1,5.7,0.718,4.0,4.1,8.1,5.6,1.8,0.2,3.1,4.8,20.1,114.0,113.0,15.5,0.5589999999999999,0.027999999999999997,0.371,9.1,10.0,9.5,16.6,1.8,0.3,14.8,17.9,,3.7,0.6,4.3,0.09699999999999999,,2.4,-0.7,1.8,2.0,0.0,0.0,26.1,4.3,8.4,0.0,0.2,4.3,8.2,0.517,2.2,3.1,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,6.0,11.6,0.0,0.3,6.0,11.3,3.1,4.3,3.0,3.1,6.1,4.2,1.4,0.2,2.3,3.6,15.1
Ken Bannister,PF,25,NYK,70.0,1405.0,8.1,16.6,0.491,0.0,0.0,0.0,8.1,16.6,0.49200000000000005,4.5,8.6,0.526,3.1,8.1,11.2,1.5,1.5,0.8,4.5,7.2,20.8,91.0,104.0,10.4,0.511,0.002,0.52,6.8,19.7,13.0,4.6,1.5,1.1,18.0,21.4,,-1.3,2.0,0.7,0.025,,-4.5,-0.1,-4.6,-0.9,0.0,0.0,20.1,3.4,6.8,0.0,0.0,3.4,6.8,0.491,1.9,3.6,1.3,3.3,4.6,0.6,0.6,0.3,1.8,3.0,8.6,6.0,12.3,0.0,0.0,6.0,12.2,3.4,6.4,2.3,6.0,8.3,1.1,1.1,0.6,3.3,5.3,15.4
