player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Shareef Abdur-Rahim,PF,29,1961.0,0.525,9.5,4.0,1.3,1.1,23.6,115.0,105.0,17.2,0.588,10.6,13.2,20.1,6.2,0.9,1.4,0.529,3.0,3.9,0.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,8.8,0.0
Ray Allen,SG,30,3022.0,0.45399999999999996,5.8,5.0,1.8,0.3,33.9,118.0,116.0,22.2,0.59,6.6,17.2,27.4,9.5,3.6,4.2,0.544,4.2,4.6,0.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,19.2,0.0
Rafer Alston,PG,29,2431.0,0.379,5.7,9.5,2.3,0.3,17.1,99.0,104.0,12.6,0.475,6.1,30.8,18.8,3.4,0.8,1.7,0.449,1.6,2.3,0.6920000000000001,0.6,3.5,4.0,6.7,1.6,0.2,2.5,3.1,12.1,11.7,0.0
Derek Anderson,SG,31,1047.0,0.35600000000000004,7.3,5.2,1.2,0.3,17.9,102.0,106.0,10.8,0.496,8.0,15.7,18.2,1.6,-1.5,0.1,0.42200000000000004,2.2,2.6,0.838,0.5,2.8,3.3,2.3,0.5,0.1,1.3,2.3,8.1,7.0,0.0
Carmelo Anthony,SF,21,2941.0,0.48100000000000004,6.8,3.8,1.5,0.7,36.9,110.0,108.0,22.0,0.563,7.8,14.3,32.0,9.4,1.5,2.6,0.493,7.2,8.9,0.8079999999999999,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,19.7,0.0
Gilbert Arenas,PG,24,3384.0,0.447,4.3,7.4,2.5,0.4,36.1,115.0,108.0,23.8,0.581,4.8,27.0,30.5,13.6,5.5,6.4,0.507,8.2,10.0,0.82,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,20.9,0.0
Carlos Arroyo,PG-SG,26,1194.0,0.444,6.0,10.7,1.7,0.2,20.6,108.0,107.0,15.6,0.512,6.6,31.6,20.7,2.7,-2.3,-0.1,0.45399999999999996,1.4,1.8,0.774,0.4,1.3,1.7,3.0,0.5,0.1,1.1,1.5,5.8,4.9,0.0
Chucky Atkins,PG-SG,31,1713.0,0.39399999999999996,3.8,6.3,1.4,0.1,21.5,108.0,108.0,12.9,0.526,4.2,20.0,20.2,3.6,-1.6,0.2,0.479,1.8,2.3,0.7909999999999999,0.3,1.4,1.7,2.8,0.6,0.0,1.2,2.1,9.5,8.1,0.0
Marcus Banks,PG,24,1497.0,0.46799999999999997,4.8,7.9,1.9,0.4,20.7,102.0,107.0,13.6,0.5429999999999999,5.4,25.3,20.6,2.3,-1.6,0.1,0.491,2.0,2.5,0.8029999999999999,0.4,1.9,2.3,3.8,0.9,0.2,2.1,2.8,10.0,8.1,0.0
Leandro Barbosa,SG,23,1592.0,0.48100000000000004,4.7,5.0,1.5,0.2,23.4,111.0,108.0,15.1,0.589,5.2,14.4,20.3,3.8,0.3,0.9,0.5579999999999999,1.9,2.6,0.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,9.9,0.0
Brent Barry,SG,34,1259.0,0.452,6.8,5.3,1.7,1.2,18.6,115.0,100.0,14.8,0.581,7.5,15.5,16.0,4.3,2.7,1.5,0.568,0.5,0.8,0.6609999999999999,0.4,1.8,2.1,1.7,0.5,0.4,0.7,1.3,5.8,4.7,0.0
