player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Kareem Abdul-Jabbar,C,40,2308.0,0.532,10.0,2.8,1.0,1.9,24.4,109.0,107.0,15.8,0.57,11.7,8.4,21.4,5.3,-0.6,0.8,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,11.3,0.0
Mark Acres,C,25,1151.0,0.532,11.5,1.8,1.2,1.1,12.2,113.0,109.0,9.3,0.57,13.9,4.5,11.4,2.2,-1.0,0.3,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,2.6,0.0
Alvan Adams,C,33,1646.0,0.496,10.5,5.3,2.4,1.2,17.6,103.0,109.0,13.1,0.5429999999999999,12.5,14.9,17.4,2.2,0.3,1.0,0.49700000000000005,1.3,1.6,0.8440000000000001,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5,6.2,0.0
Michael Adams,PG,25,2778.0,0.449,3.7,8.2,2.8,0.3,18.6,115.0,107.0,15.6,0.56,4.2,22.5,16.2,7.5,2.2,3.0,0.524,2.0,2.4,0.8340000000000001,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,11.3,1.0
Mark Aguirre,SF,28,2610.0,0.475,8.2,5.3,1.3,1.1,36.6,113.0,109.0,21.9,0.539,9.0,18.4,31.6,8.8,3.1,3.4,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1,20.4,1.0
Danny Ainge,SG,28,3018.0,0.491,4.0,8.2,1.9,0.3,20.6,121.0,112.0,15.9,0.598,4.9,22.2,17.3,8.6,2.9,3.7,0.5660000000000001,2.0,2.2,0.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7,12.1,0.0
Greg Anderson,PF,23,1984.0,0.501,11.9,1.8,1.3,2.8,22.2,103.0,110.0,14.7,0.531,14.0,5.3,20.8,2.3,-2.7,-0.4,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,9.2,0.0
Richard Anderson,PF,27,1350.0,0.39,10.4,3.8,1.8,0.5,15.4,105.0,107.0,11.1,0.474,12.1,10.4,15.6,2.3,-0.2,0.6,0.444,0.8,1.0,0.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1,5.9,0.0
Ron Anderson,SF,29,1097.0,0.498,9.6,3.5,1.8,0.3,24.2,108.0,108.0,16.2,0.544,10.8,10.5,22.0,2.5,-0.9,0.3,0.498,1.5,1.9,0.7659999999999999,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3,5.9,0.0
John Bagley,PG,27,2774.0,0.439,4.5,8.4,1.9,0.2,17.2,102.0,111.0,12.4,0.503,5.4,25.8,17.9,2.6,-1.4,0.4,0.465,1.8,2.2,0.8220000000000001,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0,10.9,0.0
Thurl Bailey,SF,26,2804.0,0.49200000000000005,9.0,2.7,0.8,2.1,27.0,106.0,104.0,16.3,0.547,10.2,8.6,24.2,6.8,0.4,1.7,0.493,4.1,5.0,0.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6,15.7,0.0
Charles Barkley,PF,24,3170.0,0.5870000000000001,15.0,4.0,1.6,1.6,35.7,126.0,108.0,27.6,0.665,17.4,14.1,26.7,16.7,9.0,8.7,0.604,8.9,11.9,0.7509999999999999,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,16.0,109.0
John Battle,SG,25,1227.0,0.45399999999999996,4.6,6.4,1.3,0.2,28.9,108.0,111.0,16.3,0.512,5.1,20.0,26.4,2.3,-1.7,0.1,0.467,2.1,2.8,0.75,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6,9.1,0.0
Benoit Benjamin,C,23,2171.0,0.491,11.6,3.8,1.1,4.9,18.9,94.0,103.0,14.1,0.534,13.0,12.2,19.3,2.0,0.4,1.3,0.491,2.7,3.9,0.706,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0,10.5,0.0
Walter Berry,SF,23,1922.0,0.563,9.5,2.6,1.3,1.5,30.4,109.0,113.0,18.8,0.578,11.1,8.7,25.9,3.4,-0.7,0.7,0.563,2.6,4.4,0.6,2.4,3.0,5.4,1.5,0.8,0.9,2.2,2.8,17.4,13.2,0.0
Larry Bird,SF,31,2965.0,0.527,11.6,7.7,2.1,0.9,37.6,121.0,106.0,27.8,0.608,14.0,25.7,30.2,15.0,8.8,8.1,0.556,5.5,6.0,0.9159999999999999,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9,22.0,527.0
Otis Birdsong,SG,32,1882.0,0.45799999999999996,4.3,5.7,1.4,0.3,18.9,95.0,113.0,10.4,0.47,5.1,18.7,20.3,-0.1,-3.7,-0.8,0.46399999999999997,0.7,1.4,0.511,1.1,1.4,2.5,3.3,0.8,0.2,1.9,2.1,10.9,11.0,0.0
Rolando Blackman,SG,28,2580.0,0.473,4.7,5.0,1.2,0.3,25.4,115.0,111.0,16.0,0.544,5.2,15.1,21.8,6.8,0.0,1.3,0.473,4.7,5.3,0.873,1.2,2.3,3.5,3.7,0.9,0.3,2.0,1.6,18.7,14.8,0.0
Muggsy Bogues,PG,23,1628.0,0.39,4.1,12.1,3.8,0.1,11.8,101.0,106.0,12.7,0.429,4.7,33.5,14.2,2.3,-1.3,0.3,0.39299999999999996,0.7,0.9,0.784,0.4,1.3,1.7,5.1,1.6,0.0,1.3,1.7,5.0,5.4,0.0
Manute Bol,C,25,1136.0,0.455,11.8,0.6,0.5,9.0,7.6,98.0,101.0,10.8,0.47200000000000003,13.5,1.5,8.0,2.0,0.5,0.7,0.455,0.3,0.6,0.531,0.9,2.6,3.6,0.2,0.1,2.7,0.5,2.1,2.3,2.1,0.0
Dudley Bradley,SG,30,1437.0,0.42700000000000005,4.3,5.1,3.9,1.5,14.3,100.0,106.0,11.4,0.519,5.1,15.0,14.6,1.9,0.6,0.9,0.478,1.1,1.5,0.763,0.4,1.6,2.0,2.3,1.8,0.7,1.4,2.6,6.5,5.6,0.0
Randy Breuer,C,27,2258.0,0.495,12.0,2.2,1.0,2.3,21.1,109.0,106.0,15.3,0.53,13.7,6.7,19.0,5.1,0.0,1.1,0.495,2.3,3.5,0.657,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12.0,9.7,0.0
Frank Brickowski,C,28,2227.0,0.528,10.0,5.5,1.5,0.7,23.1,110.0,113.0,16.0,0.584,11.7,16.0,20.7,4.1,0.9,1.7,0.529,3.8,5.0,0.768,2.4,4.5,6.9,3.8,1.1,0.5,3.0,3.9,16.0,11.5,0.0
Michael Cage,PF,26,2660.0,0.47,16.8,2.0,1.6,1.0,18.7,109.0,105.0,16.4,0.537,18.8,6.2,17.3,6.7,0.8,1.9,0.47,4.5,6.6,0.688,5.2,7.9,13.0,1.5,1.3,0.8,2.2,2.7,14.5,10.6,0.0
Antoine Carr,PF,26,1483.0,0.544,9.7,3.5,1.3,2.8,23.7,110.0,106.0,15.5,0.59,10.8,10.2,20.2,3.8,1.7,1.4,0.544,1.8,2.3,0.78,1.2,2.4,3.6,1.3,0.5,1.0,1.5,3.4,8.8,6.5,0.0
Joe Barry Carroll,C,29,2004.0,0.435,11.5,2.7,1.2,2.5,23.0,95.0,105.0,13.6,0.47700000000000004,12.9,8.3,23.8,1.6,-3.0,-0.5,0.435,2.2,2.9,0.764,1.7,4.6,6.4,1.5,0.6,1.4,2.1,2.5,12.7,12.0,0.0
Bill Cartwright,C,30,1676.0,0.544,11.1,2.5,1.2,1.2,26.4,120.0,106.0,17.8,0.639,13.1,7.5,20.6,6.4,0.9,1.2,0.544,4.1,5.2,0.7979999999999999,1.5,3.1,4.7,1.0,0.5,0.5,1.6,2.9,11.1,6.4,0.0
Terry Catledge,PF,24,1610.0,0.506,12.1,1.9,1.0,0.3,22.7,109.0,109.0,14.7,0.542,13.8,5.9,20.2,3.5,-1.0,0.4,0.506,2.2,3.4,0.655,2.6,3.1,5.7,0.9,0.5,0.1,1.4,2.5,10.7,8.4,0.0
Tom Chambers,PF,28,2680.0,0.44799999999999995,8.8,3.8,1.6,0.9,29.9,108.0,108.0,16.8,0.526,10.3,11.9,27.0,6.4,-0.1,1.3,0.46,5.1,6.3,0.807,1.6,4.3,6.0,2.6,1.1,0.6,2.5,3.6,20.4,16.6,0.0
Maurice Cheeks,PG,31,2871.0,0.495,4.4,11.1,2.9,0.4,18.9,119.0,110.0,18.0,0.551,5.1,33.6,16.9,8.3,1.8,2.7,0.49700000000000005,2.9,3.5,0.825,0.7,2.5,3.2,8.0,2.1,0.3,2.0,1.5,13.7,10.9,0.0
Ben Coleman,PF,26,1498.0,0.499,11.5,2.0,1.4,1.4,19.6,102.0,109.0,12.0,0.555,13.5,6.4,18.6,1.8,-2.6,-0.2,0.499,2.0,2.6,0.762,1.7,3.3,5.0,0.9,0.6,0.6,1.8,3.3,8.5,6.5,0.0
Steve Colter,PG,25,1513.0,0.46,5.6,8.5,2.0,0.5,15.7,107.0,109.0,12.8,0.501,6.4,24.4,15.6,2.6,-0.2,0.7,0.46399999999999997,1.1,1.4,0.789,0.9,1.7,2.5,3.8,0.9,0.2,1.3,1.9,7.1,6.5,0.0
Dallas Comegys,PF,23,1122.0,0.43,9.5,2.8,1.6,3.0,18.1,88.0,107.0,9.5,0.48700000000000004,11.3,8.6,20.5,-0.3,-4.6,-0.7,0.43,1.4,2.0,0.7070000000000001,0.7,2.2,2.9,0.9,0.5,0.9,1.5,2.3,5.6,4.8,0.0
Michael Cooper,SG,31,1793.0,0.392,6.2,7.8,1.8,0.7,14.4,107.0,108.0,11.6,0.5,7.2,20.2,14.7,3.1,0.5,1.1,0.451,1.6,1.9,0.858,0.8,2.9,3.7,4.7,1.1,0.4,1.7,2.2,8.7,7.9,0.0
Tyrone Corbin,SF,25,1739.0,0.49,9.8,3.2,2.0,0.5,17.5,106.0,108.0,12.4,0.534,11.7,9.2,16.6,3.0,-0.8,0.5,0.49,1.3,1.6,0.797,1.5,2.7,4.2,1.4,0.9,0.2,1.2,2.2,7.4,6.3,0.0
Dave Corzine,C,31,2328.0,0.48100000000000004,11.4,3.3,0.8,2.1,17.4,108.0,106.0,13.6,0.514,13.0,9.2,16.4,4.9,-0.1,1.1,0.48200000000000004,1.4,1.9,0.752,2.1,4.5,6.6,1.9,0.5,1.2,1.4,1.9,10.1,8.9,0.0
Terry Cummings,PF,26,2629.0,0.485,10.3,3.4,1.5,0.9,30.3,105.0,107.0,17.4,0.516,11.8,11.6,27.9,5.2,0.1,1.4,0.485,3.6,5.3,0.665,2.4,4.9,7.3,2.4,1.0,0.6,2.2,3.6,21.3,18.3,0.0
Earl Cureton,PF,30,1128.0,0.429,11.4,2.7,1.4,1.5,12.6,93.0,107.0,9.2,0.44299999999999995,12.8,8.1,14.3,0.7,-3.3,-0.4,0.429,0.5,0.9,0.524,1.4,2.5,3.9,0.9,0.5,0.5,0.8,2.0,4.3,4.5,0.0
Dell Curry,SG,23,1499.0,0.45799999999999996,5.5,4.9,3.1,0.7,25.9,99.0,105.0,15.1,0.5,6.5,16.3,25.5,2.0,-1.1,0.3,0.47700000000000004,1.0,1.3,0.782,0.5,1.6,2.1,1.9,1.2,0.3,1.4,1.6,10.0,9.4,0.0
Quintin Dailey,SG,27,1282.0,0.434,5.7,4.0,2.6,0.1,33.5,100.0,109.0,16.8,0.505,6.4,15.5,32.2,1.3,-2.5,-0.2,0.436,3.6,4.7,0.7759999999999999,0.9,1.4,2.3,1.6,1.0,0.1,1.8,1.9,13.4,11.3,0.0
Adrian Dantley,SF,31,2144.0,0.514,5.2,3.9,0.9,0.2,31.4,124.0,109.0,19.9,0.619,5.9,11.9,24.2,9.4,2.0,2.2,0.514,7.1,8.3,0.86,1.2,2.1,3.3,2.5,0.6,0.1,2.0,2.1,20.0,12.5,1.0
Brad Daugherty,C,22,2957.0,0.51,11.1,5.6,0.8,0.9,24.7,107.0,107.0,16.2,0.563,13.2,17.3,22.8,6.6,1.3,2.5,0.51,4.8,6.7,0.716,1.9,6.5,8.4,4.2,0.6,0.7,3.4,3.0,18.7,13.7,0.0
Brad Davis,PG,32,1480.0,0.501,3.4,10.1,1.7,0.6,18.0,119.0,110.0,14.5,0.581,3.7,28.3,15.5,4.0,-1.5,0.2,0.537,1.2,1.4,0.843,0.2,1.1,1.4,4.0,0.7,0.2,1.2,2.0,7.2,5.5,0.0
Walter Davis,SF,33,1951.0,0.473,3.9,6.8,2.1,0.1,29.6,110.0,113.0,17.8,0.537,4.6,21.9,26.3,3.8,-0.6,0.7,0.491,3.0,3.4,0.887,0.5,1.9,2.3,4.1,1.3,0.0,1.9,1.9,17.9,15.2,0.0
Johnny Dawkins,PG,24,2179.0,0.485,4.3,10.1,1.9,0.0,21.7,114.0,115.0,17.0,0.551,5.1,29.4,19.7,4.3,-0.3,0.9,0.496,3.0,3.4,0.8959999999999999,1.0,2.1,3.1,7.4,1.4,0.0,2.4,1.5,15.8,12.8,0.0
James Donaldson,C,30,2523.0,0.5579999999999999,14.8,1.3,0.8,2.0,11.2,119.0,106.0,12.4,0.616,16.3,3.4,9.4,6.2,1.1,2.0,0.5579999999999999,1.8,2.3,0.778,3.0,6.3,9.3,0.8,0.5,1.3,1.4,2.2,7.0,4.7,0.0
Larry Drew,PG,29,2024.0,0.456,2.8,9.0,1.5,0.0,18.0,100.0,112.0,11.7,0.498,3.1,29.4,18.5,1.2,-4.7,-1.4,0.474,1.1,1.5,0.769,0.3,1.3,1.6,5.2,0.9,0.0,2.1,1.5,10.3,9.7,0.0
