player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Mahmoud Abdul-Rauf,PG,26,2029.0,0.434,3.5,10.0,1.6,0.1,28.1,114.0,112.0,18.6,0.535,3.9,34.7,25.1,5.5,1.1,1.6,0.49700000000000005,2.6,2.8,0.93,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,16.8,0.0
Derrick Alston,C,23,1614.0,0.512,9.7,2.0,1.8,1.7,14.6,106.0,112.0,11.8,0.518,10.8,6.5,13.7,1.7,-1.8,0.1,0.513,0.8,1.5,0.491,1.7,2.4,4.1,0.8,0.8,0.7,0.8,2.6,6.2,5.3,0.0
Ashraf Amaya,PF,24,1104.0,0.48,14.5,1.6,1.1,0.5,16.2,106.0,108.0,11.8,0.534,16.1,5.1,15.5,1.8,-3.9,-0.5,0.48,1.8,2.8,0.6509999999999999,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3,4.7,0.0
Kenny Anderson,PG,25,2344.0,0.418,4.6,12.9,2.5,0.3,23.6,118.0,110.0,19.5,0.534,5.0,40.4,21.4,7.7,2.3,2.6,0.474,3.8,4.9,0.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,12.1,0.0
Nick Anderson,SG,28,2717.0,0.442,8.0,5.4,2.3,0.9,21.8,112.0,106.0,16.5,0.562,8.9,15.6,19.1,7.4,3.1,3.5,0.535,2.2,3.1,0.6920000000000001,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,11.7,0.0
Willie Anderson,SG,29,2060.0,0.436,6.2,5.0,1.9,1.5,18.7,99.0,110.0,11.3,0.507,7.1,15.1,18.9,1.4,-2.5,-0.3,0.462,1.7,2.1,0.81,0.6,2.6,3.2,2.6,1.0,0.8,1.9,3.0,9.8,8.7,0.0
Greg Anthony,PG,28,2096.0,0.415,4.4,12.0,2.9,0.3,24.3,109.0,109.0,18.6,0.53,4.9,41.9,23.3,4.8,1.3,1.7,0.47200000000000003,3.3,4.3,0.7709999999999999,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0,11.3,0.0
B.J. Armstrong,PG,28,2262.0,0.46799999999999997,4.2,9.1,1.5,0.1,23.0,123.0,113.0,17.3,0.595,4.7,28.4,18.8,7.0,0.1,1.2,0.535,2.9,3.4,0.8390000000000001,0.3,2.0,2.2,4.9,0.8,0.1,1.6,1.8,12.3,8.9,0.0
Vincent Askew,SG,29,1725.0,0.493,6.5,4.8,1.4,0.4,17.3,112.0,106.0,11.9,0.574,7.5,14.6,15.6,4.3,-0.2,0.8,0.526,1.8,2.3,0.764,0.9,2.2,3.2,2.4,0.7,0.2,1.4,2.6,8.4,6.3,0.0
Keith Askins,SF,28,1897.0,0.402,9.0,3.4,1.3,1.7,12.7,111.0,104.0,10.0,0.55,9.9,9.8,11.9,4.4,2.5,2.2,0.528,0.6,0.8,0.789,1.5,2.8,4.3,1.6,0.6,0.8,1.1,3.6,6.1,5.2,0.0
Stacey Augmon,SF,27,2294.0,0.491,7.1,3.2,2.5,0.7,22.8,112.0,109.0,15.9,0.556,7.8,10.0,19.9,5.6,0.1,1.2,0.491,3.3,4.1,0.792,1.8,2.2,3.9,1.8,1.4,0.4,1.8,2.4,12.7,9.6,0.0
Anthony Avent,PF,26,1586.0,0.384,11.8,2.3,1.0,1.4,13.8,82.0,108.0,6.9,0.415,13.1,7.4,17.5,-1.2,-6.4,-1.7,0.384,0.8,1.1,0.74,1.5,3.5,5.0,1.0,0.4,0.6,1.5,2.8,5.8,6.6,0.0
Vin Baker,PF,24,3319.0,0.489,12.9,3.4,1.1,1.5,27.7,106.0,110.0,18.4,0.527,14.9,11.4,25.6,6.2,0.4,2.1,0.493,3.9,5.8,0.67,3.2,6.6,9.9,2.6,0.8,1.1,2.6,3.3,21.1,17.4,0.0
Charles Barkley,PF,32,2632.0,0.5,16.1,5.1,2.2,1.1,32.3,115.0,105.0,24.8,0.585,18.1,17.4,27.5,10.5,5.9,5.2,0.521,6.2,8.0,0.777,3.4,8.1,11.6,3.7,1.6,0.8,3.1,2.9,23.2,16.3,8.0
Dana Barros,PG,28,2328.0,0.47,4.1,6.6,1.2,0.1,22.2,118.0,113.0,15.6,0.596,4.6,20.8,18.3,5.6,0.2,1.3,0.563,1.6,1.8,0.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,10.1,0.0
