player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Arron Afflalo,SG,23,1234.0,0.43700000000000006,6.0,2.0,1.3,0.6,16.3,107.0,110.0,8.9,0.5479999999999999,6.4,5.5,14.5,1.8,-2.4,-0.1,0.508,0.8,1.0,0.8170000000000001,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,4.1,0.0
LaMarcus Aldridge,PF,23,3004.0,0.484,11.2,2.9,1.4,1.4,27.1,115.0,108.0,19.1,0.529,12.5,9.3,23.7,9.5,1.9,3.0,0.486,3.2,4.1,0.7809999999999999,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1,15.3,0.0
Ray Allen,SG,33,2876.0,0.48,5.1,4.0,1.3,0.2,26.5,122.0,106.0,17.3,0.624,5.9,12.6,20.8,11.1,3.9,4.3,0.575,3.0,3.2,0.9520000000000001,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2,13.2,0.0
Rafer Alston,PG,32,2447.0,0.385,4.9,8.8,2.3,0.2,19.4,105.0,104.0,13.8,0.494,5.3,27.0,19.9,5.3,1.0,1.9,0.45399999999999996,2.0,2.7,0.75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,1.8,11.7,10.6,0.0
Lou Amundson,PF,26,1044.0,0.536,12.9,1.3,1.5,3.1,15.4,108.0,109.0,13.3,0.53,15.1,3.7,15.1,1.8,-0.5,0.4,0.536,0.7,1.6,0.442,1.7,1.9,3.6,0.4,0.4,0.9,0.7,2.0,4.2,3.3,0.0
Chris Andersen,C,30,1460.0,0.5479999999999999,15.4,1.1,1.4,6.1,15.8,120.0,101.0,18.1,0.608,17.6,3.2,13.4,5.4,3.4,2.0,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1.0,2.5,6.4,4.1,0.0
Ryan Anderson,PF,20,1312.0,0.39299999999999996,12.7,2.1,1.8,0.8,19.8,108.0,109.0,13.6,0.532,14.1,6.4,18.6,2.5,-1.1,0.3,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,6.2,0.0
Carmelo Anthony,SF,24,2277.0,0.44299999999999995,10.1,5.0,1.7,0.5,33.6,105.0,107.0,19.0,0.532,11.5,18.1,31.5,5.0,0.3,1.3,0.469,5.6,7.1,0.7929999999999999,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8,18.3,0.0
Joel Anthony,C,26,1048.0,0.483,10.0,1.4,1.0,4.7,7.3,106.0,106.0,9.3,0.521,11.2,3.7,8.0,1.7,0.2,0.6,0.483,0.5,0.7,0.652,1.4,1.7,3.0,0.4,0.3,1.4,0.6,2.1,2.2,1.8,0.0
Trevor Ariza,SF,23,1999.0,0.46,9.0,3.7,3.5,0.6,18.6,112.0,102.0,15.5,0.544,10.0,10.4,16.6,6.1,3.1,2.6,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2.0,8.9,7.3,0.0
Hilton Armstrong,C,24,1092.0,0.561,9.8,1.5,1.3,2.3,16.9,102.0,107.0,10.7,0.585,10.8,4.4,16.3,1.5,-2.3,-0.1,0.561,0.9,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8,3.5,0.0
Darrell Arthur,PF,20,1464.0,0.43799999999999994,12.6,1.6,1.9,1.9,15.3,99.0,107.0,11.3,0.456,14.5,5.0,16.3,1.7,-3.1,-0.4,0.43799999999999994,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6,5.7,0.0
D.J. Augustin,PG,21,1908.0,0.43,3.8,7.1,1.2,0.1,24.2,115.0,110.0,14.9,0.5870000000000001,4.3,22.6,20.8,5.1,-0.7,0.6,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8,8.6,0.0
Kelenna Azubuike,SF,25,2375.0,0.46399999999999997,7.6,2.4,1.2,1.0,21.9,114.0,115.0,14.7,0.562,8.5,7.6,18.7,4.1,-0.7,0.8,0.52,2.5,3.1,0.8079999999999999,1.5,3.5,5.0,1.6,0.8,0.7,1.3,2.5,14.4,11.4,0.0
Leandro Barbosa,SG,26,1705.0,0.48200000000000004,5.3,4.8,2.4,0.2,29.1,117.0,112.0,19.4,0.588,6.2,14.9,24.2,5.0,1.2,1.4,0.542,2.4,2.8,0.8809999999999999,0.5,2.1,2.6,2.3,1.2,0.1,1.3,1.6,14.2,10.8,0.0
J.J. Barea,SG,24,1600.0,0.442,5.8,8.8,1.2,0.2,20.2,106.0,112.0,13.4,0.516,6.4,26.4,20.2,2.2,-1.9,0.1,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,7.1,0.0
Andrea Bargnani,PF,23,2453.0,0.45,8.8,2.0,0.7,2.1,25.6,105.0,110.0,14.6,0.5589999999999999,10.0,6.4,22.7,3.9,-0.8,0.7,0.512,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,12.3,0.0
Matt Barnes,PF,28,2082.0,0.423,10.1,5.1,1.2,0.6,18.9,107.0,111.0,12.6,0.537,11.8,14.2,18.3,3.0,0.5,1.3,0.51,1.3,1.8,0.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2,8.8,0.0
Brandon Bass,C,23,1574.0,0.496,12.2,1.4,0.9,1.8,22.9,113.0,108.0,16.4,0.5710000000000001,13.4,4.3,20.0,4.1,-2.1,-0.1,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,6.3,0.0
Tony Battie,PF,32,1202.0,0.489,12.0,1.3,1.1,1.1,16.1,106.0,102.0,11.9,0.518,13.0,4.2,15.6,2.8,-2.2,0.0,0.49200000000000005,0.7,1.1,0.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.5,4.8,4.2,0.0
Shane Battier,SG,30,2031.0,0.41,7.5,3.6,1.3,1.4,11.4,118.0,105.0,10.7,0.568,8.2,10.0,9.9,5.2,3.4,2.8,0.5379999999999999,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3,5.9,0.0
Nicolas Batum,SF,20,1454.0,0.446,8.4,2.8,1.9,1.5,16.2,117.0,107.0,12.9,0.555,9.4,7.8,14.0,3.7,2.5,1.7,0.532,0.5,0.7,0.8079999999999999,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4,4.6,0.0
Michael Beasley,PF,20,2009.0,0.47200000000000003,11.7,2.2,1.1,1.0,29.8,103.0,108.0,17.2,0.528,13.1,7.7,27.7,3.4,-4.3,-1.2,0.49,2.3,3.0,0.772,1.4,4.1,5.4,1.0,0.5,0.5,1.5,2.3,13.9,11.8,0.0
Charlie Bell,SG,29,1783.0,0.414,3.9,4.4,1.5,0.2,17.1,105.0,111.0,9.8,0.525,4.4,13.3,16.0,2.2,-1.5,0.2,0.49700000000000005,0.9,1.1,0.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,2.0,8.4,7.5,0.0
Raja Bell,SG,32,2315.0,0.43700000000000006,5.6,3.2,1.1,0.2,18.3,109.0,111.0,10.7,0.5479999999999999,6.4,10.1,16.3,3.6,-0.4,0.9,0.52,1.3,1.5,0.853,0.6,3.0,3.6,2.1,0.7,0.1,1.3,2.5,11.9,10.2,0.0
Mike Bibby,PG,30,2740.0,0.435,5.4,7.7,1.9,0.2,23.0,113.0,109.0,16.3,0.544,6.0,24.2,20.6,6.9,1.7,2.6,0.518,1.7,2.2,0.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9,12.7,0.0
Andris Biedriņš,C,22,1863.0,0.578,18.2,3.2,1.7,2.5,19.3,116.0,107.0,19.1,0.585,20.2,10.0,16.9,5.4,2.6,2.1,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,8.6,0.0
Chauncey Billups,PG,32,2789.0,0.418,4.4,9.3,1.7,0.3,25.6,121.0,110.0,18.8,0.5920000000000001,5.0,28.9,21.7,10.1,2.5,3.2,0.501,5.3,5.8,0.9129999999999999,0.4,2.6,3.0,6.4,1.2,0.2,2.2,2.0,17.7,12.4,33.0
Steve Blake,PG,28,2188.0,0.428,4.4,8.8,1.7,0.1,19.2,118.0,110.0,14.4,0.557,4.9,25.1,17.0,5.8,1.7,2.0,0.536,0.9,1.1,0.84,0.4,2.1,2.5,5.0,1.0,0.1,1.6,1.8,11.0,9.4,0.0
Andray Blatche,C,22,1703.0,0.47100000000000003,11.7,3.7,1.6,2.3,22.1,101.0,111.0,15.0,0.508,13.0,11.8,21.9,1.4,-1.5,0.2,0.475,1.6,2.3,0.7040000000000001,1.8,3.5,5.3,1.7,0.7,1.0,1.6,3.0,10.0,8.9,0.0
Keith Bogans,SG,28,1272.0,0.36700000000000005,8.2,2.6,1.8,0.2,14.9,106.0,105.0,9.7,0.521,9.1,7.7,14.0,2.5,-0.1,0.6,0.48100000000000004,0.8,0.9,0.912,0.5,2.6,3.1,1.0,0.7,0.1,0.6,1.6,5.6,5.0,0.0
Andrew Bogut,C,24,1124.0,0.5770000000000001,17.0,3.3,1.1,1.7,19.5,107.0,105.0,16.2,0.586,19.4,10.7,17.8,2.6,1.7,1.0,0.5770000000000001,1.6,2.7,0.5710000000000001,3.3,7.0,10.3,2.0,0.6,1.0,2.4,3.6,11.7,8.8,0.0
Matt Bonner,PF,28,1928.0,0.496,10.9,2.3,1.3,0.7,18.8,123.0,104.0,15.0,0.611,11.9,6.8,14.6,6.8,2.6,2.2,0.606,0.2,0.3,0.7390000000000001,1.2,3.6,4.8,1.0,0.6,0.3,0.5,2.3,8.2,6.6,0.0
Carlos Boozer,PF,27,1197.0,0.49,16.6,3.4,1.7,0.3,25.8,105.0,105.0,17.2,0.523,19.2,11.4,24.4,2.6,-0.1,0.6,0.49,2.6,3.8,0.698,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2,13.8,0.0
