player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Mahmoud Abdul-Rauf,PG,22,1538.0,0.42100000000000004,3.6,6.1,1.4,0.1,26.5,99.0,113.0,12.6,0.469,4.0,21.0,26.7,0.6,-5.2,-1.3,0.44,1.2,1.3,0.87,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,10.4,0.0
Michael Adams,PG,29,2795.0,0.39299999999999996,5.4,10.4,2.5,0.2,24.8,106.0,109.0,17.1,0.506,6.1,31.5,24.2,5.3,1.7,2.6,0.444,4.0,4.6,0.8690000000000001,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,15.8,0.0
Rafael Addison,SF,27,1175.0,0.433,6.9,2.8,1.2,1.2,18.5,106.0,112.0,10.9,0.47700000000000004,7.4,8.1,17.5,1.5,-3.8,-0.5,0.449,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,5.7,0.0
Mark Aguirre,SF,32,1582.0,0.431,7.8,4.2,1.7,0.4,28.2,100.0,106.0,13.7,0.479,8.4,13.4,27.6,2.2,-2.6,-0.2,0.44,2.1,3.1,0.687,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,10.5,0.0
Danny Ainge,SG,32,1595.0,0.442,4.5,6.1,2.2,0.4,23.8,116.0,106.0,15.4,0.534,5.1,18.4,20.5,5.2,1.0,1.2,0.5,1.3,1.6,0.8240000000000001,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,8.3,0.0
Victor Alexander,C,22,1350.0,0.529,11.6,1.1,1.5,2.1,20.3,107.0,108.0,13.9,0.561,13.6,3.1,18.3,2.5,-2.9,-0.3,0.529,1.3,1.9,0.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,5.7,0.0
Greg Anderson,PF,27,2793.0,0.456,16.4,1.4,1.5,1.1,16.5,98.0,106.0,12.6,0.486,18.2,4.1,17.1,3.0,-2.6,-0.5,0.456,2.0,3.3,0.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,10.4,0.0
Kenny Anderson,PG,21,1086.0,0.39,5.7,9.2,3.0,0.4,20.3,96.0,109.0,12.8,0.43,6.2,26.5,22.9,0.5,-3.6,-0.5,0.39299999999999996,1.1,1.5,0.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,7.5,0.0
Nick Anderson,SG,24,2203.0,0.46299999999999997,8.5,3.6,2.2,0.7,26.6,105.0,109.0,16.4,0.509,9.7,12.4,24.5,3.6,0.7,1.5,0.47700000000000004,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,17.4,0.0
Ron Anderson,SF,33,2432.0,0.465,5.9,2.8,1.8,0.2,23.6,107.0,112.0,14.1,0.52,6.5,9.0,21.5,3.5,-1.7,0.2,0.486,1.7,2.0,0.877,1.2,2.2,3.4,1.6,1.0,0.1,1.3,1.6,13.7,12.3,0.0
Willie Anderson,SG,25,1889.0,0.455,7.9,8.0,1.4,1.3,19.7,103.0,105.0,13.8,0.499,8.7,23.2,19.8,3.3,0.7,1.3,0.465,1.9,2.4,0.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,2.6,13.1,12.0,0.0
Greg Anthony,PG,24,1510.0,0.37,4.7,10.7,2.0,0.3,15.3,101.0,106.0,10.6,0.44299999999999995,5.2,28.6,17.4,2.2,-2.8,-0.3,0.379,1.4,1.9,0.741,0.4,1.3,1.7,3.8,0.7,0.1,1.2,2.1,5.5,5.3,0.0
B.J. Armstrong,PG,24,1875.0,0.48100000000000004,3.9,7.2,1.2,0.1,21.9,112.0,109.0,14.1,0.537,4.5,19.2,19.5,4.6,-2.0,0.0,0.506,1.3,1.6,0.8059999999999999,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,8.5,0.0
Vincent Askew,SG,25,1496.0,0.509,7.2,5.8,1.5,0.7,15.5,114.0,112.0,12.7,0.5539999999999999,8.5,15.4,14.3,2.9,-0.2,0.7,0.511,1.4,2.0,0.6940000000000001,1.1,1.8,2.9,2.4,0.6,0.3,1.1,1.6,6.2,4.7,0.0
Stacey Augmon,SG,23,2505.0,0.489,8.2,3.9,2.4,0.5,21.4,104.0,109.0,14.4,0.526,8.9,11.4,20.1,3.7,0.3,1.5,0.49,2.6,3.9,0.6659999999999999,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3,11.0,0.0
John Bagley,PG,31,1742.0,0.441,4.6,13.8,1.6,0.1,15.1,102.0,110.0,12.7,0.478,5.1,35.9,17.2,1.9,-3.0,-0.4,0.451,0.9,1.3,0.716,0.5,1.7,2.2,6.6,0.8,0.1,2.0,1.7,7.2,6.9,0.0
Thurl Bailey,PF,30,2104.0,0.44,11.6,1.9,0.8,2.8,22.8,102.0,110.0,14.5,0.498,12.8,5.5,21.5,2.6,-3.8,-1.0,0.44,2.6,3.2,0.7959999999999999,1.5,4.3,5.8,0.9,0.4,1.4,1.3,1.9,11.3,10.0,0.0
Charles Barkley,SF,28,2881.0,0.552,14.8,5.5,2.4,0.8,30.8,119.0,106.0,24.5,0.612,16.5,18.1,25.1,12.3,7.4,6.9,0.5670000000000001,6.1,8.7,0.695,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1,15.0,18.0
