player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Shareef Abdur-Rahim,SF,21,2950.0,0.485,10.3,3.8,1.6,1.3,32.3,109.0,112.0,21.1,0.562,11.3,13.5,28.4,6.9,1.2,2.3,0.493,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,16.4,0.0
Cory Alexander,PG,24,1298.0,0.428,6.1,8.7,2.9,0.5,20.2,103.0,106.0,15.2,0.5479999999999999,6.6,28.7,19.8,2.2,0.1,0.7,0.51,1.3,1.7,0.784,0.3,2.2,2.4,3.5,1.2,0.2,1.9,1.6,8.1,6.7,0.0
Ray Allen,SG,22,3287.0,0.428,6.6,5.8,1.8,0.2,25.9,106.0,108.0,16.2,0.539,7.5,19.3,24.3,7.0,1.8,3.2,0.479,4.2,4.8,0.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5,16.0,0.0
Derek Anderson,SF,23,1839.0,0.408,5.4,6.6,2.5,0.4,22.4,107.0,101.0,15.3,0.531,6.2,21.3,21.4,5.3,1.0,1.4,0.42200000000000004,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7,8.9,0.0
Kenny Anderson,PG,27,1858.0,0.39799999999999996,4.9,9.8,2.5,0.0,21.3,103.0,105.0,14.8,0.491,5.4,31.4,21.8,3.7,-0.6,0.7,0.44,2.5,3.2,0.789,0.6,2.2,2.8,5.7,1.4,0.0,2.3,2.2,12.2,11.0,0.0
Nick Anderson,SF,30,1701.0,0.455,9.6,3.9,2.3,0.7,28.8,109.0,103.0,19.6,0.529,10.3,14.1,25.0,5.3,3.4,2.3,0.506,2.2,3.4,0.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,13.0,0.0
Shandon Anderson,SG,24,1602.0,0.5379999999999999,7.6,3.0,2.2,0.6,22.9,112.0,106.0,15.7,0.586,8.8,9.4,19.5,4.2,0.7,1.1,0.545,1.7,2.3,0.735,1.0,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,6.1,0.0
Greg Anthony,PG,30,1021.0,0.43,5.8,10.7,3.4,0.2,21.9,106.0,103.0,16.8,0.545,6.5,32.1,21.6,2.7,0.2,0.6,0.524,0.7,1.0,0.6629999999999999,0.2,1.2,1.4,2.6,0.8,0.0,1.1,1.2,5.2,4.4,0.0
Darrell Armstrong,PG,29,1236.0,0.41100000000000003,7.1,10.5,2.6,0.2,19.7,104.0,105.0,15.7,0.509,7.6,33.4,20.2,2.5,1.1,1.0,0.44299999999999995,2.2,2.6,0.8540000000000001,1.4,2.0,3.3,4.9,1.2,0.1,2.3,2.0,9.2,7.9,0.0
Stacey Augmon,SG,29,1445.0,0.414,8.7,3.2,2.1,1.2,14.9,96.0,103.0,10.3,0.457,9.5,9.8,16.3,1.8,-1.3,0.3,0.415,1.3,2.2,0.603,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2.0,5.7,5.2,0.0
