player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Arron Afflalo,SG,25.0,2324.0,0.498,5.4,3.6,0.7,0.7,18.7,123.0,111.0,13.6,0.62,6.2,10.9,14.8,6.2,2.1,2.4,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,9.1,0.0
LaMarcus Aldridge,PF,25.0,3211.0,0.5,12.1,2.9,1.4,1.6,30.1,114.0,107.0,21.5,0.5489999999999999,13.5,10.1,25.7,11.1,2.4,3.5,0.501,4.3,5.5,0.7909999999999999,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8,17.5,0.0
Ray Allen,SG,35.0,2890.0,0.491,5.0,4.0,1.4,0.3,24.3,116.0,104.0,16.4,0.615,5.8,12.7,19.8,10.0,3.6,4.1,0.5770000000000001,2.4,2.7,0.8809999999999999,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,12.2,0.0
Tony Allen,SG,29.0,1494.0,0.51,6.7,3.6,4.5,1.5,22.5,110.0,101.0,18.3,0.562,7.7,10.9,19.9,4.7,3.6,2.1,0.514,1.9,2.5,0.753,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9,6.8,0.0
Al-Farouq Aminu,SF,20.0,1452.0,0.39399999999999996,9.5,2.1,2.1,0.9,16.3,94.0,108.0,9.6,0.499,10.8,6.4,17.3,0.7,-3.0,-0.4,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,5.0,0.0
Ryan Anderson,PF,22.0,1424.0,0.43,13.1,1.9,1.1,1.4,25.2,122.0,102.0,19.0,0.591,14.5,6.2,20.4,6.4,4.4,2.3,0.5579999999999999,1.5,1.8,0.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6,8.2,0.0
Carmelo Anthony,SF,26.0,2751.0,0.455,10.3,4.0,1.2,0.8,36.0,109.0,108.0,21.7,0.557,11.8,14.7,32.0,7.9,0.5,1.8,0.48700000000000004,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,19.5,0.0
Joel Anthony,C,28.0,1463.0,0.535,9.6,0.9,0.4,3.4,5.5,120.0,104.0,7.3,0.583,10.8,2.2,5.3,3.3,0.9,1.1,0.535,0.6,1.0,0.644,1.4,2.2,3.5,0.3,0.1,1.2,0.5,2.6,2.0,1.3,0.0
Gilbert Arenas,PG,29.0,1796.0,0.366,5.5,7.9,2.1,0.6,21.9,93.0,106.0,10.8,0.47100000000000003,6.1,25.3,24.7,0.5,-1.5,0.2,0.433,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8,10.5,0.0
Trevor Ariza,SF,25.0,2600.0,0.39799999999999996,8.5,3.4,2.5,0.6,17.2,97.0,104.0,11.3,0.48700000000000004,9.5,10.0,17.7,3.4,1.1,2.0,0.451,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4,11.0,10.2,0.0
