player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Giannis Antetokounmpo,SF,19,1897.0,0.414,9.3,4.1,1.7,1.7,14.5,99.0,110.0,10.8,0.518,10.2,12.1,15.0,1.2,-1.8,0.1,0.46299999999999997,1.8,2.6,0.6829999999999999,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,5.4,0.0
Carmelo Anthony,PF,29,2982.0,0.452,11.1,4.3,1.7,0.9,37.7,113.0,108.0,24.4,0.561,12.3,15.8,32.4,10.7,3.6,4.2,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,21.3,4.0
Trevor Ariza,SF,28,2723.0,0.456,9.0,3.6,2.4,0.4,20.9,113.0,104.0,15.8,0.59,10.1,10.8,17.8,8.0,3.4,3.6,0.562,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,11.1,0.0
Darrell Arthur,SF,25,1161.0,0.395,8.9,2.6,1.6,2.0,16.9,94.0,107.0,9.4,0.45899999999999996,9.8,8.0,18.1,0.7,-2.8,-0.2,0.424,0.8,0.9,0.855,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,6.0,0.0
D.J. Augustin,PG,26,1939.0,0.415,3.6,8.6,1.5,0.1,25.5,113.0,105.0,16.2,0.569,3.8,28.9,22.4,6.2,0.4,1.2,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1,10.1,0.0
J.J. Barea,PG,29,1471.0,0.387,5.2,10.2,0.9,0.0,22.1,98.0,110.0,11.6,0.47100000000000003,5.7,32.7,23.9,0.7,-3.6,-0.6,0.44299999999999995,1.0,1.3,0.79,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,8.3,0.0
Andrea Bargnani,C,28,1257.0,0.442,9.4,1.9,0.6,2.2,23.6,103.0,110.0,14.5,0.51,10.4,6.1,22.4,1.5,-2.4,-0.1,0.47200000000000003,2.0,2.4,0.8240000000000001,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,12.0,0.0
Harrison Barnes,SF,21,2204.0,0.39899999999999997,7.0,2.6,1.5,0.5,16.7,100.0,105.0,9.8,0.486,7.7,7.6,16.8,3.2,-1.4,0.3,0.44799999999999995,1.7,2.3,0.718,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5,8.7,0.0
Matt Barnes,SF,33,1735.0,0.43799999999999994,8.4,3.6,1.6,0.8,18.0,107.0,106.0,12.0,0.552,9.3,10.6,16.6,3.5,1.5,1.5,0.53,1.0,1.4,0.733,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9,8.4,0.0
Brandon Bass,PF,28,2266.0,0.486,10.7,2.0,0.8,1.6,20.7,111.0,108.0,15.0,0.5489999999999999,11.8,6.4,18.2,5.1,-1.2,0.5,0.48700000000000004,2.5,2.9,0.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,8.8,0.0
Shane Battier,SF,35,1468.0,0.382,4.9,2.3,1.8,1.4,10.7,110.0,108.0,8.7,0.523,5.9,6.0,10.0,2.4,0.8,1.1,0.515,0.2,0.3,0.652,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,3.8,0.0
Nicolas Batum,SF,25,2956.0,0.465,10.5,7.2,1.3,1.0,18.3,113.0,106.0,15.8,0.589,11.1,20.9,16.5,7.9,4.2,4.6,0.5539999999999999,2.0,2.5,0.8029999999999999,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,10.0,0.0
Jerryd Bayless,PG,25,1686.0,0.402,4.5,6.0,1.9,0.3,20.6,103.0,109.0,12.0,0.498,5.0,18.5,20.1,2.4,-1.8,0.1,0.46399999999999997,1.3,1.6,0.797,0.3,1.7,2.0,2.7,0.8,0.1,1.1,2.2,9.3,8.6,0.0
Bradley Beal,SG,20,2530.0,0.419,5.6,4.9,1.4,0.4,25.4,103.0,107.0,14.3,0.507,6.3,16.0,24.3,4.0,-1.1,0.5,0.479,2.0,2.6,0.7879999999999999,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,15.7,0.0
Marco Belinelli,SF,27,2016.0,0.485,5.7,4.5,1.3,0.2,22.8,114.0,105.0,15.0,0.605,6.3,13.2,19.0,5.9,1.7,1.9,0.5760000000000001,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,8.7,0.0
Patrick Beverley,PG,25,1751.0,0.414,5.6,4.3,2.2,0.7,16.3,115.0,108.0,12.4,0.545,6.2,12.8,14.8,4.2,2.5,2.0,0.509,1.5,1.8,0.8140000000000001,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,8.6,0.0
Bismack Biyombo,C,21,1072.0,0.611,17.7,0.4,0.3,4.2,10.8,115.0,99.0,13.3,0.606,19.3,1.1,9.6,3.2,-2.5,-0.1,0.611,0.6,1.2,0.517,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,1.9,0.0
DeJuan Blair,PF,24,1214.0,0.534,15.6,3.0,2.5,0.9,21.0,110.0,105.0,17.3,0.557,17.5,8.9,19.6,3.4,0.6,0.8,0.534,1.0,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,5.0,0.0
Steve Blake,PG,33,1498.0,0.377,5.2,10.1,1.8,0.3,12.4,103.0,109.0,11.0,0.508,5.7,28.8,13.8,1.8,-1.6,0.2,0.489,0.6,0.8,0.767,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,6.4,0.0
Andray Blatche,PF,27,1618.0,0.47600000000000003,12.7,3.6,2.4,1.2,26.6,104.0,105.0,18.8,0.532,14.4,12.8,25.6,3.7,0.1,0.8,0.48700000000000004,2.2,3.0,0.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,9.2,0.0
Eric Bledsoe,PG,24,1416.0,0.47700000000000004,7.2,8.3,2.4,0.5,27.0,110.0,106.0,19.6,0.578,8.0,27.0,24.9,4.1,2.9,1.8,0.522,4.3,5.5,0.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,12.9,0.0
Andrew Bogut,C,29,1769.0,0.627,18.9,3.2,1.3,3.4,13.9,115.0,96.0,17.0,0.61,20.7,9.3,12.4,6.5,4.4,2.8,0.627,0.3,1.0,0.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,5.6,0.0
Trevor Booker,PF,26,1553.0,0.551,12.6,2.1,1.4,1.5,16.3,114.0,104.0,15.0,0.563,14.1,6.3,14.4,4.3,0.2,0.8,0.551,0.7,1.1,0.618,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,5.6,0.0
Carlos Boozer,PF,32,2141.0,0.456,15.7,2.9,1.3,0.5,25.9,95.0,98.0,14.4,0.489,16.8,10.9,26.3,3.4,-3.4,-0.7,0.456,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,12.9,0.0
Chris Bosh,C,29,2531.0,0.516,10.9,1.8,1.7,1.6,26.6,112.0,104.0,19.0,0.597,13.0,5.8,22.6,8.0,0.5,1.6,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,12.1,0.0
Avery Bradley,SG,23,1855.0,0.43799999999999994,6.3,2.4,1.7,0.3,24.7,100.0,109.0,12.7,0.51,6.9,8.1,23.2,1.8,-2.5,-0.2,0.485,1.5,1.9,0.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9,13.8,0.0
Elton Brand,C,34,1414.0,0.539,12.9,2.7,1.4,3.2,15.0,110.0,103.0,14.0,0.561,14.8,8.1,13.9,3.6,0.5,0.9,0.539,0.8,1.3,0.649,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7,4.5,0.0
Corey Brewer,SF,27,2609.0,0.48100000000000004,3.9,2.6,2.9,0.6,18.9,108.0,107.0,12.7,0.55,4.3,7.9,16.5,5.2,1.7,2.4,0.517,2.0,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,10.0,0.0
Aaron Brooks,PG,29,1557.0,0.401,4.4,7.4,1.6,0.4,20.4,105.0,110.0,12.5,0.518,4.9,23.3,20.5,2.2,-1.5,0.2,0.484,1.2,1.3,0.8740000000000001,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,8.1,0.0
Trey Burke,PG,21,2262.0,0.38,4.8,9.2,1.0,0.1,20.8,101.0,115.0,12.6,0.473,5.3,29.4,21.8,0.9,-2.5,-0.3,0.442,1.5,1.6,0.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1,12.8,12.8,0.0
Alec Burks,SG,22,2193.0,0.457,6.2,5.1,1.7,0.3,26.1,106.0,113.0,15.8,0.547,6.8,16.9,23.9,3.2,-1.2,0.5,0.48700000000000004,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14.0,10.7,0.0
Caron Butler,SF,33,1419.0,0.39399999999999996,8.3,3.0,1.7,0.6,21.3,102.0,108.0,12.2,0.512,9.2,9.6,20.1,1.8,-2.1,0.0,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,9.6,0.0
Jimmy Butler,SG,24,2591.0,0.397,6.8,3.6,2.6,0.7,18.0,108.0,100.0,13.5,0.522,7.2,11.1,16.8,7.1,2.4,2.9,0.446,3.9,5.0,0.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6,13.1,10.3,0.0
Will Bynum,PG,31,1054.0,0.428,4.7,10.4,1.9,0.3,23.3,102.0,112.0,14.4,0.502,5.1,32.5,23.8,1.0,-3.5,-0.4,0.451,1.7,2.2,0.802,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,8.7,7.7,0.0
Nick Calathes,SG,24,1173.0,0.457,6.2,9.4,3.0,0.4,15.8,97.0,104.0,12.3,0.506,6.9,26.5,17.5,1.5,-1.1,0.3,0.48700000000000004,0.6,1.0,0.611,0.3,1.6,1.9,2.9,0.9,0.1,1.4,1.6,4.9,4.4,0.0
José Calderón,PG,32,2468.0,0.456,4.0,7.8,1.4,0.2,19.2,120.0,112.0,15.2,0.596,4.5,22.4,16.2,6.3,1.3,2.1,0.584,0.6,0.8,0.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,11.4,9.2,0.0
Kentavious Caldwell-Pope,SG,20,1583.0,0.396,5.0,1.8,2.4,0.4,15.0,106.0,111.0,9.4,0.483,5.4,5.0,13.9,1.8,-2.1,0.0,0.46,0.6,0.8,0.77,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9,5.8,0.0
DeMarre Carroll,SF,27,2341.0,0.47,8.7,2.9,2.3,0.5,17.6,113.0,106.0,13.9,0.575,10.0,8.9,15.2,5.8,2.1,2.4,0.546,1.5,1.9,0.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,8.8,0.0
Vince Carter,SG,37,1973.0,0.40700000000000003,7.4,5.5,1.6,0.9,25.1,109.0,110.0,15.9,0.539,8.3,16.5,23.1,4.3,1.1,1.6,0.49700000000000005,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,10.0,0.0
Michael Carter-Williams,PG,22,2414.0,0.405,8.8,8.8,2.6,0.9,23.4,96.0,108.0,15.5,0.48,9.8,30.2,25.7,1.3,-0.2,1.1,0.431,3.7,5.2,0.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,15.1,0.0
Omri Casspi,PF,25,1283.0,0.42200000000000004,10.1,3.4,1.7,0.5,19.0,105.0,106.0,12.9,0.528,11.3,10.5,18.3,2.4,-0.8,0.4,0.496,1.2,1.7,0.68,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,6.9,5.8,0.0
Mario Chalmers,PG,27,2178.0,0.45399999999999996,5.2,8.6,2.9,0.4,17.3,108.0,106.0,14.0,0.5670000000000001,6.2,24.3,17.4,4.8,1.2,1.7,0.531,1.7,2.2,0.742,0.6,2.4,2.9,4.9,1.6,0.2,2.2,2.9,9.8,7.7,0.0
Tyson Chandler,C,31,1662.0,0.593,16.9,1.9,1.2,2.0,15.4,120.0,106.0,16.4,0.615,18.7,5.5,12.9,4.9,1.3,1.4,0.593,1.8,2.8,0.632,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,5.9,0.0
Wilson Chandler,SF,26,1927.0,0.41600000000000004,7.5,2.9,1.2,0.8,21.5,107.0,110.0,12.4,0.526,8.2,9.3,19.5,3.1,0.2,1.1,0.499,1.8,2.5,0.7240000000000001,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,11.9,0.0
Norris Cole,PG,25,2014.0,0.414,4.2,6.5,2.0,0.1,13.8,96.0,108.0,8.8,0.49700000000000005,5.0,17.9,15.6,1.2,-3.0,-0.5,0.474,0.6,0.8,0.779,0.2,1.7,2.0,3.0,0.9,0.1,1.5,1.9,6.4,6.1,0.0
Darren Collison,PG,26,2069.0,0.467,4.5,7.2,2.2,0.4,22.0,113.0,107.0,16.2,0.575,5.0,21.9,19.7,5.9,1.0,1.6,0.518,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4,8.7,0.0
Nick Collison,PF,33,1353.0,0.556,10.9,3.9,1.1,1.0,12.6,117.0,106.0,11.8,0.599,12.2,10.9,11.6,3.6,0.6,0.9,0.564,0.8,1.1,0.71,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2,3.0,0.0
Mike Conley,PG,26,2446.0,0.45,4.7,9.6,2.4,0.3,27.4,113.0,106.0,20.0,0.545,5.2,30.1,24.6,8.2,3.4,3.3,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9,17.2,14.1,1.0
DeMarcus Cousins,C,23,2298.0,0.496,18.4,4.6,2.4,2.0,35.7,107.0,101.0,26.1,0.555,20.4,17.8,32.7,7.9,4.7,3.9,0.496,6.1,8.4,0.726,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,16.8,0.0
Jamal Crawford,SG,33,2094.0,0.41600000000000004,3.8,5.3,1.4,0.3,30.6,110.0,109.0,17.3,0.556,4.2,17.4,27.2,5.3,0.2,1.2,0.496,4.0,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7,18.6,14.7,0.0
Jordan Crawford,SG-PG,25,1859.0,0.415,5.0,7.7,1.3,0.1,24.4,104.0,109.0,14.3,0.516,5.5,25.1,23.7,2.8,-1.8,0.1,0.47200000000000003,1.8,2.1,0.8640000000000001,0.3,1.9,2.3,3.5,0.6,0.1,1.7,1.5,11.0,9.7,0.0
Jae Crowder,SF,23,1254.0,0.439,7.9,2.5,2.4,0.9,14.6,110.0,108.0,11.9,0.551,8.9,6.7,13.2,2.3,0.6,0.8,0.524,0.6,0.8,0.754,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6,3.8,0.0
Dante Cunningham,PF,26,1635.0,0.46399999999999997,10.0,2.5,1.9,1.7,15.4,104.0,105.0,12.6,0.474,11.0,7.7,15.1,2.9,-0.1,0.8,0.46399999999999997,0.5,0.8,0.5670000000000001,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,6.3,6.3,0.0
Stephen Curry,PG,25,2846.0,0.47100000000000003,5.9,11.7,2.2,0.2,32.8,117.0,104.0,24.1,0.61,6.4,39.9,28.3,13.4,7.4,6.7,0.5660000000000001,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,17.7,66.0
Samuel Dalembert,C,32,1614.0,0.568,17.2,1.2,1.3,3.0,16.8,117.0,105.0,16.8,0.605,19.4,3.4,14.8,4.9,0.6,1.1,0.568,1.3,1.7,0.737,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6,4.7,0.0
Anthony Davis,PF,20,2358.0,0.519,14.9,2.3,2.0,4.2,30.8,119.0,104.0,26.5,0.5820000000000001,16.6,8.0,25.2,10.4,4.5,3.9,0.52,5.2,6.6,0.7909999999999999,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,15.0,0.0
Glen Davis,PF,28,1662.0,0.457,10.8,2.4,1.8,0.9,19.7,99.0,106.0,13.1,0.491,11.9,7.8,19.9,2.0,-2.5,-0.2,0.46,1.4,2.0,0.693,1.6,3.6,5.2,1.1,0.9,0.4,1.1,2.3,9.4,8.7,0.0
Matthew Dellavedova,SG,23,1271.0,0.41200000000000003,5.0,7.6,1.3,0.2,13.8,111.0,111.0,10.7,0.534,5.4,22.1,13.2,2.1,-2.1,0.0,0.508,0.5,0.7,0.792,0.4,1.3,1.7,2.6,0.5,0.1,0.8,1.7,4.7,4.1,0.0
Luol Deng,SF,28,2213.0,0.431,8.5,4.3,1.5,0.2,23.8,106.0,107.0,15.2,0.517,9.2,14.6,22.3,4.5,0.2,1.2,0.465,3.4,4.3,0.7909999999999999,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8,16.0,13.7,0.0
DeMar DeRozan,SG,24,3017.0,0.429,5.9,5.4,1.5,0.5,31.0,110.0,107.0,18.4,0.532,6.6,18.9,28.0,8.8,0.7,2.0,0.452,6.6,8.0,0.8240000000000001,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,17.8,0.0
Boris Diaw,PF,31,1974.0,0.521,8.3,5.7,1.1,0.8,18.4,109.0,104.0,14.1,0.578,9.3,16.3,17.0,4.9,1.6,1.8,0.5589999999999999,0.9,1.2,0.7390000000000001,0.9,3.2,4.1,2.8,0.6,0.4,1.5,1.8,9.1,7.3,0.0
Chris Douglas-Roberts,SF,27,1016.0,0.44,6.1,2.6,1.5,0.8,17.3,111.0,105.0,12.2,0.588,6.6,7.9,14.7,2.4,0.1,0.5,0.542,1.3,1.7,0.805,0.3,2.1,2.4,1.0,0.6,0.3,0.7,1.2,6.9,5.1,0.0
Goran Dragić,SG,27,2668.0,0.505,4.6,8.4,2.0,0.4,29.0,119.0,109.0,21.4,0.604,5.2,28.1,24.5,10.3,3.9,4.0,0.561,4.2,5.5,0.76,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,14.4,3.0
Andre Drummond,C,20,2619.0,0.623,20.7,0.7,2.0,2.5,21.1,121.0,104.0,22.6,0.599,22.3,2.2,16.7,9.9,1.6,2.4,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,9.5,0.0
Jared Dudley,SF,28,1729.0,0.43799999999999994,4.6,3.0,1.2,0.3,14.8,107.0,109.0,8.9,0.541,5.1,8.6,13.5,2.4,-0.8,0.5,0.529,0.5,0.8,0.655,0.5,1.7,2.2,1.4,0.6,0.1,0.8,2.0,6.9,6.0,0.0
Tim Duncan,C,37,2158.0,0.49,16.9,5.2,1.0,3.3,26.2,106.0,98.0,21.3,0.535,18.8,16.0,25.2,7.4,3.2,2.8,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,12.2,21.0
Mike Dunleavy,SF,33,2584.0,0.43,7.1,3.8,1.3,0.9,19.1,108.0,102.0,12.6,0.5489999999999999,7.6,12.3,17.0,6.5,0.7,1.8,0.51,1.7,2.0,0.8540000000000001,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2.0,11.3,9.4,0.0
Kevin Durant,SF,25,3122.0,0.503,9.6,7.2,1.7,1.0,41.8,123.0,104.0,29.8,0.635,10.8,26.7,33.0,19.2,8.8,8.5,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,20.8,1232.0
Monta Ellis,SG,28,3023.0,0.451,5.0,8.0,2.4,0.4,26.5,104.0,109.0,16.8,0.532,5.6,24.8,26.0,4.9,0.0,1.5,0.478,4.1,5.2,0.7879999999999999,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0,15.6,0.0
Jeremy Evans,SF,26,1209.0,0.527,13.5,1.9,1.8,2.0,17.4,114.0,109.0,16.2,0.5489999999999999,14.8,6.1,15.3,2.8,-0.1,0.6,0.527,0.8,1.1,0.68,1.8,2.9,4.7,0.7,0.6,0.7,0.6,2.1,6.1,5.0,0.0
Tyreke Evans,SF,24,2028.0,0.436,8.8,9.3,2.2,0.5,26.8,103.0,110.0,18.4,0.504,9.8,30.4,27.1,3.1,0.8,1.4,0.44799999999999995,3.3,4.3,0.7709999999999999,1.1,3.7,4.7,5.0,1.2,0.3,2.4,2.2,14.5,12.5,0.0
Kenneth Faried,PF,24,2178.0,0.545,15.4,2.2,1.6,1.6,24.6,113.0,106.0,19.8,0.573,16.9,7.5,21.3,6.5,1.2,1.8,0.545,2.5,3.9,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4,13.7,10.3,0.0
Derrick Favors,PF,22,2201.0,0.522,15.2,2.2,1.8,2.6,23.2,108.0,107.0,19.0,0.556,16.7,7.3,20.8,5.1,0.7,1.5,0.522,2.6,3.9,0.669,2.7,6.0,8.7,1.2,1.0,1.5,1.8,3.2,13.3,10.2,0.0
Raymond Felton,PG,29,2017.0,0.395,5.2,9.6,2.1,0.7,16.6,103.0,111.0,12.9,0.47600000000000003,5.7,28.1,18.2,2.2,-0.9,0.5,0.446,1.4,1.9,0.721,0.8,2.2,3.0,5.6,1.2,0.4,2.0,2.4,9.7,9.4,0.0
Derek Fisher,SG,39,1428.0,0.391,4.3,4.1,2.5,0.1,15.0,110.0,106.0,10.1,0.542,4.8,11.6,13.7,3.1,-0.5,0.5,0.512,0.7,0.9,0.775,0.1,1.4,1.5,1.4,0.9,0.0,0.6,1.9,5.2,4.5,0.0
Evan Fournier,SG,21,1503.0,0.419,6.6,3.6,1.1,0.2,20.8,101.0,111.0,10.3,0.5329999999999999,7.3,11.6,19.7,1.4,-2.5,-0.2,0.501,1.2,1.6,0.7559999999999999,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,8.4,7.2,0.0
Randy Foye,SG,30,2485.0,0.413,4.6,5.7,1.3,0.8,21.0,110.0,111.0,13.3,0.5579999999999999,5.0,17.7,18.8,4.6,0.9,1.8,0.521,1.9,2.3,0.8490000000000001,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2,10.8,0.0
Channing Frye,PF,30,2312.0,0.43200000000000005,9.0,2.1,1.3,1.4,19.7,111.0,107.0,13.2,0.555,10.1,6.4,17.3,5.3,1.1,1.8,0.535,1.0,1.2,0.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3.0,11.1,9.5,0.0
Francisco García,SF,32,1083.0,0.401,5.6,2.9,1.2,1.5,14.5,108.0,108.0,9.3,0.521,6.3,8.6,13.5,1.8,-0.2,0.5,0.519,0.2,0.3,0.526,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,5.7,5.3,0.0
Kevin Garnett,C,37,1109.0,0.441,16.9,3.9,2.0,1.9,16.7,93.0,101.0,13.3,0.467,19.3,12.4,18.9,1.2,-1.9,0.0,0.441,0.7,0.9,0.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5,6.6,0.0
Diante Garrett,PG,25,1048.0,0.381,4.9,6.0,2.1,0.3,12.4,87.0,113.0,7.1,0.45899999999999996,5.3,17.6,15.1,-0.8,-5.2,-0.8,0.449,0.1,0.2,0.833,0.2,1.2,1.4,1.7,0.6,0.1,1.1,1.1,3.5,3.7,0.0
Marc Gasol,C,29,1970.0,0.473,11.5,5.8,1.6,2.1,23.3,108.0,102.0,18.2,0.526,12.7,17.7,21.7,5.6,2.9,2.4,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,2.5,14.6,12.1,0.0
