player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Mahmoud Abdul-Rauf,PG,21,1505.0,0.413,3.4,5.8,1.5,0.1,26.4,96.0,118.0,12.2,0.44799999999999995,3.8,19.2,27.2,-1.0,-6.1,-1.6,0.425,1.3,1.5,0.857,0.5,1.3,1.8,3.1,0.8,0.1,1.6,2.2,14.1,15.1,0.0
Mark Acres,C,28,1313.0,0.509,13.2,0.9,0.9,0.9,10.5,116.0,109.0,9.2,0.551,14.9,2.5,9.3,2.5,-1.8,0.1,0.512,1.0,1.5,0.653,2.1,3.2,5.3,0.4,0.4,0.4,0.6,3.2,4.2,3.1,0.0
Michael Adams,PG,28,2346.0,0.39399999999999996,4.6,12.5,2.6,0.1,31.5,113.0,115.0,22.3,0.53,5.2,39.4,28.5,6.3,4.4,3.8,0.45299999999999996,7.0,8.0,0.879,0.9,3.0,3.9,10.5,2.2,0.1,3.6,2.5,26.5,21.5,0.0
Mark Aguirre,SF,31,2006.0,0.462,9.7,3.6,1.2,0.5,28.7,109.0,105.0,16.7,0.526,10.7,11.6,25.7,5.5,0.7,1.4,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.6,0.3,1.6,2.7,14.2,11.7,0.0
Danny Ainge,SG,31,1710.0,0.47200000000000003,5.7,8.0,1.8,0.4,24.9,119.0,106.0,17.0,0.574,6.6,23.8,20.8,6.2,2.8,2.1,0.5429999999999999,1.4,1.7,0.826,0.6,2.0,2.6,3.6,0.8,0.2,1.3,2.4,11.1,8.9,0.0
Nick Anderson,SG,23,1971.0,0.467,9.4,2.6,1.8,1.1,24.2,104.0,108.0,15.1,0.51,10.7,8.5,22.4,3.1,-1.0,0.5,0.47700000000000004,2.5,3.7,0.6679999999999999,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,12.2,0.0
Ron Anderson,SF,32,2340.0,0.485,7.9,2.5,1.4,0.3,25.7,107.0,110.0,15.5,0.524,8.8,8.2,23.2,4.1,-2.3,-0.2,0.49,2.0,2.4,0.833,1.3,3.2,4.5,1.4,0.8,0.2,1.2,2.0,14.6,12.9,0.0
Willie Anderson,SG,24,2592.0,0.457,6.6,6.7,1.5,0.9,20.3,103.0,105.0,13.0,0.499,7.5,20.2,20.1,4.8,0.1,1.4,0.461,2.3,2.8,0.7979999999999999,0.9,3.8,4.7,4.8,1.1,0.6,2.2,3.0,14.4,13.2,0.0
B.J. Armstrong,PG,23,1731.0,0.48100000000000004,4.3,8.7,2.0,0.1,20.9,111.0,108.0,14.8,0.529,5.1,23.4,19.5,4.1,-1.8,0.1,0.493,1.2,1.4,0.8740000000000001,0.3,1.5,1.8,3.7,0.9,0.0,1.3,1.4,8.8,7.7,0.0
Thurl Bailey,PF,29,2486.0,0.45799999999999996,8.2,2.5,1.1,1.8,20.6,101.0,106.0,12.5,0.513,9.6,7.7,20.0,3.7,-1.2,0.5,0.45799999999999996,2.7,3.3,0.8079999999999999,1.2,3.7,5.0,1.5,0.6,1.1,1.6,2.0,12.4,10.6,0.0
Charles Barkley,SF,27,2498.0,0.57,13.7,5.7,2.2,0.7,37.1,123.0,106.0,28.9,0.635,15.3,20.6,29.1,13.4,9.9,7.4,0.589,7.1,9.8,0.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6,17.4,222.0
John Battle,SG,28,1863.0,0.461,4.2,5.7,1.2,0.2,28.2,112.0,114.0,16.4,0.5379999999999999,4.7,18.4,24.7,4.0,-2.4,-0.2,0.469,3.4,4.0,0.8540000000000001,0.4,1.6,2.0,2.7,0.6,0.1,1.4,1.8,13.6,10.9,0.0
Benoit Benjamin,C,26,2236.0,0.496,15.8,2.6,1.2,3.2,21.4,97.0,103.0,15.1,0.541,18.1,7.7,21.0,3.0,-1.1,0.5,0.496,3.0,4.2,0.7120000000000001,2.2,8.1,10.3,1.7,0.8,2.1,3.4,2.6,14.0,11.1,0.0
Larry Bird,SF,34,2277.0,0.45399999999999996,10.9,9.2,2.3,1.2,24.9,109.0,103.0,19.7,0.53,12.3,25.9,23.7,6.6,4.7,3.8,0.49200000000000005,2.7,3.1,0.8909999999999999,0.9,7.6,8.5,7.2,1.8,1.0,3.1,2.0,19.4,17.0,25.0
Rolando Blackman,SG,31,2965.0,0.48200000000000004,4.4,5.2,1.2,0.3,27.3,110.0,114.0,16.6,0.545,4.9,16.8,24.2,5.5,-0.6,1.1,0.49700000000000005,3.5,4.1,0.865,0.8,2.4,3.2,3.8,0.9,0.2,2.0,1.9,19.9,16.5,0.0
Mookie Blaylock,PG,23,2585.0,0.41600000000000004,4.7,8.3,3.2,0.7,19.0,97.0,107.0,13.1,0.455,5.1,25.5,20.6,2.1,-0.5,1.0,0.423,1.9,2.4,0.79,0.9,2.5,3.5,6.1,2.3,0.6,2.9,2.5,14.1,14.4,0.0
Muggsy Bogues,PG,26,2299.0,0.46,4.6,14.4,2.9,0.1,12.2,114.0,110.0,15.4,0.49700000000000005,5.4,40.2,12.8,4.8,-1.0,0.6,0.46,1.1,1.3,0.7959999999999999,0.7,2.0,2.7,8.3,1.7,0.0,1.5,2.0,7.0,6.5,0.0
Manute Bol,C,28,1522.0,0.396,11.5,0.7,0.5,8.1,5.1,80.0,102.0,8.4,0.426,12.9,1.7,7.0,1.3,-1.2,0.3,0.39899999999999997,0.3,0.5,0.585,0.8,3.5,4.3,0.2,0.2,3.0,0.8,2.2,1.9,2.0,0.0
Sam Bowie,C,29,1916.0,0.434,12.1,3.7,1.1,2.3,20.2,101.0,107.0,14.1,0.486,13.1,11.4,20.3,2.6,-0.6,0.7,0.43700000000000006,2.7,3.7,0.732,2.8,4.9,7.7,2.4,0.7,1.5,2.3,2.8,12.9,11.7,0.0
Randy Breuer,C,30,1505.0,0.45299999999999996,11.9,2.5,1.2,2.8,14.8,97.0,109.0,11.4,0.457,13.3,7.0,15.4,1.0,-3.1,-0.4,0.45299999999999996,0.5,1.1,0.44299999999999995,1.6,3.2,4.7,1.0,0.5,1.1,0.9,1.8,5.9,6.0,0.0
Frank Brickowski,PF,31,1912.0,0.527,11.1,3.4,2.2,1.1,24.6,108.0,105.0,16.4,0.578,13.3,10.6,21.9,4.7,0.6,1.3,0.527,2.6,3.3,0.7979999999999999,1.7,4.0,5.7,1.7,1.1,0.6,2.1,3.4,12.6,9.4,0.0
Chucky Brown,SF,22,1485.0,0.524,7.2,2.7,0.9,0.8,21.3,104.0,112.0,12.0,0.555,8.3,8.4,19.4,1.6,-3.4,-0.5,0.524,1.4,1.9,0.701,1.1,1.8,2.9,1.1,0.4,0.3,1.3,1.8,8.5,6.8,0.0
Dee Brown,PG,22,1945.0,0.46399999999999997,4.6,8.6,2.1,0.4,17.8,108.0,109.0,13.2,0.523,5.2,22.5,17.7,3.5,-1.3,0.3,0.47,1.7,1.9,0.873,0.5,1.7,2.2,4.2,1.0,0.2,1.7,2.0,8.7,7.5,0.0
Mike Brown,C,27,1391.0,0.45399999999999996,12.2,1.8,1.1,0.9,14.1,104.0,105.0,9.6,0.5379999999999999,14.3,4.9,14.2,2.4,-2.1,0.0,0.45399999999999996,1.6,2.2,0.742,1.3,2.8,4.1,0.6,0.4,0.3,1.0,2.0,4.8,3.5,0.0
Willie Burton,SF,22,1928.0,0.441,6.6,2.7,1.8,0.6,22.9,101.0,110.0,11.5,0.507,7.6,8.5,22.1,2.1,-2.8,-0.4,0.444,3.0,3.9,0.782,1.5,2.0,3.4,1.4,0.9,0.3,1.9,3.6,12.0,10.2,0.0
Michael Cage,C,29,2141.0,0.508,13.0,2.1,2.0,1.4,12.2,110.0,106.0,12.0,0.528,15.6,5.4,11.3,4.3,1.0,1.6,0.508,0.9,1.4,0.625,2.2,4.6,6.8,1.1,1.0,0.7,1.0,2.4,6.4,5.4,0.0
Tony Campbell,SG,28,2893.0,0.434,6.2,3.8,2.2,0.9,30.2,104.0,112.0,16.6,0.494,6.9,12.4,28.1,3.7,-0.9,0.8,0.439,4.6,5.8,0.8029999999999999,2.1,2.4,4.5,2.8,1.6,0.6,2.5,2.6,21.8,19.5,0.0
Antoine Carr,PF,29,2527.0,0.511,8.4,3.8,0.9,2.0,31.1,108.0,110.0,18.3,0.5539999999999999,9.4,14.1,27.2,5.4,0.7,1.7,0.511,3.8,5.1,0.758,2.1,3.3,5.5,2.5,0.6,1.3,2.2,4.1,20.1,15.9,0.0
