player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Kareem Abdul-Jabbar,C,36,LAL,80.0,2622.0,12.6,21.9,0.578,0.0,0.0,0.0,12.6,21.8,0.579,5.0,7.0,0.723,3.0,7.4,10.4,3.7,1.0,2.5,3.9,3.7,30.3,115.0,107.0,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,,5.9,3.1,8.9,0.163,,2.5,0.4,2.8,3.2,3.0,153.0,32.8,9.0,15.5,0.0,0.0,9.0,15.5,0.578,3.6,4.9,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,9.8,17.0,0.0,0.0,9.8,17.0,3.9,5.4,2.3,5.7,8.1,2.9,0.8,2.0,3.0,2.9,23.6
Alvan Adams,C,29,PHO,70.0,1452.0,8.8,19.0,0.462,0.0,0.1,0.0,8.8,18.8,0.465,4.3,5.2,0.825,3.8,6.6,10.4,7.1,2.4,1.0,3.8,6.4,21.8,107.0,106.0,16.6,0.513,0.006999999999999999,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,,1.5,1.8,3.3,0.109,,0.6,1.4,2.0,1.5,0.0,0.0,20.7,3.8,8.3,0.0,0.1,3.8,8.3,0.462,1.9,2.3,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,6.7,14.4,0.0,0.1,6.7,14.3,3.3,4.0,2.9,5.0,7.9,5.4,1.8,0.8,2.9,4.8,16.6
Mark Aguirre,SF,24,DAL,79.0,2900.0,15.5,29.5,0.524,0.3,0.9,0.268,15.2,28.6,0.532,7.8,10.4,0.7490000000000001,2.7,5.2,7.8,6.0,1.3,0.4,4.8,4.1,39.0,112.0,111.0,23.5,0.5720000000000001,0.032,0.35200000000000004,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,,7.0,2.0,9.0,0.149,,4.6,-1.3,3.3,3.9,0.0,28.0,36.7,11.7,22.3,0.2,0.7,11.5,21.6,0.528,5.9,7.9,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,11.5,21.9,0.2,0.7,11.3,21.2,5.8,7.7,2.0,3.8,5.8,4.4,1.0,0.3,3.5,3.1,28.9
Danny Ainge,SG,24,BOS,71.0,1154.0,6.9,15.1,0.46,0.3,0.9,0.273,6.7,14.1,0.47200000000000003,1.9,2.3,0.821,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,104.0,107.0,10.4,0.498,0.061,0.155,3.0,8.3,5.7,18.4,1.7,0.2,15.4,16.2,,0.5,1.3,1.8,0.076,,-1.0,-1.3,-2.4,-0.1,0.0,0.0,16.3,2.3,5.1,0.1,0.3,2.3,4.8,0.46799999999999997,0.6,0.8,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,5.2,11.3,0.2,0.7,5.0,10.6,1.4,1.7,0.9,2.7,3.6,5.1,1.3,0.1,2.2,4.5,12.0
Richard Anderson,PF,23,DEN,78.0,1380.0,8.6,20.1,0.426,0.1,0.6,0.158,8.5,19.5,0.435,3.7,4.7,0.773,4.3,8.5,12.8,6.1,1.4,0.9,3.4,5.8,20.9,101.0,110.0,14.6,0.47100000000000003,0.03,0.235,10.1,21.1,15.5,17.6,1.4,1.1,13.4,22.2,,0.3,1.0,1.3,0.044000000000000004,,-2.2,0.6,-1.5,0.2,0.0,0.0,17.7,3.5,8.2,0.0,0.2,3.4,7.9,0.429,1.5,1.9,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,7.1,16.6,0.1,0.5,7.0,16.1,3.0,3.9,3.5,7.0,10.6,5.0,1.2,0.7,2.8,4.8,17.3
Tiny Archibald,PG,35,MIL,46.0,1038.0,6.5,13.3,0.48700000000000004,0.2,0.9,0.222,6.3,12.5,0.506,3.1,4.8,0.634,0.8,2.9,3.6,7.6,1.6,0.0,3.7,3.7,16.2,102.0,107.0,10.6,0.526,0.065,0.36200000000000004,1.8,6.3,4.2,21.1,1.6,0.0,19.4,16.3,,0.3,1.1,1.4,0.065,,-1.2,-1.9,-3.1,-0.3,0.0,0.0,22.6,3.0,6.1,0.1,0.4,2.9,5.7,0.495,1.4,2.2,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4,4.7,9.7,0.1,0.6,4.6,9.1,2.2,3.5,0.6,2.1,2.6,5.5,1.1,0.0,2.7,2.7,11.8
John Bagley,PG,23,CLE,76.0,1712.0,7.4,17.5,0.423,0.1,0.5,0.11800000000000001,7.3,17.0,0.43200000000000005,4.5,5.7,0.7929999999999999,1.4,3.1,4.5,9.6,2.2,0.1,4.9,3.3,19.4,97.0,110.0,12.8,0.485,0.027999999999999997,0.326,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21.0,,-0.4,1.3,0.9,0.025,,-1.9,-0.9,-2.8,-0.3,0.0,0.0,22.5,3.4,8.0,0.0,0.2,3.4,7.8,0.425,2.1,2.6,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,5.4,12.8,0.0,0.4,5.4,12.4,3.3,4.2,1.0,2.3,3.3,7.0,1.6,0.1,3.6,2.4,14.2
James Bailey,PF,26,HOU,73.0,1174.0,9.9,20.2,0.491,0.0,0.0,0.0,9.9,20.1,0.49200000000000005,5.4,7.5,0.7190000000000001,4.1,7.4,11.5,3.1,1.3,1.6,3.9,7.7,25.2,105.0,107.0,15.5,0.537,0.002,0.371,9.6,17.4,13.5,9.3,1.3,1.9,14.4,23.6,,1.0,1.3,2.3,0.09300000000000001,,-1.1,-0.4,-1.5,0.1,0.0,0.0,16.1,3.5,7.1,0.0,0.0,3.5,7.1,0.491,1.9,2.6,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8,7.8,15.9,0.0,0.0,7.8,15.8,4.2,5.9,3.2,5.8,9.0,2.4,1.0,1.2,3.1,6.0,19.8
Thurl Bailey,PF,22,UTA,81.0,2009.0,6.9,13.4,0.512,0.0,0.0,,6.9,13.4,0.512,2.0,2.7,0.752,2.6,7.9,10.6,2.9,0.9,2.8,2.4,4.4,15.8,106.0,107.0,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,,1.3,2.3,3.6,0.086,,-1.8,1.6,-0.3,0.9,0.0,0.0,24.8,3.7,7.3,0.0,0.0,3.7,7.3,0.512,1.1,1.4,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,5.4,10.6,0.0,0.0,5.4,10.6,1.6,2.1,2.1,6.3,8.3,2.3,0.7,2.2,1.9,3.5,12.4
Greg Ballard,SF,29,WSB,82.0,2701.0,9.3,19.4,0.48100000000000004,0.0,0.3,0.133,9.3,19.1,0.486,3.0,3.8,0.7979999999999999,2.6,6.3,8.9,5.3,1.7,0.6,2.6,3.9,21.7,106.0,107.0,15.3,0.515,0.013999999999999999,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,,2.4,3.2,5.6,0.099,,0.3,1.0,1.2,2.2,0.0,0.0,32.9,6.2,12.9,0.0,0.2,6.2,12.8,0.48200000000000004,2.0,2.5,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5,6.8,14.1,0.0,0.2,6.8,13.9,2.2,2.8,1.9,4.6,6.5,3.9,1.3,0.5,1.9,2.9,15.8
