player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Mahmoud Abdul-Rauf,PG,25,2082.0,0.47,3.5,6.6,1.9,0.2,29.4,112.0,112.0,17.8,0.5429999999999999,3.9,23.0,25.8,5.0,-0.6,0.7,0.511,1.9,2.1,0.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0,13.8,0.0
Rafael Addison,SF,30,1776.0,0.47600000000000003,7.0,3.2,1.5,0.7,19.0,105.0,114.0,11.3,0.521,8.0,9.9,17.8,1.5,-3.4,-0.6,0.49700000000000005,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3,7.4,0.0
Danny Ainge,SG,35,1374.0,0.46,4.0,7.6,1.7,0.3,20.8,119.0,113.0,14.3,0.596,4.6,21.7,17.6,3.4,-0.4,0.6,0.552,1.4,1.8,0.8079999999999999,0.3,1.1,1.5,2.8,0.6,0.1,1.1,2.1,7.7,5.7,0.0
Victor Alexander,C,25,1237.0,0.515,11.5,2.4,1.1,1.1,19.9,102.0,111.0,12.8,0.53,13.0,7.8,18.8,1.1,-2.7,-0.2,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0,8.9,0.0
Derrick Alston,C,22,1032.0,0.465,11.2,1.7,2.0,1.8,15.3,99.0,109.0,11.6,0.48100000000000004,12.4,5.1,15.7,1.0,-2.4,-0.1,0.465,0.9,1.9,0.49200000000000005,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7,4.0,0.0
Kenny Anderson,PG,24,2689.0,0.39899999999999997,4.8,13.2,2.0,0.3,24.5,112.0,111.0,18.0,0.522,5.1,43.1,23.5,6.8,1.7,2.5,0.446,4.8,5.8,0.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6,14.3,0.0
Nick Anderson,SG,27,2588.0,0.47600000000000003,6.5,6.1,2.4,0.4,23.4,119.0,108.0,17.5,0.593,7.4,17.4,19.1,8.3,3.9,3.8,0.573,1.9,2.7,0.7040000000000001,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,12.1,0.0
B.J. Armstrong,PG,27,2577.0,0.46799999999999997,3.8,4.9,1.7,0.2,23.3,119.0,108.0,15.1,0.5770000000000001,4.3,14.7,19.0,8.1,0.2,1.4,0.528,2.5,2.8,0.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,1.9,14.0,10.9,0.0
Vincent Askew,SG,28,1721.0,0.49200000000000005,5.3,5.1,1.4,0.4,20.5,118.0,111.0,13.6,0.5770000000000001,6.2,14.8,17.4,4.6,-0.3,0.7,0.523,2.5,3.4,0.7390000000000001,0.9,1.6,2.5,2.5,0.7,0.2,1.2,2.7,9.9,7.1,0.0
Stacey Augmon,SG,26,2362.0,0.45299999999999996,8.3,4.5,2.3,1.1,23.8,106.0,106.0,16.0,0.512,9.1,14.3,22.7,5.1,0.4,1.4,0.457,3.3,4.6,0.728,2.1,2.8,4.8,2.6,1.3,0.6,2.0,2.1,13.9,11.5,0.0
Anthony Avent,PF,25,1066.0,0.43,13.9,1.9,1.3,2.4,12.2,100.0,105.0,9.8,0.466,15.7,5.0,13.3,1.5,-2.7,-0.2,0.43,0.7,1.1,0.64,1.4,2.8,4.1,0.6,0.4,0.7,0.7,2.4,3.6,3.4,0.0
Vin Baker,PF,23,3361.0,0.483,13.0,4.6,1.3,1.8,22.4,106.0,109.0,16.6,0.511,15.1,15.1,21.6,5.8,1.6,3.1,0.486,3.1,5.3,0.593,3.5,6.8,10.3,3.6,1.0,1.4,2.7,3.4,17.7,15.0,0.0
Charles Barkley,PF,31,2382.0,0.486,15.9,5.8,2.3,0.9,32.8,119.0,105.0,25.2,0.5720000000000001,18.2,18.9,27.5,10.6,6.4,5.1,0.518,5.6,7.5,0.748,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0,16.8,96.0
Dana Barros,PG,27,3318.0,0.49,4.4,9.8,2.4,0.1,26.8,124.0,111.0,20.9,0.632,4.8,32.6,21.2,12.7,4.3,5.3,0.575,4.2,4.7,0.899,0.3,3.0,3.3,7.5,1.8,0.0,3.0,1.9,20.6,14.2,0.0
