player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Quincy Acy,PF,24,1287.0,0.45899999999999996,12.3,2.8,1.1,0.9,16.3,105.0,109.0,11.9,0.5329999999999999,13.5,8.7,15.5,1.7,-3.1,-0.3,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,4.9,0.0
Steven Adams,C,21,1771.0,0.544,14.8,1.9,1.1,2.4,15.2,108.0,104.0,14.1,0.5489999999999999,15.8,5.5,14.3,4.1,0.4,1.1,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,5.7,0.0
Arron Afflalo,SG,29,2502.0,0.424,5.0,2.6,0.8,0.1,20.8,103.0,111.0,10.7,0.5329999999999999,5.3,8.2,19.0,2.6,-1.8,0.1,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,11.3,0.0
LaMarcus Aldridge,PF,29,2512.0,0.466,14.7,2.5,1.0,1.4,33.7,108.0,102.0,22.8,0.528,15.5,9.2,30.2,8.6,0.3,1.4,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,19.9,6.0
Lavoy Allen,C,25,1070.0,0.47200000000000003,15.6,3.5,0.7,2.0,15.2,109.0,102.0,14.9,0.493,16.7,10.9,15.2,2.8,0.8,0.8,0.47200000000000003,0.5,0.7,0.7020000000000001,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,4.7,0.0
Tony Allen,SG,33,1648.0,0.495,8.9,2.7,4.1,1.0,17.1,103.0,98.0,14.6,0.528,9.7,8.1,16.6,4.1,3.3,2.2,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,7.2,0.0
Al-Farouq Aminu,SF,24,1366.0,0.41200000000000003,12.6,2.2,2.6,2.3,15.2,107.0,102.0,14.4,0.504,13.7,6.1,15.2,3.3,2.4,1.5,0.45899999999999996,1.1,1.6,0.7120000000000001,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,4.8,0.0
Chris Andersen,C,36,1132.0,0.58,13.9,2.0,1.2,2.8,14.9,121.0,103.0,16.1,0.622,15.9,6.1,12.3,3.6,1.0,0.9,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,3.5,0.0
Alan Anderson,SG,32,1744.0,0.44299999999999995,6.1,2.5,1.7,0.1,16.2,109.0,109.0,10.6,0.563,6.6,7.2,14.2,2.7,-0.5,0.6,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,5.9,0.0
Ryan Anderson,PF,26,1675.0,0.39899999999999997,9.3,1.7,1.0,0.6,26.1,109.0,110.0,15.6,0.524,10.0,5.4,23.4,3.5,-1.1,0.4,0.483,2.1,2.5,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,12.0,0.0
Giannis Antetokounmpo,SG,20,2541.0,0.491,10.9,4.2,1.5,1.7,20.7,105.0,101.0,14.8,0.552,12.2,13.1,19.6,6.2,0.5,1.6,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,9.6,0.0
Carmelo Anthony,SF,30,1428.0,0.444,9.7,4.5,1.5,0.6,35.6,106.0,110.0,21.5,0.531,10.7,18.0,32.2,2.9,1.4,1.2,0.48200000000000004,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,20.2,0.0
Pero Antić,C,32,1037.0,0.365,9.3,2.4,0.9,0.7,17.5,102.0,106.0,9.5,0.508,10.4,6.9,17.6,1.5,-2.7,-0.2,0.45299999999999996,1.4,2.0,0.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7,4.7,0.0
Trevor Ariza,SF,29,2930.0,0.402,7.8,3.5,2.6,0.3,17.8,107.0,103.0,12.7,0.539,8.6,11.1,16.5,6.6,1.9,2.9,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,11.1,0.0
Ömer Aşık,C,28,1982.0,0.517,19.8,1.9,0.8,1.4,14.8,112.0,105.0,15.5,0.545,21.4,5.4,14.0,5.0,-0.7,0.6,0.517,1.7,3.0,0.5820000000000001,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,5.4,0.0
D.J. Augustin,PG,27,1964.0,0.39899999999999997,4.2,9.2,1.3,0.1,20.2,107.0,110.0,13.9,0.527,4.4,28.2,19.8,3.4,-2.5,-0.3,0.46299999999999997,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,7.9,0.0
J.J. Barea,PG,30,1362.0,0.42,5.0,9.7,1.2,0.0,21.5,109.0,110.0,15.1,0.502,5.4,29.6,21.2,2.7,-1.5,0.2,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,7.0,0.0
Harrison Barnes,SF,22,2318.0,0.48200000000000004,9.5,2.4,1.3,0.4,17.4,116.0,104.0,13.4,0.573,10.5,6.9,14.9,6.7,1.1,1.8,0.5479999999999999,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,8.0,0.0
Matt Barnes,SF,34,2271.0,0.444,6.7,2.5,1.5,1.1,17.1,108.0,107.0,11.3,0.574,7.5,7.2,14.9,4.3,1.6,2.1,0.5529999999999999,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,8.2,0.0
Brandon Bass,PF,29,1929.0,0.504,10.3,2.7,1.1,0.8,22.5,112.0,106.0,16.3,0.557,11.3,8.6,19.5,5.3,-0.5,0.7,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,8.3,0.0
Nicolas Batum,SF,26,2380.0,0.4,8.9,7.3,1.7,0.9,14.2,106.0,103.0,13.1,0.516,9.4,20.5,14.6,5.2,3.1,3.1,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,8.5,0.0
Jerryd Bayless,PG,26,1717.0,0.426,6.3,6.9,1.8,0.4,17.8,99.0,104.0,11.1,0.519,7.0,21.0,18.6,2.4,-2.6,-0.3,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,6.7,0.0
