player,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Quincy Acy,0.4317343173431734,0.6464788732394366,0.5394736842105263,0.1879194630872483,0.26829268292682934,0.15789473684210525,0.39659367396593675,0.7894736842105263,0.9478260869565217,0.38636363636363635,0.7625178826895563,0.531496062992126,0.18354430379746833,0.40364583333333337,0.10365853658536586,-0.2818181818181818,-0.03797468354430379,0.6835443037974683,0.125,0.13725490196078433,0.8577680525164114,0.22641509433962265,0.32673267326732675,0.29333333333333333,0.09803921568627452,0.1739130434782609,0.10344827586206896,0.20454545454545453,0.5365853658536587,0.2099644128113879,0.0
Steven Adams,0.5940959409594095,0.7661971830985916,0.6491228070175439,0.12751677852348992,0.26829268292682934,0.42105263157894735,0.36982968369829683,0.8120300751879699,0.9043478260869565,0.45779220779220775,0.7854077253218883,0.6220472440944883,0.1160337552742616,0.37239583333333337,0.25,0.03636363636363637,0.13924050632911392,0.7651195499296766,0.17045454545454544,0.28431372549019607,0.5492341356673961,0.5283018867924528,0.4554455445544554,0.5,0.08823529411764706,0.2173913043478261,0.41379310344827586,0.3181818181818181,0.7804878048780489,0.27402135231316727,0.0
Arron Afflalo,0.8393156658839316,0.5971830985915493,0.21929824561403508,0.174496644295302,0.19512195121951223,0.017543859649122806,0.5060827250608273,0.7744360902255639,0.9652173913043478,0.3474025974025974,0.7625178826895563,0.20866141732283466,0.1729957805907173,0.4947916666666667,0.1585365853658537,-0.16363636363636364,0.012658227848101266,0.6905766526019691,0.23863636363636362,0.2450980392156863,0.9223194748358862,0.05660377358490566,0.2772277227722772,0.21333333333333335,0.16666666666666669,0.2173913043478261,0.034482758620689655,0.3409090909090909,0.5121951219512195,0.47330960854092524,0.0
LaMarcus Aldridge,0.842670244884267,0.6563380281690141,0.644736842105263,0.16778523489932887,0.24390243902439027,0.24561403508771928,0.8199513381995134,0.8120300751879699,0.8869565217391304,0.7402597402597403,0.7553648068669527,0.610236220472441,0.1940928270042194,0.7864583333333334,0.524390243902439,0.02727272727272727,0.1772151898734177,0.6736990154711674,0.4886363636363636,0.5,0.924507658643326,0.4716981132075472,0.7623762376237624,0.6799999999999999,0.16666666666666669,0.30434782608695654,0.3448275862068966,0.3863636363636363,0.4390243902439025,0.8327402135231315,0.005008347245409015
Lavoy Allen,0.358939953035894,0.6647887323943663,0.6842105263157895,0.2348993288590604,0.17073170731707318,0.3508771929824561,0.36982968369829683,0.8195488721804511,0.8869565217391304,0.4837662337662338,0.7052932761087267,0.65748031496063,0.22995780590717302,0.3958333333333333,0.17073170731707318,0.07272727272727274,0.10126582278481013,0.6638537271448665,0.056818181818181816,0.06862745098039216,0.7680525164113786,0.37735849056603776,0.31683168316831684,0.33999999999999997,0.11764705882352941,0.08695652173913045,0.24137931034482757,0.13636363636363635,0.39024390243902446,0.1779359430604982,0.0
Tony Allen,0.5528346192552834,0.6971830985915494,0.39035087719298245,0.18120805369127518,1.0,0.17543859649122806,0.416058394160584,0.7744360902255639,0.8521739130434782,0.474025974025974,0.7553648068669527,0.38188976377952755,0.17088607594936708,0.43229166666666674,0.25,0.3,0.27848101265822783,0.7102672292545711,0.1477272727272727,0.19607843137254904,0.6859956236323851,0.30188679245283023,0.2772277227722772,0.29333333333333333,0.13725490196078433,0.8695652173913044,0.1724137931034483,0.3181818181818181,0.6341463414634148,0.3060498220640569,0.0
Al-Farouq Aminu,0.45823549144582354,0.5802816901408452,0.5526315789473684,0.1476510067114094,0.6341463414634148,0.40350877192982454,0.36982968369829683,0.8045112781954887,0.8869565217391304,0.4675324675324675,0.7210300429184548,0.5393700787401575,0.12869198312236285,0.3958333333333333,0.20121951219512196,0.21818181818181817,0.18987341772151897,0.6455696202531646,0.125,0.15686274509803924,0.7789934354485777,0.2830188679245283,0.3069306930693069,0.30666666666666664,0.07843137254901962,0.391304347826087,0.27586206896551724,0.15909090909090906,0.4634146341463415,0.19928825622775798,0.0
Chris Andersen,0.3797383428379738,0.8169014084507042,0.6096491228070176,0.1342281879194631,0.29268292682926833,0.49122807017543857,0.36253041362530414,0.9097744360902256,0.8956521739130435,0.5227272727272727,0.8898426323319026,0.6259842519685039,0.12869198312236285,0.32031250000000006,0.21951219512195125,0.09090909090909091,0.11392405063291139,0.8284106891701828,0.1477272727272727,0.18627450980392157,0.7297592997811816,0.24528301886792456,0.3663366336633664,0.3333333333333333,0.06862745098039216,0.1739130434782609,0.3448275862068966,0.15909090909090906,0.3658536585365854,0.1886120996441281,0.0
Alan Anderson,0.5850385776585039,0.6239436619718309,0.2675438596491228,0.16778523489932887,0.41463414634146345,0.017543859649122806,0.3941605839416058,0.8195488721804511,0.9478260869565217,0.34415584415584416,0.8054363376251786,0.25984251968503935,0.1518987341772152,0.3697916666666667,0.16463414634146345,-0.045454545454545456,0.07594936708860758,0.739803094233474,0.125,0.13725490196078433,0.888402625820569,0.07547169811320756,0.2277227722772277,0.18666666666666665,0.10784313725490198,0.3478260869565218,0.034482758620689655,0.18181818181818182,0.48780487804878053,0.26334519572953735,0.0
Ryan Anderson,0.5618919825561892,0.5619718309859155,0.40789473684210525,0.11409395973154361,0.24390243902439027,0.10526315789473684,0.635036496350365,0.8195488721804511,0.9565217391304348,0.5064935064935064,0.7496423462088698,0.3937007874015748,0.1139240506329114,0.609375,0.2134146341463415,-0.1,0.05063291139240506,0.679324894514768,0.23863636363636362,0.2450980392156863,0.9343544857768054,0.339622641509434,0.3069306930693069,0.32,0.08823529411764706,0.2173913043478261,0.10344827586206896,0.22727272727272727,0.4634146341463415,0.48754448398576505,0.0
Giannis Antetokounmpo,0.8523985239852399,0.691549295774648,0.4780701754385965,0.28187919463087246,0.3658536585365854,0.2982456140350877,0.5036496350364963,0.7894736842105263,0.8782608695652174,0.4805194805194805,0.7896995708154506,0.48031496062992124,0.27637130801687765,0.5104166666666667,0.37804878048780494,0.045454545454545456,0.20253164556962025,0.6976090014064698,0.36363636363636365,0.4215686274509804,0.8107221006564551,0.22641509433962265,0.5445544554455446,0.44666666666666666,0.25490196078431376,0.391304347826087,0.3448275862068966,0.47727272727272724,0.7560975609756099,0.4519572953736654,0.0
Carmelo Anthony,0.4790338812479034,0.6253521126760564,0.425438596491228,0.30201342281879195,0.3658536585365854,0.10526315789473684,0.8661800486618005,0.7969924812030075,0.9565217391304348,0.698051948051948,0.7596566523605149,0.421259842519685,0.379746835443038,0.8385416666666667,0.17682926829268295,0.12727272727272726,0.15189873417721517,0.6779184247538679,0.5340909090909091,0.5784313725490197,0.8719912472647703,0.339622641509434,0.4752475247524752,0.44,0.303921568627451,0.4347826086956522,0.13793103448275862,0.5,0.5365853658536587,0.8612099644128113,0.0
Pero Antić,0.34786984233478696,0.5140845070422535,0.40789473684210525,0.1610738255033557,0.21951219512195125,0.12280701754385964,0.4257907542579075,0.7669172932330827,0.9217391304347826,0.30844155844155846,0.7267525035765379,0.40944881889763785,0.14556962025316456,0.45833333333333337,0.09146341463414635,-0.24545454545454548,-0.02531645569620253,0.6371308016877637,0.15909090909090906,0.19607843137254904,0.7822757111597374,0.169811320754717,0.20792079207920794,0.2,0.07843137254901962,0.13043478260869565,0.06896551724137931,0.18181818181818182,0.5121951219512195,0.20284697508896796,0.0
Trevor Ariza,0.9828916470982891,0.5661971830985916,0.34210526315789475,0.2348993288590604,0.6341463414634148,0.05263157894736842,0.43309002433090027,0.8045112781954887,0.8956521739130435,0.4123376623376623,0.771101573676681,0.33858267716535434,0.23417721518987342,0.4296875,0.4024390243902439,0.17272727272727273,0.36708860759493667,0.7158931082981717,0.17045454545454544,0.16666666666666669,0.9332603938730852,0.169811320754717,0.46534653465346537,0.3733333333333333,0.2450980392156863,0.8260869565217391,0.06896551724137931,0.3863636363636363,0.5609756097560976,0.4555160142348754,0.0
Ömer Aşık,0.6648775578664877,0.7281690140845071,0.868421052631579,0.12751677852348992,0.19512195121951223,0.24561403508771928,0.36009732360097324,0.8421052631578947,0.9130434782608695,0.5032467532467533,0.7796852646638054,0.84251968503937,0.1139240506329114,0.36458333333333337,0.30487804878048785,-0.06363636363636363,0.07594936708860758,0.7271448663853728,0.19318181818181815,0.29411764705882354,0.6367614879649891,0.6037735849056605,0.6534653465346535,0.6533333333333334,0.08823529411764706,0.1739130434782609,0.24137931034482757,0.2954545454545454,0.4634146341463415,0.2597864768683274,0.0
D.J. Augustin,0.6588393156658839,0.5619718309859155,0.18421052631578946,0.6174496644295301,0.3170731707317074,0.017543859649122806,0.4914841849148418,0.8045112781954887,0.9565217391304348,0.4512987012987013,0.753934191702432,0.17322834645669294,0.5949367088607594,0.515625,0.20731707317073172,-0.22727272727272727,-0.03797468354430379,0.6511954992967651,0.25,0.2450980392156863,0.949671772428884,0.03773584905660378,0.16831683168316833,0.13333333333333333,0.4215686274509804,0.2608695652173913,0.0,0.40909090909090906,0.26829268292682934,0.3380782918149466,0.0
J.J. Barea,0.45689365984568936,0.5915492957746479,0.21929824561403508,0.6510067114093959,0.29268292682926833,0.0,0.5231143552311436,0.8195488721804511,0.9565217391304348,0.49025974025974023,0.7181688125894133,0.21259842519685043,0.6244725738396625,0.5520833333333334,0.16463414634146345,-0.13636363636363635,0.02531645569620253,0.6610407876230661,0.11363636363636363,0.11764705882352941,0.8851203501094093,0.05660377358490566,0.1386138613861386,0.11333333333333333,0.33333333333333337,0.1739130434782609,0.0,0.20454545454545453,0.34146341463414637,0.2669039145907473,0.0
Harrison Barnes,0.7775914122777592,0.6788732394366198,0.41666666666666663,0.1610738255033557,0.3170731707317074,0.07017543859649122,0.42335766423357657,0.8721804511278195,0.9043478260869565,0.43506493506493504,0.8197424892703862,0.4133858267716536,0.14556962025316456,0.38802083333333337,0.4085365853658537,0.1,0.22784810126582278,0.770745428973277,0.1477272727272727,0.17647058823529413,0.787746170678337,0.2641509433962264,0.4059405940594059,0.36666666666666664,0.13725490196078433,0.30434782608695654,0.06896551724137931,0.20454545454545453,0.4390243902439025,0.35943060498220636,0.0
Matt Barnes,0.7618248909761824,0.6253521126760564,0.29385964912280704,0.16778523489932887,0.3658536585365854,0.1929824561403509,0.416058394160584,0.8120300751879699,0.9304347826086956,0.3668831168831169,0.8211731044349069,0.29527559055118113,0.1518987341772152,0.38802083333333337,0.2621951219512195,0.14545454545454548,0.26582278481012656,0.7777777777777777,0.11363636363636363,0.12745098039215688,0.8522975929978118,0.1320754716981132,0.32673267326732675,0.26666666666666666,0.14705882352941177,0.391304347826087,0.24137931034482757,0.25,0.7804878048780489,0.35943060498220636,0.0
Brandon Bass,0.6470982891647098,0.7098591549295775,0.4517543859649123,0.18120805369127518,0.26829268292682934,0.14035087719298245,0.5474452554744526,0.8421052631578947,0.9217391304347826,0.5292207792207793,0.7968526466380543,0.44488188976377957,0.18143459915611815,0.5078125,0.3231707317073171,-0.045454545454545456,0.08860759493670885,0.7172995780590717,0.23863636363636362,0.25490196078431376,0.8643326039387309,0.32075471698113206,0.31683168316831684,0.3266666666666667,0.12745098039215688,0.2173913043478261,0.13793103448275862,0.22727272727272727,0.41463414634146345,0.3772241992882562,0.0
Nicolas Batum,0.798389802079839,0.5633802816901409,0.39035087719298245,0.4899328859060402,0.41463414634146345,0.15789473684210525,0.3454987834549878,0.7969924812030075,0.8956521739130435,0.4253246753246753,0.7381974248927038,0.3700787401574803,0.43248945147679324,0.3802083333333333,0.3170731707317074,0.2818181818181818,0.3924050632911392,0.679324894514768,0.13636363636363635,0.13725490196078433,0.9376367614879649,0.169811320754717,0.49504950495049505,0.39333333333333337,0.47058823529411764,0.47826086956521746,0.20689655172413793,0.43181818181818177,0.3658536585365854,0.33451957295373663,0.0
Jerryd Bayless,0.5759812143575981,0.6,0.2763157894736842,0.46308724832214765,0.4390243902439025,0.07017543859649122,0.43309002433090027,0.7443609022556391,0.9043478260869565,0.36038961038961037,0.742489270386266,0.2755905511811024,0.44303797468354433,0.48437500000000006,0.14634146341463417,-0.23636363636363636,-0.03797468354430379,0.649789029535865,0.18181818181818182,0.17647058823529413,0.9660831509846827,0.05660377358490566,0.24752475247524752,0.18000000000000002,0.29411764705882354,0.3478260869565218,0.06896551724137931,0.3863636363636363,0.5121951219512195,0.2775800711743772,0.0
Aron Baynes,0.3763837638376384,0.7971830985915495,0.6359649122807017,0.10738255033557047,0.17073170731707318,0.17543859649122806,0.510948905109489,0.8721804511278195,0.8956521739130435,0.5162337662337663,0.8841201716738196,0.6338582677165355,0.10337552742616035,0.4635416666666667,0.2378048780487805,-0.09090909090909091,0.03797468354430379,0.7974683544303799,0.1477272727272727,0.14705882352941177,0.9463894967177242,0.30188679245283023,0.297029702970297,0.3,0.04901960784313726,0.08695652173913045,0.10344827586206896,0.20454545454545453,0.5609756097560976,0.23487544483985762,0.0
Kent Bazemore,0.4441462596444146,0.6,0.3771929824561403,0.20134228187919462,0.48780487804878053,0.22807017543859648,0.36739659367396593,0.706766917293233,0.8869565217391304,0.3149350649350649,0.7439198855507868,0.3779527559055118,0.18143459915611815,0.40364583333333337,0.09756097560975611,-0.16363636363636364,0.012658227848101266,0.70042194092827,0.09090909090909091,0.12745098039215688,0.6564551422319475,0.05660377358490566,0.26732673267326734,0.2,0.09803921568627452,0.30434782608695654,0.13793103448275862,0.22727272727272727,0.41463414634146345,0.18505338078291814,0.0
Bradley Beal,0.706809795370681,0.6014084507042254,0.25877192982456143,0.31543624161073824,0.4390243902439025,0.07017543859649122,0.5693430656934306,0.7669172932330827,0.9130434782608695,0.45454545454545453,0.7453505007153075,0.2519685039370079,0.31645569620253167,0.5859375,0.225609756097561,0.045454545454545456,0.16455696202531644,0.6877637130801688,0.23863636363636362,0.25490196078431376,0.8566739606126913,0.169811320754717,0.2871287128712871,0.2533333333333333,0.303921568627451,0.5217391304347826,0.10344827586206896,0.45454545454545453,0.5365853658536587,0.5444839857651246,0.0
Marco Belinelli,0.46561556524656156,0.5957746478873239,0.25438596491228066,0.2348993288590604,0.26829268292682934,0.017543859649122806,0.5085158150851581,0.8045112781954887,0.9217391304347826,0.4025974025974026,0.7911301859799712,0.2519685039370079,0.21729957805907174,0.48958333333333337,0.17682926829268295,-0.045454545454545456,0.06329113924050632,0.7243319268635725,0.15909090909090906,0.15686274509803924,0.9277899343544858,0.07547169811320756,0.20792079207920794,0.16666666666666666,0.14705882352941177,0.2173913043478261,0.0,0.22727272727272727,0.34146341463414637,0.32740213523131667,0.0
Patrick Beverley,0.5793357933579336,0.5394366197183098,0.2982456140350877,0.36912751677852346,0.41463414634146345,0.12280701754385964,0.3990267639902676,0.8045112781954887,0.9217391304347826,0.3668831168831169,0.7281831187410586,0.2992125984251969,0.3628691983122363,0.41927083333333337,0.2134146341463415,0.07272727272727274,0.15189873417721517,0.6919831223628693,0.09090909090909091,0.10784313725490198,0.8205689277899343,0.22641509433962265,0.297029702970297,0.28,0.33333333333333337,0.47826086956521746,0.13793103448275862,0.3409090909090909,0.8048780487804879,0.35943060498220636,0.0
