player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Mahmoud Abdul-Rauf,PG,24,2617.0,0.46,3.2,6.9,1.6,0.2,27.4,109.0,107.0,16.7,0.521,3.6,24.1,24.9,6.8,-0.6,0.9,0.47600000000000003,2.7,2.9,0.956,0.3,1.8,2.1,4.5,1.0,0.1,1.9,1.9,18.0,16.0,0.0
Michael Adams,PG,31,2337.0,0.408,3.9,10.3,2.1,0.1,18.2,108.0,114.0,14.2,0.52,4.6,29.8,18.1,3.1,-1.6,0.2,0.44799999999999995,3.2,3.9,0.83,0.5,2.1,2.6,6.9,1.4,0.1,2.4,2.0,12.1,10.0,0.0
Danny Ainge,SG,34,1555.0,0.41700000000000004,4.2,5.7,1.8,0.3,19.3,109.0,110.0,11.8,0.524,4.7,15.9,17.8,2.8,-1.3,0.3,0.49200000000000005,1.1,1.4,0.83,0.4,1.5,1.9,2.6,0.8,0.1,1.2,2.1,8.9,7.9,0.0
Victor Alexander,C,24,1318.0,0.53,11.3,2.4,1.0,1.2,22.1,105.0,108.0,14.0,0.539,12.6,7.3,20.2,2.3,-2.8,-0.3,0.532,1.0,1.9,0.527,1.7,2.8,4.5,1.0,0.4,0.5,1.2,2.4,8.7,7.3,0.0
Greg Anderson,PF,29,1624.0,0.5429999999999999,17.9,1.6,1.7,2.1,15.4,107.0,105.0,14.6,0.561,19.5,4.6,14.3,3.4,-1.1,0.4,0.545,1.1,2.0,0.5710000000000001,2.4,5.0,7.4,0.7,0.7,0.9,1.2,3.0,6.4,4.8,0.0
Kenny Anderson,PG,23,3135.0,0.41700000000000004,5.2,12.6,2.5,0.2,24.6,106.0,106.0,18.2,0.491,5.4,40.6,24.6,7.5,2.1,3.2,0.43200000000000005,4.2,5.2,0.818,1.1,2.8,3.9,9.6,1.9,0.2,3.2,2.5,18.8,16.8,0.0
Nick Anderson,SG,26,2811.0,0.478,8.5,5.3,2.4,0.6,22.9,111.0,106.0,16.9,0.5489999999999999,9.5,15.7,20.2,7.6,3.0,3.6,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,1.8,15.8,13.0,0.0
Willie Anderson,SG,27,2488.0,0.47100000000000003,5.2,7.4,1.5,1.0,20.4,109.0,107.0,14.2,0.523,5.5,21.6,19.2,5.6,0.0,1.3,0.484,1.8,2.1,0.848,0.9,2.2,3.0,4.3,0.9,0.6,1.9,2.3,11.9,10.5,0.0
Greg Anthony,PG,26,1994.0,0.39399999999999996,4.9,9.5,3.0,0.3,16.3,105.0,99.0,13.0,0.48700000000000004,5.4,27.3,17.0,5.5,1.0,1.5,0.436,1.6,2.1,0.774,0.5,1.8,2.4,4.6,1.4,0.2,1.6,2.0,7.9,7.1,0.0
B.J. Armstrong,PG,26,2770.0,0.47600000000000003,3.2,6.1,1.5,0.2,22.9,113.0,107.0,14.5,0.547,3.6,18.0,19.8,7.5,-0.9,0.8,0.505,2.4,2.8,0.855,0.3,1.7,2.1,3.9,1.0,0.1,1.6,1.8,14.8,12.3,0.0
Vincent Askew,SG,27,1690.0,0.48100000000000004,5.5,5.8,2.2,0.6,21.7,118.0,105.0,15.9,0.551,6.5,16.8,18.5,6.0,0.6,1.1,0.48700000000000004,2.2,2.6,0.8290000000000001,0.8,1.6,2.3,2.4,0.9,0.2,0.9,1.8,9.1,7.1,0.0
