player,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Álex Abrines,0.3747521480502313,0.5993930197268589,0.2109704641350211,0.08053691275167785,0.4857142857142857,0.10810810810810811,0.3640661938534279,0.8992248062015504,0.9401709401709402,0.30201342281879195,0.8400000000000001,0.2113207547169811,0.06827309236947791,0.35180055401662047,0.14285714285714288,-0.2018348623853211,-0.011235955056179775,0.8181818181818182,0.0574712643678161,0.0594059405940594,0.9207383279044518,0.058823529411764705,0.11009174311926605,0.09375,0.038834951456310676,0.20833333333333334,0.038461538461538464,0.06,0.4473684210526316,0.15460526315789475,0.0
Quincy Acy,0.4491077329808328,0.5402124430955995,0.3881856540084388,0.1342281879194631,0.34285714285714286,0.27027027027027023,0.3475177304964539,0.7674418604651163,0.9401709401709402,0.2751677852348993,0.7777777777777778,0.37735849056603776,0.12048192771084339,0.3988919667590028,0.06493506493506493,-0.2018348623853211,-0.011235955056179775,0.7515151515151515,0.08045977011494253,0.08910891089108912,0.8870792616720957,0.11764705882352941,0.28440366972477066,0.23125,0.07766990291262135,0.20833333333333334,0.15384615384615385,0.18,0.5526315789473685,0.19407894736842107,0.0
Steven Adams,0.8218770654329147,0.9544764795144157,0.5780590717299577,0.12080536912751678,0.5142857142857143,0.43243243243243246,0.49881796690307334,0.9689922480620154,0.9145299145299145,0.6912751677852349,0.9333333333333332,0.5773584905660377,0.11044176706827309,0.46260387811634346,0.6298701298701298,0.3027522935779816,0.37078651685393255,0.953030303030303,0.24137931034482762,0.37623762376237624,0.6069489685124864,1.0,0.36697247706422015,0.5625,0.11650485436893203,0.5,0.3846153846153846,0.33999999999999997,0.7368421052631579,0.45723684210526316,0.0
Bam Adebayo,0.4520819563780568,0.7769347496206374,0.5907172995780591,0.2483221476510067,0.34285714285714286,0.4054054054054054,0.4137115839243499,0.8992248062015504,0.8974358974358975,0.5268456375838926,0.8444444444444443,0.5886792452830188,0.22088353413654618,0.4404432132963989,0.2727272727272727,0.01834862385321101,0.0898876404494382,0.7757575757575758,0.21839080459770116,0.25742574257425743,0.7828447339847991,0.33333333333333337,0.34862385321100914,0.34375,0.14563106796116504,0.20833333333333334,0.23076923076923075,0.2,0.5263157894736842,0.22697368421052633,0.0
LaMarcus Aldridge,0.8291473892927957,0.7738998482549317,0.5400843881856541,0.2080536912751678,0.2571428571428572,0.48648648648648646,0.8250591016548463,0.9147286821705426,0.8974358974358975,0.8389261744966443,0.8444444444444443,0.5283018867924528,0.22690763052208837,0.8060941828254847,0.7077922077922078,0.3027522935779816,0.37078651685393255,0.7878787878787878,0.5172413793103449,0.5247524752475248,0.9087947882736158,0.6470588235294118,0.47706422018348627,0.53125,0.1941747572815534,0.25,0.4615384615384615,0.3,0.5526315789473685,0.7598684210526316,0.0062176165803108805
Jarrett Allen,0.47620621282220754,0.8937784522003034,0.5527426160337553,0.11409395973154361,0.2571428571428572,0.8108108108108107,0.4680851063829788,0.9224806201550387,0.9230769230769231,0.587248322147651,0.9422222222222222,0.539622641509434,0.10843373493975905,0.4515235457063712,0.2727272727272727,0.01834862385321101,0.0898876404494382,0.903030303030303,0.18390804597701152,0.19801980198019803,0.8425624321389793,0.3921568627450981,0.3119266055045871,0.3375,0.06796116504854369,0.16666666666666669,0.4615384615384615,0.22000000000000003,0.5263157894736842,0.26973684210526316,0.0
Al-Farouq Aminu,0.6847323198942499,0.5993930197268589,0.5316455696202531,0.1342281879194631,0.5428571428571428,0.27027027027027023,0.36643026004728135,0.813953488372093,0.8888888888888888,0.40268456375838924,0.7733333333333333,0.5207547169811321,0.11646586345381527,0.4099722991689751,0.2727272727272727,0.10091743119266056,0.1797752808988764,0.7621212121212121,0.10344827586206898,0.1188118811881188,0.8013029315960912,0.27450980392156865,0.5688073394495413,0.475,0.11650485436893203,0.45833333333333337,0.23076923076923075,0.22000000000000003,0.5263157894736842,0.305921052631579,0.0
Kyle Anderson,0.6536682088565764,0.7996965098634294,0.42616033755274263,0.348993288590604,0.8285714285714285,0.4054054054054054,0.35224586288416077,0.8837209302325582,0.8632478632478633,0.5335570469798657,0.8622222222222222,0.41886792452830185,0.29518072289156627,0.3739612188365651,0.4025974025974026,0.37614678899082565,0.33707865168539325,0.8318181818181817,0.16091954022988506,0.19801980198019803,0.7730727470141152,0.21568627450980396,0.3853211009174312,0.3375,0.2621359223300971,0.6666666666666667,0.3076923076923077,0.26,0.39473684210526316,0.2598684210526316,0.0
Ryan Anderson,0.5700594844679445,0.6540212443095599,0.3966244725738397,0.11409395973154361,0.19999999999999998,0.16216216216216214,0.41607565011820336,0.937984496124031,0.9316239316239316,0.4228187919463087,0.8770370370370371,0.4075471698113208,0.10240963855421686,0.3988919667590028,0.3116883116883117,0.01834862385321101,0.11235955056179775,0.8606060606060605,0.12643678160919541,0.1386138613861386,0.8403908794788274,0.27450980392156865,0.3302752293577982,0.3125,0.08737864077669903,0.16666666666666669,0.11538461538461538,0.12,0.5,0.305921052631579,0.0
Giannis Antetokounmpo,0.9107732980832782,0.802731411229135,0.5738396624472574,0.436241610738255,0.5714285714285714,0.5135135135135135,0.8605200945626478,0.8992248062015504,0.905982905982906,0.9161073825503355,0.8859259259259258,0.6037735849056604,0.47590361445783136,0.8642659279778393,0.7727272727272727,0.5321100917431192,0.6067415730337079,0.8257575757575758,0.7471264367816093,0.8415841584158417,0.8251900108577633,0.411764705882353,0.7339449541284403,0.625,0.4660194174757281,0.625,0.5384615384615384,0.6,0.8157894736842106,0.8848684210526315,0.07772020725388601
Carmelo Anthony,0.8265036351619299,0.613050075872534,0.379746835443038,0.1342281879194631,0.2571428571428572,0.27027027027027023,0.591016548463357,0.8062015503875969,0.9316239316239316,0.42617449664429524,0.7451851851851852,0.37735849056603776,0.13052208835341367,0.6426592797783933,0.24025974025974026,-0.34862385321100914,-0.12359550561797754,0.7212121212121212,0.21839080459770116,0.24752475247524752,0.8327904451682954,0.17647058823529413,0.44954128440366975,0.3625,0.1262135922330097,0.25,0.23076923076923075,0.26,0.6578947368421053,0.5328947368421053,0.0
OG Anunoby,0.4894249834765367,0.7147192716236722,0.2573839662447257,0.12080536912751678,0.4857142857142857,0.13513513513513511,0.34515366430260047,0.875968992248062,0.9230769230769231,0.33557046979865773,0.8696296296296296,0.2641509433962264,0.10040160642570281,0.34349030470914127,0.19480519480519481,0.055045871559633024,0.11235955056179775,0.8742424242424243,0.0574712643678161,0.07920792079207921,0.6829533116178068,0.11764705882352941,0.17431192660550457,0.15625,0.06796116504854369,0.2916666666666667,0.07692307692307693,0.12,0.4736842105263158,0.19407894736842107,0.0
Trevor Ariza,0.7498347653668209,0.6251896813353566,0.27004219409282704,0.15436241610738252,0.6,0.08108108108108107,0.40189125295508277,0.8837209302325582,0.9145299145299145,0.39597315436241615,0.8400000000000001,0.27547169811320754,0.13654618473895583,0.3988919667590028,0.34415584415584416,0.13761467889908258,0.2247191011235955,0.8212121212121213,0.12643678160919541,0.12871287128712872,0.9272529858849079,0.09803921568627452,0.35779816513761464,0.275,0.1553398058252427,0.625,0.07692307692307693,0.16,0.5263157894736842,0.3848684210526316,0.0
D.J. Augustin,0.5816259087904825,0.6858877086494689,0.189873417721519,0.5369127516778524,0.42857142857142855,0.0,0.5035460992907802,0.8992248062015504,0.9743589743589743,0.5167785234899329,0.911111111111111,0.18867924528301888,0.4899598393574297,0.5152354570637119,0.2662337662337662,-0.08256880733944955,0.056179775280898875,0.843939393939394,0.25287356321839083,0.24752475247524752,0.9424538545059719,0.07843137254901962,0.15596330275229356,0.13125,0.3689320388349514,0.2916666666666667,0.0,0.32,0.34210526315789475,0.3355263157894737,0.0
Lonzo Ball,0.5882352941176471,0.5462822458270106,0.4092827004219409,0.6778523489932885,0.6857142857142857,0.3243243243243243,0.33569739952718675,0.751937984496124,0.905982905982906,0.41946308724832215,0.6577777777777778,0.4075471698113208,0.5863453815261045,0.48199445983379496,0.12987012987012986,0.15596330275229356,0.19101123595505617,0.6666666666666666,0.06896551724137931,0.1386138613861386,0.489685124864278,0.25490196078431376,0.5137614678899082,0.43125,0.6990291262135923,0.7083333333333334,0.3076923076923077,0.52,0.6052631578947368,0.3355263157894737,0.0
J.J. Barea,0.5297422339722406,0.6661608497723823,0.26582278481012656,0.9127516778523489,0.31428571428571433,0.02702702702702703,0.5933806146572105,0.8449612403100775,0.9572649572649573,0.5973154362416108,0.8074074074074075,0.2641509433962264,0.9056224899598394,0.6897506925207756,0.21428571428571427,0.009174311926605505,0.0898876404494382,0.7909090909090909,0.13793103448275862,0.1485148514851485,0.8512486427795874,0.03921568627450981,0.24770642201834864,0.18125,0.6116504854368932,0.20833333333333334,0.0,0.42000000000000004,0.3157894736842105,0.3815789473684211,0.0
Harrison Barnes,0.8704560475875743,0.6752655538694993,0.3755274261603376,0.19463087248322147,0.2571428571428572,0.08108108108108107,0.6548463356973996,0.813953488372093,0.9487179487179487,0.5302013422818792,0.7985185185185185,0.3735849056603774,0.1987951807228916,0.6980609418282548,0.24675324675324672,-0.1926605504587156,-0.011235955056179775,0.7484848484848484,0.39080459770114945,0.4059405940594059,0.8979370249728558,0.19607843137254904,0.4678899082568807,0.38125,0.1941747572815534,0.25,0.07692307692307693,0.3,0.3157894736842105,0.6217105263157895,0.0
