player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Kareem Abdul-Jabbar,C,34,0.7878163625662155,0.8880368098159508,0.6609195402298851,0.25,0.275,0.5217391304347826,0.7452830188679246,0.9354838709677419,0.896551724137931,0.8731343283582089,0.866096866096866,0.6666666666666666,0.28674698795180725,0.7314285714285714,0.6948051948051948,0.5180722891566264,0.5384615384615385,0.8866768759571209,0.5125,0.5686274509803921,0.7766776677667766,0.3333333333333333,0.6464646464646465,0.5918367346938775,0.3125,0.2962962962962963,0.8709677419354839,0.7142857142857143,0.6041666666666666,0.739938080495356,0.0611439842209073
Alvan Adams,C,27,0.7042377869334903,0.7576687116564417,0.67816091954023,0.46153846153846156,0.575,0.2318840579710145,0.5683962264150944,0.8548387096774194,0.853448275862069,0.6940298507462687,0.7535612535612535,0.6766169154228855,0.5325301204819277,0.6514285714285715,0.4675324675324675,0.4457831325301205,0.44871794871794873,0.7565084226646248,0.2875,0.28431372549019607,0.8591859185918591,0.24637681159420288,0.5757575757575758,0.5034013605442177,0.46875,0.5185185185185185,0.3225806451612903,0.5952380952380952,0.7083333333333334,0.4674922600619195,0.0
Mark Aguirre,SF,22,0.4320188346085933,0.7131901840490797,0.47701149425287365,0.3461538461538462,0.3,0.10144927536231883,0.7476415094339622,0.8225806451612904,0.9568965517241379,0.6455223880597015,0.7321937321937322,0.48258706467661683,0.44819277108433736,0.8514285714285714,0.12337662337662336,0.012048192771084336,0.10256410256410257,0.7350689127105665,0.4125,0.47058823529411764,0.7480748074807481,0.24637681159420288,0.31313131313131315,0.33333333333333337,0.33333333333333337,0.25925925925925924,0.12903225806451613,0.6190476190476191,0.625,0.5789473684210527,0.0
Tiny Archibald,PG,33,0.6377280753384343,0.7239263803680982,0.14367816091954025,0.7564102564102565,0.275,0.014492753623188406,0.4410377358490566,0.9032258064516129,0.9396551724137931,0.5335820895522388,0.7720797720797721,0.1442786069651741,0.7686746987951807,0.5114285714285713,0.33766233766233766,-0.3012048192771084,-0.025641025641025644,0.7304747320061256,0.4375,0.45098039215686275,0.8217821782178217,0.057971014492753624,0.13131313131313133,0.11564625850340136,0.8333333333333334,0.2962962962962963,0.0,0.6190476190476191,0.3958333333333333,0.39009287925696595,0.0
James Bailey,PF,24,0.4320188346085933,0.7929447852760736,0.7183908045977012,0.13461538461538464,0.325,0.37681159420289856,0.49528301886792453,0.7983870967741935,0.8620689655172413,0.4962686567164179,0.7777777777777778,0.7462686567164178,0.15180722891566265,0.5800000000000001,0.1883116883116883,-0.18072289156626503,0.025641025641025644,0.7917304747320061,0.225,0.28431372549019607,0.6732673267326732,0.2318840579710145,0.3434343434343434,0.3469387755102041,0.08333333333333334,0.18518518518518517,0.3548387096774194,0.42857142857142855,0.7291666666666667,0.26625386996904027,0.0
Greg Ballard,SF,27,0.8669805768098882,0.7285276073619631,0.5977011494252874,0.26282051282051283,0.55,0.057971014492753624,0.5754716981132075,0.8790322580645161,0.8706896551724138,0.6679104477611939,0.7393162393162392,0.5820895522388059,0.3156626506024096,0.6285714285714286,0.6103896103896104,0.4216867469879518,0.5256410256410257,0.7335375191424195,0.375,0.35294117647058826,0.913091309130913,0.24637681159420288,0.6363636363636364,0.54421768707483,0.33333333333333337,0.6296296296296295,0.0967741935483871,0.35714285714285715,0.5416666666666667,0.5820433436532508,0.0
Gene Banks,SF,22,0.5002942907592701,0.7315950920245399,0.6494252873563219,0.25641025641025644,0.375,0.07246376811594203,0.4976415094339623,0.8709677419354839,0.9310344827586207,0.5485074626865671,0.7336182336182335,0.6467661691542288,0.27710843373493976,0.5685714285714285,0.22727272727272727,0.03614457831325301,0.12820512820512822,0.7304747320061256,0.225,0.26470588235294124,0.7524752475247525,0.2898550724637681,0.32323232323232326,0.3469387755102041,0.1875,0.25925925925925924,0.06451612903225806,0.30952380952380953,0.5208333333333334,0.29721362229102166,0.0
Mike Bantom,SF,30,0.5932901706886404,0.7193251533742331,0.6034482758620691,0.1730769230769231,0.375,0.21739130434782608,0.4716981132075472,0.7983870967741935,0.896551724137931,0.47388059701492535,0.7193732193732193,0.6019900497512437,0.19518072289156627,0.5771428571428571,0.1883116883116883,-0.13253012048192772,0.06410256410256411,0.7212863705972435,0.25,0.3235294117647059,0.6919691969196919,0.30434782608695654,0.32323232323232326,0.3673469387755102,0.14583333333333334,0.2962962962962963,0.2258064516129032,0.42857142857142855,0.6875,0.3157894736842105,0.0
Billy Ray Bates,SG,25,0.3616833431430253,0.7254601226993864,0.24137931034482762,0.27564102564102566,0.4,0.028985507246376812,0.7617924528301886,0.8629032258064516,0.9568965517241379,0.664179104477612,0.7549857549857549,0.24378109452736318,0.3349397590361446,0.84,0.15584415584415584,-0.38554216867469876,-0.05128205128205129,0.7366003062787136,0.275,0.27450980392156865,0.8657865786578658,0.10144927536231883,0.0707070707070707,0.09523809523809523,0.15625,0.18518518518518517,0.03225806451612903,0.2857142857142857,0.27083333333333337,0.34365325077399383,0.0
Kent Benson,C,27,0.726015303119482,0.7745398773006135,0.7011494252873564,0.19230769230769232,0.3,0.2608695652173913,0.41273584905660377,0.8629032258064516,0.9051724137931034,0.5373134328358209,0.7678062678062678,0.7213930348258706,0.21204819277108436,0.46571428571428575,0.33766233766233766,0.1566265060240964,0.2692307692307693,0.776416539050536,0.2125,0.2058823529411765,0.8844884488448845,0.42028985507246375,0.5858585858585859,0.5918367346938775,0.21875000000000003,0.3333333333333333,0.41935483870967744,0.5,0.6041666666666666,0.38699690402476783,0.0
Larry Bird,PF,25,0.8602118893466745,0.7714723926380368,0.7758620689655173,0.46153846153846156,0.575,0.15942028985507248,0.6721698113207547,0.9193548387096774,0.853448275862069,0.8432835820895522,0.7934472934472935,0.7860696517412935,0.5421686746987951,0.72,0.8116883116883117,0.9036144578313252,0.8974358974358975,0.776416539050536,0.5375,0.48039215686274517,0.9493949394939494,0.37681159420289856,0.8383838383838385,0.7414965986394558,0.6041666666666666,0.7037037037037036,0.2903225806451613,0.7857142857142856,0.6666666666666667,0.7089783281733746,0.8007889546351085
Otis Birdsong,SG,26,0.3016480282519129,0.7193251533742331,0.25287356321839083,0.358974358974359,0.35,0.028985507246376812,0.5613207547169812,0.8225806451612904,0.9137931034482759,0.4962686567164179,0.6965811965811965,0.26368159203980096,0.43855421686746987,0.6685714285714285,0.1038961038961039,-0.25301204819277107,0.0,0.7182235834609494,0.25,0.33333333333333337,0.6413641364136413,0.11594202898550725,0.18181818181818182,0.17687074829931973,0.3541666666666667,0.2962962962962963,0.03225806451612903,0.4047619047619047,0.4166666666666667,0.43962848297213625,0.0
Rolando Blackman,SG,22,0.5824014125956445,0.7868098159509203,0.3620689655172414,0.16666666666666669,0.275,0.10144927536231883,0.6344339622641509,0.8951612903225806,0.9655172413793104,0.6044776119402985,0.7962962962962962,0.36318407960199,0.2,0.6485714285714286,0.2662337662337662,-0.19277108433734938,0.025641025641025644,0.787136294027565,0.325,0.33333333333333337,0.8448844884488449,0.17391304347826086,0.1919191919191919,0.2108843537414966,0.13541666666666669,0.2222222222222222,0.12903225806451613,0.3333333333333333,0.3125,0.411764705882353,0.0
Mike Bratz,PG,26,0.4755738669805768,0.6242331288343559,0.27586206896551724,0.8141025641025641,0.475,0.043478260869565216,0.42688679245283023,0.8548387096774194,0.9396551724137931,0.5298507462686567,0.7051282051282051,0.2736318407960199,0.8240963855421688,0.5428571428571428,0.17532467532467533,-0.14457831325301204,0.038461538461538464,0.686064318529862,0.1875,0.18627450980392157,0.8613861386138613,0.07246376811594203,0.16161616161616163,0.1360544217687075,0.5625000000000001,0.2962962962962963,0.03225806451612903,0.4047619047619047,0.47916666666666663,0.238390092879257,0.0
Ron Brewer,SG,26,0.6824602707474985,0.7315950920245399,0.18965517241379312,0.25,0.425,0.08695652173913043,0.6627358490566039,0.8548387096774194,0.9741379310344828,0.5932835820895522,0.7393162393162392,0.19402985074626863,0.30843373493975906,0.72,0.21428571428571427,-0.1566265060240964,0.05128205128205129,0.7350689127105665,0.3625,0.35294117647058826,0.8932893289328934,0.11594202898550725,0.15151515151515152,0.14965986394557826,0.27083333333333337,0.40740740740740744,0.12903225806451613,0.4047619047619047,0.43750000000000006,0.5820433436532508,0.0
Allan Bristow,SF,30,0.5988816951147734,0.6702453987730062,0.4655172413793104,0.6858974358974359,0.4,0.014492753623188406,0.3231132075471698,0.8467741935483871,0.9568965517241379,0.47014925373134325,0.715099715099715,0.47263681592039797,0.7060240963855422,0.4257142857142857,0.16233766233766234,-0.07228915662650602,0.08974358974358974,0.673813169984686,0.2,0.19607843137254904,0.8987898789878989,0.21739130434782608,0.27272727272727276,0.2789115646258503,0.5729166666666667,0.2962962962962963,0.03225806451612903,0.47619047619047616,0.5625000000000001,0.21671826625387,0.0
Jim Brogan,SG,23,0.3022366097704532,0.6947852760736195,0.3160919540229885,0.46153846153846156,0.575,0.08695652173913043,0.43396226415094336,0.8306451612903226,0.9827586206896551,0.48507462686567165,0.7108262108262108,0.34825870646766166,0.49638554216867475,0.5485714285714286,0.05194805194805195,-0.19277108433734938,0.012820512820512822,0.7136294027565084,0.125,0.12745098039215688,0.7986798679867986,0.14492753623188406,0.09090909090909091,0.1292517006802721,0.2604166666666667,0.2962962962962963,0.06451612903225806,0.30952380952380953,0.4166666666666667,0.19504643962848298,0.0
Michael Brooks,SF,23,0.809299587992937,0.7730061349693251,0.6149425287356322,0.26282051282051283,0.475,0.10144927536231883,0.5188679245283019,0.8709677419354839,0.9655172413793104,0.6007462686567164,0.7678062678062678,0.6716417910447761,0.2939759036144578,0.5828571428571429,0.2922077922077922,0.12048192771084336,0.2692307692307693,0.7718223583460949,0.3125,0.3235294117647059,0.8327832783278327,0.36231884057971014,0.5151515151515151,0.5170068027210885,0.3020833333333333,0.5185185185185185,0.16129032258064516,0.5714285714285714,0.7291666666666667,0.48297213622291024,0.0
Fred Brown,SG,33,0.5253090052972337,0.6978527607361963,0.21839080459770116,0.4102564102564103,0.475,0.014492753623188406,0.5849056603773585,0.8467741935483871,0.9137931034482759,0.5671641791044776,0.7136752136752136,0.21393034825870644,0.4843373493975904,0.6742857142857144,0.2532467532467532,-0.18072289156626503,0.025641025641025644,0.7197549770290964,0.175,0.15686274509803924,0.946094609460946,0.07246376811594203,0.1212121212121212,0.11564625850340136,0.3020833333333333,0.2962962962962963,0.0,0.2857142857142857,0.2916666666666667,0.34674922600619196,0.0
Rickey Brown,C,23,0.37080635668040024,0.7039877300613496,0.7873563218390804,0.04487179487179487,0.35,0.15942028985507248,0.41745283018867924,0.8145161290322581,0.9137931034482759,0.417910447761194,0.7094017094017093,0.7860696517412935,0.04819277108433735,0.5085714285714286,0.11688311688311688,-0.5542168674698794,-0.10256410256410257,0.7029096477794793,0.125,0.14705882352941177,0.7755775577557755,0.24637681159420288,0.2828282828282828,0.2993197278911565,0.020833333333333336,0.14814814814814814,0.12903225806451613,0.23809523809523808,0.625,0.17647058823529413,0.0
Joe Bryant,SF,27,0.5850500294290759,0.7453987730061349,0.37356321839080464,0.2884615384615385,0.475,0.10144927536231883,0.4976415094339623,0.8306451612903226,0.9827586206896551,0.47761194029850745,0.7777777777777778,0.40796019900497504,0.3156626506024096,0.5800000000000001,0.09740259740259741,-0.2048192771084337,0.025641025641025644,0.7534456355283309,0.325,0.3235294117647059,0.8635863586358636,0.15942028985507248,0.26262626262626265,0.25170068027210885,0.2604166666666667,0.37037037037037035,0.12903225806451613,0.5714285714285714,0.6875,0.36532507739938086,0.0
Quinn Buckner,PG,27,0.6344908769864627,0.7392638036809817,0.3218390804597701,0.46794871794871795,0.975,0.014492753623188406,0.47641509433962265,0.8145161290322581,0.8706896551724138,0.5373134328358209,0.7207977207977208,0.32835820895522383,0.5156626506024096,0.5857142857142857,0.2987012987012987,0.19277108433734938,0.25641025641025644,0.7411944869831546,0.2,0.23529411764705882,0.7205720572057206,0.15942028985507248,0.25252525252525254,0.2448979591836735,0.48958333333333337,0.9259259259259258,0.0,0.6190476190476191,0.6458333333333334,0.39938080495356043,0.0
Don Buse,PG,31,0.7442613301942319,0.6978527607361963,0.2471264367816092,0.5,0.8,0.07246376811594203,0.3608490566037736,0.9274193548387096,0.896551724137931,0.5522388059701493,0.7678062678062678,0.2388059701492537,0.5421686746987951,0.3914285714285714,0.461038961038961,0.3132530120481928,0.3717948717948718,0.77947932618683,0.15,0.14705882352941177,0.8943894389438943,0.08695652173913043,0.22222222222222224,0.1836734693877551,0.5208333333333334,0.7407407407407407,0.0967741935483871,0.2857142857142857,0.43750000000000006,0.30030959752321984,0.0
Kenny Carr,PF,26,0.566804002354326,0.7714723926380368,0.7586206896551725,0.13461538461538464,0.4,0.07246376811594203,0.5235849056603774,0.8387096774193549,0.9310344827586207,0.5485074626865671,0.7735042735042733,0.7711442786069651,0.1566265060240964,0.5885714285714286,0.1883116883116883,-0.19277108433734938,0.025641025641025644,0.7718223583460949,0.3375,0.4019607843137255,0.7216721672167216,0.3333333333333333,0.494949494949495,0.489795918367347,0.125,0.3333333333333333,0.0967741935483871,0.5,0.7083333333333334,0.3746130030959752,0.0
M.L. Carr,SF,31,0.38140082401412595,0.6901840490797546,0.3160919540229885,0.3012820512820513,0.6,0.11594202898550725,0.3915094339622642,0.8548387096774194,0.896551724137931,0.44402985074626866,0.7051282051282051,0.31840796019900497,0.3036144578313253,0.46285714285714286,0.1818181818181818,0.09638554216867469,0.11538461538461539,0.6983154670750383,0.1875,0.2058823529411765,0.7777777777777778,0.14492753623188406,0.1717171717171717,0.1836734693877551,0.23958333333333331,0.4444444444444444,0.12903225806451613,0.2619047619047619,0.5,0.25077399380804954,0.0
Joe Barry Carroll,C,23,0.7731018246027075,0.7960122699386503,0.6551724137931035,0.07692307692307693,0.3,0.3333333333333333,0.5471698113207547,0.8548387096774194,0.9137931034482759,0.5932835820895522,0.7934472934472935,0.6517412935323382,0.0819277108433735,0.5971428571428571,0.35714285714285715,-0.07228915662650602,0.11538461538461539,0.7947932618683001,0.3875,0.4215686274509804,0.8008800880088008,0.40579710144927533,0.5656565656565656,0.5646258503401361,0.08333333333333334,0.2962962962962963,0.5483870967741935,0.6428571428571429,0.7291666666666667,0.5263157894736843,0.0
Butch Carter,SG,23,0.3045909358446145,0.7177914110429447,0.21264367816091956,0.1794871794871795,0.4,0.07246376811594203,0.4905660377358491,0.8145161290322581,0.9310344827586207,0.4141791044776119,0.7279202279202278,0.20398009950248752,0.21204819277108436,0.56,0.08441558441558442,-0.45783132530120474,-0.06410256410256411,0.7320061255742726,0.1,0.08823529411764706,0.911991199119912,0.057971014492753624,0.0707070707070707,0.07482993197278913,0.08333333333333334,0.18518518518518517,0.03225806451612903,0.16666666666666666,0.3125,0.18266253869969043,0.0
Bill Cartwright,C,24,0.6062389640965273,0.8619631901840491,0.5689655172413793,0.12820512820512822,0.275,0.21739130434782608,0.5731132075471699,0.9032258064516129,0.9310344827586207,0.6082089552238806,0.8774928774928774,0.5820895522388059,0.14457831325301204,0.5771428571428571,0.3246753246753247,-0.08433734939759036,0.08974358974358974,0.8606431852986218,0.45,0.4607843137254902,0.8393839383938394,0.2318840579710145,0.42424242424242425,0.3945578231292517,0.125,0.25925925925925924,0.2903225806451613,0.5476190476190476,0.6041666666666666,0.44582043343653255,0.0
Harvey Catchings,PF,30,0.4717480871100647,0.6441717791411042,0.6149425287356322,0.1858974358974359,0.325,0.5797101449275363,0.1627358490566038,0.7419354838709677,0.8620689655172413,0.30223880597014924,0.641025641025641,0.6318407960199004,0.17349397590361446,0.2542857142857143,0.14935064935064934,0.10843373493975902,0.15384615384615385,0.6431852986217458,0.0625,0.08823529411764706,0.6534653465346534,0.2318840579710145,0.2828282828282828,0.30612244897959184,0.125,0.18518518518518517,0.5483870967741935,0.2857142857142857,0.625,0.08978328173374614,0.0
Tom Chambers,PF,22,0.7892878163625662,0.8052147239263804,0.5689655172413793,0.16666666666666669,0.25,0.11594202898550725,0.5801886792452831,0.8548387096774194,0.9827586206896551,0.5597014925373134,0.7877492877492875,0.6218905472636815,0.19036144578313255,0.64,0.21428571428571427,-0.1686746987951807,0.05128205128205129,0.8039816232771823,0.4375,0.5588235294117647,0.682068206820682,0.37681159420289856,0.4343434343434343,0.46938775510204084,0.1875,0.25925925925925924,0.1935483870967742,0.6428571428571429,0.8750000000000001,0.5325077399380805,0.0
Maurice Cheeks,PG,25,0.735138316656857,0.799079754601227,0.2701149425287357,0.8141025641025641,1.0,0.08695652173913043,0.39622641509433965,0.9274193548387096,0.8793103448275862,0.6828358208955224,0.8119658119658119,0.2786069651741293,0.8361445783132531,0.45714285714285713,0.5584415584415584,0.3975903614457831,0.4230769230769231,0.8039816232771823,0.275,0.27450980392156865,0.8547854785478548,0.08695652173913043,0.25252525252525254,0.2108843537414966,0.8750000000000001,0.9629629629629629,0.12903225806451613,0.5476190476190476,0.6458333333333334,0.34674922600619196,0.0
Don Collins,SG,23,0.4735138316656857,0.7837423312883436,0.339080459770115,0.2820512820512821,0.675,0.10144927536231883,0.5589622641509434,0.8306451612903226,0.8879310344827587,0.5634328358208955,0.7735042735042733,0.3333333333333333,0.34216867469879514,0.64,0.22077922077922077,0.18072289156626503,0.1794871794871795,0.7840735068912711,0.1875,0.2058823529411765,0.7876787678767876,0.18840579710144928,0.1212121212121212,0.17006802721088435,0.19791666666666666,0.40740740740740744,0.0967741935483871,0.4047619047619047,0.5208333333333334,0.30959752321981426,0.0
Darwin Cook,PG,23,0.6150676868746321,0.7392638036809817,0.20114942528735633,0.4551282051282051,0.825,0.07246376811594203,0.4716981132075472,0.8145161290322581,0.8879310344827587,0.5111940298507462,0.7321937321937322,0.208955223880597,0.5253012048192771,0.5714285714285714,0.2532467532467532,-0.012048192771084336,0.12820512820512822,0.7442572741194486,0.175,0.19607843137254904,0.8008800880088008,0.08695652173913043,0.13131313131313133,0.1292517006802721,0.40625,0.6666666666666666,0.0967741935483871,0.5,0.5,0.3405572755417957,0.0
Jeff Cook,PF,25,0.38198940553266625,0.647239263803681,0.6436781609195402,0.2371794871794872,0.35,0.13043478260869565,0.3419811320754717,0.7903225806451613,0.8879310344827587,0.3805970149253731,0.668091168091168,0.6368159203980099,0.24096385542168675,0.45142857142857146,0.12987012987012986,-0.24096385542168672,0.0,0.6462480857580398,0.15,0.17647058823529413,0.7304730473047305,0.21739130434782608,0.25252525252525254,0.272108843537415,0.13541666666666669,0.18518518518518517,0.0967741935483871,0.2619047619047619,0.47916666666666663,0.15789473684210525,0.0
