player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Mahmoud Abdul-Rauf,PG,21,0.4539969834087481,0.6383307573415764,0.17435897435897435,0.3068783068783069,0.3191489361702127,0.01234567901234568,0.6182669789227165,0.732824427480916,1.0,0.38607594936708856,0.6736842105263157,0.1784037558685446,0.33391304347826084,0.7906976744186046,-0.04926108374384236,-0.5648148148148148,-0.16326530612244897,0.6568778979907264,0.1566265060240964,0.13888888888888887,0.9335511982570807,0.1111111111111111,0.1326530612244898,0.13043478260869565,0.2183098591549296,0.26666666666666666,0.025641025641025644,0.4,0.5,0.4476190476190476,0.0
Mark Acres,C,28,0.396078431372549,0.7867078825347759,0.6769230769230768,0.04761904761904762,0.19148936170212766,0.11111111111111112,0.2459016393442623,0.8854961832061069,0.923728813559322,0.29113924050632906,0.8285714285714286,0.6995305164319249,0.043478260869565216,0.27034883720930236,0.12315270935960591,-0.16666666666666666,0.01020408163265306,0.7913446676970634,0.12048192771084336,0.13888888888888887,0.7113289760348585,0.4666666666666667,0.32653061224489793,0.38405797101449274,0.028169014084507046,0.13333333333333333,0.10256410256410257,0.15,0.7272727272727273,0.13333333333333333,0.0
Michael Adams,PG,28,0.7076923076923077,0.6089644513137558,0.2358974358974359,0.6613756613756614,0.5531914893617021,0.01234567901234568,0.7377049180327868,0.8625954198473282,0.9745762711864406,0.7056962025316456,0.7969924812030075,0.24413145539906103,0.6852173913043478,0.8284883720930233,0.31034482758620685,0.40740740740740744,0.38775510204081626,0.7001545595054095,0.8433734939759036,0.7407407407407407,0.9575163398692811,0.2,0.3061224489795918,0.2826086956521739,0.7394366197183099,0.7333333333333334,0.025641025641025644,0.9,0.5681818181818181,0.8412698412698413,0.0
Mark Aguirre,SF,31,0.6051282051282051,0.714064914992272,0.4974358974358974,0.1904761904761905,0.2553191489361702,0.0617283950617284,0.6721311475409836,0.8320610687022901,0.8898305084745762,0.5284810126582278,0.7909774436090226,0.5023474178403755,0.20173913043478262,0.747093023255814,0.270935960591133,0.06481481481481481,0.14285714285714285,0.7341576506955177,0.37349397590361444,0.3796296296296296,0.8246187363834423,0.37777777777777777,0.31632653061224486,0.34782608695652173,0.1267605633802817,0.19999999999999998,0.07692307692307693,0.4,0.6136363636363636,0.45079365079365075,0.0
Danny Ainge,SG,31,0.5158371040723982,0.7295208655332304,0.2923076923076923,0.4232804232804233,0.3829787234042553,0.04938271604938272,0.5831381733021077,0.9083969465648855,0.8983050847457628,0.5379746835443038,0.863157894736842,0.30985915492957744,0.41391304347826086,0.6046511627906977,0.3054187192118227,0.25925925925925924,0.21428571428571427,0.8392581143740339,0.1686746987951807,0.15740740740740738,0.8997821350762527,0.13333333333333333,0.2040816326530612,0.18840579710144928,0.2535211267605634,0.26666666666666666,0.05128205128205129,0.325,0.5454545454545454,0.35238095238095235,0.0
Nick Anderson,SG,23,0.5945701357466063,0.7217928902627512,0.48205128205128206,0.1375661375661376,0.3829787234042553,0.1358024691358025,0.5667447306791569,0.7938931297709924,0.9152542372881356,0.4778481012658228,0.7669172932330827,0.5023474178403755,0.14782608695652175,0.6511627906976744,0.15270935960591134,-0.09259259259259259,0.0510204081632653,0.7372488408037094,0.3012048192771084,0.34259259259259256,0.7276688453159041,0.2888888888888889,0.42857142857142855,0.39855072463768115,0.10563380281690142,0.3666666666666667,0.15384615384615385,0.4,0.47727272727272724,0.4476190476190476,0.0
Ron Anderson,SF,32,0.7058823529411765,0.749613601236476,0.40512820512820513,0.1322751322751323,0.2978723404255319,0.037037037037037035,0.6018735362997657,0.816793893129771,0.9322033898305084,0.49050632911392406,0.7879699248120301,0.4131455399061033,0.1426086956521739,0.6744186046511628,0.20197044334975367,-0.21296296296296294,-0.02040816326530612,0.7573415765069551,0.24096385542168672,0.2222222222222222,0.9074074074074074,0.2888888888888889,0.32653061224489793,0.32608695652173914,0.09859154929577464,0.26666666666666666,0.05128205128205129,0.3,0.45454545454545453,0.46349206349206346,0.0
Willie Anderson,SG,24,0.7819004524886878,0.7063369397217929,0.3384615384615384,0.35449735449735453,0.3191489361702127,0.11111111111111112,0.47540983606557374,0.7862595419847328,0.8898305084745762,0.4113924050632911,0.750375939849624,0.352112676056338,0.35130434782608694,0.5843023255813954,0.23645320197044334,0.009259259259259259,0.14285714285714285,0.7125193199381762,0.2771084337349397,0.25925925925925924,0.869281045751634,0.2,0.38775510204081626,0.34057971014492755,0.3380281690140845,0.3666666666666667,0.15384615384615385,0.55,0.6818181818181818,0.45714285714285713,0.0
B.J. Armstrong,PG,23,0.5221719457013575,0.7434312210200927,0.2205128205128205,0.4603174603174603,0.425531914893617,0.01234567901234568,0.48946135831381726,0.8473282442748091,0.9152542372881356,0.46835443037974683,0.7954887218045112,0.23943661971830985,0.4069565217391304,0.5668604651162791,0.20197044334975367,-0.16666666666666666,0.01020408163265306,0.7619783616692426,0.14457831325301204,0.12962962962962962,0.9520697167755994,0.06666666666666667,0.1530612244897959,0.13043478260869565,0.2605633802816902,0.3,0.0,0.325,0.3181818181818181,0.27936507936507937,0.0
Thurl Bailey,PF,29,0.7499245852187029,0.7078825347758886,0.42051282051282046,0.1322751322751323,0.23404255319148937,0.22222222222222224,0.48243559718969553,0.7709923664122137,0.8983050847457628,0.39556962025316456,0.7714285714285714,0.45070422535211263,0.13391304347826088,0.5813953488372093,0.18226600985221675,-0.1111111111111111,0.0510204081632653,0.7078825347758886,0.3253012048192771,0.3055555555555555,0.8801742919389979,0.26666666666666666,0.37755102040816324,0.36231884057971014,0.10563380281690142,0.19999999999999998,0.2820512820512821,0.4,0.45454545454545453,0.39365079365079364,0.0
