player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Shareef Abdur-Rahim,PF,26,3087.0,0.478,11.6,4.1,1.5,0.6,27.5,111.0,106.0,19.9,0.5660000000000001,12.5,14.7,24.2,9.7,1.7,2.8,0.48700000000000004,5.6,6.7,0.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,3.0,19.9,14.6,0.0
Courtney Alexander,PG,25,1360.0,0.382,4.7,3.1,1.2,0.2,20.7,96.0,106.0,9.3,0.45899999999999996,5.0,9.8,21.3,1.1,-5.5,-1.2,0.401,1.8,2.2,0.8079999999999999,0.6,1.2,1.8,1.2,0.5,0.1,1.0,1.9,7.9,7.7,0.0
Malik Allen,PF,24,2318.0,0.424,10.0,1.3,0.9,1.8,18.1,89.0,103.0,9.9,0.455,10.6,4.4,19.7,0.9,-3.9,-1.1,0.424,1.2,1.5,0.802,1.7,3.6,5.3,0.7,0.5,1.0,1.6,2.9,9.6,9.9,0.0
Ray Allen,SG,27,2880.0,0.439,7.1,6.2,1.9,0.3,31.9,111.0,108.0,21.3,0.565,7.8,21.6,27.8,9.1,3.7,4.2,0.512,4.2,4.5,0.9159999999999999,1.2,3.8,5.0,4.4,1.4,0.2,2.6,2.9,22.5,17.9,0.0
Derek Anderson,PG,28,2556.0,0.42700000000000005,5.5,6.8,1.9,0.3,22.2,115.0,105.0,16.9,0.556,6.2,20.7,19.5,8.1,2.5,2.9,0.496,3.0,3.5,0.8590000000000001,0.7,2.8,3.5,4.3,1.2,0.2,1.7,1.9,13.9,10.9,0.0
Kenny Anderson,PG,32,1135.0,0.42700000000000005,6.3,9.5,2.8,0.2,17.8,98.0,103.0,13.6,0.457,6.8,29.8,19.7,1.6,-2.1,0.0,0.428,0.7,0.9,0.789,0.5,1.7,2.2,3.2,1.0,0.1,1.2,1.7,6.1,6.3,0.0
Shandon Anderson,SF,29,1731.0,0.462,7.8,2.7,2.2,0.6,21.0,101.0,105.0,13.4,0.5529999999999999,8.6,8.3,19.6,2.7,-0.8,0.5,0.51,1.7,2.3,0.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,8.4,6.5,0.0
Gilbert Arenas,PG,21,2866.0,0.431,6.9,9.1,2.2,0.3,26.6,108.0,110.0,18.6,0.54,7.2,30.0,24.9,6.5,2.2,3.1,0.478,4.5,5.7,0.7909999999999999,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3,14.4,0.0
Darrell Armstrong,PG,34,2350.0,0.409,6.5,7.1,3.0,0.3,16.9,106.0,104.0,14.6,0.53,7.2,21.7,16.9,4.9,1.2,1.9,0.47,2.0,2.3,0.878,1.1,2.5,3.6,3.9,1.6,0.2,2.0,2.0,9.4,7.8,0.0
Chucky Atkins,PG,28,1398.0,0.361,3.8,6.9,1.1,0.2,18.3,97.0,105.0,10.1,0.475,4.1,22.4,19.4,1.5,-2.8,-0.3,0.45399999999999996,0.6,0.8,0.816,0.3,1.2,1.5,2.7,0.4,0.1,1.2,1.7,7.1,7.2,0.0
Brent Barry,SG,31,2480.0,0.45799999999999996,6.6,8.4,2.5,0.3,17.0,115.0,104.0,15.8,0.597,7.1,25.0,14.9,7.3,2.9,3.0,0.56,1.7,2.1,0.795,0.6,3.4,4.0,5.1,1.5,0.2,1.9,2.7,10.3,7.7,0.0
Jon Barry,SG,33,1473.0,0.45,6.8,7.7,2.4,0.5,20.8,116.0,100.0,17.9,0.593,7.2,25.5,17.9,5.6,3.0,1.9,0.5529999999999999,1.1,1.3,0.86,0.4,1.8,2.3,2.6,0.8,0.2,1.0,1.3,6.9,5.3,0.0
Mike Batiste,PF,25,1248.0,0.42200000000000004,10.7,2.2,1.7,0.7,20.0,96.0,107.0,12.2,0.47600000000000003,11.6,6.9,20.7,0.8,-3.9,-0.6,0.441,0.9,1.2,0.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4,6.2,0.0
Tony Battie,C,26,1683.0,0.539,13.6,1.5,1.0,2.5,15.3,119.0,100.0,15.2,0.578,14.6,5.2,12.9,5.8,-0.1,0.8,0.541,1.3,1.8,0.746,2.2,4.3,6.5,0.7,0.5,1.2,0.7,2.9,7.3,5.5,0.0
Shane Battier,SF,24,2383.0,0.483,7.5,2.3,2.2,1.9,16.4,120.0,107.0,15.0,0.597,8.1,6.8,13.2,6.2,3.6,3.4,0.5589999999999999,1.5,1.9,0.828,1.6,2.8,4.4,1.3,1.3,1.1,0.9,2.7,9.7,7.3,0.0
Raja Bell,SG,26,1173.0,0.441,6.4,2.5,2.3,0.4,10.2,101.0,104.0,7.9,0.509,6.8,6.8,10.4,1.7,-0.5,0.5,0.491,0.3,0.5,0.6759999999999999,0.6,1.3,1.9,0.8,0.7,0.1,0.6,1.8,3.1,2.8,0.0
Travis Best,PG,30,1807.0,0.396,4.4,7.7,1.3,0.2,18.2,97.0,106.0,11.2,0.473,4.7,25.7,19.4,1.8,-2.8,-0.4,0.42700000000000005,1.5,1.7,0.8540000000000001,0.4,1.7,2.0,3.5,0.6,0.1,1.5,2.4,8.4,8.1,0.0
Mike Bibby,PG,24,1835.0,0.47,4.0,7.8,2.0,0.2,24.0,109.0,103.0,17.6,0.5589999999999999,4.3,24.3,21.9,5.6,1.0,1.4,0.51,2.9,3.4,0.861,0.6,2.1,2.7,5.2,1.3,0.1,2.3,1.7,15.9,12.7,0.0
Chauncey Billups,PG,26,2327.0,0.42100000000000004,6.5,6.8,1.5,0.4,28.5,116.0,102.0,20.4,0.5820000000000001,7.0,23.7,24.1,9.9,4.2,3.7,0.506,4.3,4.9,0.878,0.5,3.2,3.7,3.9,0.9,0.2,1.8,1.8,16.2,11.8,0.0
Mark Blount,C,27,1403.0,0.43200000000000005,11.6,2.1,1.6,2.6,15.1,93.0,100.0,10.6,0.491,12.6,7.0,16.4,1.7,-3.0,-0.3,0.43200000000000005,1.2,1.7,0.727,1.4,2.4,3.8,0.7,0.5,0.8,1.3,2.3,5.0,4.3,0.0
Carlos Boozer,PF,21,2049.0,0.536,15.2,2.6,1.5,1.2,20.2,114.0,105.0,17.9,0.5770000000000001,16.6,9.3,17.1,5.9,0.2,1.1,0.536,1.8,2.4,0.7709999999999999,2.5,5.0,7.5,1.3,0.7,0.6,1.3,2.8,10.0,7.6,0.0
Bruce Bowen,SF,31,2566.0,0.466,5.0,2.3,1.4,0.9,12.1,110.0,103.0,9.1,0.563,5.4,6.8,10.7,5.1,1.5,2.3,0.5710000000000001,0.4,1.1,0.40399999999999997,0.7,2.2,2.9,1.4,0.8,0.5,0.9,2.4,7.1,5.8,0.0
Earl Boykins,PG,26,1321.0,0.429,3.4,8.5,1.5,0.2,23.1,118.0,114.0,17.6,0.5429999999999999,3.5,26.8,20.1,3.5,-2.3,-0.1,0.46,2.5,2.9,0.865,0.5,0.8,1.3,3.3,0.6,0.1,1.1,1.1,8.8,6.8,0.0
Michael Bradley,PF,23,1314.0,0.48100000000000004,16.6,2.7,0.7,1.3,13.7,100.0,107.0,12.8,0.49200000000000005,17.7,8.4,14.6,1.5,-2.6,-0.2,0.48200000000000004,0.5,1.0,0.522,2.4,3.7,6.1,1.0,0.2,0.5,1.1,1.9,5.0,4.7,0.0
Shawn Bradley,C,30,1731.0,0.536,14.3,1.6,1.9,5.1,16.3,121.0,96.0,18.3,0.601,15.1,4.6,13.6,7.4,4.3,2.8,0.536,1.7,2.2,0.8059999999999999,1.9,4.0,5.9,0.7,0.8,2.1,0.8,3.0,6.7,4.6,0.0
Elton Brand,PF,23,2454.0,0.502,15.1,3.4,1.5,3.4,24.5,109.0,103.0,21.7,0.5429999999999999,16.2,12.0,22.4,7.6,4.5,4.1,0.502,3.9,5.7,0.685,4.6,6.8,11.3,2.5,1.1,2.5,2.6,3.3,18.5,14.5,0.0
J.R. Bremer,PG,22,1503.0,0.369,5.1,5.8,1.3,0.1,18.6,106.0,105.0,12.7,0.515,5.5,19.2,17.7,3.0,-1.9,0.0,0.47700000000000004,1.3,1.7,0.7659999999999999,0.3,2.0,2.3,2.6,0.6,0.0,0.9,1.3,8.3,7.3,0.0
Kwame Brown,C,20,1773.0,0.446,13.1,1.8,1.5,2.5,18.2,96.0,102.0,13.6,0.496,14.2,5.6,18.8,2.5,-2.7,-0.3,0.446,1.8,2.7,0.6679999999999999,1.6,3.7,5.3,0.7,0.6,1.0,1.4,2.0,7.4,6.3,0.0
