player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Kareem Abdul-Jabbar,C,33,LAL,80.0,2976.0,13.1,22.9,0.574,0.0,0.0,0.0,13.1,22.9,0.574,6.6,8.7,0.7659999999999999,3.1,9.8,12.9,4.3,0.9,3.6,3.9,3.8,32.9,118.0,101.0,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,,9.6,4.6,14.3,0.23,,4.3,1.0,5.3,5.4,8.0,286.0,37.2,10.5,18.2,0.0,0.0,10.5,18.2,0.574,5.3,6.9,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,10.1,17.6,0.0,0.0,10.1,17.6,5.1,6.7,2.4,7.5,9.9,3.3,0.7,2.8,3.0,3.0,25.3
Alvan Adams,C,26,PHO,75.0,2054.0,10.2,19.4,0.526,0.0,0.0,,10.2,19.4,0.526,4.4,5.8,0.768,3.5,8.7,12.2,7.7,2.4,1.5,5.0,5.0,24.9,108.0,96.0,20.3,0.5670000000000001,0.0,0.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,,3.3,4.5,7.7,0.18,,3.5,1.8,5.3,3.8,0.0,0.0,27.4,6.1,11.6,0.0,0.0,6.1,11.6,0.526,2.7,3.5,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,8.0,15.2,0.0,0.0,8.0,15.2,3.5,4.5,2.8,6.8,9.6,6.0,1.9,1.2,4.0,4.0,19.5
Tiny Archibald,PG,32,BOS,80.0,2820.0,6.5,12.9,0.499,0.0,0.2,0.0,6.5,12.8,0.505,5.8,7.1,0.816,0.6,2.4,3.0,10.4,1.3,0.3,4.5,3.4,18.7,111.0,107.0,14.3,0.5820000000000001,0.012,0.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,,4.6,2.3,6.9,0.11800000000000001,,1.1,-2.3,-1.3,0.5,0.0,32.0,35.3,4.8,9.6,0.0,0.1,4.8,9.5,0.499,4.3,5.2,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8,4.9,9.8,0.0,0.1,4.9,9.7,4.4,5.3,0.5,1.8,2.2,7.9,1.0,0.2,3.4,2.6,14.1
James Bailey,PF,23,SEA,82.0,2539.0,8.4,16.8,0.499,0.0,0.0,0.5,8.4,16.7,0.499,4.8,6.8,0.7090000000000001,3.6,7.8,11.4,1.8,1.4,2.7,4.1,6.3,21.6,101.0,102.0,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,,1.4,3.6,4.9,0.094,,-1.2,1.1,-0.1,1.2,0.0,0.0,31.0,5.4,10.8,0.0,0.0,5.4,10.8,0.5,3.1,4.4,2.3,5.1,7.4,1.2,0.9,1.7,2.7,4.0,14.0,6.3,12.6,0.0,0.0,6.3,12.6,3.6,5.1,2.7,5.9,8.6,1.4,1.0,2.0,3.1,4.7,16.2
Greg Ballard,SF,26,WSB,82.0,2610.0,9.9,21.3,0.46299999999999997,0.1,0.6,0.21899999999999997,9.7,20.7,0.47,3.0,3.5,0.847,3.0,7.4,10.4,3.5,2.1,0.7,2.1,3.5,22.8,105.0,101.0,16.7,0.5,0.027000000000000003,0.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,,2.8,4.1,6.9,0.127,,1.3,1.3,2.7,3.1,0.0,0.0,31.8,6.7,14.5,0.1,0.4,6.6,14.1,0.466,2.0,2.4,2.0,5.0,7.1,2.4,1.4,0.5,1.4,2.4,15.5,7.6,16.4,0.1,0.4,7.5,15.9,2.3,2.7,2.3,5.7,8.0,2.7,1.6,0.5,1.6,2.7,17.5
Mike Bantom,SF,29,IND,76.0,2375.0,8.6,17.7,0.489,0.0,0.1,0.0,8.6,17.5,0.49200000000000005,4.0,5.6,0.708,3.0,5.5,8.5,4.8,1.6,1.7,3.9,5.7,21.2,103.0,105.0,14.5,0.528,0.006999999999999999,0.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,,1.8,2.5,4.4,0.08800000000000001,,0.1,0.7,0.7,1.6,0.0,0.0,31.3,5.7,11.6,0.0,0.1,5.7,11.5,0.489,2.6,3.7,2.0,3.6,5.6,3.2,1.1,1.1,2.6,3.7,14.0,6.5,13.4,0.0,0.1,6.5,13.3,3.0,4.3,2.3,4.2,6.5,3.6,1.2,1.3,3.0,4.3,16.1
Billy Ray Bates,SG,24,POR,77.0,1560.0,13.1,26.9,0.48700000000000004,0.4,1.6,0.259,12.7,25.3,0.501,5.1,5.9,0.8540000000000001,2.1,2.6,4.7,5.9,2.4,0.2,4.5,3.6,31.7,106.0,107.0,19.3,0.537,0.06,0.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,,2.4,1.2,3.6,0.111,,1.8,-2.5,-0.7,0.5,0.0,0.0,20.3,5.7,11.7,0.2,0.7,5.5,11.0,0.494,2.2,2.6,0.9,1.1,2.0,2.5,1.1,0.1,1.9,1.6,13.8,10.1,20.8,0.3,1.2,9.8,19.6,3.9,4.6,1.6,2.0,3.6,4.5,1.9,0.1,3.4,2.8,24.5
Kent Benson,C,26,DET,59.0,1956.0,8.8,18.7,0.473,0.0,0.1,0.0,8.8,18.6,0.475,4.8,6.2,0.772,3.0,6.7,9.7,4.2,1.7,1.6,4.6,4.5,22.4,99.0,104.0,15.1,0.524,0.005,0.33,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,,0.6,2.5,3.1,0.075,,-0.6,0.9,0.2,1.1,0.0,0.0,33.2,6.2,13.1,0.0,0.1,6.2,13.0,0.473,3.3,4.3,2.1,4.7,6.8,2.9,1.2,1.1,3.2,3.1,15.7,6.7,14.2,0.0,0.1,6.7,14.1,3.6,4.7,2.3,5.1,7.4,3.2,1.3,1.2,3.5,3.4,17.0
Henry Bibby,PG,31,SDC,73.0,1112.0,5.1,13.2,0.386,1.4,4.1,0.337,3.7,9.1,0.408,2.9,4.2,0.684,1.1,2.1,3.2,8.6,2.0,0.1,3.3,3.7,14.4,101.0,110.0,10.6,0.48,0.31,0.32,2.5,5.4,3.9,23.2,2.0,0.1,17.9,15.6,,0.5,0.5,1.0,0.043,,-1.9,-1.8,-3.7,-0.5,0.0,0.0,15.2,1.6,4.2,0.4,1.3,1.2,2.9,0.43799999999999994,0.9,1.3,0.3,0.7,1.0,2.7,0.6,0.0,1.0,1.2,4.6,3.8,9.9,1.0,3.1,2.8,6.8,2.2,3.2,0.8,1.6,2.4,6.5,1.5,0.1,2.5,2.8,10.8
Larry Bird,PF,24,BOS,82.0,3239.0,10.6,22.1,0.478,0.3,1.1,0.27,10.3,21.0,0.489,4.2,4.8,0.863,2.8,10.4,13.2,6.6,2.4,0.9,4.2,3.5,25.6,107.0,99.0,19.9,0.528,0.049,0.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,,4.7,6.1,10.8,0.16,,2.8,2.3,5.1,5.8,20.0,423.0,39.5,8.8,18.3,0.2,0.9,8.5,17.4,0.485,3.5,4.0,2.3,8.6,10.9,5.5,2.0,0.8,3.5,2.9,21.2,8.0,16.7,0.2,0.8,7.8,15.9,3.1,3.6,2.1,7.8,9.9,5.0,1.8,0.7,3.2,2.7,19.4
