player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Mark Acres,C,27,ORL,80.0,1691.0,3.8,7.8,0.484,0.1,0.1,0.75,3.7,7.7,0.48,2.3,3.3,0.6920000000000001,4.2,7.6,11.7,1.8,1.0,0.7,1.9,6.8,9.9,110.0,114.0,8.3,0.536,0.013999999999999999,0.42100000000000004,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,,1.1,0.6,1.6,0.047,,-2.2,0.2,-2.0,0.0,0.0,0.0,21.1,1.7,3.6,0.0,0.1,1.7,3.5,0.489,1.0,1.5,1.9,3.5,5.4,0.8,0.5,0.3,0.9,3.1,4.5,2.9,6.1,0.1,0.1,2.9,6.0,1.8,2.6,3.3,5.9,9.2,1.4,0.8,0.5,1.5,5.3,7.7
Michael Adams,PG,27,DEN,79.0,2690.0,6.7,16.7,0.402,2.7,7.3,0.366,4.1,9.4,0.431,4.5,5.3,0.85,0.8,3.0,3.8,8.4,2.0,0.1,2.4,2.3,20.7,114.0,109.0,15.4,0.542,0.43700000000000006,0.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,,4.4,2.5,6.9,0.124,,2.7,-0.9,1.7,2.5,0.0,0.0,34.1,5.0,12.5,2.0,5.5,3.0,7.1,0.48200000000000004,3.4,4.0,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,5.3,13.2,2.1,5.8,3.2,7.5,3.6,4.2,0.7,2.4,3.0,6.6,1.6,0.0,1.9,1.8,16.3
Mark Aguirre,SF,30,DET,78.0,2005.0,11.1,22.8,0.488,0.8,2.4,0.33299999999999996,10.3,20.4,0.506,4.9,6.4,0.7559999999999999,3.0,4.8,7.7,3.7,0.9,0.5,3.1,5.1,27.9,111.0,106.0,15.8,0.544,0.10400000000000001,0.28300000000000003,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,,3.1,2.5,5.7,0.136,,1.1,-0.5,0.6,1.3,0.0,0.0,25.7,5.6,11.5,0.4,1.2,5.2,10.3,0.505,2.5,3.3,1.5,2.4,3.9,1.9,0.4,0.2,1.6,2.6,14.1,7.9,16.1,0.6,1.7,7.3,14.5,3.4,4.6,2.1,3.4,5.5,2.6,0.6,0.3,2.2,3.6,19.7
Danny Ainge,PG,30,SAC,75.0,2727.0,9.2,21.0,0.43799999999999994,2.0,5.3,0.374,7.2,15.7,0.46,4.0,4.9,0.831,1.3,4.7,5.9,8.2,2.1,0.3,3.4,4.3,24.4,107.0,110.0,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23.0,,2.7,2.1,4.8,0.085,,2.2,-0.6,1.6,2.5,0.0,0.0,36.4,6.7,15.4,1.4,3.9,5.3,11.5,0.485,3.0,3.6,0.9,3.4,4.3,6.0,1.5,0.2,2.5,3.2,17.9,6.7,15.2,1.4,3.8,5.3,11.4,2.9,3.5,0.9,3.4,4.3,6.0,1.5,0.2,2.4,3.1,17.7
Mark Alarie,PF,26,WSB,82.0,1893.0,9.5,20.0,0.473,0.3,1.3,0.204,9.2,18.8,0.49,2.8,3.4,0.812,3.9,5.7,9.5,3.6,1.5,1.0,2.6,5.6,21.9,106.0,110.0,14.1,0.51,0.062,0.16899999999999998,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,,1.5,1.6,3.1,0.079,,-0.4,-0.6,-1.0,0.5,0.0,0.0,23.1,4.5,9.6,0.1,0.6,4.4,9.0,0.479,1.3,1.6,1.8,2.7,4.6,1.7,0.7,0.5,1.2,2.7,10.5,7.1,14.9,0.2,0.9,6.9,14.0,2.1,2.5,2.9,4.2,7.1,2.7,1.1,0.7,1.9,4.2,16.4
Greg Anderson,PF,25,MIL,60.0,1291.0,8.3,16.4,0.507,0.0,0.0,,8.3,16.4,0.507,3.5,6.4,0.535,4.2,9.9,14.1,0.9,1.2,2.0,3.0,6.7,20.1,101.0,105.0,13.0,0.522,0.0,0.39399999999999996,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,,0.2,1.7,2.0,0.073,,-4.0,-0.8,-4.8,-0.9,0.0,0.0,21.5,3.7,7.2,0.0,0.0,3.7,7.2,0.507,1.5,2.8,1.9,4.4,6.2,0.4,0.5,0.9,1.3,2.9,8.8,6.1,12.0,0.0,0.0,6.1,12.0,2.5,4.7,3.1,7.3,10.4,0.7,0.9,1.5,2.2,4.9,14.8
Nick Anderson,SG,22,ORL,81.0,1785.0,9.6,19.4,0.494,0.0,0.4,0.059000000000000004,9.6,19.0,0.504,4.8,6.8,0.705,2.8,5.4,8.2,3.2,1.8,0.9,3.6,3.6,24.0,105.0,114.0,14.9,0.536,0.023,0.35100000000000003,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,,1.2,0.7,1.8,0.049,,-0.7,-1.0,-1.7,0.1,0.0,0.0,22.0,4.6,9.3,0.0,0.2,4.6,9.1,0.495,2.3,3.3,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,7.5,15.2,0.0,0.3,7.5,14.8,3.8,5.3,2.2,4.2,6.4,2.5,1.4,0.7,2.8,2.8,18.8
Ron Anderson,SF,31,PHI,78.0,2089.0,9.0,20.0,0.451,0.1,0.5,0.14300000000000002,9.0,19.5,0.45899999999999996,3.9,4.7,0.838,1.9,5.1,7.0,3.4,1.7,0.3,1.9,3.4,22.0,108.0,110.0,13.9,0.499,0.025,0.23399999999999999,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,,2.0,1.7,3.8,0.086,,-0.8,-0.8,-1.6,0.2,0.0,0.0,26.8,4.9,10.8,0.0,0.3,4.8,10.5,0.452,2.1,2.5,1.0,2.7,3.8,1.8,0.9,0.2,1.0,1.8,11.9,6.5,14.5,0.1,0.4,6.5,14.1,2.8,3.4,1.4,3.7,5.1,2.5,1.2,0.2,1.3,2.5,16.0
Willie Anderson,SG,23,SAS,82.0,2788.0,9.3,18.9,0.49200000000000005,0.1,0.5,0.26899999999999996,9.2,18.5,0.49700000000000005,3.8,5.1,0.748,2.0,4.5,6.5,6.4,1.9,1.0,3.5,4.4,22.5,108.0,106.0,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,,2.8,3.7,6.5,0.111,,0.6,0.8,1.4,2.4,0.0,0.0,34.0,6.5,13.2,0.1,0.3,6.4,12.9,0.495,2.6,3.5,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,6.9,14.0,0.1,0.3,6.8,13.6,2.8,3.7,1.5,3.3,4.8,4.7,1.4,0.7,2.6,3.3,16.6
Michael Ansley,SF,22,ORL,72.0,1221.0,8.7,17.6,0.49700000000000005,0.0,0.0,,8.7,17.6,0.49700000000000005,6.2,8.6,0.722,7.1,6.6,13.7,1.5,0.9,0.6,1.9,5.7,23.6,120.0,115.0,17.3,0.5539999999999999,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,,3.0,0.3,3.3,0.129,,1.3,-2.8,-1.5,0.1,0.0,0.0,17.0,3.2,6.5,0.0,0.0,3.2,6.5,0.49700000000000005,2.3,3.2,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,6.8,13.7,0.0,0.0,6.8,13.7,4.8,6.7,5.5,5.2,10.7,1.2,0.7,0.5,1.5,4.5,18.5
B.J. Armstrong,PG,22,CHI,81.0,1291.0,7.3,15.1,0.485,0.1,0.2,0.5,7.2,14.8,0.484,2.7,3.0,0.885,0.7,3.2,3.9,7.6,1.8,0.2,3.2,4.0,17.4,107.0,112.0,11.9,0.53,0.015,0.19899999999999998,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1.0,0.8,1.7,0.064,,-2.5,-2.4,-4.8,-0.9,0.0,0.0,15.9,2.3,4.8,0.0,0.1,2.3,4.8,0.489,0.9,1.0,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,5.3,10.9,0.1,0.2,5.2,10.8,1.9,2.2,0.5,2.3,2.8,5.5,1.3,0.2,2.3,2.9,12.6
