player,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Álex Abrines,0.34612860892388453,0.5504201680672268,0.17094017094017094,0.12837837837837837,0.53125,0.09523809523809523,0.421875,0.875968992248062,0.9482758620689655,0.3300653594771242,0.7965860597439546,0.17857142857142858,0.09598603839441536,0.38129496402877694,0.14,-0.16025641025641027,-0.008064516129032258,0.7436974789915966,0.06521739130434782,0.06422018348623852,0.9846491228070176,0.06976744186046512,0.0970873786407767,0.0921985815602837,0.053571428571428575,0.25,0.038461538461538464,0.08771929824561403,0.4358974358974359,0.18987341772151897,0.0
Steven Adams,0.7837926509186351,0.7997198879551821,0.5384615384615384,0.12162162162162161,0.5625,0.38095238095238093,0.4151785714285715,0.8837209302325582,0.9224137931034483,0.5392156862745098,0.8378378378378378,0.5634920634920635,0.0942408376963351,0.3884892086330935,0.43333333333333335,0.038461538461538464,0.12096774193548386,0.7997198879551821,0.2173913043478261,0.29357798165137616,0.6699561403508771,0.813953488372093,0.4077669902912621,0.5460992907801419,0.09821428571428573,0.55,0.3846153846153846,0.3157894736842105,0.6153846153846154,0.3575949367088608,0.0
Arron Afflalo,0.5183727034120735,0.6162464985994397,0.17094017094017094,0.16891891891891891,0.21874999999999997,0.047619047619047616,0.36830357142857145,0.8449612403100775,1.0,0.2908496732026144,0.7951635846372688,0.18253968253968253,0.12914485165794068,0.3453237410071942,0.09333333333333332,-0.22435897435897437,-0.04838709677419355,0.7198879551820727,0.15217391304347827,0.13761467889908258,0.9780701754385964,0.023255813953488375,0.1844660194174757,0.14184397163120568,0.11607142857142859,0.15,0.038461538461538464,0.12280701754385964,0.4358974358974359,0.26582278481012656,0.0
LaMarcus Aldridge,0.7660761154855643,0.6680672268907563,0.4871794871794872,0.2027027027027027,0.3125,0.45238095238095233,0.6049107142857143,0.8604651162790697,0.896551724137931,0.607843137254902,0.7567567567567568,0.503968253968254,0.17277486910994766,0.5875299760191847,0.48000000000000004,0.06410256410256411,0.14516129032258066,0.6834733893557422,0.3369565217391305,0.34862385321100914,0.8903508771929824,0.5581395348837209,0.47572815533980584,0.5177304964539007,0.16964285714285715,0.3,0.4615384615384615,0.24561403508771928,0.5641025641025642,0.5474683544303798,0.0
Tony Allen,0.6279527559055118,0.645658263305322,0.452991452991453,0.18243243243243243,0.96875,0.19047619047619047,0.390625,0.7829457364341085,0.9051724137931034,0.434640522875817,0.701280227596017,0.46428571428571425,0.14659685863874347,0.42925659472422056,0.20666666666666667,0.038461538461538464,0.10483870967741936,0.6624649859943976,0.11956521739130437,0.1651376146788991,0.6743421052631579,0.5348837209302325,0.3106796116504854,0.3900709219858156,0.125,0.8,0.15384615384615385,0.24561403508771928,0.6410256410256411,0.2879746835443038,0.0
Al-Farouq Aminu,0.5816929133858267,0.5504201680672268,0.5384615384615384,0.18918918918918917,0.53125,0.2857142857142857,0.33258928571428575,0.7751937984496124,0.9310344827586207,0.369281045751634,0.7197724039829303,0.5595238095238095,0.13787085514834208,0.36930455635491605,0.12666666666666665,-0.07051282051282053,0.03225806451612903,0.6554621848739495,0.1739130434782609,0.2018348623853211,0.7741228070175438,0.3023255813953489,0.5922330097087378,0.5248226950354611,0.14285714285714288,0.5,0.2692307692307692,0.2631578947368421,0.4358974358974359,0.2753164556962025,0.0
Justin Anderson,0.40288713910761154,0.5938375350140055,0.43162393162393164,0.18243243243243243,0.53125,0.21428571428571427,0.4888392857142857,0.8062015503875969,0.9310344827586207,0.4542483660130719,0.763869132290185,0.4523809523809524,0.1535776614310646,0.501199040767386,0.12666666666666665,-0.10256410256410257,0.008064516129032258,0.6862745098039215,0.15217391304347827,0.15596330275229356,0.8673245614035087,0.20930232558139536,0.22330097087378636,0.23404255319148937,0.08035714285714286,0.25,0.11538461538461538,0.15789473684210525,0.38461538461538464,0.22468354430379744,0.0
Kyle Anderson,0.3346456692913386,0.6232492997198879,0.4444444444444445,0.30405405405405406,0.78125,0.30952380952380953,0.27455357142857145,0.8449612403100775,0.8706896551724138,0.4084967320261438,0.7467994310099574,0.45634920634920634,0.21640488656195464,0.290167865707434,0.18000000000000002,0.10256410256410257,0.07258064516129033,0.6736694677871148,0.06521739130434782,0.07339449541284404,0.8651315789473685,0.11627906976744186,0.23300970873786406,0.20567375886524822,0.11607142857142859,0.35,0.15384615384615385,0.08771929824561403,0.23076923076923078,0.10759493670886075,0.0
Ryan Anderson,0.6942257217847769,0.5854341736694677,0.32051282051282054,0.10135135135135134,0.21874999999999997,0.07142857142857142,0.4955357142857143,0.9224806201550387,0.9741379310344828,0.4411764705882353,0.829302987197724,0.3373015873015873,0.08202443280977313,0.42925659472422056,0.3466666666666667,-0.05128205128205129,0.04838709677419355,0.7703081232492996,0.1956521739130435,0.1926605504587156,0.9429824561403508,0.372093023255814,0.2912621359223301,0.326241134751773,0.08035714285714286,0.2,0.07692307692307693,0.14035087719298245,0.5128205128205129,0.430379746835443,0.0
Giannis Antetokounmpo,0.9333989501312336,0.7296918767507002,0.5341880341880342,0.5202702702702703,0.7187499999999999,0.6428571428571429,0.7299107142857144,0.8992248062015504,0.896551724137931,0.8529411764705882,0.8520625889046942,0.5674603174603176,0.46422338568935434,0.6786570743405276,0.8266666666666667,0.48717948717948717,0.5564516129032259,0.757703081232493,0.641304347826087,0.7064220183486238,0.8442982456140351,0.4186046511627907,0.6796116504854368,0.624113475177305,0.4821428571428572,0.8,0.7307692307692307,0.5087719298245613,0.7948717948717949,0.7246835443037974,0.007882882882882882
