player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
LaMarcus Aldridge,PF,22,2649.0,0.484,11.9,2.5,1.1,1.9,27.8,108.0,107.0,18.5,0.523,12.8,8.8,25.3,6.2,0.8,1.8,0.484,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,15.3,0.0
Malik Allen,PF,29,1096.0,0.48,9.4,2.1,0.9,1.5,16.3,100.0,109.0,9.8,0.5,10.4,6.8,16.1,1.0,-3.9,-0.5,0.48200000000000004,0.3,0.3,0.92,0.9,1.8,2.7,0.6,0.3,0.4,0.6,2.0,4.6,4.5,0.0
Ray Allen,SG,32,2624.0,0.445,5.4,4.5,1.3,0.3,25.6,116.0,103.0,16.4,0.584,6.1,14.6,21.6,9.7,3.1,3.4,0.537,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,13.5,0.0
Tony Allen,SG,26,1373.0,0.434,6.5,4.4,2.4,0.8,19.0,98.0,99.0,10.7,0.527,7.3,13.1,19.6,2.7,-1.4,0.2,0.45799999999999996,1.8,2.4,0.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,5.2,0.0
Rafer Alston,PG,31,2526.0,0.39399999999999996,5.5,8.2,2.1,0.4,20.4,102.0,103.0,13.2,0.49200000000000005,5.8,25.2,20.7,5.0,1.0,1.9,0.47100000000000003,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,12.5,0.0
Carmelo Anthony,SF,23,2806.0,0.49200000000000005,9.8,4.4,1.7,0.7,33.9,109.0,107.0,21.1,0.568,11.0,16.1,30.2,8.2,1.6,2.6,0.511,6.0,7.7,0.7859999999999999,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,19.2,3.0
Carlos Arroyo,PG,28,1269.0,0.451,4.6,8.9,1.1,0.1,17.4,111.0,109.0,12.8,0.547,5.1,26.6,17.0,2.8,-2.2,-0.1,0.493,1.4,1.6,0.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,1.4,6.9,5.6,0.0
Kelenna Azubuike,SG,24,1732.0,0.445,9.1,2.1,1.3,1.0,19.4,112.0,111.0,13.5,0.534,10.0,6.1,17.2,3.4,-1.5,0.2,0.505,1.2,1.7,0.7170000000000001,1.3,2.7,4.0,0.9,0.6,0.4,0.7,2.0,8.5,7.2,0.0
Leandro Barbosa,SG,25,2421.0,0.462,4.7,4.4,1.5,0.4,26.3,111.0,111.0,15.8,0.575,5.4,13.5,22.8,5.5,0.6,1.6,0.5429999999999999,2.1,2.6,0.8220000000000001,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6,12.5,0.0
Andrea Bargnani,PF,22,1861.0,0.386,8.2,2.5,0.7,1.1,22.6,98.0,109.0,10.6,0.495,9.2,7.4,22.5,1.4,-3.0,-0.5,0.44799999999999995,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2,9.3,0.0
