player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Kareem Abdul-Jabbar,C,37,2630.0,0.599,11.0,4.4,1.1,2.9,30.7,120.0,105.0,22.9,0.628,13.5,13.1,24.3,11.2,4.9,4.6,0.599,3.7,5.0,0.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0,15.3,206.0
Alvan Adams,PF,30,2136.0,0.52,11.0,6.8,2.5,1.1,26.4,111.0,104.0,19.8,0.578,13.3,21.8,23.6,6.8,4.4,3.5,0.52,3.0,3.5,0.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7,11.2,0.0
Mark Aguirre,SF,25,2699.0,0.506,8.6,4.5,1.1,0.4,37.0,110.0,111.0,21.3,0.563,10.1,15.3,32.2,7.2,1.7,2.5,0.515,5.5,7.3,0.759,2.4,3.6,6.0,3.1,0.8,0.3,3.2,3.1,25.7,19.6,0.0
Danny Ainge,SG,25,2564.0,0.529,4.9,7.4,2.2,0.1,17.9,115.0,108.0,14.2,0.57,5.8,19.9,15.9,6.6,1.7,2.4,0.539,1.6,1.8,0.868,1.0,2.6,3.6,5.3,1.6,0.1,2.0,3.0,12.9,10.6,0.0
Chuck Aleksinas,C,25,1114.0,0.478,11.3,1.5,0.6,0.6,15.7,100.0,114.0,9.1,0.509,13.6,4.4,15.6,0.4,-5.9,-1.1,0.478,0.7,1.0,0.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,2.3,5.1,4.6,0.0
John Bagley,PG,24,2401.0,0.488,5.7,13.7,2.5,0.1,15.8,108.0,108.0,16.0,0.524,6.6,39.4,16.3,4.6,0.5,1.5,0.49,1.5,2.1,0.7490000000000001,0.7,2.9,3.6,8.6,1.6,0.1,2.6,1.6,9.9,8.6,0.0
James Bailey,PF,27,1297.0,0.447,12.8,1.5,1.1,1.9,14.3,93.0,107.0,7.9,0.485,15.4,4.0,15.8,0.6,-4.1,-0.7,0.447,1.0,1.5,0.6759999999999999,1.6,3.0,4.6,0.5,0.4,0.7,1.4,3.9,5.2,4.7,0.0
Thurl Bailey,PF,23,2481.0,0.49,9.7,2.5,0.9,1.9,22.3,105.0,104.0,14.7,0.5329999999999999,10.9,8.2,20.6,5.4,0.0,1.2,0.491,2.5,2.9,0.8420000000000001,1.9,4.7,6.6,1.7,0.6,1.3,1.9,2.7,15.2,12.9,0.0
Greg Ballard,SF,30,2664.0,0.48,9.5,3.7,1.8,0.6,19.3,107.0,104.0,14.3,0.513,11.0,10.9,18.0,6.0,1.1,2.1,0.48700000000000004,1.5,1.8,0.795,1.8,4.6,6.5,2.5,1.2,0.4,1.3,2.7,13.1,11.9,0.0
Gene Banks,SF,25,2091.0,0.586,9.8,5.2,1.4,0.3,17.2,120.0,109.0,14.5,0.642,12.0,14.0,14.3,5.6,1.8,2.0,0.5870000000000001,2.4,3.1,0.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,2.7,9.5,6.0,0.0
