player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Tariq Abdul-Wahad,SG,24,SAC,49.0,1205.0,7.3,16.9,0.435,0.2,0.9,0.28600000000000003,7.1,16.0,0.44299999999999995,3.9,5.6,0.691,3.0,4.7,7.7,2.1,2.1,0.7,2.9,5.0,18.8,98.0,104.0,11.8,0.486,0.052000000000000005,0.33399999999999996,6.3,9.9,8.1,6.5,2.1,0.8,13.0,19.0,,0.5,0.9,1.4,0.057999999999999996,,-2.4,-0.4,-2.8,-0.2,0.0,0.0,24.6,3.6,8.3,0.1,0.4,3.5,7.9,0.442,1.9,2.8,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3,5.3,12.2,0.2,0.6,5.1,11.5,2.8,4.1,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6
Shareef Abdur-Rahim,SF,22,VAN,50.0,2021.0,10.3,23.8,0.43200000000000005,0.3,1.0,0.306,10.0,22.9,0.43799999999999994,9.8,11.7,0.841,3.0,6.9,10.0,4.6,1.8,1.5,5.0,3.7,30.7,104.0,107.0,20.7,0.53,0.04,0.49200000000000005,6.5,15.4,10.9,17.6,1.8,2.0,14.6,28.9,,3.7,0.9,4.6,0.10800000000000001,,1.9,-0.3,1.6,1.8,0.0,0.0,40.4,7.7,17.9,0.2,0.7,7.5,17.1,0.43799999999999994,7.4,8.8,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0,6.9,15.9,0.2,0.6,6.7,15.3,6.6,7.8,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
Ray Allen,SG,23,MIL,50.0,1719.0,9.7,21.6,0.45,2.4,6.7,0.35600000000000004,7.3,14.9,0.49200000000000005,5.6,6.3,0.903,1.8,5.0,6.8,5.7,1.7,0.2,3.9,3.8,27.5,110.0,106.0,18.9,0.564,0.309,0.29,4.1,10.7,7.4,18.8,1.7,0.3,13.9,24.5,,4.2,1.1,5.2,0.146,,4.2,-1.3,2.9,2.1,0.0,0.0,34.4,6.1,13.5,1.5,4.2,4.6,9.3,0.505,3.5,3.9,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1,6.3,14.1,1.5,4.4,4.8,9.7,3.7,4.1,1.2,3.2,4.4,3.7,1.1,0.1,2.6,2.5,17.9
Kenny Anderson,PG,28,BOS,34.0,1010.0,8.4,18.5,0.451,0.3,1.2,0.25,8.1,17.3,0.465,4.4,5.2,0.8320000000000001,1.2,4.1,5.4,10.0,1.7,0.1,3.7,4.1,21.4,107.0,106.0,16.7,0.513,0.067,0.28300000000000003,2.6,9.1,5.7,32.5,1.7,0.1,15.0,20.9,,1.8,0.6,2.4,0.11599999999999999,,0.9,-2.2,-1.3,0.2,0.0,0.0,29.7,4.7,10.5,0.2,0.7,4.6,9.8,0.45899999999999996,2.5,3.0,0.7,2.3,3.0,5.7,1.0,0.1,2.1,2.3,12.1,5.7,12.7,0.2,0.9,5.5,11.9,3.0,3.6,0.9,2.8,3.7,6.9,1.2,0.1,2.5,2.8,14.7
Nick Anderson,SF,31,ORL,47.0,1581.0,8.6,21.9,0.395,3.3,9.5,0.34700000000000003,5.4,12.4,0.433,3.4,5.5,0.611,1.7,7.7,9.5,3.1,2.2,0.5,2.8,2.5,24.0,100.0,97.0,15.3,0.493,0.433,0.253,3.7,16.9,10.2,10.7,2.2,0.7,10.4,22.8,,1.3,2.6,3.9,0.11800000000000001,,1.0,0.3,1.3,1.3,0.0,0.0,33.6,5.4,13.6,2.0,5.9,3.3,7.7,0.47,2.1,3.4,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,5.8,14.6,2.2,6.3,3.6,8.3,2.3,3.7,1.2,5.1,6.3,2.1,1.5,0.3,1.9,1.6,16.0
Shandon Anderson,SG,25,UTA,50.0,1072.0,8.3,18.7,0.446,0.7,2.1,0.341,7.6,16.6,0.46,4.6,6.4,0.7120000000000001,2.5,4.3,6.8,2.9,2.0,0.5,3.4,4.6,22.0,99.0,101.0,12.8,0.511,0.113,0.344,6.0,8.8,7.5,9.7,2.0,0.7,13.6,21.6,,0.7,1.3,2.0,0.08800000000000001,,-1.1,-0.2,-1.4,0.2,0.0,0.0,21.4,3.2,7.3,0.3,0.8,3.0,6.4,0.466,1.8,2.5,1.0,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5,5.4,12.2,0.5,1.4,5.0,10.8,3.0,4.2,1.6,2.8,4.4,1.9,1.3,0.3,2.2,3.0,14.3
Darrell Armstrong,PG,30,ORL,50.0,1502.0,8.3,18.8,0.441,2.5,6.8,0.365,5.8,12.0,0.483,5.8,6.4,0.904,1.9,4.6,6.5,12.1,3.9,0.1,5.7,3.2,24.8,110.0,96.0,22.2,0.575,0.36200000000000004,0.341,4.0,10.0,7.0,40.8,3.9,0.2,20.8,22.9,,3.8,2.7,6.4,0.205,,5.1,0.8,5.9,3.0,0.0,2.0,30.0,4.6,10.4,1.4,3.8,3.2,6.7,0.507,3.2,3.6,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,5.5,12.5,1.7,4.5,3.9,8.0,3.9,4.3,1.3,3.0,4.3,8.0,2.6,0.1,3.8,2.2,16.5
Isaac Austin,C,29,ORL,49.0,1259.0,7.9,19.4,0.408,0.1,0.3,0.28600000000000003,7.9,19.1,0.41,4.5,6.7,0.669,3.6,6.6,10.2,3.8,2.0,1.5,4.9,5.4,20.5,89.0,97.0,12.0,0.457,0.015,0.34700000000000003,7.5,14.5,10.9,12.8,2.0,2.1,17.9,22.9,,-0.9,2.1,1.2,0.045,,-3.4,1.6,-1.8,0.1,0.0,0.0,25.7,3.8,9.2,0.0,0.1,3.7,9.1,0.41100000000000003,2.1,3.2,1.7,3.1,4.8,1.8,1.0,0.7,2.3,2.6,9.7,5.3,13.0,0.1,0.2,5.2,12.8,3.0,4.5,2.4,4.4,6.8,2.5,1.3,1.0,3.3,3.6,13.6
Vin Baker,PF,27,SEA,34.0,1162.0,9.1,20.1,0.45299999999999996,0.0,0.1,0.0,9.1,20.0,0.456,3.3,7.4,0.45,4.0,5.8,9.7,2.6,1.5,1.6,3.5,5.6,21.6,93.0,107.0,12.5,0.461,0.006999999999999999,0.366,8.4,12.6,10.5,8.7,1.5,2.2,13.0,22.8,,-0.2,0.6,0.4,0.016,,-2.6,-0.6,-3.2,-0.3,0.0,0.0,34.2,5.8,12.9,0.0,0.1,5.8,12.8,0.45299999999999996,2.1,4.7,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8,6.1,13.5,0.0,0.1,6.1,13.4,2.2,5.0,2.7,3.9,6.5,1.7,1.0,1.1,2.4,3.7,14.5
Charles Barkley,PF,35,HOU,42.0,1526.0,8.5,17.8,0.478,0.1,0.9,0.16,8.4,16.9,0.495,6.8,9.5,0.7190000000000001,5.9,12.4,18.3,6.8,1.5,0.5,3.5,3.2,23.9,115.0,100.0,23.1,0.546,0.05,0.532,13.7,25.1,19.8,22.1,1.5,0.6,13.9,22.2,,4.8,2.0,6.8,0.215,,3.7,1.8,5.5,2.9,0.0,0.0,36.3,5.7,12.0,0.1,0.6,5.6,11.4,0.48200000000000004,4.6,6.4,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,5.7,11.8,0.1,0.6,5.6,11.3,4.5,6.3,3.9,8.2,12.2,4.5,1.0,0.3,2.4,2.1,15.9
