player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Arron Afflalo,SG,24,2221.0,0.465,5.7,3.1,1.0,0.7,16.5,114.0,111.0,10.9,0.5760000000000001,6.5,9.3,14.0,4.3,0.3,1.3,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,7.1,0.0
LaMarcus Aldridge,PF,24,2922.0,0.495,11.7,3.0,1.3,0.9,26.1,113.0,107.0,18.2,0.535,13.3,9.9,22.9,8.8,1.6,2.6,0.49700000000000005,2.9,3.9,0.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,15.0,0.0
Ray Allen,SG,34,2819.0,0.47700000000000004,4.7,3.9,1.2,0.5,24.2,115.0,108.0,15.2,0.601,5.5,12.3,20.2,7.9,1.7,2.6,0.551,2.9,3.2,0.9129999999999999,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,12.2,0.0
Rafer Alston,PG,33,1421.0,0.348,4.8,6.6,1.9,0.4,15.9,89.0,109.0,8.2,0.44299999999999995,5.3,20.2,18.8,-0.4,-3.7,-0.6,0.413,1.1,1.6,0.728,0.3,2.2,2.5,3.4,1.0,0.2,1.8,2.0,8.2,8.6,0.0
Lou Amundson,PF,27,1168.0,0.551,14.9,1.3,1.0,3.1,16.0,113.0,107.0,14.4,0.562,16.7,3.7,14.6,2.9,0.4,0.7,0.551,0.8,1.6,0.545,1.6,2.8,4.4,0.4,0.3,0.9,0.7,2.1,4.7,3.5,0.0
Chris Andersen,PF,31,1695.0,0.5660000000000001,14.4,1.0,1.3,4.3,13.4,126.0,103.0,15.8,0.631,16.4,2.8,10.8,5.9,2.1,1.8,0.5660000000000001,2.2,3.1,0.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,3.3,0.0
Carmelo Anthony,SF,25,2634.0,0.45799999999999996,8.7,4.3,1.7,0.6,37.4,110.0,109.0,22.2,0.5479999999999999,9.9,15.9,33.4,7.9,1.4,2.3,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,21.8,65.0
Joel Anthony,C,27,1322.0,0.478,10.1,0.5,0.8,4.4,8.8,112.0,103.0,10.2,0.546,11.1,1.3,8.7,3.1,0.4,0.8,0.478,0.8,1.2,0.7170000000000001,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2.0,2.7,2.0,0.0
Gilbert Arenas,PG,28,1169.0,0.41100000000000003,6.0,10.3,1.8,0.4,32.3,103.0,110.0,18.7,0.511,6.5,36.3,31.9,1.8,2.5,1.3,0.462,4.8,6.5,0.7390000000000001,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6,19.3,0.0
Trevor Ariza,SF,24,2629.0,0.39399999999999996,7.8,5.4,2.4,0.8,20.8,99.0,106.0,13.3,0.488,8.8,16.7,21.2,3.2,1.3,2.2,0.462,2.1,3.2,0.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,13.9,0.0
