player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Steven Adams,C,22,2014.0,0.613,13.1,1.5,1.0,2.2,15.7,123.0,105.0,15.5,0.621,14.4,4.3,12.6,6.5,2.1,2.1,0.613,1.4,2.5,0.5820000000000001,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0,5.3,0.0
Arron Afflalo,SG,30,2371.0,0.44299999999999995,5.8,3.1,0.5,0.2,19.7,105.0,112.0,10.9,0.531,6.1,9.9,17.9,2.7,-2.4,-0.2,0.5,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,11.3,0.0
LaMarcus Aldridge,PF,30,2261.0,0.513,14.3,2.5,0.9,1.8,30.1,114.0,99.0,22.4,0.565,15.9,8.1,25.9,10.1,1.8,2.2,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,14.1,0.0
Lavoy Allen,PF,26,1599.0,0.516,13.2,2.4,0.8,1.3,13.3,110.0,104.0,12.4,0.532,14.5,7.1,13.0,3.7,-0.6,0.6,0.516,0.6,0.9,0.63,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,4.7,0.0
Tony Allen,SG,34,1620.0,0.45799999999999996,9.4,2.2,3.5,0.6,17.0,101.0,105.0,12.9,0.505,10.4,6.9,16.8,2.4,-0.1,0.8,0.474,1.4,2.2,0.652,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4,7.3,0.0
Al-Farouq Aminu,SF,25,2341.0,0.41600000000000004,10.7,2.9,1.5,1.1,17.9,105.0,107.0,12.7,0.5329999999999999,11.5,8.8,16.9,4.0,0.2,1.3,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,8.8,0.0
Kyle Anderson,SF,22,1245.0,0.46799999999999997,10.0,5.1,2.5,1.2,14.4,104.0,97.0,12.9,0.528,11.2,13.7,14.4,3.5,1.8,1.2,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,3.8,0.0
Ryan Anderson,PF,27,2008.0,0.42700000000000005,9.8,1.8,0.9,0.6,27.8,108.0,112.0,17.2,0.546,10.9,6.1,24.7,3.9,-1.4,0.3,0.498,3.0,3.5,0.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,14.1,0.0
Giannis Antetokounmpo,PG,21,2823.0,0.506,11.0,6.2,1.7,2.0,24.4,109.0,106.0,18.8,0.5660000000000001,12.4,20.0,22.3,7.1,2.4,3.2,0.52,3.7,5.1,0.7240000000000001,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,12.7,0.0
Carmelo Anthony,SF,31,2530.0,0.434,11.3,6.1,1.3,0.8,32.0,107.0,107.0,20.3,0.53,12.0,21.9,29.7,6.4,2.6,2.9,0.474,4.6,5.6,0.8290000000000001,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,18.2,0.0
Trevor Ariza,SF,30,2859.0,0.41600000000000004,6.3,3.2,2.8,0.4,17.6,110.0,108.0,12.9,0.551,7.1,10.0,15.7,5.4,1.5,2.5,0.523,1.6,2.0,0.7829999999999999,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7,10.6,0.0
Darrell Arthur,PF,27,1516.0,0.452,9.7,3.2,1.8,1.6,17.4,104.0,108.0,12.5,0.514,10.7,10.0,16.7,2.3,-0.3,0.6,0.498,0.6,0.8,0.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5,7.0,0.0
Ömer Aşık,C,29,1178.0,0.5329999999999999,17.4,1.1,0.9,1.0,11.3,106.0,108.0,11.0,0.551,19.5,3.1,11.4,1.7,-4.2,-0.7,0.5329999999999999,0.9,1.6,0.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4.0,2.9,0.0
D.J. Augustin,PG,28,1178.0,0.423,4.0,8.4,1.6,0.2,19.8,113.0,111.0,13.9,0.575,4.4,25.3,18.0,2.6,-1.7,0.1,0.52,1.7,2.1,0.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5,5.6,0.0
Leandro Barbosa,SG,33,1079.0,0.462,5.2,3.7,2.0,0.4,19.4,106.0,106.0,11.7,0.545,5.8,10.6,18.1,2.1,-2.1,0.0,0.515,0.8,0.9,0.8390000000000001,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4,5.4,0.0
J.J. Barea,PG,31,1667.0,0.446,4.6,9.2,0.8,0.1,24.7,106.0,111.0,15.4,0.536,5.0,31.5,23.8,2.8,-1.2,0.3,0.516,1.0,1.3,0.7709999999999999,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,9.6,0.0
Harrison Barnes,SF,23,2042.0,0.466,7.7,2.8,1.0,0.2,18.3,114.0,107.0,12.3,0.5589999999999999,8.6,7.8,15.9,4.9,-0.2,0.9,0.531,1.5,2.0,0.7609999999999999,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7,9.6,0.0
Matt Barnes,SF,35,2190.0,0.381,9.9,3.8,1.8,1.3,17.8,99.0,107.0,11.7,0.503,10.9,11.6,17.9,2.6,0.4,1.3,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0,9.1,0.0
Will Barton,SG,25,2353.0,0.43200000000000005,10.1,4.3,1.5,0.8,25.1,105.0,108.0,16.0,0.535,11.2,14.4,23.0,4.3,-0.1,1.1,0.489,2.6,3.3,0.8059999999999999,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4,12.0,0.0
Brandon Bass,PF,30,1342.0,0.5489999999999999,10.7,2.8,1.2,2.1,17.7,127.0,111.0,17.4,0.619,11.4,9.2,13.9,4.1,0.8,1.0,0.5489999999999999,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2,4.8,0.0
Nicolas Batum,SF,27,2448.0,0.426,8.8,8.3,1.3,0.9,21.4,104.0,105.0,15.6,0.546,9.6,26.9,21.4,5.0,2.0,2.5,0.506,2.3,2.7,0.8490000000000001,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9,12.5,0.0
Jerryd Bayless,SG,27,1505.0,0.423,4.8,5.5,1.6,0.4,18.3,110.0,112.0,12.4,0.568,5.4,16.2,16.4,2.4,-1.0,0.4,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4,8.4,0.0
Aron Baynes,C,29,1233.0,0.505,15.7,2.1,0.9,2.1,21.0,114.0,104.0,17.8,0.563,17.0,6.6,18.5,4.1,-0.2,0.6,0.505,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,4.7,0.0
Kent Bazemore,SF,26,2083.0,0.441,9.0,4.1,2.3,0.9,20.7,99.0,100.0,13.4,0.551,9.9,12.7,20.0,4.1,0.3,1.2,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6,9.7,0.0
Bradley Beal,SG,22,1708.0,0.449,5.4,4.6,1.5,0.3,27.3,103.0,108.0,15.5,0.547,6.2,15.6,25.3,2.7,-0.6,0.6,0.515,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4,14.5,0.0
Marco Belinelli,SG,29,1672.0,0.386,3.4,3.6,1.1,0.1,20.0,99.0,113.0,9.4,0.5,3.8,11.1,19.7,0.5,-4.2,-0.9,0.457,1.7,2.0,0.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2,9.3,0.0
Patrick Beverley,PG,27,2041.0,0.434,6.0,5.8,2.3,0.6,16.9,114.0,110.0,13.0,0.5529999999999999,6.8,17.9,15.3,4.4,1.1,1.6,0.539,0.8,1.2,0.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9,8.4,0.0
Bismack Biyombo,C,23,1808.0,0.542,18.7,0.8,0.5,3.8,13.0,118.0,101.0,14.9,0.586,20.8,2.4,11.5,5.9,-0.1,0.9,0.542,1.7,2.8,0.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5,3.5,0.0
Nemanja Bjelica,PF,27,1075.0,0.46799999999999997,9.8,3.9,1.2,1.0,14.4,114.0,110.0,11.2,0.594,11.4,11.4,12.8,1.9,0.3,0.6,0.57,0.7,0.9,0.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1,3.9,0.0
