player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Kobe Bryant,SG,23,3063.0,0.469,7.5,7.5,2.0,0.6,34.4,112.0,103.0,23.2,0.544,7.9,25.9,30.4,12.7,4.4,5.0,0.479,6.1,7.4,0.8290000000000001,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,20.0,98.0
Rodney Buford,SG,24,1769.0,0.435,8.1,2.1,1.3,0.4,17.6,95.0,108.0,10.1,0.47,8.6,7.0,17.8,0.8,-4.3,-1.0,0.449,0.9,1.3,0.725,0.8,3.5,4.3,1.1,0.7,0.2,1.0,1.7,9.4,9.4,0.0
Marcus Camby,C,27,1007.0,0.44799999999999995,17.1,1.8,1.8,2.7,17.1,100.0,100.0,15.1,0.483,18.5,5.6,17.4,2.1,0.1,0.5,0.44799999999999995,2.1,3.4,0.626,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,11.1,10.0,0.0
Elden Campbell,PF,33,2156.0,0.484,13.2,2.5,1.5,3.4,26.7,109.0,100.0,19.5,0.5579999999999999,14.0,8.5,23.3,7.6,1.3,1.8,0.484,4.0,5.0,0.797,1.7,5.2,6.9,1.3,0.8,1.8,1.8,3.4,13.9,10.3,0.0
Anthony Carter,PG,26,1050.0,0.342,6.1,11.2,2.6,0.2,10.4,84.0,100.0,8.9,0.359,6.5,33.0,15.8,0.2,-3.8,-0.5,0.344,0.4,0.8,0.528,0.4,2.1,2.5,4.7,1.1,0.1,1.6,1.8,4.3,5.7,0.0
Vince Carter,SG,25,2385.0,0.428,7.1,5.4,2.1,1.0,33.6,107.0,105.0,20.5,0.515,7.5,19.9,30.5,7.0,4.1,3.7,0.474,4.1,5.1,0.7979999999999999,2.3,2.9,5.2,4.0,1.6,0.7,2.6,3.2,24.7,21.8,0.0
Sam Cassell,PG,32,2605.0,0.46299999999999997,6.4,10.1,1.8,0.2,29.8,112.0,109.0,21.3,0.545,6.9,34.3,27.3,8.6,2.3,2.8,0.49200000000000005,3.8,4.4,0.86,0.7,3.5,4.2,6.7,1.2,0.2,2.4,2.8,19.7,16.2,0.0
Kelvin Cato,C,27,1917.0,0.583,14.9,0.8,1.1,2.7,14.0,122.0,106.0,15.0,0.599,15.7,2.5,11.2,5.3,-0.6,0.7,0.583,1.5,2.6,0.5820000000000001,2.3,4.7,7.0,0.4,0.5,1.3,0.7,2.8,6.6,4.3,0.0
Tyson Chandler,C,19,1389.0,0.49700000000000005,13.1,2.1,1.1,3.5,16.6,99.0,105.0,13.0,0.5429999999999999,14.4,6.5,16.6,1.8,-2.0,0.0,0.49700000000000005,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,4.3,0.0
Calbert Cheaney,SG,30,1631.0,0.48100000000000004,7.8,3.6,1.1,0.7,16.1,100.0,110.0,10.3,0.499,8.4,11.3,15.5,1.2,-3.1,-0.4,0.48100000000000004,0.7,1.0,0.687,0.8,2.7,3.5,1.6,0.5,0.3,1.0,2.3,7.3,6.9,0.0
Chris Childs,PG,34,1576.0,0.32799999999999996,5.3,12.0,1.9,0.2,9.8,94.0,105.0,8.8,0.435,5.6,32.9,13.0,1.1,-4.7,-1.1,0.38299999999999995,0.8,1.0,0.8170000000000001,0.3,2.0,2.2,5.1,0.8,0.1,1.8,2.6,4.1,4.3,0.0
Doug Christie,SG,31,2798.0,0.46,6.7,6.1,2.9,0.4,17.4,112.0,101.0,15.2,0.578,7.1,17.2,15.6,8.6,3.9,4.2,0.521,2.5,3.0,0.851,0.9,3.7,4.6,4.2,2.0,0.3,2.0,2.6,12.0,9.1,0.0
Keon Clark,C,26,2185.0,0.49,14.9,2.2,1.4,3.0,22.6,102.0,99.0,16.7,0.522,15.8,7.1,21.2,5.3,-0.5,0.8,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2,11.3,9.6,0.0
Speedy Claxton,PG,23,1528.0,0.4,5.7,7.0,3.4,0.2,17.0,98.0,100.0,12.6,0.469,5.9,21.9,18.2,2.8,-0.7,0.5,0.405,1.7,2.0,0.838,0.7,1.7,2.4,3.0,1.4,0.1,1.4,2.2,7.2,6.7,0.0
Derrick Coleman,PF,34,2080.0,0.45,13.2,2.5,1.1,1.3,22.7,106.0,101.0,16.2,0.524,13.9,8.5,21.0,5.9,0.7,1.4,0.469,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1,12.7,0.0
Jarron Collins,C,23,1440.0,0.461,10.9,2.1,1.1,0.8,16.6,113.0,107.0,11.5,0.532,12.4,6.6,15.0,3.3,-1.3,0.2,0.461,1.9,2.6,0.74,2.0,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,4.9,0.0
Jason Collins,C,23,1407.0,0.42100000000000004,11.2,3.0,1.1,1.7,13.0,104.0,101.0,10.7,0.5,12.0,8.4,13.5,3.0,-0.9,0.4,0.423,1.5,2.1,0.701,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,3.6,0.0
Austin Croshere,PF,26,1286.0,0.413,11.9,3.1,1.1,1.2,20.9,104.0,104.0,14.3,0.518,12.9,10.1,19.9,2.6,-1.1,0.3,0.46799999999999997,1.3,1.5,0.851,1.0,2.9,3.9,1.0,0.3,0.4,0.9,1.4,6.8,5.9,0.0
Eddy Curry,C,19,1150.0,0.501,12.5,1.2,0.7,2.4,22.3,103.0,107.0,14.4,0.54,13.8,4.0,20.7,1.8,-4.4,-0.7,0.501,1.5,2.2,0.6559999999999999,1.5,2.2,3.8,0.3,0.2,0.7,1.0,2.4,6.7,5.2,0.0
Michael Curry,SG,33,1912.0,0.45299999999999996,4.7,3.5,1.3,0.3,9.2,102.0,106.0,6.2,0.521,5.2,10.1,9.3,2.3,-2.8,-0.4,0.466,0.9,1.1,0.7909999999999999,0.2,1.9,2.0,1.5,0.6,0.1,0.7,2.5,4.0,3.4,0.0
Erick Dampier,C,26,1740.0,0.435,11.3,2.5,0.5,4.9,16.2,92.0,108.0,11.3,0.484,11.9,7.8,17.6,0.3,-1.9,0.0,0.435,1.9,2.9,0.645,2.3,3.0,5.3,1.2,0.2,2.3,2.1,3.2,7.6,6.6,0.0
Antonio Daniels,SG,26,2175.0,0.44,4.3,5.6,1.2,0.3,18.5,113.0,104.0,13.4,0.534,4.7,17.2,16.6,5.9,0.2,1.2,0.486,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,7.5,0.0
Antonio Davis,PF,33,2978.0,0.426,13.4,2.8,1.0,1.5,20.2,104.0,103.0,14.8,0.49700000000000005,14.3,8.7,19.6,6.5,-0.1,1.4,0.426,3.8,4.6,0.818,3.3,6.3,9.6,2.0,0.7,1.1,2.1,2.9,14.5,12.5,0.0
Baron Davis,PG,22,3318.0,0.41700000000000004,5.6,11.3,2.8,0.8,23.9,105.0,104.0,18.2,0.498,6.0,37.3,23.9,8.2,4.2,5.2,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3.0,2.9,18.1,16.4,0.0
Dale Davis,C,32,2447.0,0.51,15.1,2.1,1.4,1.8,16.3,122.0,103.0,16.6,0.551,16.5,6.2,13.7,8.5,2.4,2.7,0.51,1.9,2.7,0.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5,9.5,7.4,0.0
Hubert Davis,SG,31,1231.0,0.44799999999999995,3.4,4.7,1.2,0.1,16.1,109.0,111.0,10.7,0.544,3.6,13.9,14.2,1.7,-2.0,0.0,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,1.1,7.2,6.4,0.0
Ricky Davis,SF,22,1954.0,0.48100000000000004,6.6,4.8,1.9,0.6,26.1,103.0,109.0,15.9,0.539,7.3,16.6,24.4,2.8,-1.8,0.1,0.488,2.4,3.0,0.79,0.8,2.2,3.0,2.2,0.8,0.3,1.8,1.8,11.7,9.5,0.0
Tony Delk,SG,28,1447.0,0.384,7.3,4.8,1.9,0.4,21.6,102.0,105.0,13.8,0.473,7.8,15.2,21.5,2.5,-0.7,0.5,0.441,1.2,1.5,0.804,0.9,2.3,3.2,2.1,0.8,0.2,0.9,1.6,9.5,9.3,0.0
Vlade Divac,C,33,2420.0,0.47200000000000003,13.9,6.2,1.6,2.0,18.4,107.0,99.0,17.0,0.513,14.8,17.9,18.4,7.3,3.3,3.3,0.474,2.6,4.3,0.615,2.6,5.8,8.4,3.7,1.0,1.2,2.0,2.9,11.1,9.0,0.0
Predrag Drobnjak,C,26,1174.0,0.461,10.1,2.3,0.9,1.4,20.1,102.0,107.0,12.7,0.49,11.0,6.9,19.7,1.6,-4.0,-0.6,0.461,0.9,1.1,0.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8,6.5,0.0
Tim Duncan,PF,25,3329.0,0.508,16.7,4.9,1.0,3.3,33.5,114.0,96.0,27.0,0.5760000000000001,18.0,18.3,29.0,17.8,7.6,8.1,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,18.3,954.0
LaPhonso Ellis,SF,31,1684.0,0.418,9.4,1.8,1.0,1.2,15.3,96.0,102.0,9.1,0.48,10.0,5.6,15.9,2.2,-1.5,0.2,0.46,0.8,1.3,0.631,1.6,2.7,4.3,0.8,0.5,0.6,1.1,3.0,7.1,6.8,0.0
Michael Finley,SF,28,2754.0,0.46299999999999997,6.8,4.3,1.2,0.5,26.7,110.0,110.0,17.6,0.532,7.3,14.0,23.9,6.3,1.0,2.1,0.494,3.0,3.6,0.8370000000000001,1.3,3.9,5.2,3.3,0.9,0.4,1.7,2.1,20.6,17.8,0.0
Derek Fisher,PG,27,1974.0,0.41100000000000003,3.9,4.8,1.7,0.2,20.8,114.0,105.0,14.0,0.55,4.1,13.9,17.6,5.5,0.8,1.4,0.52,1.3,1.6,0.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,1.7,11.2,9.5,0.0
Marcus Fizer,PF,23,1963.0,0.43799999999999994,11.5,3.2,1.3,0.6,25.3,95.0,108.0,14.2,0.48200000000000004,12.7,11.7,25.9,1.1,-3.7,-0.8,0.442,2.5,3.7,0.6679999999999999,1.7,3.9,5.6,1.6,0.6,0.3,1.7,2.4,12.3,11.2,0.0
Danny Fortson,PF,25,2216.0,0.428,20.6,2.9,1.0,0.4,19.8,105.0,105.0,15.9,0.504,21.8,9.3,19.3,4.5,-1.8,0.1,0.429,3.2,4.0,0.795,3.8,7.9,11.7,1.6,0.6,0.2,2.1,3.3,11.2,9.4,0.0
Jeff Foster,C,25,1786.0,0.449,16.3,2.0,2.1,1.1,13.7,105.0,101.0,12.9,0.493,17.6,6.1,14.0,4.2,0.2,1.0,0.452,1.4,2.2,0.61,2.5,4.3,6.8,0.9,0.9,0.5,1.0,2.8,5.7,4.8,0.0
Rick Fox,SF,32,2289.0,0.42100000000000004,8.9,6.4,1.5,0.5,14.7,103.0,103.0,11.3,0.502,9.4,18.1,15.2,4.3,0.6,1.5,0.475,0.9,1.0,0.8240000000000001,1.1,3.6,4.7,3.5,0.8,0.3,1.6,3.0,7.9,7.4,0.0
Adonal Foyle,C,26,1485.0,0.444,13.1,1.4,1.2,5.7,13.0,93.0,104.0,12.5,0.445,13.9,4.3,14.2,1.2,-1.2,0.3,0.444,0.5,1.2,0.39799999999999996,1.9,3.0,4.9,0.5,0.5,2.1,1.0,2.3,4.8,4.9,0.0
Steve Francis,PG,24,2343.0,0.41700000000000004,9.3,8.4,1.6,0.6,28.7,104.0,109.0,19.1,0.517,9.8,29.1,28.0,4.4,2.9,2.9,0.451,5.7,7.4,0.773,1.8,5.2,7.0,6.4,1.2,0.4,3.9,3.0,21.6,17.7,0.0
Kevin Garnett,PF,25,3175.0,0.47,16.4,7.0,1.6,2.1,28.6,111.0,101.0,23.8,0.536,17.8,22.4,26.0,12.8,6.7,7.0,0.484,4.4,5.5,0.8009999999999999,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,17.3,17.0
Pat Garrity,PF,25,2406.0,0.426,7.2,2.1,1.3,0.6,18.9,111.0,107.0,12.3,0.5529999999999999,7.8,6.4,16.1,5.1,0.1,1.3,0.537,0.8,0.9,0.836,1.0,3.3,4.2,1.2,0.8,0.4,0.9,2.9,11.1,9.6,0.0
Pau Gasol,C,21,3007.0,0.518,12.8,3.9,0.7,3.0,25.2,108.0,105.0,19.5,0.5660000000000001,13.5,13.8,22.6,7.6,2.2,3.2,0.518,4.1,5.8,0.7090000000000001,2.9,6.0,8.9,2.7,0.5,2.1,2.7,2.4,17.6,13.0,0.0
Devean George,SF,24,1759.0,0.41100000000000003,9.0,3.3,2.1,1.2,17.2,105.0,101.0,12.6,0.502,9.5,9.4,16.4,4.2,0.7,1.2,0.474,1.0,1.5,0.675,1.0,2.7,3.7,1.4,0.9,0.5,0.8,2.3,7.1,6.4,0.0
Kendall Gill,SG,33,1410.0,0.384,7.2,3.9,1.7,0.3,14.5,87.0,101.0,7.6,0.414,7.6,12.1,17.1,0.7,-3.7,-0.6,0.391,0.6,1.0,0.677,0.4,2.4,2.8,1.5,0.7,0.1,0.8,2.2,5.7,6.5,0.0
Dion Glover,SG,23,1156.0,0.42100000000000004,7.6,3.8,2.0,0.6,22.2,96.0,107.0,13.1,0.491,8.3,12.8,22.6,0.9,-2.8,-0.2,0.45399999999999996,1.4,1.9,0.757,0.7,2.4,3.1,1.5,0.8,0.3,1.4,1.6,8.9,8.3,0.0
Brian Grant,PF,29,2256.0,0.469,14.0,3.3,1.2,0.8,16.4,101.0,100.0,12.7,0.508,14.9,10.5,16.6,4.8,0.3,1.3,0.469,1.4,1.7,0.8490000000000001,2.3,5.7,8.0,1.9,0.7,0.4,1.7,3.3,9.3,8.5,0.0
Horace Grant,C,36,2210.0,0.513,11.2,2.4,1.3,1.1,14.2,117.0,105.0,13.9,0.539,12.2,7.1,12.5,5.6,0.4,1.3,0.513,1.1,1.5,0.721,2.1,4.2,6.3,1.4,0.8,0.6,0.7,1.6,8.0,6.8,0.0
Adrian Griffin,SG,27,1383.0,0.499,8.6,4.0,2.8,0.4,15.5,115.0,106.0,14.2,0.545,9.2,11.3,13.8,3.5,2.4,1.5,0.521,0.7,0.8,0.8370000000000001,1.2,2.8,3.9,1.8,1.3,0.2,0.7,2.4,7.2,6.2,0.0
Eddie Griffin,PF,19,1896.0,0.366,11.9,1.5,0.5,3.8,18.4,101.0,107.0,13.8,0.456,12.5,4.8,18.4,2.4,-2.0,0.0,0.434,0.9,1.2,0.7440000000000001,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1.6,8.8,9.1,0.0
Tom Gugliotta,PF,32,1129.0,0.42200000000000004,10.3,3.6,1.8,1.4,13.3,92.0,103.0,9.7,0.449,11.1,10.2,15.0,0.9,-1.5,0.1,0.42700000000000005,0.6,0.8,0.757,1.3,3.7,5.0,1.8,0.9,0.7,1.4,2.6,6.5,6.8,0.0
Darvin Ham,SF,28,1208.0,0.569,8.9,3.2,1.1,1.6,13.3,102.0,109.0,9.7,0.5710000000000001,9.7,9.1,13.5,1.2,-2.1,0.0,0.5710000000000001,0.9,1.8,0.504,1.3,1.6,2.9,1.0,0.4,0.5,1.2,2.5,4.3,3.0,0.0
Richard Hamilton,SG,23,2203.0,0.435,5.3,4.2,0.9,0.3,31.1,105.0,111.0,16.9,0.511,5.7,14.6,28.6,4.0,-1.8,0.1,0.44299999999999995,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20.0,17.2,0.0
Anfernee Hardaway,SG,30,2462.0,0.418,7.5,6.9,2.6,0.7,20.4,96.0,104.0,13.9,0.47200000000000003,8.0,21.1,21.9,2.9,0.0,1.2,0.43,2.0,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,2.3,12.0,11.6,0.0
Tim Hardaway,PG,35,1601.0,0.365,4.0,9.0,1.9,0.3,21.2,102.0,110.0,13.6,0.49200000000000005,4.3,27.0,21.8,1.8,-1.5,0.2,0.46399999999999997,1.1,1.4,0.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,1.6,9.6,9.1,0.0
Matt Harpring,SF,25,2541.0,0.461,12.2,2.3,1.5,0.1,20.4,105.0,102.0,14.1,0.512,12.8,7.5,19.1,6.1,-0.6,0.9,0.473,2.0,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5,11.8,10.3,0.0
Al Harrington,PF,21,1313.0,0.475,11.0,2.1,1.6,0.8,22.9,103.0,104.0,14.3,0.526,11.9,7.3,21.6,2.6,-1.2,0.3,0.47600000000000003,2.6,3.3,0.799,2.2,4.1,6.3,1.2,0.9,0.5,1.8,3.8,13.1,11.0,0.0
Othella Harrington,PF,28,1563.0,0.527,11.9,1.3,1.0,1.2,20.4,105.0,106.0,13.0,0.5670000000000001,12.9,4.2,18.5,3.0,-2.6,-0.3,0.527,1.6,2.2,0.7090000000000001,1.6,2.9,4.5,0.5,0.4,0.5,1.2,3.2,7.7,5.8,0.0
Lucious Harris,SG,31,1553.0,0.46399999999999997,7.0,3.9,1.8,0.2,22.7,113.0,102.0,15.7,0.556,7.5,12.3,19.3,5.1,0.1,0.8,0.505,1.8,2.1,0.8420000000000001,0.7,2.1,2.8,1.6,0.7,0.1,0.8,1.3,9.1,7.3,0.0
Trenton Hassell,SG,22,2237.0,0.425,6.0,4.1,1.3,1.0,16.1,99.0,110.0,10.4,0.502,6.7,13.0,16.0,1.5,-2.0,0.0,0.473,1.1,1.5,0.763,0.8,2.4,3.3,2.2,0.7,0.6,1.3,2.4,8.7,8.1,0.0
Brendan Haywood,C,22,1266.0,0.493,13.8,1.2,0.9,3.9,13.5,112.0,104.0,13.7,0.54,14.8,3.5,12.4,3.1,0.6,0.8,0.493,1.6,2.6,0.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,3.6,0.0
Fred Hoiberg,SG,29,1408.0,0.41600000000000004,7.9,5.1,2.3,0.2,13.0,112.0,107.0,12.2,0.519,8.7,15.5,11.9,2.7,-1.3,0.3,0.457,1.0,1.2,0.84,0.2,2.4,2.7,1.7,0.8,0.1,0.4,1.1,4.4,3.7,0.0
Robert Horry,PF,31,2140.0,0.39799999999999996,11.7,5.7,1.9,2.2,13.4,114.0,99.0,14.5,0.528,12.3,15.3,12.8,6.9,4.1,3.3,0.48,1.3,1.7,0.7829999999999999,1.6,4.3,5.9,2.9,1.0,1.1,1.1,2.6,6.8,5.7,0.0
Eddie House,PG,23,1230.0,0.39899999999999997,4.9,5.5,1.9,0.2,22.9,92.0,103.0,11.6,0.47100000000000003,5.2,18.8,24.3,0.9,-2.7,-0.2,0.45,0.7,0.8,0.857,0.3,1.5,1.7,1.9,0.7,0.1,1.3,1.5,8.0,8.2,0.0
Allan Houston,SG,30,2914.0,0.43700000000000006,4.6,3.5,1.0,0.2,28.8,104.0,110.0,15.2,0.54,5.0,12.6,25.9,4.7,-0.7,1.0,0.489,3.8,4.4,0.87,0.5,2.8,3.3,2.5,0.7,0.1,2.2,2.4,20.4,16.9,0.0
Juwan Howard,PF,28,2635.0,0.46,12.1,3.3,0.9,0.9,23.5,106.0,108.0,15.8,0.513,13.0,10.8,22.3,4.9,-0.6,0.9,0.46,3.2,4.2,0.7609999999999999,2.8,4.8,7.6,2.1,0.6,0.6,1.9,3.3,14.6,12.4,0.0
Troy Hudson,PG,25,1854.0,0.434,4.0,7.1,1.6,0.2,26.4,101.0,109.0,15.3,0.526,4.4,23.4,25.8,2.5,-3.1,-0.5,0.475,2.2,2.5,0.8759999999999999,0.4,1.4,1.8,3.1,0.7,0.1,2.0,1.5,11.7,10.1,0.0
