player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Shareef Abdur-Rahim,PF,28,1867.0,0.503,11.2,3.2,1.4,0.7,26.0,113.0,108.0,18.7,0.581,12.1,10.7,22.1,5.4,0.8,1.3,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,12.4,0.0
Ray Allen,SG,29,3064.0,0.428,6.2,5.2,1.5,0.1,33.3,117.0,112.0,20.9,0.555,6.9,18.1,28.0,10.7,3.7,4.4,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,19.2,41.0
Tony Allen,SG,23,1262.0,0.475,9.0,2.6,3.1,1.0,20.1,106.0,104.0,14.7,0.542,10.2,8.2,18.9,2.7,-0.1,0.6,0.491,1.5,2.0,0.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,5.0,0.0
Rafer Alston,PG,28,2717.0,0.414,5.3,9.8,2.2,0.1,21.7,108.0,109.0,16.5,0.522,5.8,31.7,21.2,5.5,1.5,2.4,0.485,2.4,3.2,0.74,0.5,3.0,3.5,6.4,1.5,0.1,2.1,2.7,14.2,12.2,0.0
Chris Andersen,C,26,1430.0,0.534,15.7,2.7,0.5,3.8,19.7,116.0,104.0,18.5,0.581,17.0,9.1,16.4,4.5,1.2,1.2,0.534,2.0,2.8,0.6890000000000001,2.0,4.1,6.1,1.1,0.2,1.5,1.0,2.1,7.7,5.3,0.0
Derek Anderson,SG,30,1239.0,0.389,5.5,6.2,1.6,0.2,18.6,103.0,111.0,11.7,0.503,6.0,18.9,18.5,1.3,-2.1,0.0,0.46299999999999997,1.5,1.9,0.805,0.5,2.2,2.7,3.0,0.8,0.1,1.5,1.9,9.2,8.3,0.0
Shandon Anderson,SF-SG,31,1171.0,0.452,8.6,3.2,1.8,0.6,11.5,103.0,103.0,9.0,0.518,9.5,8.7,11.8,2.1,-1.0,0.3,0.46299999999999997,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,3.3,0.0
Carmelo Anthony,SF,20,2608.0,0.431,8.4,3.8,1.3,0.6,30.7,103.0,107.0,16.7,0.526,9.4,13.1,29.2,4.9,-1.2,0.5,0.44799999999999995,6.1,7.6,0.7959999999999999,1.9,3.8,5.7,2.6,0.9,0.4,3.0,3.1,20.8,16.4,0.0
Gilbert Arenas,PG,23,3274.0,0.431,5.9,6.5,2.2,0.4,32.0,115.0,109.0,21.3,0.565,6.5,22.9,27.3,11.5,4.0,4.9,0.498,6.5,8.0,0.8140000000000001,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,19.0,4.0
Trevor Ariza,SF,19,1382.0,0.442,9.3,3.3,2.7,0.7,17.9,103.0,107.0,13.3,0.503,10.3,9.8,17.8,2.1,-1.0,0.4,0.446,1.5,2.2,0.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9,4.9,0.0
