player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Alaa Abdelnaby,PF,24,1311.0,0.518,13.0,1.0,1.0,1.0,22.3,104.0,108.0,13.2,0.551,14.6,3.0,20.5,2.0,-4.2,-0.7,0.518,1.2,1.5,0.759,1.7,2.8,4.5,0.4,0.3,0.3,1.3,2.5,7.7,6.3,0.0
Mahmoud Abdul-Rauf,PG,23,2710.0,0.45,4.0,6.1,1.5,0.1,27.6,107.0,110.0,15.6,0.515,4.4,20.8,25.5,5.1,-1.0,0.7,0.475,2.7,2.9,0.935,0.6,2.1,2.8,4.2,1.0,0.1,2.3,2.2,19.2,17.4,0.0
Michael Adams,PG,30,2499.0,0.439,4.7,10.3,2.0,0.1,20.4,110.0,113.0,15.6,0.5429999999999999,5.4,30.6,19.2,4.6,-0.1,1.2,0.48,3.4,4.0,0.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,2.1,14.8,11.9,0.0
Rafael Addison,SF,28,1164.0,0.44299999999999995,5.7,2.3,1.0,0.5,18.4,98.0,109.0,8.4,0.484,6.2,6.8,18.2,0.9,-4.6,-0.8,0.451,0.8,1.0,0.8140000000000001,0.7,1.3,1.9,0.8,0.3,0.2,0.9,1.8,6.3,6.0,0.0
Mark Aguirre,SF,33,1056.0,0.44299999999999995,7.4,5.1,0.8,0.3,24.5,108.0,111.0,13.7,0.525,8.0,15.3,22.2,1.8,-1.5,0.1,0.479,1.9,2.5,0.767,0.8,2.1,3.0,2.1,0.3,0.1,1.3,2.0,9.9,8.3,0.0
Danny Ainge,SG,33,2163.0,0.462,4.8,5.8,1.5,0.2,21.1,120.0,110.0,14.3,0.596,5.5,16.5,17.3,6.2,1.6,2.0,0.564,1.5,1.8,0.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,2.2,11.8,9.1,0.0
Victor Alexander,C,23,1753.0,0.516,11.6,2.6,0.9,1.5,22.3,107.0,110.0,14.3,0.5479999999999999,13.4,7.8,20.0,3.0,-1.8,0.1,0.523,1.5,2.3,0.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2,9.3,0.0
Kenny Anderson,PG,22,2010.0,0.435,5.6,11.2,2.4,0.3,23.1,106.0,106.0,16.6,0.48700000000000004,6.1,34.7,23.1,4.4,1.4,1.7,0.439,3.3,4.2,0.7759999999999999,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9,15.5,0.0
Nick Anderson,SG,25,2920.0,0.449,8.1,4.5,2.2,1.0,26.9,109.0,106.0,17.3,0.524,9.2,14.7,24.5,7.7,2.7,3.5,0.48200000000000004,3.8,5.1,0.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9,16.8,0.0
Ron Anderson,SF,34,1263.0,0.414,7.1,3.6,1.2,0.2,21.7,99.0,113.0,11.8,0.48100000000000004,7.9,11.7,21.6,0.5,-4.3,-0.7,0.449,1.0,1.3,0.809,0.9,1.8,2.7,1.3,0.4,0.1,0.9,1.1,8.1,7.9,0.0
Greg Anthony,PG,25,1699.0,0.415,5.1,11.9,3.4,0.4,13.7,105.0,99.0,13.7,0.469,5.6,33.3,15.1,4.6,1.1,1.3,0.42,1.5,2.3,0.6729999999999999,0.6,1.8,2.4,5.7,1.6,0.2,1.5,2.0,6.6,6.0,0.0
B.J. Armstrong,PG,25,2492.0,0.499,3.1,6.9,1.4,0.1,21.0,123.0,111.0,14.7,0.57,3.4,18.6,16.8,7.5,-0.9,0.7,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3,10.0,0.0
Vincent Askew,SG,26,1129.0,0.49200000000000005,7.1,5.4,1.8,0.8,18.1,112.0,108.0,13.1,0.5489999999999999,8.3,14.6,16.5,2.7,-0.4,0.5,0.495,1.4,2.0,0.705,0.8,1.4,2.2,1.7,0.5,0.3,0.9,1.8,5.6,4.2,0.0
Stacey Augmon,SG,24,2112.0,0.501,6.7,4.0,2.1,0.4,23.8,109.0,112.0,15.2,0.551,7.6,12.1,21.2,3.7,-0.4,0.9,0.501,3.1,4.2,0.7390000000000001,1.9,2.0,3.9,2.3,1.2,0.2,2.2,1.9,14.0,10.8,0.0
Anthony Avent,PF,23,2285.0,0.433,11.2,2.0,1.2,1.6,17.6,93.0,110.0,10.2,0.45899999999999996,12.9,5.9,19.1,0.3,-4.6,-1.5,0.433,1.4,2.1,0.6509999999999999,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8,9.8,0.0
Thurl Bailey,PF,31,1276.0,0.455,8.6,2.4,0.8,1.9,21.0,104.0,113.0,12.9,0.516,10.1,7.9,19.8,1.2,-4.9,-0.9,0.455,1.7,2.0,0.838,0.8,2.3,3.1,0.9,0.3,0.7,0.9,1.3,7.5,6.4,0.0
Charles Barkley,PF,29,2859.0,0.52,15.6,6.5,2.0,1.2,32.7,120.0,103.0,25.9,0.596,18.1,21.2,26.9,14.4,8.3,7.5,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6,18.1,835.0
Dana Barros,PG,25,1243.0,0.451,4.3,6.1,2.5,0.1,21.8,115.0,107.0,15.0,0.541,5.0,17.2,18.9,3.5,0.3,0.7,0.519,0.7,0.9,0.831,0.3,1.3,1.6,2.2,0.9,0.0,0.8,1.1,7.8,6.9,0.0
David Benoit,SF,24,1712.0,0.436,11.4,1.2,1.3,1.2,19.3,101.0,107.0,11.3,0.504,13.0,3.6,18.8,2.3,-3.1,-0.5,0.465,1.4,1.9,0.75,1.4,3.4,4.8,0.5,0.5,0.5,1.1,2.5,8.1,7.2,0.0
Rolando Blackman,SG,33,1434.0,0.44299999999999995,3.6,5.6,0.8,0.4,20.5,105.0,105.0,10.6,0.501,4.0,17.1,19.4,2.9,-1.9,0.0,0.47200000000000003,1.2,1.5,0.789,0.4,1.3,1.7,2.6,0.4,0.2,1.1,2.2,9.7,9.0,0.0
Mookie Blaylock,PG,25,2820.0,0.429,4.9,11.7,3.5,0.4,18.6,113.0,109.0,17.1,0.515,5.5,33.6,18.0,7.0,2.5,3.2,0.491,1.5,2.1,0.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,2.0,13.4,12.1,0.0
Muggsy Bogues,PG,28,2833.0,0.45299999999999996,5.0,12.0,2.7,0.1,13.7,113.0,110.0,14.5,0.503,5.6,32.5,13.9,5.9,0.2,1.5,0.45799999999999996,1.7,2.1,0.833,0.6,3.0,3.7,8.8,2.0,0.1,1.9,2.2,10.0,9.0,0.0
Walter Bond,SG,23,1578.0,0.402,6.0,3.7,2.3,0.6,18.0,92.0,114.0,9.0,0.462,6.7,11.8,19.4,-0.8,-4.6,-1.0,0.408,1.7,2.3,0.772,0.7,1.9,2.6,1.6,1.0,0.2,1.5,3.0,8.0,7.6,0.0
