player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Shareef Abdur-Rahim,C,30,2015.0,0.474,10.0,2.7,1.3,1.0,19.9,103.0,108.0,13.1,0.524,11.6,9.2,19.5,2.8,-2.1,-0.1,0.47600000000000003,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9,8.2,0.0
LaMarcus Aldridge,C,21,1392.0,0.503,12.2,0.9,0.9,2.8,22.1,113.0,109.0,17.1,0.5329999999999999,13.9,3.2,19.3,3.4,-0.9,0.4,0.503,1.3,1.8,0.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0,7.6,0.0
Ray Allen,SG,31,2219.0,0.43799999999999994,5.8,5.4,1.9,0.3,34.3,112.0,112.0,21.6,0.564,6.7,19.0,29.5,6.3,3.4,3.0,0.51,5.1,5.6,0.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4,21.0,0.0
Rafer Alston,PG,30,3040.0,0.375,4.9,7.7,2.2,0.2,18.9,103.0,102.0,12.9,0.496,5.3,24.1,19.4,6.6,1.3,2.5,0.47,1.6,2.2,0.7340000000000001,0.4,3.1,3.4,5.4,1.6,0.1,2.1,2.4,13.3,12.4,0.0
Derek Anderson,SF,32,1190.0,0.429,5.0,5.8,2.3,0.3,17.5,116.0,109.0,13.7,0.586,5.6,17.6,15.1,2.9,1.0,0.9,0.52,1.9,2.1,0.877,0.6,1.7,2.3,2.7,1.0,0.1,1.1,2.3,8.0,5.9,0.0
Carmelo Anthony,SF,22,2486.0,0.47600000000000003,7.7,4.9,1.5,0.5,37.3,109.0,108.0,22.1,0.552,8.9,19.2,33.4,7.3,2.0,2.5,0.489,7.1,8.7,0.8079999999999999,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,22.4,1.0
Gilbert Arenas,PG,25,2942.0,0.418,5.9,7.7,2.4,0.2,36.5,115.0,111.0,24.0,0.565,6.6,27.2,31.4,10.8,5.0,5.2,0.484,8.2,9.7,0.8440000000000001,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,20.9,31.0
Trevor Ariza,SG,21,1278.0,0.539,10.4,2.7,2.5,0.8,21.2,108.0,103.0,16.2,0.5670000000000001,12.0,8.9,19.2,3.4,1.5,1.1,0.539,1.9,3.0,0.62,1.7,2.6,4.4,1.1,1.0,0.3,1.5,2.4,8.9,6.5,0.0
Darrell Armstrong,PG,38,1275.0,0.414,5.5,7.8,2.9,0.2,18.6,110.0,105.0,15.1,0.547,6.1,24.8,17.4,3.2,1.1,1.0,0.509,0.9,1.1,0.785,0.4,1.2,1.7,2.4,0.9,0.1,0.9,1.3,5.6,4.7,0.0
Carlos Arroyo,PG,27,1304.0,0.425,5.5,8.3,1.6,0.1,22.6,105.0,107.0,14.4,0.501,6.3,27.1,22.8,2.5,-2.0,0.0,0.439,1.8,2.3,0.795,0.4,1.4,1.9,2.8,0.5,0.0,1.3,1.8,7.7,6.6,0.0
Chucky Atkins,PG,32,2064.0,0.434,3.5,8.6,1.2,0.1,24.5,117.0,116.0,17.4,0.58,4.0,27.9,21.4,4.9,-0.6,0.7,0.515,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.7,0.1,1.7,1.8,13.2,9.5,0.0
Renaldo Balkman,SF,22,1064.0,0.505,14.6,2.2,2.8,2.2,16.6,109.0,102.0,16.1,0.531,16.4,7.0,15.5,2.8,1.4,0.9,0.515,0.8,1.3,0.5670000000000001,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9,4.0,0.0
