player,pos,age,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fga_per_g,points_won
Álex Abrines,SG,23,1055.0,0.39299999999999996,4.0,1.9,1.7,0.4,18.9,113.0,110.0,10.1,0.56,4.5,5.5,15.9,2.1,-2.5,-0.1,0.531,0.6,0.7,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,5.0,0.0
Steven Adams,C,23,2389.0,0.5710000000000001,12.6,1.8,1.8,1.6,18.6,114.0,107.0,16.5,0.589,14.2,5.4,16.2,6.5,0.6,1.5,0.5710000000000001,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,8.2,0.0
Arron Afflalo,SG,31,1580.0,0.44,4.0,2.5,0.7,0.2,16.5,109.0,116.0,8.9,0.5589999999999999,4.6,7.4,14.4,1.4,-3.5,-0.6,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,6.9,0.0
LaMarcus Aldridge,PF,31,2335.0,0.47700000000000004,11.4,3.0,1.0,1.9,27.1,111.0,104.0,18.6,0.532,12.7,9.9,24.5,7.2,1.0,1.8,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,14.6,0.0
Tony Allen,SG,35,1914.0,0.461,10.6,2.7,3.1,0.8,17.5,101.0,105.0,13.3,0.493,11.7,8.4,17.9,3.1,0.6,1.3,0.473,1.1,1.8,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,8.4,0.0
Al-Farouq Aminu,PF,26,1773.0,0.39299999999999996,12.6,2.8,1.7,1.2,14.9,100.0,108.0,11.3,0.506,14.1,7.9,15.4,1.9,-1.1,0.4,0.46799999999999997,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,7.6,0.0
Justin Anderson,SF,23,1228.0,0.424,10.1,2.7,1.7,0.9,21.9,104.0,108.0,13.9,0.537,11.4,8.8,20.9,1.9,-1.6,0.1,0.49,1.4,1.7,0.7909999999999999,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1,5.9,0.0
Kyle Anderson,SF,23,1020.0,0.445,10.4,4.5,2.5,1.3,12.3,109.0,101.0,12.5,0.525,11.5,12.4,12.1,2.7,1.6,0.9,0.48100000000000004,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,2.9,0.0
Ryan Anderson,PF,28,2116.0,0.418,7.5,1.5,0.7,0.3,22.2,119.0,113.0,13.5,0.583,8.5,4.7,17.9,5.2,-0.8,0.6,0.55,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,10.7,0.0
Giannis Antetokounmpo,SF,22,2845.0,0.521,12.5,7.7,2.3,2.7,32.7,116.0,104.0,26.1,0.599,14.3,26.6,28.3,12.4,7.6,6.9,0.541,5.9,7.7,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,15.7,7.0
Carmelo Anthony,SF,32,2538.0,0.433,8.6,4.2,1.2,0.7,32.7,108.0,113.0,17.9,0.535,9.3,14.5,29.1,4.7,-0.7,0.8,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,18.8,0.0
Trevor Ariza,SF,31,2773.0,0.409,7.9,3.0,2.5,0.3,16.2,113.0,108.0,12.4,0.5479999999999999,9.0,8.8,14.1,6.0,1.7,2.6,0.528,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,10.0,0.0
