player,mp_x,fg_pct_x,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,trb_pct,ast_pct,usg_pct,ws,bpm,vorp,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,points_won
Steven Adams,0.64448,0.871977240398293,0.5770925110132159,0.09433962264150943,0.2857142857142857,0.3384615384615385,0.36941176470588233,0.9461538461538461,0.9130434782608695,0.49206349206349204,0.9282511210762331,0.5877551020408164,0.08159392789373814,0.3559322033898305,0.36312849162011174,0.168,0.21428571428571427,0.871977240398293,0.15909090909090906,0.2450980392156863,0.6402640264026404,0.5510204081632653,0.37864077669902907,0.4527027027027027,0.06837606837606838,0.23809523809523808,0.2972972972972973,0.23913043478260873,0.7777777777777777,0.26578073089700993,0.0
Arron Afflalo,0.75872,0.6301564722617354,0.2555066079295154,0.1949685534591195,0.14285714285714285,0.03076923076923077,0.46352941176470586,0.8076923076923077,0.9739130434782609,0.346031746031746,0.7937219730941704,0.24897959183673468,0.18785578747628084,0.5056497175141242,0.15083798882681568,-0.192,-0.02040816326530612,0.7112375533428166,0.17045454545454544,0.17647058823529413,0.9240924092409241,0.06122448979591836,0.33009708737864074,0.25,0.17094017094017094,0.19047619047619047,0.02702702702702703,0.2608695652173913,0.5555555555555556,0.42524916943521596,0.0
LaMarcus Aldridge,0.72352,0.7297297297297298,0.6299559471365639,0.15723270440251572,0.2571428571428572,0.27692307692307694,0.7082352941176471,0.8769230769230769,0.8608695652173913,0.711111111111111,0.8445440956651717,0.6489795918367347,0.15370018975332067,0.731638418079096,0.5642458100558659,0.14400000000000002,0.22448979591836735,0.7297297297297298,0.3977272727272727,0.4019607843137255,0.9438943894389439,0.48979591836734687,0.6019417475728155,0.5743243243243243,0.12820512820512822,0.23809523809523808,0.2972972972972973,0.28260869565217395,0.5555555555555556,0.5980066445182723,0.0
Lavoy Allen,0.51168,0.7339971550497867,0.5814977973568282,0.1509433962264151,0.2285714285714286,0.2,0.3129411764705883,0.8461538461538461,0.9043478260869565,0.39365079365079364,0.7952167414050823,0.5918367346938775,0.13472485768500947,0.3672316384180791,0.20670391061452517,-0.048,0.06122448979591836,0.7339971550497867,0.06818181818181818,0.08823529411764706,0.693069306930693,0.42857142857142855,0.3203883495145631,0.36486486486486486,0.08547008547008547,0.14285714285714285,0.13513513513513511,0.1956521739130435,0.5277777777777778,0.17940199335548174,0.0
Tony Allen,0.5184,0.6514935988620199,0.4140969162995595,0.13836477987421383,1.0,0.0923076923076923,0.4,0.7769230769230769,0.9130434782608695,0.4095238095238095,0.7548579970104633,0.4244897959183674,0.13092979127134724,0.4745762711864407,0.1340782122905028,-0.008,0.08163265306122448,0.6742532005689901,0.15909090909090906,0.21568627450980396,0.7172717271727173,0.32653061224489793,0.2912621359223301,0.31081081081081074,0.09401709401709403,0.8095238095238094,0.08108108108108107,0.2608695652173913,0.75,0.27906976744186046,0.0
Al-Farouq Aminu,0.74912,0.5917496443812235,0.4713656387665198,0.18238993710691823,0.42857142857142855,0.16923076923076924,0.42117647058823526,0.8076923076923077,0.9304347826086956,0.40317460317460313,0.7967115097159938,0.46938775510204084,0.16698292220113853,0.4774011299435028,0.223463687150838,0.016,0.1326530612244898,0.7155049786628734,0.15909090909090906,0.18627450980392157,0.8107810781078107,0.24489795918367344,0.47572815533980584,0.4121621621621621,0.1452991452991453,0.42857142857142855,0.16216216216216214,0.32608695652173914,0.5833333333333334,0.33887043189368765,0.0
Kyle Anderson,0.3984,0.6657183499288762,0.4405286343612335,0.32075471698113206,0.7142857142857143,0.1846153846153846,0.3388235294117647,0.8,0.8434782608695652,0.4095238095238095,0.7892376681614349,0.45714285714285713,0.25996204933586337,0.4067796610169492,0.19553072625698326,0.14400000000000002,0.12244897959183672,0.6941678520625889,0.09090909090909091,0.10784313725490198,0.8217821782178217,0.06122448979591836,0.27184466019417475,0.20945945945945946,0.13675213675213677,0.38095238095238093,0.10810810810810811,0.1739130434782609,0.3333333333333333,0.1495016611295681,0.0
Ryan Anderson,0.64256,0.6073968705547654,0.43171806167400884,0.11320754716981132,0.2571428571428572,0.0923076923076923,0.6541176470588236,0.8307692307692308,0.9739130434782609,0.546031746031746,0.8161434977578476,0.4448979591836735,0.11574952561669828,0.6977401129943502,0.21787709497206706,-0.11199999999999999,0.03061224489795918,0.7083926031294453,0.3409090909090909,0.3431372549019608,0.9603960396039604,0.4081632653061224,0.3883495145631068,0.4054054054054054,0.09401709401709403,0.2857142857142857,0.10810810810810811,0.30434782608695654,0.4722222222222222,0.5647840531561461,0.0
Giannis Antetokounmpo,0.90336,0.7197724039829303,0.4845814977973568,0.389937106918239,0.4857142857142857,0.3076923076923077,0.5741176470588235,0.8384615384615385,0.9217391304347826,0.5968253968253968,0.8460388639760837,0.5061224489795918,0.37950664136622386,0.6299435028248588,0.39664804469273746,0.192,0.32653061224489793,0.7396870554765292,0.4204545454545454,0.5,0.7964796479647965,0.2857142857142857,0.6019417475728155,0.5202702702702703,0.36752136752136755,0.5714285714285714,0.37837837837837834,0.5652173913043479,0.888888888888889,0.5614617940199335,0.0
Carmelo Anthony,0.8096,0.6173541963015647,0.49779735682819387,0.38364779874213834,0.37142857142857144,0.12307692307692308,0.7529411764705882,0.823076923076923,0.9304347826086956,0.6444444444444445,0.7922272047832586,0.4897959183673469,0.41555977229601515,0.8389830508474576,0.35754189944134085,0.20800000000000002,0.29591836734693877,0.6742532005689901,0.5227272727272726,0.5490196078431373,0.911991199119912,0.2857142857142857,0.6213592233009708,0.5202702702702703,0.35897435897435903,0.42857142857142855,0.13513513513513511,0.5217391304347826,0.6944444444444444,0.7242524916943521,0.0
Trevor Ariza,0.91488,0.5917496443812235,0.2775330396475771,0.20125786163522014,0.7999999999999999,0.06153846153846154,0.4141176470588236,0.8461538461538461,0.9391304347826087,0.4095238095238095,0.8236173393124065,0.2897959183673469,0.18975332068311193,0.4435028248587571,0.30167597765363136,0.12,0.25510204081632654,0.7439544807965861,0.18181818181818182,0.19607843137254904,0.8613861386138613,0.16326530612244897,0.3592233009708738,0.30405405405405406,0.19658119658119658,0.9523809523809523,0.08108108108108107,0.30434782608695654,0.6111111111111112,0.42192691029900325,0.0
Darrell Arthur,0.48512,0.6429587482219061,0.42731277533039647,0.20125786163522014,0.5142857142857143,0.24615384615384617,0.4094117647058823,0.8,0.9391304347826087,0.3968253968253968,0.7683109118086696,0.436734693877551,0.18975332068311193,0.4717514124293785,0.12849162011173185,-0.024,0.06122448979591836,0.7083926031294453,0.06818181818181818,0.07843137254901962,0.8305830583058306,0.24489795918367344,0.2912621359223301,0.28378378378378377,0.11965811965811966,0.38095238095238093,0.18918918918918917,0.1956521739130435,0.7222222222222222,0.24916943521594684,0.0
Ömer Aşık,0.37696,0.7581792318634423,0.7665198237885462,0.06918238993710692,0.2571428571428572,0.15384615384615385,0.2658823529411765,0.8153846153846154,0.9391304347826087,0.3492063492063492,0.8236173393124065,0.7959183673469388,0.058823529411764705,0.3220338983050848,0.09497206703910616,-0.336,-0.07142857142857142,0.7581792318634423,0.10227272727272727,0.15686274509803924,0.5995599559955996,0.36734693877551017,0.4174757281553398,0.4121621621621621,0.03418803418803419,0.14285714285714285,0.08108108108108107,0.1956521739130435,0.5,0.13289036544850497,0.0
D.J. Augustin,0.37696,0.6017069701280228,0.1762114537444934,0.5283018867924528,0.4571428571428572,0.03076923076923077,0.46588235294117647,0.8692307692307693,0.9652173913043478,0.44126984126984126,0.8594917787742898,0.1795918367346939,0.4800759013282732,0.5084745762711864,0.1452513966480447,-0.136,0.01020408163265306,0.7396870554765292,0.19318181818181815,0.2058823529411765,0.8855885588558856,0.02040816326530612,0.13592233009708737,0.10135135135135134,0.27350427350427353,0.2857142857142857,0.02702702702702703,0.30434782608695654,0.38888888888888884,0.24916943521594684,0.0
Leandro Barbosa,0.34528,0.6571834992887625,0.2290748898678414,0.23270440251572327,0.5714285714285714,0.06153846153846154,0.4564705882352941,0.8153846153846154,0.9217391304347826,0.3714285714285714,0.8146487294469358,0.236734693877551,0.20113851992409865,0.5112994350282486,0.11731843575418996,-0.168,0.0,0.7325746799431011,0.09090909090909091,0.08823529411764706,0.9229922992299231,0.08163265306122448,0.1262135922330097,0.11486486486486486,0.10256410256410256,0.2857142857142857,0.02702702702702703,0.1739130434782609,0.4444444444444445,0.21262458471760798,0.0
J.J. Barea,0.53344,0.6344238975817924,0.2026431718061674,0.5786163522012578,0.2285714285714286,0.015384615384615385,0.5811764705882353,0.8153846153846154,0.9652173913043478,0.4888888888888889,0.8011958146487295,0.20408163265306123,0.5977229601518026,0.672316384180791,0.1564245810055866,-0.096,0.03061224489795918,0.7339971550497867,0.11363636363636363,0.12745098039215688,0.848184818481848,0.08163265306122448,0.16504854368932037,0.14189189189189189,0.3504273504273504,0.19047619047619047,0.0,0.32608695652173914,0.41666666666666663,0.36212624584717606,0.0
Harrison Barnes,0.65344,0.6628733997155051,0.3392070484581498,0.1761006289308176,0.2857142857142857,0.03076923076923077,0.43058823529411766,0.8769230769230769,0.9304347826086956,0.3904761904761905,0.8355754857997009,0.3510204081632653,0.14800759013282733,0.4491525423728814,0.2737430167597766,-0.016,0.09183673469387754,0.7553342816500712,0.17045454545454544,0.19607843137254904,0.837183718371837,0.24489795918367344,0.3689320388349514,0.3310810810810811,0.15384615384615385,0.2857142857142857,0.05405405405405406,0.1956521739130435,0.5833333333333334,0.388704318936877,0.0
Matt Barnes,0.7008,0.5419630156472263,0.43612334801762115,0.23899371069182387,0.5142857142857143,0.2,0.4188235294117647,0.7615384615384615,0.9304347826086956,0.3714285714285714,0.7518684603886397,0.4448979591836735,0.22011385199240985,0.5056497175141242,0.1452513966480447,0.032,0.1326530612244898,0.6642958748221907,0.17045454545454544,0.17647058823529413,0.8844884488448845,0.22448979591836735,0.4271844660194175,0.3716216216216216,0.17948717948717952,0.47619047619047616,0.21621621621621623,0.3478260869565218,0.8611111111111112,0.33222591362126247,0.0
Will Barton,0.75296,0.6145092460881936,0.44493392070484583,0.27044025157232704,0.42857142857142855,0.12307692307692308,0.5905882352941176,0.8076923076923077,0.9391304347826087,0.5079365079365079,0.7997010463378177,0.45714285714285713,0.2732447817836812,0.6497175141242938,0.24022346368715083,-0.008,0.11224489795918367,0.6955903271692746,0.2954545454545454,0.3235294117647059,0.8866886688668866,0.14285714285714285,0.4951456310679611,0.3918918918918919,0.2136752136752137,0.42857142857142855,0.13513513513513511,0.3695652173913044,0.5,0.4784053156146179,0.0
Brandon Bass,0.42944,0.7809388335704125,0.4713656387665198,0.1761006289308176,0.34285714285714286,0.3230769230769231,0.4164705882352941,0.9769230769230769,0.9652173913043478,0.5523809523809523,0.9252615844544095,0.4653061224489796,0.174573055028463,0.39265536723163846,0.22905027932960895,0.064,0.1020408163265306,0.7809388335704125,0.21590909090909088,0.21568627450980396,0.9295929592959296,0.32653061224489793,0.2621359223300971,0.2905405405405405,0.09401709401709403,0.23809523809523808,0.21621621621621623,0.13043478260869565,0.5277777777777778,0.23920265780730895,0.0
Nicolas Batum,0.78336,0.6059743954480796,0.38766519823788553,0.5220125786163522,0.37142857142857144,0.13846153846153847,0.5035294117647059,0.8,0.9130434782608695,0.4952380952380952,0.8161434977578476,0.39183673469387753,0.5104364326375711,0.6045197740112994,0.2793296089385475,0.16,0.25510204081632654,0.7197724039829303,0.2613636363636363,0.26470588235294124,0.9339933993399341,0.16326530612244897,0.5145631067961165,0.4121621621621621,0.49572649572649574,0.42857142857142855,0.16216216216216214,0.6304347826086957,0.4444444444444445,0.49501661129568103,0.0
Jerryd Bayless,0.4816,0.6017069701280228,0.21145374449339208,0.34591194968553457,0.4571428571428572,0.06153846153846154,0.43058823529411766,0.8461538461538461,0.9739130434782609,0.39365079365079364,0.8490284005979072,0.22040816326530613,0.30740037950664134,0.4632768361581921,0.1340782122905028,-0.08,0.04081632653061224,0.7667140825035563,0.1477272727272727,0.16666666666666669,0.8558855885588559,0.08163265306122448,0.22330097087378636,0.18243243243243243,0.26495726495726496,0.42857142857142855,0.05405405405405406,0.30434782608695654,0.5833333333333334,0.34551495016611294,0.0
Aron Baynes,0.39456,0.7183499288762447,0.6916299559471365,0.1320754716981132,0.2571428571428572,0.3230769230769231,0.49411764705882355,0.8769230769230769,0.9043478260869565,0.5650793650793651,0.8415545590433482,0.6938775510204082,0.12523719165085387,0.5225988700564972,0.22905027932960895,-0.016,0.06122448979591836,0.7183499288762447,0.18181818181818182,0.19607843137254904,0.8404840484048405,0.346938775510204,0.2912621359223301,0.31756756756756754,0.05128205128205128,0.14285714285714285,0.16216216216216214,0.1739130434782609,0.5277777777777778,0.20930232558139533,0.0
Kent Bazemore,0.66656,0.6273115220483642,0.39647577092511016,0.2578616352201258,0.6571428571428571,0.13846153846153847,0.48705882352941177,0.7615384615384615,0.8695652173913043,0.4253968253968254,0.8236173393124065,0.40408163265306124,0.24098671726755216,0.5649717514124294,0.22905027932960895,0.024,0.12244897959183672,0.7354196301564724,0.18181818181818182,0.19607843137254904,0.8965896589658965,0.08163265306122448,0.45631067961165045,0.34459459459459457,0.19658119658119658,0.6190476190476191,0.13513513513513511,0.391304347826087,0.6388888888888888,0.3853820598006644,0.0
Bradley Beal,0.54656,0.6386913229018493,0.2378854625550661,0.2893081761006289,0.42857142857142855,0.04615384615384615,0.6423529411764706,0.7923076923076923,0.9391304347826087,0.49206349206349204,0.8176382660687593,0.2530612244897959,0.29601518026565465,0.7146892655367232,0.15083798882681568,-0.048,0.06122448979591836,0.7325746799431011,0.28409090909090906,0.3137254901960785,0.8437843784378438,0.14285714285714285,0.2621359223300971,0.22972972972972971,0.24786324786324787,0.47619047619047616,0.05405405405405406,0.4347826086956522,0.5833333333333334,0.5780730897009966,0.0
Marco Belinelli,0.53504,0.5490753911806544,0.14977973568281938,0.22641509433962265,0.31428571428571433,0.015384615384615385,0.47058823529411764,0.7615384615384615,0.9826086956521739,0.2984126984126984,0.7473841554559043,0.15510204081632653,0.21062618595825425,0.556497175141243,0.02793296089385475,-0.336,-0.09183673469387754,0.6500711237553344,0.19318181818181815,0.19607843137254904,0.9163916391639163,0.02040816326530612,0.1553398058252427,0.11486486486486486,0.1623931623931624,0.23809523809523808,0.0,0.2608695652173913,0.3611111111111111,0.33887043189368765,0.0
Patrick Beverley,0.65312,0.6173541963015647,0.2643171806167401,0.36477987421383645,0.6571428571428571,0.0923076923076923,0.39764705882352935,0.8769230769230769,0.9565217391304348,0.4126984126984127,0.8266068759342301,0.27755102040816326,0.33965844402277034,0.4322033898305085,0.24581005586592183,0.08800000000000001,0.16326530612244897,0.7667140825035563,0.09090909090909091,0.11764705882352941,0.7502750275027503,0.2040816326530612,0.24271844660194172,0.23648648648648649,0.2905982905982906,0.6190476190476191,0.10810810810810811,0.28260869565217395,0.9166666666666666,0.3289036544850498,0.0
Bismack Biyombo,0.57856,0.7709815078236132,0.8237885462555066,0.050314465408805034,0.14285714285714285,0.5846153846153845,0.3058823529411765,0.9076923076923077,0.8782608695652174,0.473015873015873,0.8759342301943198,0.8489795918367348,0.04554079696394687,0.3248587570621469,0.3296089385474861,-0.008,0.09183673469387754,0.7709815078236132,0.19318181818181815,0.27450980392156865,0.6908690869086909,0.4489795918367347,0.5631067961165048,0.5405405405405405,0.03418803418803419,0.09523809523809523,0.43243243243243246,0.1956521739130435,0.75,0.18272425249169436,0.0
Nemanja Bjelica,0.344,0.6657183499288762,0.43171806167400884,0.24528301886792453,0.34285714285714286,0.15384615384615385,0.3388235294117647,0.8769230769230769,0.9565217391304348,0.3555555555555555,0.8878923766816142,0.4653061224489796,0.21631878557874762,0.36158192090395486,0.10614525139664804,0.024,0.06122448979591836,0.8108108108108107,0.07954545454545453,0.08823529411764706,0.7997799779977998,0.16326530612244897,0.2621359223300971,0.23648648648648649,0.11965811965811966,0.19047619047619047,0.10810810810810811,0.1739130434782609,0.7222222222222222,0.16943521594684383,0.0
Eric Bledsoe,0.33888,0.6443812233285917,0.2555066079295154,0.5471698113207547,0.8285714285714285,0.13846153846153847,0.6847058823529412,0.823076923076923,0.9304347826086956,0.6349206349206349,0.8325859491778774,0.2612244897959184,0.603415559772296,0.768361581920904,0.13966480446927376,0.22399999999999998,0.1326530612244898,0.7140825035561879,0.5113636363636364,0.5392156862745099,0.8822882288228823,0.12244897959183672,0.3398058252427184,0.27027027027027023,0.5213675213675214,0.9523809523809523,0.16216216216216214,0.7608695652173914,0.6666666666666666,0.6777408637873753,0.0
