votes_first,points_won
69,720
1,364
2,304
0,226
3,112
0,42
0,40
0,33
0,30
0,15
0,13
0,12
0,10
0,9
0,5
0,4
0,4
0,3
0,3
0,2
0,1
0,1
0,1
