votes_first,points_won
40,507
20,406
1,203
4,131
2,115
1,110
1,101
0,67
0,33
0,31
0,14
0,14
0,12
0,10
0,7
0,6
0,3
0,3
0,3
0,3
0,1
0,1
0,1
0,1
0,1
